date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'INTU')","('high', 'INTU')","('low', 'INTU')","('close', 'INTU')","('adj_close', 'INTU')","('volume', 'INTU')","('currency', '')"
2020-01-02,261.0799865722656,266.6000061035156,261.0799865722656,266.1600036621094,255.99411010742188,1124500,,,,,,,,
2020-01-03,261.6099853515625,265.3699951171875,261.44000244140625,264.3800048828125,254.28213500976562,798500,,,,,,,,
2020-01-06,261.8900146484375,266.6300048828125,261.7699890136719,266.4100036621094,256.234619140625,1026100,,,,,,,,
2020-01-07,266.80999755859375,267.5199890136719,265.3500061035156,266.4700012207031,256.2923889160156,915100,,,,,,,,
2020-01-08,268.0,274.7699890136719,266.79998779296875,272.8800048828125,262.4573974609375,1373900,,,,,,,,
2020-01-09,274.0,277.2699890136719,273.57000732421875,274.8999938964844,264.914794921875,1076300,,,,,,,,
2020-01-10,276.489990234375,276.5,273.8299865722656,275.25,265.2522277832031,1127400,,,,,,,,
2020-01-13,276.3299865722656,277.8500061035156,274.8299865722656,276.0400085449219,266.013427734375,1697600,,,,,,,,
2020-01-14,275.6300048828125,276.30999755859375,272.0899963378906,272.67999267578125,262.7754821777344,1216400,,,,,,,,
2020-01-15,273.82000732421875,276.0799865722656,272.6099853515625,273.0,263.0838623046875,1147300,,,,,,,,
2020-01-16,274.6400146484375,276.8900146484375,273.30999755859375,276.8699951171875,266.8132629394531,834700,,,,,,,,
2020-01-17,278.489990234375,283.0,276.3500061035156,282.8500061035156,272.5760498046875,2172700,,,,,,,,
2020-01-21,281.80999755859375,285.260009765625,281.5400085449219,285.010009765625,274.6575927734375,1636000,,,,,,,,
2020-01-22,286.1300048828125,291.489990234375,285.8800048828125,290.2799987792969,279.7362060546875,2611200,,,,,,,,
2020-01-23,289.7300109863281,292.67999267578125,288.3599853515625,288.5799865722656,278.0979309082031,1659500,,,,,,,,
2020-01-24,290.0,293.0,287.260009765625,288.0799865722656,277.6160583496094,1089900,,,,,,,,
2020-01-27,281.4800109863281,285.9800109863281,281.010009765625,283.760009765625,273.4530029296875,881200,,,,,,,,
2020-01-28,284.4100036621094,288.5299987792969,282.94000244140625,288.1600036621094,277.69317626953125,840900,,,,,,,,
2020-01-29,289.3399963378906,289.739990234375,283.8900146484375,285.9200134277344,275.53460693359375,858100,,,,,,,,
2020-01-30,284.19000244140625,286.8399963378906,282.45001220703125,286.6300048828125,276.21881103515625,785000,,,,,,,,
2020-01-31,285.79998779296875,286.4800109863281,279.75,280.3800048828125,270.1958312988281,1268800,,,,,,,,
2020-02-03,283.57000732421875,285.7699890136719,281.4700012207031,282.79998779296875,272.5279235839844,1042000,,,,,,,,
2020-02-04,287.1600036621094,292.79998779296875,284.45001220703125,290.9200134277344,280.35296630859375,1345700,,,,,,,,
2020-02-05,298.82000732421875,298.82000732421875,286.6199951171875,289.80999755859375,279.28326416015625,1060700,,,,,,,,
2020-02-06,291.8500061035156,294.3299865722656,289.80999755859375,294.2099914550781,283.5234375,1000700,,,,,,,,
2020-02-07,293.1700134277344,295.7699890136719,291.1000061035156,294.7099914550781,284.0053405761719,921600,,,,,,,,
2020-02-10,295.04998779296875,298.0199890136719,294.0899963378906,297.739990234375,286.9252014160156,1139800,,,,,,,,
2020-02-11,299.8999938964844,299.9599914550781,296.5,296.9200134277344,286.1349792480469,903500,,,,,,,,
2020-02-12,297.0,298.8699951171875,294.6300048828125,298.6499938964844,287.8022155761719,792300,,,,,,,,
2020-02-13,297.2900085449219,300.54998779296875,296.8500061035156,297.8399963378906,287.0215148925781,721200,,,,,,,,
2020-02-14,298.55999755859375,304.44000244140625,297.4599914550781,304.2900085449219,293.2373046875,855300,,,,,,,,
2020-02-18,303.95001220703125,304.8299865722656,302.0199890136719,303.57000732421875,292.5434875488281,888200,,,,,,,,
2020-02-19,305.5,306.8900146484375,304.3999938964844,305.6099853515625,294.50933837890625,791600,,,,,,,,
2020-02-20,304.3900146484375,306.19000244140625,297.489990234375,301.239990234375,290.298095703125,900900,,,,,,,,
2020-02-21,300.6000061035156,303.989990234375,295.3699951171875,297.57000732421875,286.76141357421875,1173200,,,,,,,,
2020-02-24,288.44000244140625,292.70001220703125,278.010009765625,286.42999267578125,276.02606201171875,1996800,,,,,,,,
2020-02-25,297.54998779296875,301.6400146484375,283.57000732421875,284.79998779296875,274.455322265625,3430400,,,,,,,,
2020-02-26,286.2799987792969,290.92999267578125,278.6700134277344,280.0899963378906,269.91632080078125,2449200,,,,,,,,
2020-02-27,274.260009765625,278.5899963378906,268.3999938964844,268.7699890136719,259.0074768066406,2246700,,,,,,,,
2020-02-28,259.6199951171875,266.1199951171875,255.58999633789062,265.8500061035156,256.19354248046875,2899400,,,,,,,,
2020-03-02,266.7200012207031,281.3299865722656,263.7300109863281,281.17999267578125,270.9667053222656,2520500,,,,,,,,
2020-03-03,280.9599914550781,284.6600036621094,264.17999267578125,268.239990234375,258.4967346191406,2015100,,,,,,,,
2020-03-04,274.2200012207031,286.5199890136719,270.5199890136719,285.54998779296875,275.17803955078125,2551100,,,,,,,,
2020-03-05,276.1400146484375,290.2200012207031,275.1400146484375,287.17999267578125,276.748779296875,2418800,,,,,,,,
2020-03-06,276.45001220703125,281.80999755859375,268.1400146484375,276.17999267578125,266.14825439453125,1913900,,,,,,,,
2020-03-09,258.260009765625,269.2300109863281,250.0,260.0400085449219,250.59466552734375,2138600,,,,,,,,
2020-03-10,270.1099853515625,270.1099853515625,257.9700012207031,269.6600036621094,259.8652038574219,2541500,,,,,,,,
2020-03-11,263.9200134277344,266.2900085449219,256.0799865722656,261.1199951171875,251.63540649414062,1848500,,,,,,,,
2020-03-12,245.08999633789062,257.9800109863281,235.9600067138672,237.94000244140625,229.29730224609375,3430300,,,,,,,,
2020-03-13,250.0,261.3999938964844,235.0,261.25,251.7606658935547,2399200,,,,,,,,
2020-03-16,232.0,244.99000549316406,222.3800048828125,223.42999267578125,215.3143768310547,2642500,,,,,,,,
2020-03-17,228.50999450683594,240.77999877929688,216.17999267578125,239.1699981689453,230.482666015625,2901100,,,,,,,,
2020-03-18,226.0399932861328,232.27000427246094,215.07000732421875,225.07000732421875,216.89480590820312,2103300,,,,,,,,
