date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'THO')","('high', 'THO')","('low', 'THO')","('close', 'THO')","('adj_close', 'THO')","('volume', 'THO')","('currency', '')"
2020-01-02,74.7300033569336,74.7300033569336,72.3499984741211,73.8499984741211,65.72500610351562,760000,,,,,,,,
2020-01-03,72.75,73.0,71.86000061035156,72.61000061035156,64.6214370727539,573500,,,,,,,,
2020-01-06,71.5,71.5,70.33000183105469,70.9000015258789,63.09959411621094,756700,,,,,,,,
2020-01-07,70.69999694824219,71.30000305175781,68.94000244140625,69.19999694824219,61.586605072021484,969500,,,,,,,,
2020-01-08,69.26000213623047,70.33999633789062,68.76000213623047,69.77999877929688,62.1027946472168,610000,,,,,,,,
2020-01-09,70.29000091552734,70.29000091552734,68.08999633789062,69.13999938964844,61.53321838378906,685700,,,,,,,,
2020-01-10,69.30000305175781,70.88999938964844,68.37000274658203,70.75,62.96607971191406,1028400,,,,,,,,
2020-01-13,71.19000244140625,73.98999786376953,71.18000030517578,73.87000274658203,65.74283599853516,1080900,,,,,,,,
2020-01-14,75.73999786376953,79.31999969482422,75.72000122070312,77.55000305175781,69.01793670654297,1726300,,,,,,,,
2020-01-15,77.6500015258789,80.80999755859375,77.62000274658203,80.70999908447266,71.83028411865234,1215500,,,,,,,,
2020-01-16,81.04000091552734,82.69999694824219,80.7699966430664,81.83999633789062,72.83595275878906,1015200,,,,,,,,
2020-01-17,81.98999786376953,83.1500015258789,81.23999786376953,81.83999633789062,72.83595275878906,727900,,,,,,,,
2020-01-21,81.5,82.27999877929688,80.63999938964844,81.33999633789062,72.39096069335938,738600,,,,,,,,
2020-01-22,81.20999908447266,82.8499984741211,81.08000183105469,82.27999877929688,73.22754669189453,528200,,,,,,,,
2020-01-23,82.1500015258789,83.98999786376953,81.54000091552734,83.44000244140625,74.25993347167969,884100,,,,,,,,
2020-01-24,83.62000274658203,83.62000274658203,80.97000122070312,81.41000366210938,72.4532699584961,694100,,,,,,,,
2020-01-27,80.31999969482422,81.7300033569336,79.37999725341797,80.58999633789062,71.7234878540039,1537000,,,,,,,,
2020-01-28,81.52999877929688,82.45999908447266,81.01000213623047,82.08000183105469,73.04955291748047,537600,,,,,,,,
2020-01-29,82.19999694824219,82.91999816894531,80.18000030517578,81.25,72.31087493896484,613000,,,,,,,,
2020-01-30,80.44000244140625,82.29000091552734,80.26000213623047,81.86000061035156,72.85374450683594,630000,,,,,,,,
2020-01-31,81.38999938964844,82.33999633789062,80.25,80.5199966430664,71.66117858886719,864900,,,,,,,,
2020-02-03,81.02999877929688,82.88999938964844,80.55999755859375,82.11000061035156,73.07625579833984,467800,,,,,,,,
2020-02-04,83.26000213623047,83.7699966430664,81.68000030517578,83.04000091552734,73.90391540527344,460600,,,,,,,,
2020-02-05,83.55000305175781,84.94000244140625,82.63999938964844,83.79000091552734,74.57141876220703,688300,,,,,,,,
2020-02-06,84.05999755859375,84.9000015258789,82.70999908447266,83.05999755859375,73.92172241210938,689600,,,,,,,,
2020-02-07,82.47000122070312,82.6500015258789,81.13999938964844,81.2300033569336,72.29307556152344,569500,,,,,,,,
2020-02-10,81.13999938964844,81.87000274658203,80.13999938964844,81.29000091552734,72.34646606445312,374500,,,,,,,,
2020-02-11,81.83000183105469,83.22000122070312,81.38999938964844,82.37000274658203,73.30764770507812,490000,,,,,,,,
2020-02-12,83.30000305175781,86.75,83.08000183105469,85.51000213623047,76.1021957397461,1076600,,,,,,,,
2020-02-13,84.77999877929688,87.18000030517578,84.29000091552734,86.87999725341797,77.32144927978516,667300,,,,,,,,
2020-02-14,87.01000213623047,88.75,86.30000305175781,86.66000366210938,77.12565612792969,593000,,,,,,,,
2020-02-18,86.3499984741211,86.77999877929688,84.79000091552734,85.33999633789062,75.95088958740234,510300,,,,,,,,
2020-02-19,86.16000366210938,86.27999877929688,85.30999755859375,85.4000015258789,76.00428009033203,355100,,,,,,,,
2020-02-20,85.16000366210938,89.44999694824219,84.43000030517578,88.08999633789062,78.39833068847656,549000,,,,,,,,
2020-02-21,87.27999877929688,87.5999984741211,85.25,85.9800033569336,76.52047729492188,408300,,,,,,,,
2020-02-24,82.05999755859375,82.9000015258789,80.30999755859375,81.0999984741211,72.17737579345703,738100,,,,,,,,
2020-02-25,82.33000183105469,83.77999877929688,78.87000274658203,80.31999969482422,71.48318481445312,837500,,,,,,,,
2020-02-26,81.1500015258789,83.05000305175781,80.19999694824219,81.06999969482422,72.15068054199219,872200,,,,,,,,
2020-02-27,78.41999816894531,80.0,75.52999877929688,75.54000091552734,67.22908782958984,983500,,,,,,,,
2020-02-28,73.18000030517578,76.8499984741211,72.44000244140625,75.41000366210938,67.11337280273438,1033300,,,,,,,,
2020-03-02,75.77999877929688,77.62000274658203,71.9000015258789,77.55000305175781,69.01793670654297,986400,,,,,,,,
2020-03-03,77.8499984741211,80.0,73.88999938964844,75.69999694824219,67.3714828491211,1333500,,,,,,,,
2020-03-04,77.0999984741211,78.93000030517578,75.76000213623047,78.73999786376953,70.0770263671875,889700,,,,,,,,
2020-03-05,75.26000213623047,75.83999633789062,68.91999816894531,69.83000183105469,62.14727783203125,1489200,,,,,,,,
2020-03-06,67.2699966430664,71.1500015258789,66.33000183105469,70.04000091552734,62.33418655395508,1486000,,,,,,,,
2020-03-09,64.20999908447266,65.18000030517578,51.20000076293945,51.27000045776367,45.6292610168457,2492700,,,,,,,,
2020-03-10,53.779998779296875,57.0,52.0099983215332,56.959999084472656,50.6932487487793,1497200,,,,,,,,
2020-03-11,54.72999954223633,56.2599983215332,51.20000076293945,52.5099983215332,46.73284149169922,1719600,,,,,,,,
2020-03-12,48.45000076293945,50.0,44.11000061035156,45.77000045776367,40.73438262939453,1491700,,,,,,,,
2020-03-13,49.56999969482422,49.97999954223633,42.369998931884766,49.869998931884766,44.383296966552734,1524600,,,,,,,,
2020-03-16,44.310001373291016,44.900001525878906,39.36000061035156,40.02000045776367,35.61699676513672,1423200,,,,,,,,
2020-03-17,40.849998474121094,41.810001373291016,36.65999984741211,40.349998474121094,35.91069030761719,2142900,,,,,,,,
2020-03-18,36.900001525878906,38.029998779296875,32.77000045776367,34.61000061035156,30.802202224731445,1870400,,,,,,,,
2020-03-19,34.06999969482422,40.5099983215332,32.400001525878906,37.189998626708984,33.09834671020508,1583000,,,,,,,,
2020-03-20,38.20000076293945,40.22999954223633,35.41999816894531,35.9900016784668,32.03037643432617,1883200,,,,,,,,
2020-03-23,35.54999923706055,36.04999923706055,32.29999923706055,35.06999969482422,31.211591720581055,1479800,,,,,,,,
2020-03-24,37.849998474121094,38.529998779296875,36.0099983215332,37.5,33.374244689941406,1303500,,,,,,,,
2020-03-25,38.310001373291016,43.54999923706055,36.38999938964844,41.41999816894531,36.86296081542969,1436400,,,,,,,,
2020-03-26,42.369998931884766,46.220001220703125,42.029998779296875,45.880001068115234,40.832271575927734,1301600,,,,,,,,
2020-03-27,42.939998626708984,43.790000915527344,40.61000061035156,42.81999969482422,38.10893630981445,1221100,,,,,,,,
2020-03-30,42.52000045776367,42.93000030517578,41.040000915527344,42.400001525878906,37.73514175415039,865100,,,,,,,,
2020-03-31,41.66999816894531,44.720001220703125,41.18000030517578,42.18000030517578,37.53934860229492,1229100,,,,,,,,
2020-04-01,39.5,40.459999084472656,36.779998779296875,37.790000915527344,33.9543342590332,1025000,,,,,,,,
2020-04-02,37.529998779296875,39.72999954223633,37.099998474121094,38.709999084472656,34.78095245361328,874100,,,,,,,,
2020-04-03,38.63999938964844,39.029998779296875,35.43000030517578,36.15999984741211,32.48978805541992,1550400,,,,,,,,
2020-04-06,38.7599983215332,42.029998779296875,37.86000061035156,41.970001220703125,37.71006393432617,1241200,,,,,,,,
2020-04-07,44.810001373291016,47.349998474121094,43.060001373291016,43.630001068115234,39.201576232910156,1135500,,,,,,,,
2020-04-08,43.2599983215332,48.68000030517578,42.61000061035156,47.47999954223633,42.660804748535156,1003100,,,,,,,,
2020-04-09,49.209999084472656,51.79999923706055,48.63999938964844,51.34000015258789,46.1290168762207,1143300,,,,,,,,
2020-04-13,50.77000045776367,50.880001068115234,46.209999084472656,46.5099983215332,41.78925323486328,604700,,,,,,,,
2020-04-14,48.22999954223633,51.439998626708984,48.22999954223633,51.29999923706055,46.09307098388672,1564600,,,,,,,,
2020-04-15,48.560001373291016,49.939998626708984,47.02000045776367,47.2599983215332,42.463138580322266,1171700,,,,,,,,
2020-04-16,47.349998474121094,49.95000076293945,45.790000915527344,49.619998931884766,44.583595275878906,937600,,,,,,,,
2020-04-17,52.25,54.81999969482422,51.54999923706055,53.27000045776367,47.86312484741211,1368700,,,,,,,,
2020-04-20,51.84000015258789,53.849998474121094,51.11000061035156,52.09000015258789,46.80289077758789,685000,,,,,,,,
2020-04-21,50.099998474121094,52.689998626708984,50.0099983215332,52.369998931884766,47.05446243286133,741500,,,,,,,,
2020-04-22,53.58000183105469,53.90999984741211,51.7599983215332,52.40999984741211,47.09041976928711,594400,,,,,,,,
2020-04-23,53.2599983215332,56.029998779296875,52.619998931884766,54.349998474121094,48.83350372314453,758900,,,,,,,,
2020-04-24,55.15999984741211,58.560001373291016,54.59000015258789,58.119998931884766,52.22085189819336,875100,,,,,,,,
2020-04-27,59.0,63.650001525878906,58.97999954223633,62.79999923706055,56.425838470458984,1271200,,,,,,,,
2020-04-28,64.80999755859375,66.87000274658203,62.86000061035156,66.01000213623047,59.310020446777344,980500,,,,,,,,
2020-04-29,70.41999816894531,72.9800033569336,68.52999877929688,70.29000091552734,63.15559387207031,1284900,,,,,,,,
2020-04-30,68.88999938964844,70.19999694824219,66.11000061035156,66.19999694824219,59.48073196411133,901600,,,,,,,,
2020-05-01,63.560001373291016,64.44000244140625,62.279998779296875,62.939998626708984,56.5516242980957,582900,,,,,,,,
2020-05-04,60.599998474121094,63.75,59.31999969482422,61.060001373291016,54.86243438720703,867200,,,,,,,,
2020-05-05,63.040000915527344,66.1500015258789,63.040000915527344,64.88999938964844,58.30369567871094,896500,,,,,,,,
2020-05-06,66.25,66.66000366210938,63.58000183105469,66.2300033569336,59.50769805908203,695300,,,,,,,,
2020-05-07,67.95999908447266,70.06999969482422,67.4000015258789,68.87000274658203,61.87974548339844,1062900,,,,,,,,
2020-05-08,74.25,78.83000183105469,73.43000030517578,76.9800033569336,69.16657257080078,1997100,,,,,,,,
2020-05-11,75.66000366210938,77.81999969482422,75.12999725341797,77.33000183105469,69.48104858398438,1580800,,,,,,,,
2020-05-12,77.51000213623047,77.94999694824219,72.88999938964844,72.94000244140625,65.53661346435547,862300,,,,,,,,
2020-05-13,72.23999786376953,72.23999786376953,65.7699966430664,68.06999969482422,61.160926818847656,1437900,,,,,,,,
2020-05-14,65.41999816894531,68.12000274658203,63.43000030517578,67.37000274658203,60.531978607177734,1817600,,,,,,,,
2020-05-15,66.5999984741211,71.87999725341797,65.62000274658203,71.52999877929688,64.26973724365234,1501300,,,,,,,,
2020-05-18,76.5999984741211,79.8499984741211,76.43000030517578,77.37000274658203,69.51697540283203,1779500,,,,,,,,
2020-05-19,76.58000183105469,81.88999938964844,76.26000213623047,78.26000213623047,70.31666564941406,874000,,,,,,,,
2020-05-20,80.4800033569336,82.9800033569336,79.73999786376953,80.98999786376953,72.76956176757812,877900,,,,,,,,
2020-05-21,79.5199966430664,82.44000244140625,79.19999694824219,81.52999877929688,73.2547607421875,886900,,,,,,,,
2020-05-22,81.55000305175781,82.80999755859375,79.80000305175781,81.94000244140625,73.62313079833984,744800,,,,,,,,
2020-05-26,85.41000366210938,87.36000061035156,83.37000274658203,84.9800033569336,76.3545913696289,1136200,,,,,,,,
2020-05-27,88.0,88.72000122070312,84.76000213623047,88.0,79.06803894042969,1007100,,,,,,,,
2020-05-28,88.3499984741211,88.87999725341797,84.56999969482422,84.73999786376953,76.1389389038086,1038400,,,,,,,,
