date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HEI-A')","('high', 'HEI-A')","('low', 'HEI-A')","('close', 'HEI-A')","('adj_close', 'HEI-A')","('volume', 'HEI-A')","('currency', '')"
2020-01-02,90.11000061035156,94.79000091552734,90.11000061035156,94.76000213623047,93.9409408569336,461800,,,,,,,,
2020-01-03,94.44999694824219,95.47000122070312,94.37000274658203,95.27999877929688,94.45645141601562,231600,,,,,,,,
2020-01-06,95.20999908447266,96.4800033569336,94.91000366210938,96.43000030517578,95.59652709960938,390800,,,,,,,,
2020-01-07,95.9800033569336,97.62999725341797,95.97000122070312,96.9800033569336,96.14177703857422,381300,,,,,,,,
2020-01-08,97.22000122070312,97.2300033569336,94.22000122070312,94.38999938964844,93.65140533447266,371500,,,,,,,,
2020-01-09,94.98999786376953,95.73999786376953,94.8499984741211,95.06999969482422,94.32608795166016,256200,,,,,,,,
2020-01-10,95.19999694824219,95.22000122070312,94.52999877929688,95.01000213623047,94.26654815673828,432200,,,,,,,,
2020-01-13,95.26000213623047,97.06999969482422,95.26000213623047,97.0,96.24100494384766,314000,,,,,,,,
2020-01-14,96.8499984741211,96.8499984741211,95.51000213623047,95.55999755859375,94.8122329711914,160300,,,,,,,,
2020-01-15,95.55999755859375,96.75,95.5,96.05999755859375,95.30834197998047,220800,,,,,,,,
2020-01-16,96.0,97.22000122070312,94.68000030517578,95.55000305175781,94.80233001708984,231700,,,,,,,,
2020-01-17,95.77999877929688,95.77999877929688,95.04000091552734,95.20999908447266,94.4649887084961,165800,,,,,,,,
2020-01-21,95.12999725341797,96.87999725341797,95.12999725341797,96.41000366210938,95.65560150146484,290700,,,,,,,,
2020-01-22,96.52999877929688,97.81999969482422,95.8499984741211,95.8499984741211,95.0999755859375,255200,,,,,,,,
2020-01-23,95.6500015258789,96.94000244140625,95.38999938964844,96.18000030517578,95.4273910522461,465100,,,,,,,,
2020-01-24,96.61000061035156,97.79000091552734,95.81999969482422,96.41999816894531,95.66551971435547,148100,,,,,,,,
2020-01-27,95.30000305175781,96.2300033569336,94.48999786376953,95.63999938964844,94.8916244506836,380000,,,,,,,,
2020-01-28,96.29000091552734,97.38999938964844,95.69000244140625,97.1500015258789,96.38980865478516,204900,,,,,,,,
2020-01-29,97.58000183105469,97.58000183105469,96.23999786376953,96.5999984741211,95.84412384033203,339100,,,,,,,,
2020-01-30,96.16000366210938,97.20999908447266,95.52999877929688,96.6500015258789,95.89372253417969,164500,,,,,,,,
2020-01-31,96.5199966430664,96.68000030517578,94.91000366210938,96.1500015258789,95.39764404296875,365600,,,,,,,,
2020-02-03,96.44999694824219,98.0999984741211,96.19000244140625,97.26000213623047,96.49894714355469,502800,,,,,,,,
2020-02-04,97.98999786376953,99.22000122070312,97.70999908447266,98.66999816894531,97.89791107177734,670300,,,,,,,,
2020-02-05,98.93000030517578,99.16000366210938,98.0,98.83999633789062,98.06658172607422,225200,,,,,,,,
2020-02-06,99.04000091552734,99.4000015258789,98.04000091552734,99.16999816894531,98.39400482177734,180100,,,,,,,,
2020-02-07,98.94999694824219,101.0199966430664,98.02999877929688,100.98999786376953,100.19976806640625,265200,,,,,,,,
2020-02-10,100.7699966430664,102.23999786376953,100.62999725341797,102.22000122070312,101.42012786865234,194800,,,,,,,,
2020-02-11,102.44999694824219,102.63999938964844,101.16999816894531,101.75,100.95381164550781,263000,,,,,,,,
2020-02-12,101.48999786376953,101.80000305175781,99.94000244140625,101.02999877929688,100.23944854736328,307500,,,,,,,,
2020-02-13,100.66999816894531,101.9800033569336,100.62999725341797,101.9000015258789,101.10264587402344,371200,,,,,,,,
2020-02-14,102.36000061035156,103.19999694824219,101.91000366210938,103.16000366210938,102.352783203125,319300,,,,,,,,
2020-02-18,103.05000305175781,103.43000030517578,102.16000366210938,102.91000366210938,102.10472869873047,299400,,,,,,,,
2020-02-19,103.02999877929688,104.23999786376953,102.80000305175781,104.0999984741211,103.28541564941406,599300,,,,,,,,
2020-02-20,104.02999877929688,104.2699966430664,101.01000213623047,101.87999725341797,101.08280944824219,359100,,,,,,,,
2020-02-21,101.68000030517578,101.88999938964844,100.83999633789062,101.72000122070312,100.92405700683594,300400,,,,,,,,
2020-02-24,99.44000244140625,99.98999786376953,94.81999969482422,94.94000244140625,94.19710540771484,314600,,,,,,,,
2020-02-25,95.5,95.69999694824219,87.69000244140625,88.30000305175781,87.60906219482422,528400,,,,,,,,
2020-02-26,89.19999694824219,90.91999816894531,81.5999984741211,82.43000030517578,81.78499603271484,1173900,,,,,,,,
2020-02-27,81.19000244140625,86.01000213623047,79.55000305175781,85.16999816894531,84.50354766845703,1607400,,,,,,,,
2020-02-28,83.62999725341797,89.41000366210938,83.62999725341797,88.33000183105469,87.6388168334961,2267900,,,,,,,,
2020-03-02,89.33999633789062,93.80000305175781,88.45999908447266,93.5,92.76837158203125,1373900,,,,,,,,
2020-03-03,94.3499984741211,97.0,93.94999694824219,95.55000305175781,94.80233001708984,1627500,,,,,,,,
2020-03-04,96.94999694824219,100.0,95.61000061035156,99.9800033569336,99.19766998291016,1142600,,,,,,,,
2020-03-05,99.22000122070312,100.5,94.05000305175781,96.27999877929688,95.526611328125,1705200,,,,,,,,
2020-03-06,94.27999877929688,94.27999877929688,89.05000305175781,92.94000244140625,92.2127456665039,1044400,,,,,,,,
2020-03-09,89.16999816894531,89.16999816894531,81.0,84.77999877929688,84.11659240722656,697400,,,,,,,,
2020-03-10,86.48999786376953,87.79000091552734,83.87999725341797,87.77999877929688,87.09312438964844,791800,,,,,,,,
2020-03-11,84.8499984741211,87.48999786376953,81.51000213623047,83.08000183105469,82.42990112304688,879000,,,,,,,,
2020-03-12,78.72000122070312,78.98999786376953,73.12000274658203,73.86000061035156,73.28203582763672,701100,,,,,,,,
2020-03-13,77.55999755859375,79.05000305175781,74.11000061035156,79.05000305175781,78.43144226074219,642300,,,,,,,,
2020-03-16,70.0,72.6500015258789,64.55999755859375,67.0,66.4757308959961,949600,,,,,,,,
2020-03-17,67.79000091552734,67.79000091552734,60.61000061035156,64.31999969482422,63.81669998168945,1403800,,,,,,,,
2020-03-18,59.689998626708984,61.459999084472656,51.779998779296875,55.7400016784668,55.3038444519043,1322700,,,,,,,,
2020-03-19,54.91999816894531,62.77000045776367,52.380001068115234,61.540000915527344,61.058448791503906,1335900,,,,,,,,
2020-03-20,62.9900016784668,70.41999816894531,61.25,63.38999938964844,62.89398193359375,900200,,,,,,,,
2020-03-23,61.38999938964844,63.849998474121094,58.400001525878906,60.7599983215332,60.28456115722656,592800,,,,,,,,
2020-03-24,62.7599983215332,70.0,62.7599983215332,66.8499984741211,66.326904296875,571700,,,,,,,,
2020-03-25,68.02999877929688,73.1500015258789,66.61000061035156,69.9000015258789,69.35303497314453,478900,,,,,,,,
2020-03-26,71.31999969482422,76.5,71.31999969482422,76.5,75.90139770507812,1010800,,,,,,,,
2020-03-27,74.91999816894531,74.97000122070312,68.87000274658203,70.37999725341797,69.82927703857422,916100,,,,,,,,
2020-03-30,70.2300033569336,70.2300033569336,63.25,66.01000213623047,65.49347686767578,819100,,,,,,,,
2020-03-31,64.36000061035156,67.33000183105469,63.099998474121094,63.900001525878906,63.399986267089844,814300,,,,,,,,
2020-04-01,60.0,64.27999877929688,59.65999984741211,62.90999984741211,62.41773223876953,678300,,,,,,,,
2020-04-02,62.66999816894531,65.94000244140625,62.61000061035156,63.689998626708984,63.19163131713867,754200,,,,,,,,
2020-04-03,62.599998474121094,64.66999816894531,60.939998626708984,61.08000183105469,60.602054595947266,380300,,,,,,,,
2020-04-06,64.79000091552734,67.83999633789062,63.040000915527344,66.22000122070312,65.70182800292969,781300,,,,,,,,
2020-04-07,69.52999877929688,72.68000030517578,67.58000183105469,70.37000274658203,69.81937408447266,519100,,,,,,,,
2020-04-08,71.33000183105469,74.08000183105469,70.12999725341797,72.69999694824219,72.1311264038086,296000,,,,,,,,
2020-04-09,75.36000061035156,76.25,72.30000305175781,72.76000213623047,72.19066619873047,304800,,,,,,,,
2020-04-13,71.41000366210938,72.13999938964844,68.87999725341797,69.37000274658203,68.82718658447266,206900,,,,,,,,
