date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TEVJF')","('high', 'TEVJF')","('low', 'TEVJF')","('close', 'TEVJF')","('adj_close', 'TEVJF')","('volume', 'TEVJF')","('currency', '')"
2020-01-02,8.75,8.75,8.75,8.75,8.75,0,,,,,,,,
2020-01-03,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,200,,,,,,,,
2020-01-06,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,,,,,,,,
2020-01-07,8.75,8.75,8.75,8.75,8.75,10000,,,,,,,,
2020-01-08,8.75,8.75,8.75,8.75,8.75,0,,,,,,,,
2020-01-09,8.75,8.75,8.75,8.75,8.75,0,,,,,,,,
2020-01-10,8.75,8.75,8.75,8.75,8.75,0,,,,,,,,
2020-01-13,8.75,8.75,8.75,8.75,8.75,0,,,,,,,,
2020-01-14,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,900,,,,,,,,
2020-01-15,10.100000381469727,15.979999542236328,9.130000114440918,9.130000114440918,9.130000114440918,3900,,,,,,,,
2020-01-16,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,300,,,,,,,,
2020-01-17,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-21,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-22,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-23,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-24,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-27,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-28,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-29,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-30,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,,,,,
2020-01-31,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,100,,,,,,,,
2020-02-03,10.75,10.75,10.75,10.75,10.75,2000,,,,,,,,
2020-02-04,11.399999618530273,12.0,11.399999618530273,11.979999542236328,11.979999542236328,10000,,,,,,,,
2020-02-05,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0,,,,,,,,
2020-02-06,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0,,,,,,,,
2020-02-07,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0,,,,,,,,
2020-02-10,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0,,,,,,,,
2020-02-11,8.5,8.5,8.5,8.5,8.5,200,,,,,,,,
2020-02-12,13.5,13.5,13.199999809265137,13.199999809265137,13.199999809265137,2800,,,,,,,,
2020-02-13,12.949999809265137,12.949999809265137,12.949999809265137,12.949999809265137,12.949999809265137,400,,,,,,,,
2020-02-14,12.949999809265137,12.949999809265137,12.399999618530273,12.399999618530273,12.399999618530273,1200,,,,,,,,
2020-02-18,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,0,,,,,,,,
2020-02-19,12.890000343322754,13.050000190734863,12.890000343322754,13.050000190734863,13.050000190734863,3500,,,,,,,,
2020-02-20,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,100,,,,,,,,
2020-02-21,13.140000343322754,13.140000343322754,13.140000343322754,13.140000343322754,13.140000343322754,600,,,,,,,,
2020-02-24,13.140000343322754,13.140000343322754,13.140000343322754,13.140000343322754,13.140000343322754,100,,,,,,,,
2020-02-25,13.75,13.75,13.300000190734863,13.300000190734863,13.300000190734863,6400,,,,,,,,
2020-02-26,13.5,13.5,13.5,13.5,13.5,100,,,,,,,,
2020-02-27,13.5,13.5,13.5,13.5,13.5,0,,,,,,,,
2020-02-28,13.5,13.5,13.5,13.5,13.5,0,,,,,,,,
2020-03-02,11.75,14.0,11.75,13.600000381469727,13.600000381469727,1000,,,,,,,,
2020-03-03,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0,,,,,,,,
2020-03-04,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0,,,,,,,,
2020-03-05,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0,,,,,,,,
2020-03-06,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0,,,,,,,,
2020-03-09,13.0,13.0,13.0,13.0,13.0,200,,,,,,,,
2020-03-10,13.0,13.0,13.0,13.0,13.0,0,,,,,,,,
2020-03-11,9.75,9.75,9.75,9.75,9.75,200,,,,,,,,
2020-03-12,9.75,9.75,9.75,9.75,9.75,0,,,,,,,,
2020-03-13,9.75,9.75,9.75,9.75,9.75,0,,,,,,,,
2020-03-16,8.0,8.0,8.0,8.0,8.0,1100,,,,,,,,
2020-03-17,7.650000095367432,7.699999809265137,7.650000095367432,7.699999809265137,7.699999809265137,600,,,,,,,,
2020-03-18,7.099999904632568,7.400000095367432,7.099999904632568,7.110000133514404,7.110000133514404,600,,,,,,,,
2020-03-19,8.0,8.40999984741211,6.5,7.340000152587891,7.340000152587891,4300,,,,,,,,
2020-03-20,8.25,10.100000381469727,7.099999904632568,7.150000095367432,7.150000095367432,37200,,,,,,,,
2020-03-23,10.0,10.0,7.699999809265137,7.699999809265137,7.699999809265137,12500,,,,,,,,
2020-03-24,8.0,9.0,8.0,8.25,8.25,60500,,,,,,,,
2020-03-25,8.25,9.75,7.25,8.0,8.0,7600,,,,,,,,
2020-03-26,8.5,8.550000190734863,7.0,8.25,8.25,56300,,,,,,,,
2020-03-27,8.399999618530273,8.5,7.5,7.5,7.5,2500,,,,,,,,
2020-03-30,8.5,8.600000381469727,7.599999904632568,8.0,8.0,7800,,,,,,,,
2020-03-31,7.480000019073486,9.399999618530273,7.480000019073486,9.0,9.0,6100,,,,,,,,
2020-04-01,10.0,10.239999771118164,8.25,8.75,8.75,7000,,,,,,,,
2020-04-02,8.850000381469727,8.850000381469727,8.100000381469727,8.100000381469727,8.100000381469727,6800,,,,,,,,
2020-04-03,8.0,8.0,8.0,8.0,8.0,800,,,,,,,,
2020-04-06,8.25,9.25,8.25,8.600000381469727,8.600000381469727,3800,,,,,,,,
2020-04-07,9.100000381469727,10.899999618530273,9.100000381469727,9.199999809265137,9.199999809265137,5000,,,,,,,,
2020-04-08,9.699999809265137,10.010000228881836,9.699999809265137,10.010000228881836,10.010000228881836,1800,,,,,,,,
2020-04-09,10.100000381469727,10.130000114440918,10.0,10.130000114440918,10.130000114440918,6400,,,,,,,,
2020-04-13,10.140000343322754,13.0,9.100000381469727,12.0,12.0,5000,,,,,,,,
2020-04-14,12.0,12.0,9.25,9.270000457763672,9.270000457763672,4500,,,,,,,,
2020-04-15,10.0,10.5,9.800000190734863,9.800000190734863,9.800000190734863,1100,,,,,,,,
2020-04-16,9.800000190734863,10.470000267028809,9.800000190734863,10.470000267028809,10.470000267028809,1600,,,,,,,,
2020-04-17,10.5,10.5,10.149999618530273,10.149999618530273,10.149999618530273,1300,,,,,,,,
2020-04-20,10.149999618530273,10.5,9.5,10.5,10.5,3700,,,,,,,,
2020-04-21,10.5,10.5,9.449999809265137,9.5,9.5,1500,,,,,,,,
2020-04-22,9.5,9.5,9.5,9.5,9.5,0,,,,,,,,
2020-04-23,9.8100004196167,10.199999809265137,9.8100004196167,10.199999809265137,10.199999809265137,400,,,,,,,,
2020-04-24,10.199999809265137,10.199999809265137,9.800000190734863,10.0,10.0,800,,,,,,,,
2020-04-27,10.5,10.5,9.0,10.329999923706055,10.329999923706055,7500,,,,,,,,
2020-04-28,10.0,10.649999618530273,9.0,9.0,9.0,1200,,,,,,,,
2020-04-29,10.649999618530273,11.0,9.0,11.0,11.0,2100,,,,,,,,
2020-04-30,11.0,11.0,10.899999618530273,10.899999618530273,10.899999618530273,500,,,,,,,,
2020-05-01,10.5,10.5,10.5,10.5,10.5,200,,,,,,,,
2020-05-04,10.489999771118164,10.489999771118164,10.489999771118164,10.489999771118164,10.489999771118164,200,,,,,,,,
2020-05-05,10.0,10.0,10.0,10.0,10.0,400,,,,,,,,
2020-05-06,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2020-05-07,10.0,11.880000114440918,9.010000228881836,11.229999542236328,11.229999542236328,7100,,,,,,,,
2020-05-08,11.399999618530273,11.449999809265137,11.399999618530273,11.449999809265137,11.449999809265137,2000,,,,,,,,
2020-05-11,9.0,11.100000381469727,9.0,9.0,9.0,5000,,,,,,,,
2020-05-12,11.449999809265137,11.850000381469727,9.0,11.710000038146973,11.710000038146973,1600,,,,,,,,
2020-05-13,11.720000267028809,11.720000267028809,10.149999618530273,10.149999618530273,10.149999618530273,1600,,,,,,,,
2020-05-14,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0,,,,,,,,
