date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'OTIS')","('high', 'OTIS')","('low', 'OTIS')","('close', 'OTIS')","('adj_close', 'OTIS')","('volume', 'OTIS')","('currency', '')"
2020-03-19,40.0,46.0,40.0,45.25,41.555545806884766,7000,,,,,,,,
2020-03-20,45.0099983215332,46.0099983215332,45.0,45.0,41.32595443725586,3600,,,,,,,,
2020-03-23,42.0,42.0,39.97999954223633,40.0,36.73417663574219,11900,,,,,,,,
2020-03-24,40.0,40.0,39.0,40.0,36.73417663574219,77800,,,,,,,,
2020-03-25,40.0,44.79999923706055,38.0,41.0099983215332,37.66172409057617,7000,,,,,,,,
2020-03-26,45.0,47.5,44.25,45.0,41.32595443725586,29100,,,,,,,,
2020-03-27,45.0,47.5,44.9900016784668,45.23500061035156,41.5417594909668,263200,,,,,,,,
2020-03-30,44.25,50.0,44.25,50.0,45.91773223876953,118100,,,,,,,,
2020-03-31,46.5,50.0,44.779998779296875,50.0,45.91773223876953,210300,,,,,,,,
2020-04-01,45.9900016784668,48.5,44.0,46.70000076293945,42.88715362548828,1206100,,,,,,,,
2020-04-02,45.02399826049805,48.65999984741211,43.20000076293945,44.0,40.407596588134766,9264200,,,,,,,,
2020-04-03,43.75,49.29999923706055,41.79999923706055,47.31999969482422,43.456539154052734,22551600,,,,,,,,
2020-04-06,47.0,47.849998474121094,44.70000076293945,45.939998626708984,42.1891975402832,10294200,,,,,,,,
2020-04-07,45.150001525878906,46.9900016784668,42.93000030517578,44.279998779296875,40.66473388671875,12146500,,,,,,,,
2020-04-08,42.209999084472656,45.20000076293945,41.2599983215332,44.09000015258789,40.49024963378906,22265800,,,,,,,,
2020-04-09,44.04999923706055,50.25,44.0,49.13999938964844,45.127933502197266,17355600,,,,,,,,
2020-04-13,48.54999923706055,48.66999816894531,45.720001220703125,46.0,42.24430847167969,8545100,,,,,,,,
2020-04-14,45.90999984741211,46.29999923706055,43.970001220703125,45.88999938964844,42.143280029296875,10152100,,,,,,,,
2020-04-15,44.189998626708984,44.849998474121094,42.79999923706055,44.54999923706055,40.91270446777344,7935500,,,,,,,,
2020-04-16,44.08000183105469,46.40700149536133,43.54999923706055,45.619998931884766,41.89533233642578,8740200,,,,,,,,
2020-04-17,47.0,48.560001373291016,45.91999816894531,46.150001525878906,42.3820686340332,7878100,,,,,,,,
2020-04-20,45.0,46.97999954223633,44.900001525878906,45.38999938964844,41.684112548828125,5407500,,,,,,,,
2020-04-21,44.5,47.20000076293945,44.5,45.900001525878906,42.1524772644043,6939700,,,,,,,,
2020-04-22,47.310001373291016,49.54999923706055,46.0,47.04999923706055,43.20858383178711,6801900,,,,,,,,
2020-04-23,47.439998626708984,48.040000915527344,46.47999954223633,47.470001220703125,43.59429931640625,5174800,,,,,,,,
2020-04-24,48.02000045776367,48.5,46.310001373291016,47.849998474121094,43.94326400756836,6446900,,,,,,,,
2020-04-27,48.08000183105469,48.599998474121094,47.61000061035156,48.220001220703125,44.28306198120117,5541100,,,,,,,,
2020-04-28,49.06999969482422,50.95000076293945,48.650001525878906,49.86000061035156,45.789161682128906,5368200,,,,,,,,
2020-04-29,50.77000045776367,51.72999954223633,49.709999084472656,51.150001525878906,46.97383117675781,4343900,,,,,,,,
2020-04-30,50.970001220703125,51.599998474121094,50.5,50.90999984741211,46.753421783447266,6123800,,,,,,,,
2020-05-01,50.33000183105469,50.529998779296875,48.310001373291016,49.709999084472656,45.65140914916992,3089700,,,,,,,,
2020-05-04,48.849998474121094,49.66999816894531,47.5099983215332,49.529998779296875,45.4860954284668,5676600,,,,,,,,
2020-05-05,49.529998779296875,50.63999938964844,47.959999084472656,48.09000015258789,44.16366195678711,4103600,,,,,,,,
2020-05-06,48.61000061035156,49.0,47.88999938964844,48.310001373291016,44.36570739746094,2931800,,,,,,,,
2020-05-07,49.02000045776367,53.290000915527344,48.9900016784668,51.810001373291016,47.579952239990234,4803200,,,,,,,,
2020-05-08,52.119998931884766,54.16999816894531,52.11000061035156,52.95000076293945,48.62687683105469,4289400,,,,,,,,
2020-05-11,52.0,52.400001525878906,51.060001373291016,51.810001373291016,47.579952239990234,3150600,,,,,,,,
2020-05-12,52.189998626708984,52.290000915527344,49.689998626708984,49.720001220703125,45.66059494018555,3059800,,,,,,,,
2020-05-13,49.0,50.29999923706055,47.8849983215332,48.209999084472656,44.27387237548828,4567000,,,,,,,,
2020-05-14,47.61000061035156,48.400001525878906,47.22999954223633,48.0,44.08102035522461,4849900,,,,,,,,
2020-05-15,47.31999969482422,49.220001220703125,47.20000076293945,48.88999938964844,44.89834976196289,2981400,,,,,,,,
2020-05-18,50.119998931884766,52.34000015258789,50.119998931884766,52.130001068115234,47.873817443847656,4452600,,,,,,,,
2020-05-19,51.68000030517578,52.928001403808594,51.05500030517578,52.310001373291016,48.039127349853516,2050300,,,,,,,,
2020-05-20,52.54999923706055,54.70000076293945,52.474998474121094,53.18000030517578,48.83808898925781,4755100,,,,,,,,
2020-05-21,52.36000061035156,53.54999923706055,51.869998931884766,52.029998779296875,47.96236801147461,3813100,,,,,,,,
2020-05-22,52.459999084472656,52.720001220703125,50.91999816894531,51.709999084472656,47.66737747192383,2134300,,,,,,,,
2020-05-26,53.029998779296875,53.9900016784668,50.70000076293945,50.88999938964844,46.91148376464844,6247000,,,,,,,,
2020-05-27,51.59000015258789,52.650001525878906,50.77000045776367,52.380001068115234,48.28500747680664,5202300,,,,,,,,
2020-05-28,52.869998931884766,52.95000076293945,50.93000030517578,50.959999084472656,46.97602462768555,4260700,,,,,,,,
2020-05-29,50.439998626708984,52.869998931884766,50.18000030517578,52.650001525878906,48.53388977050781,7522700,,,,,,,,
2020-06-01,52.45000076293945,54.439998626708984,52.11000061035156,54.08000183105469,49.85210037231445,3073300,,,,,,,,
2020-06-02,54.15999984741211,54.75,53.290000915527344,54.150001525878906,49.9166259765625,2638100,,,,,,,,
2020-06-03,55.0,55.58000183105469,54.54999923706055,55.470001220703125,51.13343048095703,4134500,,,,,,,,
2020-06-04,55.29999923706055,56.65999984741211,54.689998626708984,55.400001525878906,51.06890869140625,3281300,,,,,,,,
2020-06-05,57.83000183105469,58.70899963378906,56.0,58.56999969482422,53.99108123779297,4615100,,,,,,,,
2020-06-08,58.68000030517578,61.31999969482422,58.36000061035156,61.2599983215332,56.47077941894531,5966500,,,,,,,,
2020-06-09,60.400001525878906,61.459999084472656,59.2400016784668,60.650001525878906,55.90846633911133,4610200,,,,,,,,
2020-06-10,60.61000061035156,60.959999084472656,59.02000045776367,59.029998779296875,54.41510772705078,2658300,,,,,,,,
2020-06-11,56.0,58.06999969482422,55.70500183105469,56.25,51.852455139160156,3293900,,,,,,,,
2020-06-12,57.72999954223633,58.97999954223633,55.099998474121094,56.040000915527344,51.65886688232422,4313000,,,,,,,,
2020-06-15,54.5099983215332,57.79999923706055,53.83000183105469,57.66999816894531,53.161434173583984,4464300,,,,,,,,
2020-06-16,59.5,59.79999923706055,57.375,57.849998474121094,53.327362060546875,3510300,,,,,,,,
2020-06-17,58.119998931884766,58.189998626708984,56.459999084472656,56.7400016784668,52.304141998291016,2441500,,,,,,,,
2020-06-18,56.439998626708984,57.68000030517578,56.2400016784668,57.4900016784668,52.995513916015625,2137500,,,,,,,,
2020-06-19,58.959999084472656,58.959999084472656,55.95000076293945,57.0,52.54381561279297,7096100,,,,,,,,
2020-06-22,56.880001068115234,58.18000030517578,56.63999938964844,57.060001373291016,52.599124908447266,2027000,,,,,,,,
2020-06-23,57.689998626708984,57.869998931884766,56.59000015258789,56.79999923706055,52.35946273803711,2386900,,,,,,,,
2020-06-24,56.150001525878906,56.970001220703125,55.25,55.540000915527344,51.19795608520508,3022000,,,,,,,,
2020-06-25,55.04999923706055,56.5,54.7599983215332,56.20000076293945,51.80635070800781,2942900,,,,,,,,
2020-06-26,56.22999954223633,56.47999954223633,54.44200134277344,55.790000915527344,51.428409576416016,6634300,,,,,,,,
2020-06-29,55.88999938964844,56.79999923706055,55.33000183105469,56.56999969482422,52.14743423461914,2257300,,,,,,,,
2020-06-30,55.970001220703125,57.099998474121094,55.5099983215332,56.86000061035156,52.41476821899414,2518100,,,,,,,,
2020-07-01,57.0,57.0,55.75,55.779998779296875,51.419193267822266,2400200,,,,,,,,
2020-07-02,56.43000030517578,57.2400016784668,55.77000045776367,56.5,52.08290100097656,3162900,,,,,,,,
2020-07-06,57.380001068115234,57.58000183105469,56.43000030517578,56.86000061035156,52.41476821899414,1999100,,,,,,,,
2020-07-07,56.43000030517578,57.310001373291016,56.119998931884766,56.81999969482422,52.37788391113281,2537900,,,,,,,,
2020-07-08,57.029998779296875,57.150001525878906,56.27000045776367,56.91999816894531,52.470062255859375,6694900,,,,,,,,
2020-07-09,56.86000061035156,57.939998626708984,56.06999969482422,56.11000061035156,51.723392486572266,2424200,,,,,,,,
2020-07-10,56.22999954223633,57.310001373291016,56.040000915527344,56.97999954223633,52.525390625,2137300,,,,,,,,
2020-07-13,56.560001373291016,57.939998626708984,56.46500015258789,56.88999938964844,52.44241714477539,2882500,,,,,,,,
2020-07-14,56.220001220703125,57.45000076293945,56.029998779296875,57.369998931884766,52.8848991394043,2755100,,,,,,,,
2020-07-15,58.0099983215332,59.0,57.86000061035156,58.20000076293945,53.6500129699707,2358400,,,,,,,,
2020-07-16,58.0,58.560001373291016,57.65800094604492,58.31999969482422,53.7606201171875,2628800,,,,,,,,
2020-07-17,58.72999954223633,59.029998779296875,58.150001525878906,58.54999923706055,53.972633361816406,2983100,,,,,,,,
2020-07-20,58.41999816894531,59.650001525878906,57.9900016784668,58.560001373291016,53.98186111450195,2407800,,,,,,,,
2020-07-21,58.380001068115234,58.939998626708984,58.099998474121094,58.439998626708984,53.871238708496094,2314000,,,,,,,,
2020-07-22,57.959999084472656,58.93000030517578,57.68000030517578,58.47999954223633,53.90810775756836,2034300,,,,,,,,
2020-07-23,58.5,59.46799850463867,58.34000015258789,59.060001373291016,54.442771911621094,2566500,,,,,,,,
2020-07-24,59.18000030517578,59.19499969482422,57.630001068115234,58.130001068115234,53.585472106933594,3142100,,,,,,,,
2020-07-27,57.86000061035156,58.439998626708984,57.599998474121094,58.31999969482422,53.7606201171875,2670300,,,,,,,,
2020-07-28,59.81999969482422,61.83000183105469,59.70000076293945,60.279998779296875,55.567386627197266,4473600,,,,,,,,
2020-07-29,60.959999084472656,64.36000061035156,60.959999084472656,64.30000305175781,59.27311325073242,4885400,,,,,,,,
2020-07-30,63.439998626708984,64.5199966430664,63.150001525878906,63.38999938964844,58.43425750732422,2307000,,,,,,,,
2020-07-31,63.439998626708984,63.439998626708984,62.18000030517578,62.7400016784668,57.83507537841797,3156100,,,,,,,,
