date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GAB')","('high', 'GAB')","('low', 'GAB')","('close', 'GAB')","('adj_close', 'GAB')","('volume', 'GAB')","('currency', '')"
2020-01-02,5.962853908538818,6.001955032348633,5.933528900146484,5.962853908538818,3.238193988800049,688786,,,,,,,,
2020-01-03,5.9237542152404785,5.943304061889648,5.904202938079834,5.943304061889648,3.2275772094726562,275187,,,,,,,,
2020-01-06,5.933528900146484,5.962853908538818,5.9237542152404785,5.9530792236328125,3.23288631439209,662802,,,,,,,,
2020-01-07,5.933528900146484,5.962853908538818,5.933528900146484,5.943304061889648,3.2275772094726562,476206,,,,,,,,
2020-01-08,5.943304061889648,5.982405185699463,5.933528900146484,5.972630023956299,3.2435033321380615,498610,,,,,,,,
2020-01-09,5.992179870605469,6.031280994415283,5.982405185699463,5.992179870605469,3.254120111465454,438560,,,,,,,,
2020-01-10,6.001955032348633,6.011730194091797,5.9530792236328125,5.9530792236328125,3.23288631439209,439890,,,,,,,,
2020-01-13,5.972630023956299,5.972630023956299,5.943304061889648,5.972630023956299,3.2435033321380615,585156,,,,,,,,
2020-01-14,5.972630023956299,5.992179870605469,5.962853908538818,5.962853908538818,3.238193988800049,448279,,,,,,,,
2020-01-15,5.972630023956299,6.021504878997803,5.972630023956299,6.011730194091797,3.264737367630005,464749,,,,,,,,
2020-01-16,6.031280994415283,6.050830841064453,6.021504878997803,6.050830841064453,3.2859702110290527,594363,,,,,,,,
2020-01-17,6.041056156158447,6.070381164550781,6.031280994415283,6.070381164550781,3.296588182449341,779731,,,,,,,,
2020-01-21,6.070381164550781,6.089931964874268,5.992179870605469,5.992179870605469,3.254120111465454,1117321,,,,,,,,
2020-01-22,6.031280994415283,6.031280994415283,5.992179870605469,6.001955032348633,3.2594285011291504,513546,,,,,,,,
2020-01-23,6.001955032348633,6.011730194091797,5.972630023956299,6.001955032348633,3.2594285011291504,426796,,,,,,,,
2020-01-24,6.001955032348633,6.031280994415283,5.943304061889648,5.943304061889648,3.2275772094726562,676203,,,,,,,,
2020-01-27,5.913978099822998,5.913978099822998,5.884653091430664,5.884653091430664,3.1957263946533203,1162230,,,,,,,,
2020-01-28,5.9237542152404785,5.9530792236328125,5.904202938079834,5.9530792236328125,3.23288631439209,565617,,,,,,,,
2020-01-29,5.982405185699463,5.992179870605469,5.933528900146484,5.972630023956299,3.2435033321380615,595488,,,,,,,,
2020-01-30,5.9530792236328125,5.9530792236328125,5.913978099822998,5.943304061889648,3.2275772094726562,598864,,,,,,,,
2020-01-31,5.933528900146484,5.943304061889648,5.904202938079834,5.904202938079834,3.206343412399292,583724,,,,,,,,
2020-02-03,5.933528900146484,5.962853908538818,5.9237542152404785,5.962853908538818,3.238193988800049,537177,,,,,,,,
2020-02-04,5.992179870605469,6.011730194091797,5.972630023956299,5.972630023956299,3.2435033321380615,620961,,,,,,,,
2020-02-05,6.001955032348633,6.021504878997803,6.001955032348633,6.011730194091797,3.264737367630005,389661,,,,,,,,
2020-02-06,6.021504878997803,6.050830841064453,6.011730194091797,6.031280994415283,3.2753543853759766,395901,,,,,,,,
2020-02-07,6.011730194091797,6.021504878997803,5.992179870605469,5.992179870605469,3.254120111465454,424033,,,,,,,,
2020-02-10,5.992179870605469,6.031280994415283,5.982405185699463,6.031280994415283,3.2753543853759766,369405,,,,,,,,
2020-02-11,6.050830841064453,6.050830841064453,6.021504878997803,6.021504878997803,3.2700448036193848,462805,,,,,,,,
2020-02-12,6.050830841064453,6.060606002807617,6.041056156158447,6.050830841064453,3.2859702110290527,502702,,,,,,,,
2020-02-13,6.041056156158447,6.060606002807617,6.021504878997803,6.050830841064453,3.2859702110290527,459020,,,,,,,,
2020-02-14,6.070381164550781,6.070381164550781,6.050830841064453,6.070381164550781,3.296588182449341,350787,,,,,,,,
2020-02-18,6.070381164550781,6.089931964874268,6.060606002807617,6.060606002807617,3.2912795543670654,693594,,,,,,,,
2020-02-19,6.089931964874268,6.1094818115234375,6.080155849456787,6.089931964874268,3.3072052001953125,498406,,,,,,,,
2020-02-20,6.099707126617432,6.1094818115234375,6.070381164550781,6.089931964874268,3.3072052001953125,716407,,,,,,,,
2020-02-21,6.089931964874268,6.089931964874268,6.070381164550781,6.089931964874268,3.3072052001953125,385364,,,,,,,,
2020-02-24,6.011730194091797,6.011730194091797,5.913978099822998,5.933528900146484,3.22226881980896,1817462,,,,,,,,
2020-02-25,5.943304061889648,5.962853908538818,5.8357768058776855,5.884653091430664,3.1957263946533203,2457860,,,,,,,,
2020-02-26,5.865102767944336,5.962853908538818,5.865102767944336,5.884653091430664,3.1957263946533203,1806209,,,,,,,,
2020-02-27,5.816226959228516,5.82600212097168,5.513195991516113,5.581623077392578,3.0311625003814697,2685886,,,,,,,,
2020-02-28,5.415444850921631,5.464321136474609,5.053762912750244,5.405670166015625,2.935610055923462,3824485,,,,,,,,
2020-03-02,5.425220012664795,5.806451797485352,5.405670166015625,5.757575988769531,3.126715898513794,2178376,,,,,,,,
2020-03-03,5.82600212097168,5.884653091430664,5.6402740478515625,5.767351150512695,3.1320250034332275,1805697,,,,,,,,
2020-03-04,5.84555196762085,5.884653091430664,5.747800827026367,5.8357768058776855,3.169184446334839,1513017,,,,,,,,
2020-03-05,5.747800827026367,5.757575988769531,5.6402740478515625,5.6695990562438965,3.078939437866211,1143305,,,,,,,,
2020-03-06,5.552297115325928,5.718474864959717,5.493646144866943,5.689149856567383,3.089556932449341,1109648,,,,,,,,
2020-03-09,5.171064853668213,5.620722770690918,5.171064853668213,5.474095821380615,2.972768545150757,1454501,,,,,,,,
2020-03-10,5.6695990562438965,5.689149856567383,5.327467918395996,5.493646144866943,2.983386278152466,1326933,,,,,,,,
2020-03-11,5.3665690422058105,5.425220012664795,5.200390815734863,5.268816947937012,2.8612897396087646,1660431,,,,,,,,
2020-03-12,4.956011772155762,4.99511194229126,4.574779987335205,4.750732898712158,2.5799381732940674,2047228,,,,,,,,
2020-03-13,4.985336780548096,5.0830888748168945,4.760508060455322,5.014663219451904,2.723268508911133,1412661,,,,,,,,
2020-03-16,4.486804008483887,4.584555149078369,4.15444803237915,4.232648849487305,2.3678219318389893,1904519,,,,,,,,
2020-03-17,4.301074981689453,4.408602237701416,4.1251220703125,4.252199172973633,2.378758430480957,1271384,,,,,,,,
2020-03-18,4.086021900177002,4.086021900177002,3.4506349563598633,3.675463914871216,2.056122303009033,2259296,,,,,,,,
2020-03-19,3.4310851097106934,3.7536659240722656,2.825023889541626,3.7243399620056152,2.0834648609161377,4176397,,,,,,,,
2020-03-20,3.802541971206665,4.007820129394531,3.5972630977630615,3.68523907661438,2.0615906715393066,1485396,,,,,,,,
2020-03-23,3.558161973953247,3.558161973953247,3.0303030014038086,3.1378300189971924,1.7553600072860718,2520467,,,,,,,,
2020-03-24,3.831866979598999,3.929619073867798,3.558161973953247,3.7634410858154297,2.1053380966186523,2101344,,,,,,,,
2020-03-25,3.8709681034088135,4.496579170227051,3.851417064666748,4.203323841094971,2.3514163494110107,2387068,,,,,,,,
2020-03-26,4.252199172973633,4.770283222198486,4.242424011230469,4.66275691986084,2.6084322929382324,2077304,,,,,,,,
2020-03-27,4.496579170227051,4.496579170227051,4.281525135040283,4.349950790405273,2.4334425926208496,939421,,,,,,,,
2020-03-30,4.301074981689453,4.369501113891602,4.1642231941223145,4.281525135040283,2.395164728164673,706381,,,,,,,,
2020-03-31,4.310850143432617,4.398827075958252,4.213099002838135,4.252199172973633,2.378758430480957,751496,,,,,,,,
2020-04-01,4.086021900177002,4.086021900177002,3.8709681034088135,3.8807430267333984,2.1709587574005127,807249,,,,,,,,
2020-04-02,3.7927660942077637,3.968719005584717,3.7927660942077637,3.929619073867798,2.1983017921447754,501270,,,,,,,,
2020-04-03,3.9100680351257324,3.998044967651367,3.7047901153564453,3.7536659240722656,2.099869966506958,669553,,,,,,,,
2020-04-06,3.9491689205169678,4.0762457847595215,3.929619073867798,4.066471099853516,2.2748589515686035,628531,,,,,,,,
2020-04-07,4.271749973297119,4.379277229309082,4.193548202514648,4.222874164581299,2.362353563308716,815945,,,,,,,,
2020-04-08,4.232648849487305,4.379277229309082,4.203323841094971,4.349950790405273,2.4334425926208496,387615,,,,,,,,
2020-04-09,4.398827075958252,4.545454978942871,4.398827075958252,4.525904178619385,2.531874895095825,1011542,,,,,,,,
2020-04-13,4.555230140686035,4.555230140686035,4.222874164581299,4.271749973297119,2.389695167541504,936966,,,,,,,,
2020-04-14,4.398827075958252,4.428152084350586,4.301074981689453,4.418376922607422,2.4717214107513428,435389,,,,,,,,
2020-04-15,4.301074981689453,4.3304009437561035,4.17399787902832,4.261974811553955,2.3842272758483887,538200,,,,,,,,
2020-04-16,4.242424011230469,4.261974811553955,4.086021900177002,4.17399787902832,2.3350117206573486,683978,,,,,,,,
2020-04-17,4.3206257820129395,4.389051914215088,4.281525135040283,4.3304009437561035,2.42250657081604,478662,,,,,,,,
2020-04-20,4.301074981689453,4.389051914215088,4.252199172973633,4.261974811553955,2.3842272758483887,612982,,,,,,,,
2020-04-21,4.183773040771484,4.222874164581299,4.1251220703125,4.17399787902832,2.3350117206573486,347206,,,,,,,,
2020-04-22,4.281525135040283,4.310850143432617,4.203323841094971,4.232648849487305,2.3678219318389893,351707,,,,,,,,
2020-04-23,4.252199172973633,4.3206257820129395,4.183773040771484,4.183773040771484,2.340480089187622,530323,,,,,,,,
2020-04-24,4.193548202514648,4.271749973297119,4.183773040771484,4.222874164581299,2.362353563308716,373395,,,,,,,,
2020-04-27,4.271749973297119,4.301074981689453,4.242424011230469,4.261974811553955,2.3842272758483887,596102,,,,,,,,
2020-04-28,4.349950790405273,4.398827075958252,4.310850143432617,4.3304009437561035,2.42250657081604,375850,,,,,,,,
2020-04-29,4.408602237701416,4.506353855133057,4.379277229309082,4.477027893066406,2.5045320987701416,1068728,,,,,,,,
2020-04-30,4.447702884674072,4.457478046417236,4.389051914215088,4.437928199768066,2.482658863067627,528891,,,,,,,,
2020-05-01,4.349950790405273,4.389051914215088,4.222874164581299,4.242424011230469,2.3732900619506836,577381,,,,,,,,
2020-05-04,4.10557222366333,4.222874164581299,4.066471099853516,4.213099002838135,2.3568851947784424,666280,,,,,,,,
2020-05-05,4.252199172973633,4.3206257820129395,4.252199172973633,4.261974811553955,2.3842272758483887,347411,,,,,,,,
2020-05-06,4.301074981689453,4.301074981689453,4.203323841094971,4.203323841094971,2.3514163494110107,395696,,,,,,,,
2020-05-07,4.242424011230469,4.291299819946289,4.242424011230469,4.261974811553955,2.3842272758483887,453803,,,,,,,,
2020-05-08,4.3206257820129395,4.340176105499268,4.291299819946289,4.3304009437561035,2.42250657081604,515797,,,,,,,,
2020-05-11,4.281525135040283,4.349950790405273,4.271749973297119,4.310850143432617,2.4115686416625977,508329,,,,,,,,
2020-05-12,4.3304009437561035,4.340176105499268,4.222874164581299,4.232648849487305,2.3678219318389893,315902,,,,,,,,
2020-05-13,4.222874164581299,4.222874164581299,4.056695938110352,4.095797061920166,2.291264295578003,521423,,,,,,,,
2020-05-14,4.007820129394531,4.134897232055664,3.958944082260132,4.1251220703125,2.3076694011688232,714156,,,,,,,,
2020-05-15,4.10557222366333,4.1251220703125,4.0469207763671875,4.115346908569336,2.3022007942199707,429558,,,,,,,,
2020-05-18,4.203323841094971,4.310850143432617,4.203323841094971,4.291299819946289,2.40063214302063,797940,,,,,,,,
2020-05-19,4.301074981689453,4.3206257820129395,4.232648849487305,4.271749973297119,2.389695167541504,630373,,,,,,,,
2020-05-20,4.349950790405273,4.389051914215088,4.3304009437561035,4.369501113891602,2.4443795680999756,779321,,,,,,,,
2020-05-21,4.349950790405273,4.369501113891602,4.291299819946289,4.340176105499268,2.4279744625091553,1212869,,,,,,,,
2020-05-22,4.340176105499268,4.349950790405273,4.271749973297119,4.349950790405273,2.4334425926208496,724591,,,,,,,,
2020-05-26,4.477027893066406,4.516129016876221,4.447702884674072,4.496579170227051,2.5154693126678467,862798,,,,,,,,
2020-05-27,4.574779987335205,4.66275691986084,4.525904178619385,4.66275691986084,2.6084322929382324,606639,,,,,,,,
2020-05-28,4.692081928253174,4.750732898712158,4.68230676651001,4.701857089996338,2.630305767059326,868118,,,,,,,,
2020-05-29,4.692081928253174,4.770283222198486,4.652980804443359,4.731183052062988,2.6467103958129883,680397,,,,,,,,
2020-06-01,4.750732898712158,4.868034839630127,4.721407890319824,4.868034839630127,2.723268747329712,607457,,,,,,,,
2020-06-02,4.9169111251831055,5.02443790435791,4.877810001373291,5.02443790435791,2.810762882232666,663415,,,,,,,,
2020-06-03,5.0830888748168945,5.259041786193848,5.063539028167725,5.259041786193848,2.9420053958892822,776048,,,,,,,,
2020-06-04,5.278592109680176,5.454545021057129,5.200390815734863,5.444769859313965,3.0459041595458984,853489,,,,,,,,
2020-06-05,5.620722770690918,5.728250026702881,5.571847915649414,5.659823894500732,3.1662094593048096,1072411,,,,,,,,
