date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MCD')","('high', 'MCD')","('low', 'MCD')","('close', 'MCD')","('adj_close', 'MCD')","('volume', 'MCD')","('currency', '')"
2020-02-07,212.55999755859375,212.83999633789062,211.08999633789062,211.61000061035156,184.18235778808594,2421600,,,,,,,,
2020-02-10,211.33999633789062,213.27999877929688,211.25,213.2100067138672,185.57498168945312,2318800,,,,,,,,
2020-02-11,214.0,215.86000061035156,213.64999389648438,215.72999572753906,187.76834106445312,2694500,,,,,,,,
2020-02-12,216.0,217.47000122070312,215.11000061035156,217.4600067138672,189.2741241455078,2844900,,,,,,,,
2020-02-13,216.7100067138672,218.38999938964844,216.19000244140625,217.4199981689453,189.23927307128906,2853400,,,,,,,,
2020-02-14,217.5,217.83999633789062,216.3800048828125,217.08999633789062,188.95204162597656,1720400,,,,,,,,
2020-02-18,215.9199981689453,217.0399932861328,215.6699981689453,216.14999389648438,188.13389587402344,2712600,,,,,,,,
2020-02-19,216.80999755859375,216.9199981689453,215.61000061035156,215.6300048828125,187.68130493164062,2229500,,,,,,,,
2020-02-20,216.14999389648438,216.64999389648438,212.77999877929688,215.0800018310547,187.20257568359375,2869400,,,,,,,,
2020-02-21,215.24000549316406,216.3699951171875,214.3000030517578,215.8699951171875,187.89019775390625,2791200,,,,,,,,
2020-02-24,210.5800018310547,215.17999267578125,210.11000061035156,213.52000427246094,185.8447723388672,4218800,,,,,,,,
2020-02-25,214.5800018310547,216.8300018310547,211.14999389648438,212.10000610351562,184.60885620117188,5053700,,,,,,,,
2020-02-26,212.88999938964844,214.55999755859375,209.75,210.10000610351562,182.8680877685547,4190800,,,,,,,,
2020-02-27,207.6999969482422,210.0,200.92999267578125,201.0,174.94760131835938,6406200,,,,,,,,
2020-02-28,196.0,198.44000244140625,188.80999755859375,194.1699981689453,170.06039428710938,11324000,,,,,,,,
2020-03-02,193.80999755859375,202.5500030517578,193.17999267578125,202.5500030517578,177.39988708496094,6154200,,,,,,,,
2020-03-03,202.0,205.6699981689453,197.16000366210938,199.50999450683594,174.73733520507812,5115200,,,,,,,,
2020-03-04,201.92999267578125,207.16000366210938,200.89999389648438,207.02000427246094,181.31484985351562,4260400,,,,,,,,
2020-03-05,202.63999938964844,203.91000366210938,196.3300018310547,198.32000732421875,173.69512939453125,4107200,,,,,,,,
2020-03-06,192.89999389648438,199.5800018310547,191.2100067138672,198.86000061035156,174.16806030273438,6360100,,,,,,,,
2020-03-09,187.6699981689453,194.47000122070312,184.10000610351562,186.86000061035156,163.6580810546875,7788500,,,,,,,,
2020-03-10,190.9499969482422,200.0,187.88999938964844,199.86000061035156,175.04385375976562,5835200,,,,,,,,
2020-03-11,192.94000244140625,195.74000549316406,185.8300018310547,188.25,164.87545776367188,5625100,,,,,,,,
2020-03-12,174.77999877929688,179.83999633789062,169.3800048828125,170.1300048828125,149.0054168701172,9079300,,,,,,,,
2020-03-13,178.25999450683594,179.47000122070312,168.1999969482422,177.1300048828125,155.13621520996094,8042600,,,,,,,,
2020-03-16,157.10000610351562,161.9199981689453,147.6300048828125,149.00999450683594,130.50782775878906,9341300,,,,,,,,
2020-03-17,148.02000427246094,149.47999572753906,135.0,147.6199951171875,129.29037475585938,13708200,,,,,,,,
2020-03-18,137.5,141.7100067138672,124.2300033569336,137.3000030517578,120.2518310546875,12627600,,,,,,,,
2020-03-19,135.1999969482422,154.83999633789062,128.2100067138672,149.5,130.93698120117188,12773400,,,,,,,,
2020-03-20,153.58999633789062,161.5399932861328,147.77000427246094,148.49000549316406,130.0523681640625,12000000,,,,,,,,
2020-03-23,142.9499969482422,153.2100067138672,136.5,137.10000610351562,120.07667541503906,10660400,,,,,,,,
2020-03-24,149.0,162.97999572753906,146.10000610351562,161.9499969482422,141.84109497070312,11678400,,,,,,,,
2020-03-25,165.0,171.36000061035156,159.22000122070312,162.97999572753906,142.74322509765625,9708700,,,,,,,,
2020-03-26,163.99000549316406,170.92999267578125,161.0,167.35000610351562,146.5706024169922,8259900,,,,,,,,
2020-03-27,162.77999877929688,169.74000549316406,159.22000122070312,164.00999450683594,143.64529418945312,6441400,,,,,,,,
2020-03-30,164.9199981689453,170.30999755859375,163.57000732421875,168.1300048828125,147.25372314453125,5621700,,,,,,,,
2020-03-31,166.83999633789062,169.50999450683594,165.0,165.35000610351562,144.81893920898438,4519900,,,,,,,,
2020-04-01,160.22000122070312,161.44000244140625,156.35000610351562,158.1699981689453,138.5303955078125,4668900,,,,,,,,
2020-04-02,155.0,161.9499969482422,155.0,161.5,141.44696044921875,4803200,,,,,,,,
2020-04-03,160.30999755859375,162.22999572753906,156.14999389648438,160.3300018310547,140.4222412109375,5050400,,,,,,,,
2020-04-06,169.1999969482422,177.8699951171875,168.24000549316406,177.0399932861328,155.057373046875,8330900,,,,,,,,
2020-04-07,184.52999877929688,185.19000244140625,175.16000366210938,175.58999633789062,153.7874755859375,7848300,,,,,,,,
2020-04-08,175.00999450683594,179.4199981689453,174.10000610351562,177.49000549316406,155.4515380859375,5665700,,,,,,,,
2020-04-09,180.72999572753906,185.4600067138672,179.6199951171875,183.6999969482422,160.89044189453125,4901300,,,,,,,,
2020-04-13,182.67999267578125,182.85000610351562,176.91000366210938,180.1199951171875,157.75498962402344,3182500,,,,,,,,
2020-04-14,183.75,184.49000549316406,181.83999633789062,183.99000549316406,161.14443969726562,3863800,,,,,,,,
2020-04-15,178.74000549316406,180.97000122070312,177.27000427246094,177.83999633789062,155.75804138183594,4961500,,,,,,,,
2020-04-16,177.0,179.91000366210938,172.27000427246094,179.5,157.2119903564453,7120800,,,,,,,,
2020-04-17,182.32000732421875,186.80999755859375,180.22999572753906,186.10000610351562,162.992431640625,6467600,,,,,,,,
2020-04-20,184.4499969482422,185.77999877929688,181.5500030517578,181.64999389648438,159.09498596191406,3856500,,,,,,,,
2020-04-21,177.3699951171875,179.38999938964844,176.10000610351562,177.5800018310547,155.5303192138672,4758300,,,,,,,,
2020-04-22,180.75,187.72999572753906,180.75,186.47999572753906,163.3252410888672,4243600,,,,,,,,
2020-04-23,186.16000366210938,187.3300018310547,181.32000732421875,182.0399932861328,159.43653869628906,5050100,,,,,,,,
2020-04-24,183.25999450683594,184.35000610351562,180.86000061035156,184.02000427246094,161.17068481445312,3319600,,,,,,,,
2020-04-27,185.14999389648438,188.3699951171875,184.77000427246094,185.88999938964844,162.80853271484375,4048200,,,,,,,,
2020-04-28,190.0,190.0,185.57000732421875,185.92999267578125,162.84353637695312,3805000,,,,,,,,
2020-04-29,188.52999877929688,190.41000366210938,186.8800048828125,187.82000732421875,164.49887084960938,3465200,,,,,,,,
2020-04-30,182.0,188.30999755859375,180.75999450683594,187.55999755859375,164.2711639404297,7127200,,,,,,,,
2020-05-01,184.0,185.5399932861328,182.14999389648438,182.66000366210938,159.97955322265625,3764800,,,,,,,,
2020-05-04,181.30999755859375,182.4600067138672,178.8699951171875,181.8699951171875,159.2876434326172,4027100,,,,,,,,
2020-05-05,183.52999877929688,183.86000061035156,179.11000061035156,179.24000549316406,156.9842071533203,3828400,,,,,,,,
2020-05-06,180.60000610351562,181.1199951171875,176.86000061035156,176.97000122070312,154.99609375,3916900,,,,,,,,
2020-05-07,179.5,181.55999755859375,178.3000030517578,181.1199951171875,158.6307830810547,3039600,,,,,,,,
2020-05-08,183.1999969482422,183.42999267578125,179.91000366210938,181.22999572753906,158.7271270751953,3411600,,,,,,,,
2020-05-11,179.3699951171875,182.8800048828125,178.52000427246094,180.8800048828125,158.42062377929688,2631300,,,,,,,,
2020-05-12,181.97000122070312,182.58999633789062,176.44000244140625,176.5399932861328,154.6194610595703,3610600,,,,,,,,
2020-05-13,176.17999267578125,176.57000732421875,171.00999450683594,172.82000732421875,151.3613739013672,4729100,,,,,,,,
2020-05-14,170.1999969482422,175.66000366210938,167.85000610351562,175.41000366210938,153.6297607421875,4868400,,,,,,,,
2020-05-15,173.0500030517578,174.7100067138672,171.67999267578125,173.80999755859375,152.2284393310547,6879600,,,,,,,,
2020-05-18,180.05999755859375,181.14999389648438,178.11000061035156,179.8300018310547,157.50096130371094,4653000,,,,,,,,
2020-05-19,180.1199951171875,181.4600067138672,178.07000732421875,179.57000732421875,157.27320861816406,3365000,,,,,,,,
2020-05-20,182.0,184.60000610351562,180.57000732421875,184.10000610351562,161.2407989501953,4920800,,,,,,,,
2020-05-21,184.17999267578125,185.47999572753906,182.11000061035156,185.0800018310547,162.09909057617188,2913600,,,,,,,,
2020-05-22,184.47999572753906,185.35000610351562,183.17999267578125,184.41000366210938,161.5122833251953,2475200,,,,,,,,
2020-05-26,189.58999633789062,190.66000366210938,184.24000549316406,184.83999633789062,161.888916015625,3990900,,,,,,,,
2020-05-27,188.74000549316406,188.75,185.27000427246094,187.72000122070312,164.4113006591797,3993400,,,,,,,,
2020-05-28,189.4199981689453,190.47999572753906,186.72000122070312,188.72999572753906,165.2958526611328,3567600,,,,,,,,
2020-05-29,187.42999267578125,188.6999969482422,185.7100067138672,186.32000732421875,164.2731170654297,5717200,,,,,,,,
2020-06-01,186.7100067138672,187.83999633789062,185.60000610351562,187.41000366210938,165.2341766357422,2168200,,,,,,,,
2020-06-02,188.39999389648438,188.55999755859375,186.08999633789062,187.58999633789062,165.3928680419922,3125500,,,,,,,,
2020-06-03,188.47000122070312,193.80999755859375,188.08999633789062,193.2899932861328,170.41839599609375,3881500,,,,,,,,
2020-06-04,192.32000732421875,194.25999450683594,191.6199951171875,193.24000549316406,170.37429809570312,3469100,,,,,,,,
2020-06-05,198.0,200.14999389648438,196.27000427246094,197.16000366210938,173.83047485351562,4728300,,,,,,,,
2020-06-08,195.67999267578125,202.72999572753906,195.63999938964844,202.64999389648438,178.67080688476562,4443900,,,,,,,,
2020-06-09,200.3699951171875,201.57000732421875,199.00999450683594,199.52000427246094,175.91119384765625,3728600,,,,,,,,
2020-06-10,199.1300048828125,199.55999755859375,195.6699981689453,195.8000030517578,172.63140869140625,3459900,,,,,,,,
2020-06-11,190.89999389648438,192.91000366210938,186.3300018310547,187.50999450683594,165.3223419189453,5796000,,,,,,,,
2020-06-12,191.6699981689453,191.6699981689453,185.4499969482422,189.1699981689453,166.78590393066406,4108600,,,,,,,,
2020-06-15,184.60000610351562,190.1199951171875,184.13999938964844,189.49000549316406,167.06805419921875,4499000,,,,,,,,
2020-06-16,192.0,193.5,187.50999450683594,190.32000732421875,167.7998046875,5434800,,,,,,,,
2020-06-17,191.9199981689453,192.8800048828125,190.4199981689453,190.7899932861328,168.2142333984375,3154100,,,,,,,,
2020-06-18,190.00999450683594,190.74000549316406,187.88999938964844,189.49000549316406,167.06805419921875,3153300,,,,,,,,
2020-06-19,192.2899932861328,192.36000061035156,186.52999877929688,186.55999755859375,164.4847412109375,6267700,,,,,,,,
2020-06-22,186.0,187.77000427246094,184.88999938964844,187.4600067138672,165.27825927734375,3223200,,,,,,,,
2020-06-23,189.5500030517578,189.72999572753906,186.32000732421875,186.6199951171875,164.5376434326172,2951900,,,,,,,,
2020-06-24,184.9600067138672,185.7100067138672,181.33999633789062,184.2899932861328,162.48333740234375,4146600,,,,,,,,
2020-06-25,183.50999450683594,184.0800018310547,180.3300018310547,182.75999450683594,161.13436889648438,3145200,,,,,,,,
2020-06-26,182.3699951171875,182.80999755859375,178.8800048828125,179.74000549316406,158.47174072265625,5107400,,,,,,,,
2020-06-29,180.57000732421875,182.8300018310547,179.1699981689453,182.8000030517578,161.16969299316406,2622200,,,,,,,,
2020-06-30,182.9199981689453,185.1999969482422,181.88999938964844,184.47000122070312,162.6420440673828,3163100,,,,,,,,
2020-07-01,184.9499969482422,186.44000244140625,183.72000122070312,184.66000366210938,162.80955505371094,2193800,,,,,,,,
2020-07-02,187.0,187.0,182.86000061035156,183.52000427246094,161.80447387695312,2690200,,,,,,,,
2020-07-06,186.0,188.72000122070312,184.13999938964844,188.5,166.19520568847656,3171500,,,,,,,,
2020-07-07,187.3699951171875,187.85000610351562,185.25,185.82000732421875,163.8323211669922,2399600,,,,,,,,
2020-07-08,185.5,187.22999572753906,184.75,185.85000610351562,163.85874938964844,2776400,,,,,,,,
2020-07-09,186.22000122070312,186.58999633789062,182.6199951171875,184.3300018310547,162.51858520507812,2333500,,,,,,,,
2020-07-10,183.77999877929688,185.44000244140625,183.00999450683594,184.8800048828125,163.00352478027344,2714100,,,,,,,,
2020-07-13,185.60000610351562,188.9499969482422,184.7100067138672,184.9199981689453,163.03880310058594,3221600,,,,,,,,
2020-07-14,185.08999633789062,190.83999633789062,184.72999572753906,190.72000122070312,168.15249633789062,4138600,,,,,,,,
2020-07-15,193.89999389648438,194.0,189.8800048828125,191.77000427246094,169.0782470703125,3735400,,,,,,,,
2020-07-16,191.1199951171875,192.75999450683594,190.14999389648438,190.9199981689453,168.32884216308594,2111100,,,,,,,,
2020-07-17,191.33999633789062,191.89999389648438,190.1300048828125,191.47999572753906,168.8225555419922,1972600,,,,,,,,
2020-07-20,190.89999389648438,192.77000427246094,190.3699951171875,191.61000061035156,168.9371795654297,2157100,,,,,,,,
2020-07-21,192.3300018310547,194.89999389648438,192.0,192.97999572753906,170.14508056640625,3505400,,,,,,,,
2020-07-22,193.2100067138672,199.64999389648438,193.0500030517578,198.6199951171875,175.11770629882812,3484400,,,,,,,,
2020-07-23,198.4600067138672,199.27000427246094,196.00999450683594,197.5500030517578,174.17433166503906,2702200,,,,,,,,
2020-07-24,196.88999938964844,198.91000366210938,195.72999572753906,198.72000122070312,175.20584106445312,2199900,,,,,,,,
2020-07-27,199.0399932861328,202.52000427246094,198.7100067138672,201.25,177.4364776611328,4541700,,,,,,,,
2020-07-28,198.60000610351562,199.88999938964844,195.5,196.24000549316406,173.01939392089844,6051000,,,,,,,,
2020-07-29,196.3000030517578,198.4600067138672,195.7100067138672,196.2100067138672,172.9928741455078,3342900,,,,,,,,
2020-07-30,195.0,196.39999389648438,192.9199981689453,195.41000366210938,172.2875518798828,2705700,,,,,,,,
2020-07-31,194.14999389648438,194.67999267578125,191.63999938964844,194.27999877929688,171.29127502441406,3194700,,,,,,,,
2020-08-03,194.3300018310547,195.60000610351562,193.58999633789062,194.39999389648438,171.39703369140625,3143500,,,,,,,,
2020-08-04,194.9499969482422,199.6999969482422,194.33999633789062,199.36000061035156,175.7701416015625,3699900,,,,,,,,
2020-08-05,200.0,200.5,197.91000366210938,199.25999450683594,175.6819610595703,2259600,,,,,,,,
2020-08-06,198.77999877929688,203.60000610351562,198.3699951171875,203.17999267578125,179.13812255859375,3158900,,,,,,,,
2020-08-07,203.36000061035156,205.16000366210938,203.2899932861328,204.60000610351562,180.39012145996094,2980000,,,,,,,,
2020-08-10,204.35000610351562,205.16000366210938,202.5399932861328,204.1199951171875,179.96688842773438,2783600,,,,,,,,
2020-08-11,205.0,207.4199981689453,204.25,205.0,180.74276733398438,2478400,,,,,,,,
2020-08-12,206.86000061035156,207.39999389648438,205.3800048828125,206.02000427246094,181.64205932617188,2167100,,,,,,,,
2020-08-13,205.9600067138672,207.25,205.35000610351562,206.49000549316406,182.0564727783203,1795000,,,,,,,,
2020-08-14,205.9499969482422,207.3300018310547,205.1999969482422,207.02999877929688,182.53257751464844,2060200,,,,,,,,
2020-08-17,206.94000244140625,209.5,206.85000610351562,208.6699981689453,183.97850036621094,2619000,,,,,,,,
2020-08-18,209.25999450683594,210.42999267578125,207.22999572753906,210.32000732421875,185.4332733154297,2921500,,,,,,,,
2020-08-19,210.22000122070312,211.1699981689453,208.63999938964844,209.50999450683594,184.71910095214844,2711100,,,,,,,,
2020-08-20,208.1199951171875,210.99000549316406,208.10000610351562,209.8800048828125,185.04534912109375,2084900,,,,,,,,
2020-08-21,209.9600067138672,212.19000244140625,209.25999450683594,211.57000732421875,186.53536987304688,3484800,,,,,,,,
2020-08-24,212.25999450683594,213.5,210.92999267578125,212.6199951171875,187.4611053466797,2463900,,,,,,,,
2020-08-25,213.9600067138672,214.19000244140625,212.22000122070312,212.64999389648438,187.487548828125,2302400,,,,,,,,
2020-08-26,212.08999633789062,214.4199981689453,211.60000610351562,213.75999450683594,188.46621704101562,2316700,,,,,,,,
2020-08-27,214.33999633789062,216.10000610351562,212.10000610351562,212.19000244140625,187.08201599121094,3226800,,,,,,,,
2020-08-28,212.82000732421875,216.7100067138672,211.77000427246094,214.91000366210938,189.4801483154297,3212500,,,,,,,,
2020-08-31,213.52000427246094,214.99000549316406,212.80999755859375,213.52000427246094,189.35598754882812,2900900,,,,,,,,
2020-09-01,210.83999633789062,213.61000061035156,210.5800018310547,212.69000244140625,188.61990356445312,2926700,,,,,,,,
2020-09-02,213.25,217.1300048828125,212.69000244140625,216.22999572753906,191.75927734375,4092000,,,,,,,,
2020-09-03,218.11000061035156,218.11000061035156,211.89999389648438,213.8000030517578,189.60433959960938,3126700,,,,,,,,
2020-09-04,215.2899932861328,217.77999877929688,210.75999450683594,211.72999572753906,187.76853942871094,3828600,,,,,,,,
2020-09-08,211.17999267578125,216.3000030517578,211.05999755859375,213.5800018310547,189.40921020507812,4107600,,,,,,,,
2020-09-09,215.0,218.1699981689453,214.44000244140625,215.7100067138672,191.29815673828125,3213200,,,,,,,,
2020-09-10,215.72000122070312,219.47999572753906,215.72000122070312,217.24000549316406,192.655029296875,3325600,,,,,,,,
2020-09-11,217.69000244140625,219.17999267578125,216.27999877929688,218.0,193.32899475097656,3616500,,,,,,,,
2020-09-14,219.72000122070312,222.58999633789062,219.33999633789062,220.55999755859375,195.59930419921875,2543800,,,,,,,,
2020-09-15,221.75999450683594,223.63999938964844,221.39999389648438,222.3699951171875,197.2044677734375,2640700,,,,,,,,
2020-09-16,222.1699981689453,226.72000122070312,221.3000030517578,224.80999755859375,199.36830139160156,3463700,,,,,,,,
2020-09-17,223.6999969482422,223.72999572753906,220.5,222.5800018310547,197.3906707763672,3376600,,,,,,,,
2020-09-18,221.6199951171875,223.57000732421875,220.1300048828125,220.27000427246094,195.34210205078125,3861400,,,,,,,,
2020-09-21,217.13999938964844,218.0500030517578,213.39999389648438,216.41000366210938,191.91888427734375,2831800,,,,,,,,
2020-09-22,216.42999267578125,216.9600067138672,214.5500030517578,216.41000366210938,191.91888427734375,2475600,,,,,,,,
2020-09-23,217.6699981689453,219.69000244140625,214.24000549316406,214.97000122070312,190.64187622070312,2777700,,,,,,,,
2020-09-24,214.75,218.41000366210938,213.58999633789062,216.1199951171875,191.6617431640625,1727000,,,,,,,,
2020-09-25,215.3000030517578,219.25,213.64999389648438,218.17999267578125,193.4886474609375,2196800,,,,,,,,
2020-09-28,220.0,221.97999572753906,219.02000427246094,220.25999450683594,195.3332061767578,2111700,,,,,,,,
2020-09-29,220.4199981689453,220.9600067138672,218.47999572753906,218.67999267578125,193.93203735351562,1731700,,,,,,,,
2020-09-30,218.8699951171875,222.1999969482422,218.41000366210938,219.49000549316406,194.650390625,3034100,,,,,,,,
2020-10-01,221.58999633789062,223.0,217.7899932861328,219.58999633789062,194.73902893066406,2443000,,,,,,,,
2020-10-02,217.50999450683594,223.35000610351562,217.10000610351562,222.6699981689453,197.47044372558594,3833100,,,,,,,,
2020-10-05,224.86000061035156,226.5,224.00999450683594,226.07000732421875,200.4857177734375,2913800,,,,,,,,
2020-10-06,226.8300018310547,228.66000366210938,223.60000610351562,224.08999633789062,198.72976684570312,2453600,,,,,,,,
2020-10-07,225.5800018310547,228.41000366210938,225.1300048828125,226.47999572753906,200.84930419921875,1972500,,,,,,,,
2020-10-08,226.08999633789062,227.0800018310547,224.2899932861328,225.8000030517578,200.24627685546875,3195800,,,,,,,,
2020-10-09,226.94000244140625,227.22000122070312,223.1199951171875,224.8300018310547,199.38601684570312,3237700,,,,,,,,
2020-10-12,224.80999755859375,226.50999450683594,223.1199951171875,226.11000061035156,200.5211944580078,2412400,,,,,,,,
2020-10-13,225.6999969482422,228.5800018310547,224.92999267578125,227.35000610351562,201.62086486816406,2098900,,,,,,,,
2020-10-14,228.41000366210938,229.47999572753906,227.35000610351562,227.6199951171875,201.86026000976562,1862600,,,,,,,,
2020-10-15,226.14999389648438,230.0,225.58999633789062,229.63999938964844,203.65171813964844,2177300,,,,,,,,
2020-10-16,229.77000427246094,231.91000366210938,229.14999389648438,229.3699951171875,203.41226196289062,2162800,,,,,,,,
2020-10-19,229.5500030517578,231.02000427246094,225.1699981689453,226.0,200.42364501953125,2009500,,,,,,,,
2020-10-20,226.74000549316406,230.0,226.42999267578125,227.4499969482422,201.70956420898438,1883200,,,,,,,,
2020-10-21,227.22999572753906,229.49000549316406,227.2100067138672,228.19000244140625,202.3657989501953,1518200,,,,,,,,
2020-10-22,227.75999450683594,229.39999389648438,226.8800048828125,229.14999389648438,203.21717834472656,1961300,,,,,,,,
2020-10-23,230.41000366210938,230.41000366210938,227.8000030517578,228.7100067138672,202.8269500732422,2278100,,,,,,,,
2020-10-26,226.77999877929688,227.25,220.97000122070312,224.27000427246094,198.88938903808594,2537800,,,,,,,,
2020-10-27,224.47000122070312,225.22999572753906,222.72000122070312,222.97000122070312,197.73654174804688,1801900,,,,,,,,
2020-10-28,218.38999938964844,220.58999633789062,214.4600067138672,214.69000244140625,190.39358520507812,3272900,,,,,,,,
2020-10-29,214.69000244140625,217.64999389648438,213.07000732421875,214.9499969482422,190.62416076660156,2477600,,,,,,,,
2020-10-30,213.60000610351562,215.22000122070312,209.91000366210938,213.0,188.8948211669922,3450900,,,,,,,,
2020-11-02,215.8800048828125,216.32000732421875,210.7899932861328,212.55999755859375,188.50462341308594,2983200,,,,,,,,
2020-11-03,215.58999633789062,218.10000610351562,213.9499969482422,216.8000030517578,192.26483154296875,2615000,,,,,,,,
2020-11-04,215.0,219.47000122070312,213.3000030517578,214.8699951171875,190.55322265625,3360800,,,,,,,,
2020-11-05,216.07000732421875,218.1999969482422,214.67999267578125,216.30999755859375,191.83023071289062,3622000,,,,,,,,
2020-11-06,216.0,217.88999938964844,214.25,216.55999755859375,192.0519256591797,3916100,,,,,,,,
2020-11-09,226.7899932861328,227.85000610351562,207.1699981689453,213.22000122070312,189.08995056152344,7981200,,,,,,,,
2020-11-10,215.75,215.99000549316406,211.33999633789062,213.32000732421875,189.1786346435547,4255600,,,,,,,,
2020-11-11,214.80999755859375,219.25,214.3000030517578,218.02000427246094,193.3467254638672,4126900,,,,,,,,
2020-11-12,217.55999755859375,217.82000732421875,210.8800048828125,213.07000732421875,188.9569549560547,4253200,,,,,,,,
2020-11-13,213.75999450683594,214.38999938964844,212.33999633789062,213.27999877929688,189.1431427001953,3072100,,,,,,,,
2020-11-16,215.5,216.75,213.6300048828125,216.72999572753906,192.20272827148438,3702100,,,,,,,,
2020-11-17,215.60000610351562,217.38999938964844,214.02000427246094,216.00999450683594,191.5642547607422,2443100,,,,,,,,
2020-11-18,216.10000610351562,217.83999633789062,215.41000366210938,215.52000427246094,191.12965393066406,3095200,,,,,,,,
2020-11-19,214.83999633789062,215.47999572753906,213.3300018310547,215.11000061035156,190.76602172851562,2840500,,,,,,,,
2020-11-20,214.38999938964844,215.22000122070312,213.6300048828125,214.08999633789062,189.8614501953125,3932600,,,,,,,,
2020-11-23,215.13999938964844,217.60000610351562,214.64999389648438,217.0,192.44215393066406,3010300,,,,,,,,
2020-11-24,219.00999450683594,221.25,218.25,219.7100067138672,194.845458984375,3870900,,,,,,,,
2020-11-25,219.97999572753906,220.58999633789062,217.9199981689453,219.33999633789062,194.51734924316406,1889200,,,,,,,,
2020-11-27,219.02000427246094,220.39999389648438,217.66000366210938,218.3300018310547,193.6216583251953,1394400,,,,,,,,
2020-11-30,216.4600067138672,217.57000732421875,214.42999267578125,217.44000244140625,193.97848510742188,3413600,,,,,,,,
2020-12-01,218.8800048828125,218.92999267578125,215.52999877929688,216.13999938964844,192.81875610351562,4224800,,,,,,,,
2020-12-02,214.0,214.39999389648438,209.1300048828125,210.86000061035156,188.1084442138672,6223700,,,,,,,,
2020-12-03,210.94000244140625,213.22999572753906,210.55999755859375,211.50999450683594,188.68833923339844,3732500,,,,,,,,
2020-12-04,211.60000610351562,213.3800048828125,210.10000610351562,210.74000549316406,188.00137329101562,3151100,,,,,,,,
2020-12-07,208.52999877929688,209.11000061035156,206.19000244140625,208.88999938964844,186.35101318359375,3826000,,,,,,,,
2020-12-08,206.5500030517578,209.10000610351562,206.41000366210938,208.38999938964844,185.90499877929688,2709400,,,,,,,,
2020-12-09,209.49000549316406,209.52999877929688,207.3300018310547,208.69000244140625,186.17262268066406,3010900,,,,,,,,
2020-12-10,208.5,208.75999450683594,207.07000732421875,208.0399932861328,185.59271240234375,2956400,,,,,,,,
2020-12-11,207.47000122070312,208.94000244140625,206.72999572753906,207.75999450683594,185.34295654296875,2770800,,,,,,,,
