date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PXED')","('high', 'PXED')","('low', 'PXED')","('close', 'PXED')","('adj_close', 'PXED')","('volume', 'PXED')","('currency', '')"
2025-11-10,33.189998626708984,33.5,32.15999984741211,32.959999084472656,32.959999084472656,95900,,,,,,,,
2025-11-11,32.470001220703125,33.0,30.100000381469727,30.75,30.75,120800,,,,,,,,
2025-11-12,31.1200008392334,31.450000762939453,29.569000244140625,29.739999771118164,29.739999771118164,134600,,,,,,,,
2025-11-13,29.889999389648438,30.389999389648438,26.735000610351562,27.31999969482422,27.31999969482422,196700,,,,,,,,
2025-11-14,27.350000381469727,28.639999389648438,27.010000228881836,28.600000381469727,28.600000381469727,123800,,,,,,,,
2025-11-17,28.600000381469727,29.170000076293945,28.219999313354492,28.709999084472656,28.709999084472656,64600,,,,,,,,
2025-11-18,28.700000762939453,30.979999542236328,28.510000228881836,30.100000381469727,30.100000381469727,95200,,,,,,,,
2025-11-19,29.850000381469727,30.68000030517578,29.155000686645508,30.020000457763672,30.020000457763672,112500,,,,,,,,
2025-11-20,30.0,31.79400062561035,29.260000228881836,30.3700008392334,30.3700008392334,167700,,,,,,,,
2025-11-21,28.010000228881836,32.97999954223633,23.520000457763672,31.229999542236328,31.229999542236328,322900,,,,,,,,
2025-11-24,30.860000610351562,31.959999084472656,26.850000381469727,28.93000030517578,28.93000030517578,131900,,,,,,,,
2025-11-25,31.239999771118164,31.239999771118164,29.450000762939453,29.81999969482422,29.81999969482422,102600,,,,,,,,
2025-11-26,30.100000381469727,31.829999923706055,30.040000915527344,30.959999084472656,30.959999084472656,80200,,,,,,,,
2025-11-28,30.809999465942383,34.310001373291016,30.809999465942383,33.709999084472656,33.709999084472656,89500,,,,,,,,
2025-12-01,33.060001373291016,34.2400016784668,29.75,33.77000045776367,33.77000045776367,64100,,,,,,,,
2025-12-02,33.06999969482422,35.900001525878906,33.06999969482422,35.25,35.25,84100,,,,,,,,
2025-12-03,35.59000015258789,35.59000015258789,34.22999954223633,34.22999954223633,34.22999954223633,111900,,,,,,,,
2025-12-04,34.20000076293945,35.13800048828125,33.93000030517578,34.27000045776367,34.27000045776367,108300,,,,,,,,
2025-12-05,33.779998779296875,35.33000183105469,33.130001068115234,33.61000061035156,33.61000061035156,79800,,,,,,,,
2025-12-08,33.95000076293945,34.439998626708984,30.719999313354492,32.099998474121094,32.099998474121094,64000,,,,,,,,
2025-12-09,31.68000030517578,33.560001373291016,31.68000030517578,33.06999969482422,33.06999969482422,127200,,,,,,,,
2025-12-10,33.36000061035156,35.244998931884766,32.125,34.4900016784668,34.4900016784668,74500,,,,,,,,
2025-12-11,34.689998626708984,35.310001373291016,31.19499969482422,32.95000076293945,32.95000076293945,81900,,,,,,,,
2025-12-12,32.279998779296875,33.650001525878906,32.08000183105469,32.540000915527344,32.540000915527344,68900,,,,,,,,
2025-12-15,32.41999816894531,33.244998931884766,31.725000381469727,31.979999542236328,31.979999542236328,59600,,,,,,,,
2025-12-16,31.469999313354492,34.0,30.34000015258789,33.97999954223633,33.97999954223633,71900,,,,,,,,
2025-12-17,34.0099983215332,35.13999938964844,33.2400016784668,33.61000061035156,33.61000061035156,81400,,,,,,,,
2025-12-18,33.77000045776367,34.5,33.400001525878906,33.5,33.5,61900,,,,,,,,
2025-12-19,33.529998779296875,34.345001220703125,32.349998474121094,33.0,33.0,905100,,,,,,,,
2025-12-22,32.880001068115234,33.93000030517578,32.34400177001953,33.599998474121094,33.599998474121094,185000,,,,,,,,
2025-12-23,33.15999984741211,33.2400016784668,31.700000762939453,32.70000076293945,32.70000076293945,99100,,,,,,,,
2025-12-24,32.41999816894531,33.45500183105469,31.395000457763672,32.2400016784668,32.2400016784668,70600,,,,,,,,
2025-12-26,32.029998779296875,32.400001525878906,31.559999465942383,31.899999618530273,31.899999618530273,98600,,,,,,,,
2025-12-29,31.959999084472656,32.064998626708984,30.704999923706055,31.6299991607666,31.6299991607666,96400,,,,,,,,
2025-12-30,31.979999542236328,32.15999984741211,29.2450008392334,29.75,29.75,94600,,,,,,,,
,PXED,PXED,PXED,PXED,PXED,PXED,,,,,,,,
