date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PXED')","('high', 'PXED')","('low', 'PXED')","('close', 'PXED')","('adj_close', 'PXED')","('volume', 'PXED')","('currency', '')"
2025-10-09,38.0,47.08000183105469,37.0,38.150001525878906,38.150001525878906,3557600,,,,,,,,
2025-10-10,37.290000915527344,38.194000244140625,36.04999923706055,36.099998474121094,36.099998474121094,415000,,,,,,,,
2025-10-13,36.380001068115234,37.7599983215332,35.0,37.22999954223633,37.22999954223633,132600,,,,,,,,
2025-10-14,36.09000015258789,37.72999954223633,36.04999923706055,36.060001373291016,36.060001373291016,87400,,,,,,,,
2025-10-15,36.02000045776367,37.005001068115234,35.54999923706055,36.2400016784668,36.2400016784668,48100,,,,,,,,
2025-10-16,36.0,36.650001525878906,35.584999084472656,35.70000076293945,35.70000076293945,72300,,,,,,,,
2025-10-17,35.15999984741211,36.459999084472656,34.5099983215332,36.25,36.25,68800,,,,,,,,
2025-10-20,35.02000045776367,38.150001525878906,35.02000045776367,37.209999084472656,37.209999084472656,30200,,,,,,,,
2025-10-21,36.459999084472656,37.03499984741211,36.0,36.2599983215332,36.2599983215332,20200,,,,,,,,
2025-10-22,36.0,37.209999084472656,35.60499954223633,37.0099983215332,37.0099983215332,122800,,,,,,,,
2025-10-23,37.56999969482422,37.70000076293945,37.0,37.65999984741211,37.65999984741211,25300,,,,,,,,
2025-10-24,38.0,38.189998626708984,37.0,37.630001068115234,37.630001068115234,53900,,,,,,,,
2025-10-27,38.189998626708984,38.189998626708984,36.220001220703125,36.88999938964844,36.88999938964844,63500,,,,,,,,
2025-10-28,36.5,37.599998474121094,36.5,37.279998779296875,37.279998779296875,35600,,,,,,,,
2025-10-29,37.45000076293945,37.65999984741211,36.400001525878906,37.0099983215332,37.0099983215332,69700,,,,,,,,
2025-10-30,37.0,37.560001373291016,36.04999923706055,36.31999969482422,36.31999969482422,106800,,,,,,,,
2025-10-31,36.505001068115234,37.470001220703125,35.810001373291016,36.95000076293945,36.95000076293945,88800,,,,,,,,
2025-11-03,36.33000183105469,37.0,35.20000076293945,36.0,36.0,63100,,,,,,,,
2025-11-04,36.38999938964844,36.400001525878906,34.81999969482422,34.849998474121094,34.849998474121094,90400,,,,,,,,
2025-11-05,35.06999969482422,35.52000045776367,33.0,33.709999084472656,33.709999084472656,109500,,,,,,,,
2025-11-06,33.25,34.68299865722656,32.380001068115234,33.099998474121094,33.099998474121094,202900,,,,,,,,
2025-11-07,33.02000045776367,34.244998931884766,32.099998474121094,32.290000915527344,32.290000915527344,104000,,,,,,,,
