date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GLASF')","('high', 'GLASF')","('low', 'GLASF')","('close', 'GLASF')","('adj_close', 'GLASF')","('volume', 'GLASF')","('currency', '')"
2020-01-02,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-03,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-06,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-07,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-08,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-09,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-10,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-13,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-14,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,0,,,,,,,,
2020-01-15,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,900,,,,,,,,
2020-01-16,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-17,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-21,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-22,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-23,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-24,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-27,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-28,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-29,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
2020-01-30,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,0,,,,,,,,
