date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LKFN')","('high', 'LKFN')","('low', 'LKFN')","('close', 'LKFN')","('adj_close', 'LKFN')","('volume', 'LKFN')","('currency', '')"
2020-01-02,48.95000076293945,49.040000915527344,48.59000015258789,49.029998779296875,41.613731384277344,45700,,,,,,,,
2020-01-03,48.5099983215332,48.90999984741211,48.31999969482422,48.66999816894531,41.30817794799805,56900,,,,,,,,
2020-01-06,48.2400016784668,48.720001220703125,48.13999938964844,48.63999938964844,41.28271484375,50400,,,,,,,,
2020-01-07,48.36000061035156,48.599998474121094,48.15999984741211,48.27000045776367,40.968685150146484,52400,,,,,,,,
2020-01-08,48.279998779296875,48.81999969482422,48.279998779296875,48.630001068115234,41.274234771728516,53000,,,,,,,,
2020-01-09,48.790000915527344,48.90999984741211,48.34000015258789,48.41999816894531,41.09600067138672,32600,,,,,,,,
2020-01-10,48.36000061035156,48.470001220703125,47.97999954223633,48.209999084472656,40.91775894165039,37800,,,,,,,,
2020-01-13,48.15999984741211,48.75,47.9900016784668,48.70000076293945,41.33365249633789,38800,,,,,,,,
2020-01-14,48.56999969482422,48.970001220703125,48.400001525878906,48.83000183105469,41.44398498535156,52600,,,,,,,,
2020-01-15,48.720001220703125,48.7400016784668,48.2599983215332,48.459999084472656,41.12995147705078,50300,,,,,,,,
2020-01-16,48.7400016784668,49.45000076293945,48.66999816894531,49.439998626708984,41.961700439453125,93300,,,,,,,,
2020-01-17,49.79999923706055,49.849998474121094,49.060001373291016,49.060001373291016,41.639190673828125,108900,,,,,,,,
2020-01-21,48.970001220703125,49.15999984741211,48.630001068115234,48.709999084472656,41.342132568359375,37500,,,,,,,,
2020-01-22,48.709999084472656,48.849998474121094,48.20000076293945,48.439998626708984,41.112979888916016,56000,,,,,,,,
2020-01-23,48.099998474121094,48.150001525878906,47.290000915527344,47.939998626708984,40.94216537475586,81100,,,,,,,,
2020-01-24,47.970001220703125,48.06999969482422,47.349998474121094,47.689998626708984,40.72865295410156,47100,,,,,,,,
2020-01-27,48.31999969482422,48.95000076293945,46.599998474121094,48.45000076293945,41.377723693847656,143200,,,,,,,,
2020-01-28,48.81999969482422,49.040000915527344,48.20000076293945,48.529998779296875,41.446041107177734,88500,,,,,,,,
2020-01-29,48.43000030517578,48.90999984741211,48.130001068115234,48.380001068115234,41.317935943603516,74300,,,,,,,,
2020-01-30,48.0099983215332,49.09000015258789,48.0099983215332,49.08000183105469,41.91575241088867,70200,,,,,,,,
2020-01-31,48.810001373291016,48.810001373291016,47.349998474121094,47.439998626708984,40.51515197753906,122400,,,,,,,,
2020-02-03,47.59000015258789,48.0,47.349998474121094,47.4900016784668,40.55785369873047,85300,,,,,,,,
2020-02-04,48.029998779296875,48.130001068115234,47.56999969482422,47.66999816894531,40.711578369140625,58100,,,,,,,,
2020-02-05,47.689998626708984,48.88999938964844,47.689998626708984,48.709999084472656,41.59976577758789,89500,,,,,,,,
2020-02-06,48.650001525878906,48.75,47.849998474121094,47.849998474121094,40.86530303955078,48500,,,,,,,,
2020-02-07,47.560001373291016,47.810001373291016,47.33000183105469,47.47999954223633,40.54931640625,38700,,,,,,,,
2020-02-10,47.439998626708984,47.439998626708984,47.130001068115234,47.31999969482422,40.412662506103516,26400,,,,,,,,
