date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RMD')","('high', 'RMD')","('low', 'RMD')","('close', 'RMD')","('adj_close', 'RMD')","('volume', 'RMD')","('currency', '')"
2020-01-02,155.39999389648438,156.1699981689453,154.0399932861328,156.11000061035156,148.31776428222656,444200,,,,,,,,
2020-01-03,154.08999633789062,155.94000244140625,153.1199951171875,155.2899932861328,147.5386962890625,417200,,,,,,,,
2020-01-06,154.9600067138672,156.1199951171875,153.85000610351562,156.02999877929688,148.24172973632812,449100,,,,,,,,
2020-01-07,155.00999450683594,156.08999633789062,154.72999572753906,155.14999389648438,147.4056396484375,351400,,,,,,,,
2020-01-08,155.72999572753906,157.5,154.17999267578125,156.27000427246094,148.4697723388672,474800,,,,,,,,
2020-01-09,157.0800018310547,158.42999267578125,156.57000732421875,157.5800018310547,149.71438598632812,444700,,,,,,,,
2020-01-10,158.0,158.4600067138672,155.8699951171875,156.88999938964844,149.05882263183594,392900,,,,,,,,
2020-01-13,157.39999389648438,158.5800018310547,156.4499969482422,158.27000427246094,150.36996459960938,383600,,,,,,,,
2020-01-14,157.47999572753906,158.4199981689453,156.9499969482422,158.32000732421875,150.41746520996094,312100,,,,,,,,
2020-01-15,158.42999267578125,159.72999572753906,157.89999389648438,158.72000122070312,150.7974853515625,408900,,,,,,,,
2020-01-16,159.52000427246094,160.75,158.1999969482422,160.72999572753906,152.70718383789062,725300,,,,,,,,
2020-01-17,160.97999572753906,161.97999572753906,160.24000549316406,160.57000732421875,152.55517578125,475800,,,,,,,,
2020-01-21,160.38999938964844,162.30999755859375,160.00999450683594,161.94000244140625,153.85678100585938,506500,,,,,,,,
2020-01-22,162.89999389648438,165.0,161.83999633789062,164.3800048828125,156.17494201660156,386300,,,,,,,,
2020-01-23,163.55999755859375,164.1300048828125,160.88999938964844,161.38999938964844,153.334228515625,531900,,,,,,,,
2020-01-24,161.52999877929688,163.10000610351562,160.80999755859375,162.38999938964844,154.28436279296875,549500,,,,,,,,
2020-01-27,160.0,161.8000030517578,159.57000732421875,160.6199951171875,152.6026611328125,444000,,,,,,,,
2020-01-28,161.24000549316406,164.4199981689453,161.24000549316406,163.3000030517578,155.14886474609375,533600,,,,,,,,
2020-01-29,164.13999938964844,167.0500030517578,164.11000061035156,165.83999633789062,157.56211853027344,571600,,,,,,,,
2020-01-30,164.30999755859375,165.52000427246094,162.99000549316406,165.44000244140625,157.18203735351562,619500,,,,,,,,
2020-01-31,164.3800048828125,166.02999877929688,158.16000366210938,158.97000122070312,151.03500366210938,1157500,,,,,,,,
2020-02-03,159.4600067138672,163.99000549316406,159.22999572753906,163.13999938964844,154.99685668945312,735000,,,,,,,,
2020-02-04,165.44000244140625,167.64999389648438,164.9199981689453,166.85000610351562,158.52166748046875,708700,,,,,,,,
2020-02-05,168.30999755859375,169.0500030517578,166.9600067138672,167.74000549316406,159.36724853515625,555800,,,,,,,,
2020-02-06,168.17999267578125,170.57000732421875,167.1300048828125,170.50999450683594,161.9990234375,379400,,,,,,,,
2020-02-07,170.25,171.63999938964844,168.75999450683594,171.4600067138672,162.90158081054688,465100,,,,,,,,
2020-02-10,171.07000732421875,173.2899932861328,170.82000732421875,173.19000244140625,164.5452117919922,487500,,,,,,,,
2020-02-11,174.17999267578125,174.89999389648438,173.0399932861328,174.35000610351562,165.64730834960938,356700,,,,,,,,
2020-02-12,173.50999450683594,174.72999572753906,172.47000122070312,172.75999450683594,164.50462341308594,555100,,,,,,,,
2020-02-13,172.58999633789062,175.16000366210938,172.27999877929688,174.8800048828125,166.52334594726562,497800,,,,,,,,
2020-02-14,175.0500030517578,176.6999969482422,173.9499969482422,176.60000610351562,168.1611785888672,318300,,,,,,,,
2020-02-18,176.13999938964844,176.86000061035156,174.17999267578125,174.8000030517578,166.44717407226562,637500,,,,,,,,
2020-02-19,175.52999877929688,177.99000549316406,175.02000427246094,176.6199951171875,168.1802215576172,378000,,,,,,,,
2020-02-20,176.39999389648438,176.52999877929688,172.50999450683594,176.0,167.58982849121094,290700,,,,,,,,
2020-02-21,175.3699951171875,175.6999969482422,173.5399932861328,173.8800048828125,165.57118225097656,448200,,,,,,,,
2020-02-24,169.9199981689453,171.4499969482422,168.25999450683594,169.8300018310547,161.7146759033203,436900,,,,,,,,
2020-02-25,170.25,170.89999389648438,164.7899932861328,165.80999755859375,157.8867950439453,434900,,,,,,,,
2020-02-26,165.9600067138672,169.72000122070312,165.5500030517578,165.9199981689453,157.99151611328125,479600,,,,,,,,
2020-02-27,164.02999877929688,168.0500030517578,162.66000366210938,162.72000122070312,154.94442749023438,632600,,,,,,,,
2020-02-28,158.85000610351562,160.14999389648438,153.02999877929688,158.9600067138672,151.36412048339844,1247600,,,,,,,,
2020-03-02,160.5,168.91000366210938,160.0500030517578,168.75,160.686279296875,1258700,,,,,,,,
2020-03-03,168.67999267578125,171.91000366210938,162.63999938964844,165.24000549316406,157.343994140625,918800,,,,,,,,
2020-03-04,168.3000030517578,175.25999450683594,167.52000427246094,174.82000732421875,166.46627807617188,1098300,,,,,,,,
2020-03-05,172.16000366210938,172.8699951171875,168.16000366210938,170.75,162.59071350097656,975500,,,,,,,,
2020-03-06,166.99000549316406,168.00999450683594,161.42999267578125,166.0800018310547,158.14389038085938,937300,,,,,,,,
2020-03-09,156.5,158.0,151.61000061035156,154.5,147.11720275878906,732100,,,,,,,,
2020-03-10,158.17999267578125,161.94000244140625,152.88999938964844,161.7100067138672,153.98272705078125,1186000,,,,,,,,
2020-03-11,157.52999877929688,159.08999633789062,150.5,153.61000061035156,146.26976013183594,757500,,,,,,,,
2020-03-12,143.77000427246094,147.6300048828125,135.91000366210938,136.1199951171875,129.61550903320312,1269500,,,,,,,,
2020-03-13,145.0,149.7899932861328,136.24000549316406,149.72999572753906,142.5751190185547,1230900,,,,,,,,
2020-03-16,137.49000549316406,146.2100067138672,134.10000610351562,137.92999267578125,131.33900451660156,1183600,,,,,,,,
2020-03-17,140.3000030517578,162.3000030517578,135.58999633789062,161.42999267578125,153.71607971191406,1943900,,,,,,,,
2020-03-18,146.75999450683594,158.80999755859375,146.22999572753906,151.75,144.49862670898438,1806600,,,,,,,,
2020-03-19,144.0399932861328,148.99000549316406,134.80999755859375,136.10000610351562,129.5964813232422,1567200,,,,,,,,
2020-03-20,134.49000549316406,135.3800048828125,113.43000030517578,114.33999633789062,108.87625122070312,1948000,,,,,,,,
2020-03-23,113.0,126.02999877929688,108.8499984741211,121.36000061035156,115.56082153320312,1427800,,,,,,,,
2020-03-24,127.45999908447266,135.85000610351562,124.58000183105469,135.05999755859375,128.6061553955078,1398200,,,,,,,,
2020-03-25,134.3300018310547,140.52000427246094,132.52000427246094,135.7100067138672,129.22515869140625,877900,,,,,,,,
2020-03-26,135.5399932861328,146.77000427246094,135.02999877929688,146.52000427246094,139.51853942871094,1020800,,,,,,,,
2020-03-27,139.25,145.99000549316406,136.0,141.9499969482422,135.1669158935547,885700,,,,,,,,
2020-03-30,143.27999877929688,156.22999572753906,143.0,154.2100067138672,146.841064453125,1035000,,,,,,,,
