date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NEM')","('high', 'NEM')","('low', 'NEM')","('close', 'NEM')","('adj_close', 'NEM')","('volume', 'NEM')","('currency', '')"
2020-01-02,43.54999923706055,43.880001068115234,43.189998626708984,43.220001220703125,36.264556884765625,6287500,,,,,,,,
2020-01-03,43.75,44.040000915527344,42.790000915527344,42.83000183105469,35.93731689453125,9148900,,,,,,,,
2020-01-06,43.7599983215332,43.849998474121094,42.97999954223633,43.2599983215332,36.29811096191406,10416400,,,,,,,,
2020-01-07,43.15999984741211,43.52000045776367,42.97999954223633,43.22999954223633,36.272945404052734,9378300,,,,,,,,
2020-01-08,43.2599983215332,43.38999938964844,41.959999084472656,42.08000183105469,35.30802536010742,9455300,,,,,,,,
2020-01-09,41.7400016784668,42.2599983215332,41.54999923706055,41.65999984741211,34.95560836791992,6096000,,,,,,,,
2020-01-10,41.72999954223633,42.349998474121094,41.70000076293945,42.27000045776367,35.46744155883789,6672600,,,,,,,,
2020-01-13,42.529998779296875,42.90999984741211,42.36000061035156,42.45000076293945,35.61848068237305,4808200,,,,,,,,
2020-01-14,42.27000045776367,42.849998474121094,42.11000061035156,42.83000183105469,35.93731689453125,6072600,,,,,,,,
2020-01-15,42.9900016784668,43.650001525878906,42.869998931884766,43.52000045776367,36.51628494262695,5997900,,,,,,,,
2020-01-16,43.45000076293945,43.84000015258789,43.09000015258789,43.81999969482422,36.76799774169922,5895500,,,,,,,,
2020-01-17,43.84000015258789,44.0099983215332,43.36000061035156,43.47999954223633,36.48271179199219,9702500,,,,,,,,
2020-01-21,43.22999954223633,43.7599983215332,43.09000015258789,43.709999084472656,36.67570495605469,7471400,,,,,,,,
2020-01-22,43.7400016784668,43.86000061035156,43.41999816894531,43.779998779296875,36.734432220458984,4257500,,,,,,,,
2020-01-23,43.25,43.93000030517578,43.130001068115234,43.70000076293945,36.667320251464844,5526700,,,,,,,,
2020-01-24,43.650001525878906,44.36000061035156,43.459999084472656,44.290000915527344,37.16236877441406,5677500,,,,,,,,
2020-01-27,44.83000183105469,45.36000061035156,44.25,44.560001373291016,37.38890075683594,7131800,,,,,,,,
2020-01-28,44.209999084472656,44.4900016784668,43.7400016784668,44.29999923706055,37.17075729370117,6324400,,,,,,,,
2020-01-29,44.29999923706055,44.709999084472656,44.040000915527344,44.619998931884766,37.43925094604492,4064400,,,,,,,,
2020-01-30,44.900001525878906,45.220001220703125,44.43000030517578,44.970001220703125,37.73293685913086,6521700,,,,,,,,
2020-01-31,44.95000076293945,45.40999984741211,44.869998931884766,45.060001373291016,37.80844497680664,7670900,,,,,,,,
2020-02-03,44.81999969482422,45.709999084472656,44.79999923706055,45.59000015258789,38.253150939941406,8395300,,,,,,,,
2020-02-04,44.91999816894531,44.970001220703125,43.529998779296875,44.22999954223633,37.11200714111328,10062600,,,,,,,,
2020-02-05,44.06999969482422,44.470001220703125,43.849998474121094,44.29999923706055,37.17075729370117,7318000,,,,,,,,
2020-02-06,44.33000183105469,44.599998474121094,44.16999816894531,44.38999938964844,37.24626922607422,4995000,,,,,,,,
2020-02-07,44.58000183105469,44.689998626708984,43.93000030517578,44.02000045776367,36.93581771850586,4691300,,,,,,,,
2020-02-10,44.09000015258789,44.63999938964844,44.029998779296875,44.41999816894531,37.27143096923828,4596500,,,,,,,,
2020-02-11,44.40999984741211,44.66999816894531,44.060001373291016,44.220001220703125,37.103633880615234,4584700,,,,,,,,
2020-02-12,44.099998474121094,44.36000061035156,43.619998931884766,43.88999938964844,36.82673645019531,4985100,,,,,,,,
2020-02-13,44.349998474121094,44.380001068115234,43.779998779296875,44.0099983215332,36.92742156982422,6076700,,,,,,,,
2020-02-14,43.880001068115234,44.34000015258789,43.79999923706055,44.06999969482422,36.9777717590332,6226600,,,,,,,,
2020-02-18,44.310001373291016,45.72999954223633,44.2599983215332,45.58000183105469,38.2447624206543,7514400,,,,,,,,
2020-02-19,45.75,46.41999816894531,45.599998474121094,46.16999816894531,38.739810943603516,8137500,,,,,,,,
2020-02-20,46.59000015258789,48.9900016784668,46.400001525878906,48.099998474121094,40.35922622680664,12255900,,,,,,,,
2020-02-21,48.959999084472656,49.59000015258789,48.34000015258789,49.439998626708984,41.48358154296875,10402900,,,,,,,,
2020-02-24,51.150001525878906,51.34000015258789,49.97999954223633,50.2599983215332,42.17160415649414,14746600,,,,,,,,
2020-02-25,49.5,51.06999969482422,49.060001373291016,49.13999938964844,41.23183822631836,11595000,,,,,,,,
2020-02-26,48.880001068115234,49.84000015258789,48.5099983215332,49.400001525878906,41.45000076293945,8875600,,,,,,,,
2020-02-27,49.939998626708984,50.16999816894531,46.41999816894531,46.529998779296875,39.041873931884766,13346800,,,,,,,,
2020-02-28,43.689998626708984,44.970001220703125,42.369998931884766,44.630001068115234,37.44764709472656,20171200,,,,,,,,
2020-03-02,45.650001525878906,46.90999984741211,45.38999938964844,46.83000183105469,39.2935905456543,12708700,,,,,,,,
2020-03-03,47.04999923706055,50.939998626708984,46.540000915527344,49.72999954223633,41.72690200805664,18278800,,,,,,,,
2020-03-04,50.20000076293945,51.06999969482422,48.54999923706055,51.0,42.913326263427734,10207100,,,,,,,,
2020-03-05,51.209999084472656,52.2400016784668,50.43000030517578,52.08000183105469,43.822078704833984,9960700,,,,,,,,
2020-03-06,52.18000030517578,52.5,50.15999984741211,52.349998474121094,44.04926681518555,12278100,,,,,,,,
2020-03-09,50.0,50.58000183105469,47.75,47.779998779296875,40.20389175415039,12440500,,,,,,,,
2020-03-10,48.54999923706055,48.90999984741211,46.369998931884766,48.380001068115234,40.708763122558594,13334700,,,,,,,,
2020-03-11,47.459999084472656,48.29999923706055,44.86000061035156,46.02000045776367,38.72295379638672,11533000,,,,,,,,
2020-03-12,41.34000015258789,47.849998474121094,39.529998779296875,44.439998626708984,37.393497467041016,14944800,,,,,,,,
2020-03-13,45.90999984741211,46.20000076293945,39.38999938964844,39.5,33.23678207397461,17784400,,,,,,,,
2020-03-16,34.380001068115234,43.189998626708984,33.0,40.72999954223633,34.27175521850586,17769500,,,,,,,,
2020-03-17,40.599998474121094,46.470001220703125,40.58000183105469,45.79999923706055,38.5378532409668,13940500,,,,,,,,
