date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EAI')","('high', 'EAI')","('low', 'EAI')","('close', 'EAI')","('adj_close', 'EAI')","('volume', 'EAI')","('currency', '')"
2025-12-30,20.90999984741211,20.899999618530273,20.729999542236328,20.729999542236328,20.729999542236328,24836,,,,,,,,
,EAI,EAI,EAI,EAI,EAI,EAI,,,,,,,,
