date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GMWKF')","('high', 'GMWKF')","('low', 'GMWKF')","('close', 'GMWKF')","('adj_close', 'GMWKF')","('volume', 'GMWKF')","('currency', '')"
2020-01-02,78.44999694824219,78.44999694824219,78.44999694824219,78.44999694824219,64.33232879638672,0,,,,,,,,
2020-01-03,78.44999694824219,78.44999694824219,78.44999694824219,78.44999694824219,64.33232879638672,0,,,,,,,,
2020-01-06,81.80999755859375,82.44999694824219,81.80999755859375,82.44999694824219,67.61249542236328,1200,,,,,,,,
2020-01-07,82.25,82.25,82.05000305175781,82.05000305175781,67.28449249267578,300,,,,,,,,
2020-01-08,82.05000305175781,82.05000305175781,82.05000305175781,82.05000305175781,67.28449249267578,0,,,,,,,,
2020-01-09,82.05000305175781,82.05000305175781,82.05000305175781,82.05000305175781,67.28449249267578,0,,,,,,,,
2020-01-10,82.05000305175781,82.05000305175781,82.05000305175781,82.05000305175781,67.28449249267578,0,,,,,,,,
2020-01-13,83.23999786376953,83.23999786376953,83.23999786376953,83.23999786376953,68.26033020019531,200,,,,,,,,
2020-01-14,83.23999786376953,83.23999786376953,83.23999786376953,83.23999786376953,68.26033020019531,0,,,,,,,,
2020-01-15,88.41000366210938,88.41000366210938,88.41000366210938,88.41000366210938,72.49995422363281,200,,,,,,,,
2020-01-16,88.26000213623047,88.26000213623047,88.26000213623047,88.26000213623047,72.37694549560547,300,,,,,,,,
2020-01-17,91.6500015258789,91.6500015258789,91.1500015258789,91.1500015258789,74.74687957763672,900,,,,,,,,
2020-01-21,91.1500015258789,91.1500015258789,91.1500015258789,91.1500015258789,74.74687957763672,0,,,,,,,,
2020-01-22,91.1500015258789,91.1500015258789,91.1500015258789,91.1500015258789,74.74687957763672,0,,,,,,,,
2020-01-23,91.1500015258789,91.1500015258789,91.1500015258789,91.1500015258789,75.23467254638672,0,,,,,,,,
2020-01-24,89.0,89.20999908447266,89.0,89.20999908447266,73.6333999633789,600,,,,,,,,
2020-01-27,88.5999984741211,88.5999984741211,88.5999984741211,88.5999984741211,73.12989807128906,200,,,,,,,,
2020-01-28,88.5999984741211,88.5999984741211,88.5999984741211,88.5999984741211,73.12989807128906,0,,,,,,,,
2020-01-29,88.5999984741211,88.5999984741211,88.5999984741211,88.5999984741211,73.12989807128906,0,,,,,,,,
2020-01-30,88.5999984741211,88.5999984741211,88.5999984741211,88.5999984741211,73.12989807128906,0,,,,,,,,
2020-01-31,88.5999984741211,88.5999984741211,88.5999984741211,88.5999984741211,73.12989807128906,0,,,,,,,,
2020-02-03,88.5999984741211,88.5999984741211,88.5999984741211,88.5999984741211,73.12989807128906,0,,,,,,,,
2020-02-04,88.9000015258789,88.9000015258789,88.9000015258789,88.9000015258789,73.3775405883789,100,,,,,,,,
2020-02-05,88.9000015258789,88.9000015258789,88.9000015258789,88.9000015258789,73.3775405883789,0,,,,,,,,
2020-02-06,88.9000015258789,88.9000015258789,88.9000015258789,88.9000015258789,73.3775405883789,0,,,,,,,,
2020-02-07,94.6500015258789,95.43000030517578,94.6500015258789,95.43000030517578,78.76734924316406,1200,,,,,,,,
2020-02-10,95.43000030517578,95.43000030517578,95.43000030517578,95.43000030517578,78.76734924316406,0,,,,,,,,
2020-02-11,95.43000030517578,95.43000030517578,95.43000030517578,95.43000030517578,78.76734924316406,0,,,,,,,,
2020-02-12,92.04000091552734,92.04000091552734,92.04000091552734,92.04000091552734,75.96927642822266,200,,,,,,,,
2020-02-13,92.05000305175781,92.05000305175781,92.05000305175781,92.05000305175781,75.9775161743164,100,,,,,,,,
2020-02-14,92.05000305175781,92.05000305175781,92.05000305175781,92.05000305175781,75.9775161743164,0,,,,,,,,
2020-02-18,90.05999755859375,90.05999755859375,90.05999755859375,90.05999755859375,74.3349838256836,400,,,,,,,,
2020-02-19,92.33000183105469,92.33000183105469,91.30999755859375,91.30999755859375,75.36674499511719,400,,,,,,,,
2020-02-20,91.30999755859375,91.30999755859375,91.30999755859375,91.30999755859375,75.36674499511719,100,,,,,,,,
2020-02-21,92.86000061035156,92.86000061035156,92.0,92.0,75.93624114990234,1100,,,,,,,,
2020-02-24,89.5,89.5,89.5,89.5,73.87276458740234,400,,,,,,,,
2020-02-25,86.19999694824219,86.19999694824219,86.0,86.19999694824219,71.14895629882812,4200,,,,,,,,
2020-02-26,86.19999694824219,86.19999694824219,86.19999694824219,86.19999694824219,71.14895629882812,0,,,,,,,,
2020-02-27,80.68000030517578,80.68000030517578,80.68000030517578,80.68000030517578,66.5927963256836,300,,,,,,,,
2020-02-28,80.51000213623047,80.51000213623047,80.51000213623047,80.51000213623047,66.45248413085938,400,,,,,,,,
2020-03-02,80.51000213623047,80.51000213623047,80.51000213623047,80.51000213623047,66.45248413085938,0,,,,,,,,
2020-03-03,80.51000213623047,80.51000213623047,80.51000213623047,80.51000213623047,66.45248413085938,0,,,,,,,,
2020-03-04,80.51000213623047,80.51000213623047,80.51000213623047,80.51000213623047,66.45248413085938,0,,,,,,,,
2020-03-05,80.80000305175781,80.80000305175781,80.80000305175781,80.80000305175781,66.69185638427734,200,,,,,,,,
