date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SBBTF')","('high', 'SBBTF')","('low', 'SBBTF')","('close', 'SBBTF')","('adj_close', 'SBBTF')","('volume', 'SBBTF')","('currency', '')"
2020-01-02,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-03,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-06,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-07,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-08,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-09,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-10,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-13,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-14,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-15,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-16,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-17,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-21,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-22,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-23,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
2020-01-24,27.258100509643555,27.258100509643555,27.258100509643555,27.258100509643555,-37.51823806762695,0,,,,,,,,
