date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NNGPF')","('high', 'NNGPF')","('low', 'NNGPF')","('close', 'NNGPF')","('adj_close', 'NNGPF')","('volume', 'NNGPF')","('currency', '')"
2020-01-02,38.71699905395508,38.71699905395508,38.71699905395508,38.71699905395508,26.483102798461914,0,,,,,,,,
2020-01-03,38.71699905395508,38.71699905395508,38.71699905395508,38.71699905395508,26.483102798461914,0,,,,,,,,
2020-01-06,38.0099983215332,38.0099983215332,37.25,37.25,25.479646682739258,1300,,,,,,,,
2020-01-07,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-08,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-09,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-10,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-13,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-14,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-15,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-16,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-17,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-21,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-22,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-23,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-24,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-27,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-28,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-29,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-30,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-01-31,37.25,37.25,37.25,37.25,25.479646682739258,0,,,,,,,,
2020-02-03,35.45000076293945,35.45000076293945,35.45000076293945,35.45000076293945,24.248414993286133,900,,,,,,,,
2020-02-04,35.79999923706055,35.79999923706055,35.0,35.0,23.94060516357422,700,,,,,,,,
2020-02-05,35.847999572753906,35.847999572753906,35.29999923706055,35.29999923706055,24.145811080932617,10500,,,,,,,,
2020-02-06,35.29999923706055,35.29999923706055,35.29999923706055,35.29999923706055,24.145811080932617,0,,,,,,,,
2020-02-07,35.569000244140625,35.569000244140625,35.569000244140625,35.569000244140625,24.329814910888672,4800,,,,,,,,
2020-02-10,34.81999969482422,34.81999969482422,34.81999969482422,34.81999969482422,23.81748390197754,900,,,,,,,,
2020-02-11,35.15999984741211,35.15999984741211,35.15999984741211,35.15999984741211,24.050050735473633,100,,,,,,,,
2020-02-12,35.15999984741211,35.15999984741211,35.15999984741211,35.15999984741211,24.050050735473633,0,,,,,,,,
2020-02-13,38.5,38.5,38.5,38.5,26.334667205810547,1400,,,,,,,,
2020-02-14,38.5,38.5,38.5,38.5,26.334667205810547,0,,,,,,,,
2020-02-18,40.279998779296875,40.279998779296875,40.279998779296875,40.279998779296875,27.552217483520508,200,,,,,,,,
2020-02-19,40.279998779296875,40.279998779296875,40.279998779296875,40.279998779296875,27.552217483520508,0,,,,,,,,
2020-02-20,40.279998779296875,40.279998779296875,40.279998779296875,40.279998779296875,27.552217483520508,0,,,,,,,,
2020-02-21,40.25,40.25,40.25,40.25,27.531702041625977,200,,,,,,,,
2020-02-24,38.2599983215332,38.2599983215332,38.2599983215332,38.2599983215332,26.170507431030273,100,,,,,,,,
2020-02-25,38.2599983215332,38.2599983215332,38.2599983215332,38.2599983215332,26.170507431030273,0,,,,,,,,
2020-02-26,37.53099822998047,37.53099822998047,37.53099822998047,37.53099822998047,25.671855926513672,1100,,,,,,,,
2020-02-27,35.95399856567383,35.95399856567383,35.95399856567383,35.95399856567383,24.593156814575195,1500,,,,,,,,
2020-02-28,35.95399856567383,35.95399856567383,35.95399856567383,35.95399856567383,24.593156814575195,0,,,,,,,,
2020-03-02,35.95399856567383,35.95399856567383,35.95399856567383,35.95399856567383,24.593156814575195,0,,,,,,,,
2020-03-03,35.95399856567383,35.95399856567383,35.95399856567383,35.95399856567383,24.593156814575195,0,,,,,,,,
2020-03-04,34.35499954223633,34.75,34.35499954223633,34.75,23.769603729248047,21000,,,,,,,,
2020-03-05,34.499000549316406,34.499000549316406,34.499000549316406,34.499000549316406,23.59791374206543,1100,,,,,,,,
2020-03-06,34.499000549316406,34.499000549316406,34.499000549316406,34.499000549316406,23.59791374206543,1100,,,,,,,,
2020-03-09,30.18600082397461,30.18600082397461,30.18600082397461,30.18600082397461,20.647747039794922,1000,,,,,,,,
2020-03-10,29.364999771118164,29.423999786376953,29.364999771118164,29.423999786376953,20.12652587890625,60100,,,,,,,,
2020-03-11,29.423999786376953,29.423999786376953,29.423999786376953,29.423999786376953,20.12652587890625,0,,,,,,,,
2020-03-12,23.40999984741211,23.40999984741211,23.40999984741211,23.40999984741211,16.012845993041992,200,,,,,,,,
2020-03-13,24.4689998626709,24.4689998626709,24.420000076293945,24.4689998626709,16.737220764160156,21100,,,,,,,,
