date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RNLXY')","('high', 'RNLXY')","('low', 'RNLXY')","('close', 'RNLXY')","('adj_close', 'RNLXY')","('volume', 'RNLXY')","('currency', '')"
2020-10-16,308.5,308.5,281.19500732421875,299.75,299.75,1406,,,,,,,,
2020-10-19,304.5,304.5,278.25,282.5,282.5,538,,,,,,,,
2020-10-20,294.5,294.5,269.0,275.0,275.0,1466,,,,,,,,
2020-10-21,271.25,293.7774963378906,263.25,275.0,275.0,1802,,,,,,,,
2020-10-22,282.5,297.3500061035156,274.0,281.75,281.75,281,,,,,,,,
2020-10-23,282.5,282.5,276.75,282.5,282.5,228,,,,,,,,
2020-10-26,291.7149963378906,306.25,287.5,300.0,300.0,909,,,,,,,,
2020-10-27,308.0,310.25,284.0,301.0,301.0,634,,,,,,,,
2020-10-28,281.0,306.25,281.0,302.25,302.25,246,,,,,,,,
2020-10-29,292.20001220703125,320.25,292.20001220703125,320.25,320.25,247,,,,,,,,
2020-10-30,320.0,335.0,297.75250244140625,335.0,335.0,424,,,,,,,,
2020-11-02,335.0,341.75,325.0,326.0,326.0,204,,,,,,,,
2020-11-03,329.125,337.5,326.5,331.25,331.25,159,,,,,,,,
2020-11-04,327.5,336.49249267578125,304.5,312.5,312.5,897,,,,,,,,
2020-11-05,325.0,325.0,304.75,312.5,312.5,549,,,,,,,,
2020-11-06,312.5,324.75,302.0,312.25,312.25,229,,,,,,,,
2020-11-09,312.5,312.5,290.0,299.25,299.25,613,,,,,,,,
2020-11-10,301.25,301.25,287.75,298.25,298.25,108,,,,,,,,
2020-11-11,293.75,298.25,275.125,285.25,285.25,1346,,,,,,,,
2020-11-12,283.0,297.6499938964844,265.75,272.5,272.5,1236,,,,,,,,
2020-11-13,265.75,281.25,257.75,281.25,281.25,909,,,,,,,,
2020-11-16,280.0,306.1925048828125,280.0,299.75,299.75,1583,,,,,,,,
2020-11-17,298.56500244140625,299.75,286.625,292.25,292.25,185,,,,,,,,
2020-11-18,300.0,300.0,291.25,296.24749755859375,296.24749755859375,254,,,,,,,,
2020-11-19,296.75,312.25,294.75,297.5,297.5,881,,,,,,,,
2020-11-20,288.75,299.75,285.6524963378906,295.125,295.125,112,,,,,,,,
2020-11-23,300.0,301.25,287.25,299.75,299.75,2706,,,,,,,,
2020-11-24,296.25,304.375,267.0,267.25,267.25,2888,,,,,,,,
2020-11-25,335.75,365.75,329.0,352.0,352.0,23128,,,,,,,,
2020-11-27,369.25,400.2950134277344,333.75,351.0,351.0,11954,,,,,,,,
2020-11-30,351.0,351.0,315.5,337.75,337.75,4264,,,,,,,,
2020-12-01,346.75,346.75,318.5,330.0,330.0,3302,,,,,,,,
2020-12-02,325.25,346.24749755859375,320.3974914550781,322.5,322.5,1953,,,,,,,,
2020-12-03,321.75,336.0,307.75,310.25,310.25,3785,,,,,,,,
2020-12-04,311.25,329.375,311.0,311.25,311.25,1046,,,,,,,,
2020-12-07,318.75,318.75,296.125,311.75,311.75,1394,,,,,,,,
2020-12-08,310.0,320.0,303.5,309.0,309.0,907,,,,,,,,
2020-12-09,310.0,317.5,301.25,307.0,307.0,1124,,,,,,,,
2020-12-10,308.75,310.92498779296875,300.25,305.0,305.0,716,,,,,,,,
2020-12-11,300.0,303.75,296.25,298.5,298.5,482,,,,,,,,
2020-12-14,300.0,303.75,296.25,299.25,299.25,1138,,,,,,,,
2020-12-15,300.0,314.25,298.5299987792969,314.25,314.25,647,,,,,,,,
2020-12-16,313.5,335.75,313.5,325.0,325.0,1179,,,,,,,,
2020-12-17,322.5,335.0,322.25,335.0,335.0,984,,,,,,,,
2020-12-18,329.5,343.75,327.75,331.25,331.25,1276,,,,,,,,
2020-12-21,325.25,334.2650146484375,303.0,331.0,331.0,1651,,,,,,,,
2020-12-22,330.0,343.75,316.260009765625,342.5,342.5,2049,,,,,,,,
2020-12-23,339.25,342.5,328.0,328.5,328.5,1682,,,,,,,,
2020-12-24,328.5,339.75,328.5,338.75,338.75,596,,,,,,,,
2020-12-28,345.0,345.0,327.5,337.75,337.75,969,,,,,,,,
2020-12-29,337.75,346.0,326.5,335.75,335.75,1301,,,,,,,,
2020-12-30,345.0,364.0,331.25,364.0,364.0,1813,,,,,,,,
2020-12-31,366.5,409.25,349.0,400.0,400.0,3652,,,,,,,,
2021-01-04,386.25,412.5,355.50750732421875,410.0,410.0,3812,,,,,,,,
2021-01-05,425.0,459.1875,420.0,438.25,438.25,9268,,,,,,,,
2021-01-06,437.0,437.5,414.75,419.25,419.25,1915,,,,,,,,
2021-01-07,412.25,430.5,400.0,400.25,400.25,3375,,,,,,,,
2021-01-08,397.0,410.31500244140625,381.25,381.25,381.25,3033,,,,,,,,
2021-01-11,381.0,409.0,375.1875,394.25,394.25,7081,,,,,,,,
2021-01-12,396.75,444.5,396.75,431.5,431.5,7673,,,,,,,,
2021-01-13,438.25,550.125,428.75,512.5,512.5,14861,,,,,,,,
2021-01-14,525.0,562.0,490.75,558.0,558.0,20130,,,,,,,,
2021-01-15,550.0,587.4974975585938,514.6099853515625,558.0,558.0,5028,,,,,,,,
2021-01-19,560.5,579.5,531.5,560.0,560.0,1781,,,,,,,,
2021-01-20,550.0,569.5,525.25,564.75,564.75,1912,,,,,,,,
2021-01-21,565.0,618.927490234375,565.0,607.5,607.5,4052,,,,,,,,
2021-01-22,599.75,641.25,587.5250244140625,641.25,641.25,5288,,,,,,,,
2021-01-25,630.5,720.0,600.907470703125,701.0,701.0,10452,,,,,,,,
2021-01-26,675.0,705.5875244140625,625.2100219726562,686.0,686.0,13945,,,,,,,,
2021-01-27,670.0,670.0,607.5,647.5,647.5,9894,,,,,,,,
2021-01-28,625.0,659.75,600.0,633.25,633.25,6621,,,,,,,,
2021-01-29,633.25,672.25,615.5025024414062,654.5,654.5,3057,,,,,,,,
2021-02-01,647.75,650.0,618.25,631.25,631.25,2568,,,,,,,,
2021-02-02,635.75,650.0,600.5,612.75,612.75,2253,,,,,,,,
2021-02-03,611.0,615.0,562.75,606.25,606.25,2680,,,,,,,,
2021-02-04,599.25,660.0,593.25,625.0,625.0,925,,,,,,,,
2021-02-05,641.947509765625,646.75,602.5175170898438,641.5,641.5,1489,,,,,,,,
2021-02-08,663.0,728.0,641.5,642.5,642.5,5225,,,,,,,,
2021-02-09,648.75,652.5,620.0,649.75,649.75,4370,,,,,,,,
2021-02-10,674.0,675.0,626.594970703125,655.5,655.5,4743,,,,,,,,
2021-02-11,662.5,668.625,621.0,650.75,650.75,1086,,,,,,,,
2021-02-12,655.75,702.5,653.25,687.25,687.25,3589,,,,,,,,
2021-02-16,697.5,703.875,639.75,661.0,661.0,3370,,,,,,,,
2021-02-17,651.25,662.5,628.0,632.5,632.5,2013,,,,,,,,
2021-02-18,625.25,647.625,612.5,617.75,617.75,830,,,,,,,,
2021-02-19,624.75,643.25,590.25,607.75,607.75,1683,,,,,,,,
2021-02-22,602.5,650.0,590.75,614.0,614.0,2759,,,,,,,,
2021-02-23,601.75,614.75,539.75,575.0,575.0,6390,,,,,,,,
2021-02-24,591.75,637.0,591.75,619.75,619.75,2672,,,,,,,,
2021-02-25,621.75,621.75,570.25,582.5,582.5,1825,,,,,,,,
2021-02-26,582.0,585.5,561.0,570.0,570.0,2215,,,,,,,,
2021-03-01,575.0,660.25,575.0,645.75,645.75,3035,,,,,,,,
2021-03-02,564.5,665.5,564.5,641.75,641.75,4871,,,,,,,,
2021-03-03,628.75,763.5,607.5,700.0,700.0,18716,,,,,,,,
2021-03-04,675.0,726.375,625.0,640.0,640.0,13475,,,,,,,,
2021-03-05,640.5,697.5,627.5,663.5,663.5,12146,,,,,,,,
2021-03-08,658.5,736.75,647.25,712.5,712.5,11492,,,,,,,,
2021-03-09,712.5,739.5,710.5,725.0,725.0,8557,,,,,,,,
2021-03-10,725.0,772.344970703125,700.0025024414062,711.0,711.0,15139,,,,,,,,
2021-03-11,712.5,779.0,701.75,757.5,757.5,6811,,,,,,,,
2021-03-12,750.0,781.25,733.4425048828125,775.25,775.25,4810,,,,,,,,
2021-03-15,720.0,803.0,705.0,778.25,778.25,12244,,,,,,,,
2021-03-16,777.5,777.5,732.375,756.75,756.75,5943,,,,,,,,
2021-03-17,756.5,787.5,737.5,745.5,745.5,6333,,,,,,,,
2021-03-18,754.5,754.5,675.0,683.5,683.5,5524,,,,,,,,
2021-03-19,685.25,764.5,685.0,740.5,740.5,3216,,,,,,,,
2021-03-22,752.5,762.4974975585938,725.0,739.25,739.25,1746,,,,,,,,
2021-03-23,744.5,751.25,700.25,726.75,726.75,2752,,,,,,,,
2021-03-24,742.5,742.5,696.25,705.0,705.0,4822,,,,,,,,
2021-03-25,693.75,699.75,647.75,679.5,679.5,5044,,,,,,,,
2021-03-26,686.0,689.0,659.75,677.0,677.0,1861,,,,,,,,
2021-03-29,700.0,700.0,646.5,654.5,654.5,2095,,,,,,,,
2021-03-30,642.0,653.75,625.0,637.5,637.5,2718,,,,,,,,
2021-03-31,644.75,658.3375244140625,625.25,641.5,641.5,2483,,,,,,,,
2021-04-01,658.5,658.5,625.0,634.75,634.75,2566,,,,,,,,
2021-04-05,652.0,652.0,593.5,603.5,603.5,4212,,,,,,,,
2021-04-06,609.25,624.25,603.75,608.25,608.25,3445,,,,,,,,
2021-04-07,616.25,632.2675170898438,585.25,589.0,589.0,1658,,,,,,,,
2021-04-08,611.25,629.092529296875,595.25,619.5,619.5,5929,,,,,,,,
2021-04-09,616.5,621.75,602.25,614.25,614.25,5309,,,,,,,,
2021-04-12,605.25,654.75,600.0,602.0,602.0,3485,,,,,,,,
2021-04-13,607.25,642.0,602.5,635.5,635.5,1957,,,,,,,,
2021-04-14,638.0,656.5,630.489990234375,650.5,650.5,1979,,,,,,,,
2021-04-15,656.25,681.25,630.25,667.0,667.0,2111,,,,,,,,
2021-04-16,663.0,663.0,630.0,641.0,641.0,3024,,,,,,,,
2021-04-19,634.75,641.0,604.25,633.75,633.75,1693,,,,,,,,
2021-04-20,627.5,663.75,609.260009765625,649.75,649.75,2351,,,,,,,,
2021-04-21,647.0,660.25,613.0,630.5,630.5,3664,,,,,,,,
2021-04-22,773.75,791.0,660.5,726.0,726.0,53997,,,,,,,,
2021-04-23,725.5,794.5,703.2525024414062,794.5,794.5,9635,,,,,,,,
2021-04-26,787.75,825.0,750.0,815.0,815.0,10979,,,,,,,,
2021-04-27,809.75,809.75,740.0,775.0,775.0,7638,,,,,,,,
2021-04-28,768.25,798.125,754.25,768.75,768.75,2114,,,,,,,,
2021-04-29,768.905029296875,775.0,737.5,744.5,744.5,2377,,,,,,,,
2021-04-30,734.75,783.2474975585938,731.25,771.5,771.5,1230,,,,,,,,
2021-05-03,776.0,817.25,771.5,794.5,794.5,2287,,,,,,,,
2021-05-04,787.0,787.0,733.0,747.0,747.0,1932,,,,,,,,
2021-05-05,750.0,765.75,732.75,753.5,753.5,1116,,,,,,,,
2021-05-06,747.75,765.25,733.0025024414062,745.0,745.0,2067,,,,,,,,
2021-05-07,746.5,788.75,709.0,719.0,719.0,6651,,,,,,,,
2021-05-10,715.75,737.625,704.75,724.75,724.75,2682,,,,,,,,
2021-05-11,705.25,718.25,682.0,690.25,690.25,2624,,,,,,,,
2021-05-12,700.0,737.25,685.25,718.0,718.0,2079,,,,,,,,
2021-05-13,716.75,736.9974975585938,707.75,717.5,717.5,2189,,,,,,,,
2021-05-14,720.75,780.0,702.75,767.75,767.75,2328,,,,,,,,
2021-05-17,757.25,771.2474975585938,711.5,717.0,717.0,3130,,,,,,,,
2021-05-18,712.0,752.75,684.5,730.25,730.25,2577,,,,,,,,
2021-05-19,734.5,799.75,731.25,779.0,779.0,7103,,,,,,,,
2021-05-20,787.5,825.0,751.5,814.25,814.25,4365,,,,,,,,
2021-05-21,812.25,820.4974975585938,793.75,805.5,805.5,2606,,,,,,,,
2021-05-24,809.5,892.75,800.25,849.0,849.0,7989,,,,,,,,
2021-05-25,844.75,861.2474975585938,815.25,815.25,815.25,2174,,,,,,,,
2021-05-26,834.0,850.0,777.8674926757812,786.0,786.0,4028,,,,,,,,
2021-05-27,819.25,866.0,812.75,836.25,836.25,6136,,,,,,,,
2021-05-28,847.25,861.0,800.3300170898438,824.0,824.0,2003,,,,,,,,
2021-06-01,828.5,858.5,826.0,856.25,856.25,1402,,,,,,,,
2021-06-02,857.75,862.25,825.0,844.5,844.5,1654,,,,,,,,
2021-06-03,841.5,841.75,802.5025024414062,819.0,819.0,2929,,,,,,,,
2021-06-04,819.75,837.25,799.75,811.0,811.0,1341,,,,,,,,
2021-06-07,824.75,828.75,788.0,794.0,794.0,1660,,,,,,,,
2021-06-08,794.0,818.75,744.75,782.0,782.0,4730,,,,,,,,
2021-06-09,784.0,787.5,750.5,754.5,754.5,2630,,,,,,,,
2021-06-10,767.75,774.0,750.75,774.0,774.0,2856,,,,,,,,
2021-06-11,825.0,842.75,793.25,838.5,838.5,4082,,,,,,,,
2021-06-14,846.25,846.25,786.5,793.75,793.75,3593,,,,,,,,
2021-06-15,778.5,839.75,778.5,825.0,825.0,3484,,,,,,,,
2021-06-16,831.0,847.25,813.75,840.25,840.25,3626,,,,,,,,
2021-06-17,823.75,837.25,806.25,828.75,828.75,2061,,,,,,,,
2021-06-18,825.0,828.0,795.0875244140625,811.0,811.0,4203,,,,,,,,
2021-06-21,786.875,804.5,776.5025024414062,799.75,799.75,2337,,,,,,,,
2021-06-22,795.0,800.0,764.0,800.0,800.0,3029,,,,,,,,
2021-06-23,791.25,797.5,768.7525024414062,786.75,786.75,3682,,,,,,,,
2021-06-24,781.0,796.75,772.0,794.5,794.5,1967,,,,,,,,
2021-06-25,787.5,787.5,762.75,779.75,779.75,2411,,,,,,,,
2021-06-28,782.25,782.5,752.25,764.25,764.25,2944,,,,,,,,
2021-06-29,770.25,779.0,750.0,772.25,772.25,2256,,,,,,,,
2021-06-30,773.25,780.5,763.25,771.5,771.5,997,,,,,,,,
2021-07-01,775.0,775.0,719.75,748.5,748.5,4189,,,,,,,,
2021-07-02,767.75,770.5,702.5,705.0,705.0,8682,,,,,,,,
2021-07-06,707.5,714.0,675.375,702.75,702.75,4211,,,,,,,,
2021-07-07,687.5,738.5800170898438,682.0,709.0,709.0,3076,,,,,,,,
2021-07-08,706.25,713.6124877929688,692.7550048828125,701.0,701.0,1676,,,,,,,,
2021-07-09,715.25,729.5,690.25,702.75,702.75,3132,,,,,,,,
2021-07-12,702.5,741.25,692.5,737.75,737.75,2337,,,,,,,,
2021-07-13,725.0,725.0,689.5,704.5,704.5,2114,,,,,,,,
2021-07-14,698.0,704.25,656.75,672.5,672.5,4281,,,,,,,,
2021-07-15,678.5,679.25,649.75,665.5,665.5,2468,,,,,,,,
2021-07-16,674.75,704.1749877929688,666.1325073242188,675.0,675.0,3841,,,,,,,,
2021-07-19,671.0,703.2474975585938,650.0,683.75,683.75,2526,,,,,,,,
2021-07-20,692.0,719.4974975585938,660.0,710.5,710.5,4469,,,,,,,,
2021-07-21,698.75,762.0,695.875,751.75,751.75,5296,,,,,,,,
2021-07-22,750.0,795.75,744.5,760.75,760.75,5647,,,,,,,,
2021-07-23,762.75,775.0,752.0,769.25,769.25,1050,,,,,,,,
2021-07-26,775.0,799.7474975585938,760.5,781.25,781.25,1765,,,,,,,,
2021-07-27,757.5,828.2474975585938,750.0,809.25,809.25,4507,,,,,,,,
2021-07-28,810.0,874.5,789.9500122070312,869.5,869.5,3242,,,,,,,,
2021-07-29,824.25,849.9974975585938,759.75,791.25,791.25,5782,,,,,,,,
2021-07-30,784.25,784.25,733.75,751.25,751.25,3748,,,,,,,,
2021-08-02,758.5,775.0,719.25,733.75,733.75,1755,,,,,,,,
2021-08-03,715.0,761.2474975585938,692.5,696.75,696.75,3176,,,,,,,,
2021-08-04,710.25,732.5,699.0,706.5,706.5,1814,,,,,,,,
2021-08-05,699.0,728.7474975585938,695.2949829101562,697.25,697.25,1831,,,,,,,,
2021-08-06,702.25,727.4974975585938,692.75,701.25,701.25,738,,,,,,,,
2021-08-09,708.75,733.75,687.25,716.5,716.5,1484,,,,,,,,
2021-08-10,703.75,727.8400268554688,691.0,722.5,722.5,2019,,,,,,,,
2021-08-11,730.25,754.5,709.7525024414062,717.5,717.5,1466,,,,,,,,
2021-08-12,700.0,737.2474975585938,700.0,715.5,715.5,1760,,,,,,,,
2021-08-13,715.25,724.125,687.5,696.0,696.0,1155,,,,,,,,
2021-08-16,694.75,697.7474975585938,650.0,655.0,655.0,2539,,,,,,,,
2021-08-17,650.0,694.7474975585938,643.625,678.5,678.5,3403,,,,,,,,
2021-08-18,628.25,647.0,506.5,603.5,603.5,32297,,,,,,,,
2021-08-19,578.25,619.0,560.1950073242188,610.0,610.0,5882,,,,,,,,
2021-08-20,602.0,643.25,585.594970703125,639.25,639.25,3051,,,,,,,,
2021-08-23,635.75,640.302490234375,608.0,608.75,608.75,1980,,,,,,,,
2021-08-24,606.0,624.7474975585938,575.25,602.5,602.5,2364,,,,,,,,
2021-08-25,602.75,622.5,587.5,587.5,587.5,1788,,,,,,,,
2021-08-26,590.0,655.0,590.0,630.75,630.75,3306,,,,,,,,
2021-08-27,632.0,681.0,615.25,675.25,675.25,3704,,,,,,,,
2021-08-30,673.5,775.0,657.75,755.0,755.0,7274,,,,,,,,
2021-08-31,740.0,754.25,676.25,698.0,698.0,3450,,,,,,,,
2021-09-01,691.5,712.5,633.75,638.25,638.25,5403,,,,,,,,
2021-09-02,647.75,663.3499755859375,617.0,618.75,618.75,5332,,,,,,,,
2021-09-03,622.0,647.8975219726562,603.0,613.0,613.0,5143,,,,,,,,
2021-09-07,620.0,642.9124755859375,598.75,612.75,612.75,4032,,,,,,,,
2021-09-08,612.5,618.0,597.75,610.0,610.0,1566,,,,,,,,
2021-09-09,601.25,610.0,552.25,576.25,576.25,4874,,,,,,,,
2021-09-10,582.75,599.9974975585938,568.75,576.5,576.5,2022,,,,,,,,
2021-09-13,575.25,592.2474975585938,555.25,576.25,576.25,4019,,,,,,,,
2021-09-14,540.0,556.25,504.5,504.5,504.5,9878,,,,,,,,
2021-09-15,475.0,487.5375061035156,429.25750732421875,447.75,447.75,12689,,,,,,,,
2021-09-16,439.0,462.5,425.25,450.25,450.25,8193,,,,,,,,
2021-09-17,449.75,495.5,449.75,495.0,495.0,6666,,,,,,,,
2021-09-20,477.0,494.74749755859375,455.00250244140625,462.0,462.0,2608,,,,,,,,
2021-09-21,470.5,479.49749755859375,449.75,456.25,456.25,1507,,,,,,,,
2021-09-22,447.2099914550781,491.0,447.2099914550781,475.0,475.0,3145,,,,,,,,
2021-09-23,480.0,492.75,477.0,480.5,480.5,2820,,,,,,,,
2021-09-24,478.5,491.99749755859375,467.75,475.0,475.0,4737,,,,,,,,
2021-09-27,476.5,509.25,471.0,503.75,503.75,1571,,,,,,,,
2021-09-28,501.25,501.25,469.0,478.0,478.0,2581,,,,,,,,
2021-09-29,483.25,496.0,482.5,487.25,487.25,1995,,,,,,,,
2021-09-30,490.0,522.5,489.0,501.25,501.25,3071,,,,,,,,
2021-10-01,500.25,535.75,496.0,522.25,522.25,2903,,,,,,,,
2021-10-04,527.75,529.0,501.25,507.5,507.5,2328,,,,,,,,
2021-10-05,508.25,522.3825073242188,495.0,512.75,512.75,2990,,,,,,,,
2021-10-06,503.5,529.0,503.5,510.0,510.0,1929,,,,,,,,
2021-10-07,515.75,555.25,515.75,530.0,530.0,2125,,,,,,,,
2021-10-08,532.5,552.75,524.75,525.0,525.0,901,,,,,,,,
2021-10-11,522.0,537.75,510.00250244140625,526.5,526.5,1697,,,,,,,,
2021-10-12,522.75,538.5,522.75,534.0,534.0,1287,,,,,,,,
2021-10-13,537.5,555.25,530.0,536.5,536.5,1539,,,,,,,,
2021-10-14,556.25,574.75,541.25,552.75,552.75,4064,,,,,,,,
2021-10-15,556.5,624.75,556.5,616.5,616.5,4231,,,,,,,,
2021-10-18,612.5,676.5,587.75,600.25,600.25,5659,,,,,,,,
2021-10-19,608.25,647.844970703125,593.75,610.5,610.5,2883,,,,,,,,
2021-10-20,617.25,662.75,615.5250244140625,648.75,648.75,2810,,,,,,,,
2021-10-21,658.0,695.75,626.0,685.0,685.0,6616,,,,,,,,
2021-10-22,660.0,660.0,602.125,624.5,624.5,8115,,,,,,,,
2021-10-25,626.0,637.0,603.125,626.25,626.25,5208,,,,,,,,
2021-10-26,629.75,631.25,610.08251953125,623.25,623.25,4852,,,,,,,,
2021-10-27,609.5,618.75,593.75,609.0,609.0,2173,,,,,,,,
2021-10-28,618.25,622.0,601.2525024414062,611.25,611.25,1376,,,,,,,,
2021-10-29,608.5,625.0,604.5,621.75,621.75,1218,,,,,,,,
2021-11-01,612.5,637.5,596.60498046875,636.25,636.25,2838,,,,,,,,
2021-11-02,623.5,630.0,613.0,625.0,625.0,1891,,,,,,,,
2021-11-03,618.75,623.75,606.75,614.75,614.75,2331,,,,,,,,
2021-11-04,607.5,611.5,590.25,604.25,604.25,3643,,,,,,,,
2021-11-05,587.5,587.5,565.0,579.5,579.5,5753,,,,,,,,
2021-11-08,585.0,585.0,557.25,568.75,568.75,3079,,,,,,,,
2021-11-09,568.75,605.0,562.5,582.5,582.5,5506,,,,,,,,
2021-11-10,574.25,575.375,540.25,544.0,544.0,6313,,,,,,,,
2021-11-11,542.5,564.9974975585938,535.0,542.0,542.0,2376,,,,,,,,
2021-11-12,545.75,553.4650268554688,536.7274780273438,552.0,552.0,1519,,,,,,,,
2021-11-15,548.5,549.75,535.8900146484375,548.5,548.5,1057,,,,,,,,
2021-11-16,540.5,540.5,526.25,531.75,531.75,1387,,,,,,,,
2021-11-17,529.75,539.7474975585938,512.5,519.5,519.5,1766,,,,,,,,
2021-11-18,522.5,531.25,488.5,516.0,516.0,3892,,,,,,,,
2021-11-19,510.0,516.2474975585938,465.0,478.5,478.5,5586,,,,,,,,
2021-11-22,479.0,497.5,463.75,489.0,489.0,2385,,,,,,,,
2021-11-23,474.25,475.0,443.0,468.25,468.25,8762,,,,,,,,
2021-11-24,470.5,494.75,452.8924865722656,483.25,483.25,3098,,,,,,,,
2021-11-26,474.0,484.75,456.6199951171875,484.75,484.75,1940,,,,,,,,
2021-11-29,477.5,479.75,457.8800048828125,476.0,476.0,3583,,,,,,,,
2021-11-30,469.5,475.75,447.75,462.5,462.5,3068,,,,,,,,
2021-12-01,474.5,474.5,439.75,450.75,450.75,5381,,,,,,,,
2021-12-02,454.25,494.74749755859375,407.375,423.75,423.75,4342,,,,,,,,
