date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FR.PA')","('high', 'FR.PA')","('low', 'FR.PA')","('close', 'FR.PA')","('adj_close', 'FR.PA')","('volume', 'FR.PA')","('currency', '')"
2020-01-02,31.899999618530273,32.470001220703125,31.75,31.84000015258789,27.6900691986084,762632,,,,,,,,
2020-01-03,31.520000457763672,31.719999313354492,31.209999084472656,31.43000030517578,27.333507537841797,692264,,,,,,,,
2020-01-06,31.0,31.8700008392334,30.690000534057617,31.8700008392334,27.71615982055664,960147,,,,,,,,
2020-01-07,31.93000030517578,32.869998931884766,31.93000030517578,32.5099983215332,28.272743225097656,1359868,,,,,,,,
2020-01-08,32.25,32.84000015258789,32.04999923706055,32.75,28.481460571289062,791107,,,,,,,,
2020-01-09,32.83000183105469,33.0,31.829999923706055,32.31999969482422,28.107505798339844,864653,,,,,,,,
2020-01-10,32.290000915527344,32.880001068115234,32.150001525878906,32.540000915527344,28.2988338470459,653945,,,,,,,,
2020-01-13,32.5,32.599998474121094,31.65999984741211,31.65999984741211,27.533531188964844,894866,,,,,,,,
2020-01-14,31.639999389648438,32.13999938964844,31.399999618530273,31.649999618530273,27.52483558654785,761316,,,,,,,,
2020-01-15,31.600000381469727,31.8799991607666,31.110000610351562,31.329999923706055,27.24654197692871,612184,,,,,,,,
2020-01-16,31.290000915527344,31.40999984741211,30.40999984741211,30.790000915527344,26.776926040649414,995400,,,,,,,,
2020-01-17,31.059999465942383,31.479999542236328,30.309999465942383,30.309999465942383,26.359485626220703,1193953,,,,,,,,
2020-01-20,30.3700008392334,30.940000534057617,30.3700008392334,30.700000762939453,26.698654174804688,515365,,,,,,,,
2020-01-21,30.299999237060547,31.020000457763672,30.06999969482422,30.5,26.524721145629883,783859,,,,,,,,
2020-01-22,30.700000762939453,30.989999771118164,30.1299991607666,30.25,26.30730628967285,511247,,,,,,,,
2020-01-23,30.030000686645508,30.18000030517578,28.920000076293945,29.200000762939453,25.394161224365234,1439510,,,,,,,,
2020-01-24,29.479999542236328,29.600000381469727,28.469999313354492,28.559999465942383,24.837574005126953,1357023,,,,,,,,
2020-01-27,27.530000686645508,27.899999618530273,27.040000915527344,27.420000076293945,23.846160888671875,2128376,,,,,,,,
