date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KKR')","('high', 'KKR')","('low', 'KKR')","('close', 'KKR')","('adj_close', 'KKR')","('volume', 'KKR')","('currency', '')"
2020-01-02,29.40999984741211,29.5,29.1299991607666,29.3700008392334,27.644119262695312,2899000,,,,,,,,
2020-01-03,29.0,29.270000457763672,28.8700008392334,29.020000457763672,27.314680099487305,2001900,,,,,,,,
2020-01-06,28.709999084472656,29.06999969482422,28.59000015258789,29.049999237060547,27.342918395996094,2549600,,,,,,,,
2020-01-07,29.0,29.34000015258789,29.0,29.06999969482422,27.361745834350586,1765500,,,,,,,,
2020-01-08,29.1299991607666,29.770000457763672,29.09000015258789,29.65999984741211,27.917076110839844,3036500,,,,,,,,
2020-01-09,29.940000534057617,30.299999237060547,29.809999465942383,29.940000534057617,28.180618286132812,4061500,,,,,,,,
2020-01-10,29.940000534057617,30.06999969482422,29.850000381469727,29.979999542236328,28.21826934814453,2711600,,,,,,,,
2020-01-13,29.829999923706055,30.079999923706055,29.670000076293945,30.0,28.237096786499023,2237600,,,,,,,,
2020-01-14,29.899999618530273,30.110000610351562,29.280000686645508,29.290000915527344,27.568819046020508,3933700,,,,,,,,
2020-01-15,29.209999084472656,29.719999313354492,29.15999984741211,29.530000686645508,27.794713973999023,2549900,,,,,,,,
2020-01-16,29.700000762939453,30.540000915527344,29.670000076293945,30.510000228881836,28.71712303161621,3764800,,,,,,,,
2020-01-17,30.739999771118164,31.34000015258789,30.649999618530273,31.200000762939453,29.366580963134766,3839500,,,,,,,,
2020-01-21,31.239999771118164,31.360000610351562,30.68000030517578,30.729999542236328,28.9241943359375,3157800,,,,,,,,
2020-01-22,31.079999923706055,31.84000015258789,30.889999389648438,31.489999771118164,29.63953399658203,3211700,,,,,,,,
2020-01-23,31.5,31.530000686645508,31.06999969482422,31.200000762939453,29.366580963134766,3101400,,,,,,,,
2020-01-24,31.31999969482422,31.489999771118164,30.5,30.690000534057617,28.886547088623047,3698600,,,,,,,,
2020-01-27,29.809999465942383,30.34000015258789,29.350000381469727,30.309999465942383,28.52887725830078,4322200,,,,,,,,
2020-01-28,30.510000228881836,30.809999465942383,30.329999923706055,30.43000030517578,28.641828536987305,2560100,,,,,,,,
2020-01-29,30.59000015258789,31.200000762939453,30.459999084472656,31.020000457763672,29.197153091430664,3552000,,,,,,,,
2020-01-30,30.770000457763672,31.229999542236328,30.040000915527344,30.389999389648438,28.60417366027832,4495000,,,,,,,,
2020-01-31,30.75,32.119998931884766,29.690000534057617,31.899999618530273,30.02544593811035,9965700,,,,,,,,
2020-02-03,32.779998779296875,32.97999954223633,31.649999618530273,31.739999771118164,29.874847412109375,4204900,,,,,,,,
2020-02-04,32.08000183105469,32.93000030517578,32.0,32.599998474121094,30.684307098388672,3505800,,,,,,,,
2020-02-05,32.95000076293945,33.16999816894531,32.81999969482422,33.13999938964844,31.192584991455078,2963600,,,,,,,,
2020-02-06,33.290000915527344,33.90999984741211,33.11000061035156,33.689998626708984,31.71026039123535,2965500,,,,,,,,
2020-02-07,33.33000183105469,33.58000183105469,33.119998931884766,33.31999969482422,31.478796005249023,2730800,,,,,,,,
2020-02-10,33.0,33.650001525878906,32.65999984741211,33.599998474121094,31.743322372436523,2609300,,,,,,,,
2020-02-11,33.790000915527344,34.08000183105469,33.65999984741211,33.81999969482422,31.951154708862305,2776400,,,,,,,,
2020-02-12,34.13999938964844,34.13999938964844,33.34000015258789,33.36000061035156,31.516584396362305,1393700,,,,,,,,
2020-02-13,33.290000915527344,33.63999938964844,33.20000076293945,33.5099983215332,31.658296585083008,2543400,,,,,,,,
2020-02-14,33.72999954223633,33.779998779296875,33.439998626708984,33.540000915527344,31.686643600463867,1746400,,,,,,,,
2020-02-18,33.290000915527344,33.880001068115234,33.20000076293945,33.56999969482422,31.714977264404297,3245400,,,,,,,,
2020-02-19,33.630001068115234,34.0,33.540000915527344,33.93000030517578,32.055084228515625,1993800,,,,,,,,
2020-02-20,33.849998474121094,34.060001373291016,33.20000076293945,33.70000076293945,31.837800979614258,2253800,,,,,,,,
2020-02-21,33.5,33.540000915527344,33.0,33.11000061035156,31.28040885925293,1701300,,,,,,,,
2020-02-24,31.8700008392334,32.11000061035156,31.229999542236328,31.6299991607666,29.88218116760254,4519300,,,,,,,,
2020-02-25,31.770000457763672,31.889999389648438,29.8700008392334,30.190000534057617,28.52175521850586,3916700,,,,,,,,
2020-02-26,30.260000228881836,30.959999084472656,30.09000015258789,30.15999984741211,28.4934139251709,2873600,,,,,,,,
2020-02-27,29.260000228881836,29.719999313354492,28.40999984741211,28.850000381469727,27.255800247192383,4130400,,,,,,,,
2020-02-28,27.760000228881836,28.610000610351562,26.700000762939453,28.600000381469727,27.019611358642578,8726300,,,,,,,,
2020-03-02,28.860000610351562,29.989999771118164,28.3700008392334,29.989999771118164,28.332807540893555,4239500,,,,,,,,
2020-03-03,30.200000762939453,30.729999542236328,28.65999984741211,28.959999084472656,27.359716415405273,3624500,,,,,,,,
2020-03-04,29.600000381469727,29.639999389648438,28.639999389648438,29.43000030517578,27.803749084472656,3032700,,,,,,,,
2020-03-05,28.479999542236328,29.100000381469727,27.81999969482422,28.190000534057617,26.63226890563965,4986700,,,,,,,,
2020-03-06,26.940000534057617,27.209999084472656,26.219999313354492,26.950000762939453,25.460796356201172,6122500,,,,,,,,
2020-03-09,24.5,25.219999313354492,22.579999923706055,23.850000381469727,22.532094955444336,8690100,,,,,,,,
2020-03-10,25.5,25.670000076293945,24.18000030517578,25.420000076293945,24.015336990356445,5819300,,,,,,,,
2020-03-11,24.469999313354492,25.3799991607666,23.739999771118164,24.1200008392334,22.78717041015625,6879900,,,,,,,,
2020-03-12,21.860000610351562,24.06999969482422,21.209999084472656,22.020000457763672,20.8032169342041,7711500,,,,,,,,
2020-03-13,24.229999542236328,25.3799991607666,22.440000534057617,25.350000381469727,23.949201583862305,7655100,,,,,,,,
2020-03-16,21.65999984741211,23.6200008392334,21.170000076293945,21.8799991607666,20.670949935913086,7086800,,,,,,,,
2020-03-17,22.329999923706055,22.690000534057617,20.84000015258789,21.709999084472656,20.510343551635742,6840200,,,,,,,,
2020-03-18,20.09000015258789,20.40999984741211,15.550000190734863,19.540000915527344,18.460254669189453,10613400,,,,,,,,
2020-03-19,19.229999542236328,21.229999542236328,17.190000534057617,20.600000381469727,19.461681365966797,8355900,,,,,,,,
2020-03-20,21.040000915527344,21.399999618530273,19.020000457763672,19.06999969482422,18.016225814819336,7535400,,,,,,,,
2020-03-23,18.309999465942383,19.149999618530273,16.600000381469727,18.5,17.477720260620117,6496000,,,,,,,,
2020-03-24,20.0,21.889999389648438,19.729999542236328,21.84000015258789,20.633159637451172,5320100,,,,,,,,
2020-03-25,22.829999923706055,25.139999389648438,22.229999542236328,24.0,22.673803329467773,8080300,,,,,,,,
2020-03-26,24.25,26.3700008392334,24.059999465942383,25.600000381469727,24.185388565063477,8308100,,,,,,,,
2020-03-27,24.5,24.889999389648438,23.0,24.559999465942383,23.202852249145508,4780000,,,,,,,,
2020-03-30,24.15999984741211,24.8700008392334,23.31999969482422,24.520000457763672,23.165067672729492,4936600,,,,,,,,
2020-03-31,24.469999313354492,25.40999984741211,23.309999465942383,23.469999313354492,22.173086166381836,5575900,,,,,,,,
2020-04-01,22.049999237060547,22.260000228881836,21.1200008392334,21.920000076293945,20.708744049072266,4388700,,,,,,,,
2020-04-02,21.579999923706055,22.059999465942383,21.350000381469727,21.959999084472656,20.746532440185547,3557300,,,,,,,,
2020-04-03,21.959999084472656,22.350000381469727,21.530000686645508,22.219999313354492,20.99216651916504,7074700,,,,,,,,
2020-04-06,23.34000015258789,24.489999771118164,23.239999771118164,24.360000610351562,23.013916015625,5655200,,,,,,,,
2020-04-07,25.950000762939453,25.950000762939453,24.049999237060547,24.1200008392334,22.78717041015625,5702300,,,,,,,,
2020-04-08,24.5,25.049999237060547,23.950000762939453,24.690000534057617,23.325668334960938,4412100,,,,,,,,
2020-04-09,25.420000076293945,26.09000015258789,24.75,25.299999237060547,23.901966094970703,7383400,,,,,,,,
2020-04-13,24.760000228881836,25.0,23.209999084472656,23.950000762939453,22.626567840576172,4360400,,,,,,,,
2020-04-14,24.459999084472656,24.899999618530273,23.899999618530273,24.209999084472656,22.8721981048584,3833800,,,,,,,,
2020-04-15,23.079999923706055,23.540000915527344,22.8700008392334,23.25,21.96524429321289,4065700,,,,,,,,
2020-04-16,23.149999618530273,23.360000610351562,22.530000686645508,23.1200008392334,21.842432022094727,3031300,,,,,,,,
2020-04-17,24.030000686645508,24.200000762939453,23.360000610351562,23.920000076293945,22.598228454589844,3859800,,,,,,,,
2020-04-20,23.31999969482422,23.59000015258789,22.549999237060547,22.950000762939453,21.681819915771484,4560900,,,,,,,,
2020-04-21,22.219999313354492,22.440000534057617,21.469999313354492,21.84000015258789,20.633159637451172,3515900,,,,,,,,
2020-04-22,22.270000457763672,22.389999389648438,21.950000762939453,22.170000076293945,20.94492530822754,4077800,,,,,,,,
2020-04-23,22.229999542236328,23.329999923706055,22.18000030517578,23.100000381469727,21.823535919189453,3450100,,,,,,,,
2020-04-24,23.299999237060547,23.700000762939453,23.1200008392334,23.610000610351562,22.305355072021484,1765800,,,,,,,,
2020-04-27,23.899999618530273,25.190000534057617,23.899999618530273,24.959999084472656,23.580751419067383,3546600,,,,,,,,
2020-04-28,25.719999313354492,26.170000076293945,25.200000762939453,25.420000076293945,24.015336990356445,3933800,,,,,,,,
2020-04-29,26.219999313354492,26.860000610351562,25.989999771118164,26.489999771118164,25.02621078491211,2611500,,,,,,,,
2020-04-30,25.940000534057617,25.979999542236328,25.020000457763672,25.209999084472656,23.816940307617188,4776600,,,,,,,,
2020-05-01,24.540000915527344,24.809999465942383,23.950000762939453,24.3799991607666,23.032804489135742,2502300,,,,,,,,
2020-05-04,23.860000610351562,24.280000686645508,23.549999237060547,24.270000457763672,22.928884506225586,2312800,,,,,,,,
2020-05-05,24.59000015258789,25.100000381469727,24.40999984741211,24.600000381469727,23.240644454956055,1837400,,,,,,,,
2020-05-06,24.850000381469727,26.1200008392334,24.780000686645508,26.030000686645508,24.591629028320312,3578800,,,,,,,,
2020-05-07,26.549999237060547,27.25,26.350000381469727,26.889999389648438,25.404102325439453,2988000,,,,,,,,
2020-05-08,26.950000762939453,27.3700008392334,26.459999084472656,26.65999984741211,25.186813354492188,3871800,,,,,,,,
2020-05-11,26.3799991607666,26.950000762939453,26.149999618530273,26.399999618530273,24.94118309020996,4704500,,,,,,,,
2020-05-12,26.5,26.559999465942383,25.6299991607666,25.709999084472656,24.289306640625,3934800,,,,,,,,
2020-05-13,25.34000015258789,25.649999618530273,24.149999618530273,24.3700008392334,23.023359298706055,3024900,,,,,,,,
2020-05-14,23.93000030517578,24.90999984741211,23.43000030517578,24.850000381469727,23.476831436157227,2840900,,,,,,,,
2020-05-15,24.450000762939453,24.860000610351562,24.209999084472656,24.729999542236328,23.4910831451416,2208600,,,,,,,,
2020-05-18,25.760000228881836,26.1299991607666,25.25,25.850000381469727,24.554969787597656,4442200,,,,,,,,
2020-05-19,25.889999389648438,26.59000015258789,25.8700008392334,25.8700008392334,24.573972702026367,1968100,,,,,,,,
2020-05-20,26.510000228881836,26.790000915527344,26.31999969482422,26.690000534057617,25.352893829345703,3672900,,,,,,,,
2020-05-21,26.530000686645508,26.81999969482422,26.25,26.549999237060547,25.219900131225586,1931700,,,,,,,,
2020-05-22,26.649999618530273,26.950000762939453,26.25,26.84000015258789,25.49537467956543,1353700,,,,,,,,
2020-05-26,27.5,28.829999923706055,27.399999618530273,28.559999465942383,27.129207611083984,3430400,,,,,,,,
2020-05-27,29.290000915527344,29.5,27.969999313354492,28.670000076293945,27.23369789123535,3017500,,,,,,,,
2020-05-28,29.0,29.0,28.15999984741211,28.270000457763672,26.85373306274414,4084600,,,,,,,,
2020-05-29,28.0,28.639999389648438,27.3799991607666,27.75,26.359786987304688,5758900,,,,,,,,
