date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PFG')","('high', 'PFG')","('low', 'PFG')","('close', 'PFG')","('adj_close', 'PFG')","('volume', 'PFG')","('currency', '')"
2020-01-02,55.43000030517578,55.88999938964844,55.099998474121094,55.72999954223633,44.26162338256836,1164500,,,,,,,,
2020-01-03,54.65999984741211,55.060001373291016,54.22999954223633,54.90999984741211,43.610355377197266,896100,,,,,,,,
2020-01-06,54.36000061035156,55.029998779296875,54.189998626708984,55.0,43.68183898925781,849900,,,,,,,,
2020-01-07,54.88999938964844,55.650001525878906,54.38999938964844,55.349998474121094,43.95981979370117,868300,,,,,,,,
2020-01-08,55.290000915527344,56.04999923706055,55.209999084472656,55.59000015258789,44.15042495727539,1176900,,,,,,,,
2020-01-09,55.90999984741211,56.22999954223633,55.619998931884766,56.18000030517578,44.619022369384766,945300,,,,,,,,
2020-01-10,56.2400016784668,56.47999954223633,55.68000030517578,55.70000076293945,44.237789154052734,1122100,,,,,,,,
2020-01-13,55.84000015258789,56.20000076293945,55.68000030517578,56.04999923706055,44.51577377319336,1420900,,,,,,,,
2020-01-14,56.08000183105469,56.29999923706055,55.619998931884766,55.75,44.27750778198242,1703900,,,,,,,,
2020-01-15,55.58000183105469,55.68000030517578,55.040000915527344,55.209999084472656,43.84862518310547,1604800,,,,,,,,
2020-01-16,55.709999084472656,56.369998931884766,55.630001068115234,56.099998474121094,44.555484771728516,1425600,,,,,,,,
2020-01-17,56.099998474121094,57.15999984741211,56.099998474121094,57.08000183105469,45.33381652832031,1848300,,,,,,,,
2020-01-21,56.619998931884766,56.810001373291016,55.470001220703125,55.619998931884766,44.17425537109375,1608700,,,,,,,,
2020-01-22,55.849998474121094,56.150001525878906,55.56999969482422,55.61000061035156,44.16631317138672,1014700,,,,,,,,
2020-01-23,55.36000061035156,55.58000183105469,54.290000915527344,55.33000183105469,43.94393539428711,1073800,,,,,,,,
2020-01-24,55.33000183105469,55.34000015258789,54.0,54.36000061035156,43.173545837402344,1186300,,,,,,,,
2020-01-27,53.099998474121094,53.650001525878906,52.79999923706055,52.90999984741211,42.021934509277344,1150800,,,,,,,,
2020-01-28,53.5099983215332,54.34000015258789,53.279998779296875,53.849998474121094,42.76850128173828,1605100,,,,,,,,
2020-01-29,55.900001525878906,55.900001525878906,54.209999084472656,54.47999954223633,43.26885223388672,1638000,,,,,,,,
2020-01-30,53.900001525878906,54.459999084472656,53.58000183105469,54.43000030517578,43.22914505004883,1162100,,,,,,,,
2020-01-31,53.9900016784668,54.08000183105469,52.91999816894531,52.95000076293945,42.0537109375,2459400,,,,,,,,
2020-02-03,53.5099983215332,54.52000045776367,53.349998474121094,53.869998931884766,42.78438186645508,1299400,,,,,,,,
2020-02-04,54.619998931884766,55.04999923706055,54.540000915527344,54.58000183105469,43.348262786865234,738200,,,,,,,,
2020-02-05,55.560001373291016,56.369998931884766,55.349998474121094,56.13999938964844,44.587257385253906,989800,,,,,,,,
2020-02-06,56.54999923706055,56.560001373291016,55.900001525878906,56.119998931884766,44.57136535644531,1058700,,,,,,,,
2020-02-07,55.650001525878906,55.97999954223633,55.310001373291016,55.59000015258789,44.15042495727539,733600,,,,,,,,
2020-02-10,55.349998474121094,55.79999923706055,55.2400016784668,55.79999923706055,44.31721878051758,592900,,,,,,,,
2020-02-11,55.939998626708984,56.88999938964844,55.83000183105469,56.34000015258789,44.74608612060547,748700,,,,,,,,
2020-02-12,56.400001525878906,57.0,56.369998931884766,56.52000045776367,44.88905715942383,758600,,,,,,,,
2020-02-13,56.119998931884766,56.5099983215332,55.63999938964844,55.9900016784668,44.46812057495117,1276300,,,,,,,,
2020-02-14,55.90999984741211,56.38999938964844,55.90999984741211,56.36000061035156,44.761985778808594,766500,,,,,,,,
2020-02-18,56.02000045776367,56.650001525878906,54.68000030517578,55.2599983215332,43.88833236694336,1325000,,,,,,,,
2020-02-19,55.560001373291016,56.0,55.310001373291016,55.90999984741211,44.404579162597656,726100,,,,,,,,
2020-02-20,55.68000030517578,56.369998931884766,55.58000183105469,55.97999954223633,44.46015930175781,929400,,,,,,,,
2020-02-21,55.59000015258789,55.650001525878906,54.369998931884766,54.40999984741211,43.213253021240234,1123400,,,,,,,,
2020-02-24,52.7599983215332,53.439998626708984,51.25,51.72999954223633,41.084754943847656,1299500,,,,,,,,
2020-02-25,52.04999923706055,52.34000015258789,49.119998931884766,49.47999954223633,39.297767639160156,1427500,,,,,,,,
2020-02-26,50.13999938964844,50.560001373291016,48.900001525878906,48.95000076293945,38.8768424987793,1491900,,,,,,,,
2020-02-27,48.04999923706055,48.900001525878906,46.459999084472656,46.810001373291016,37.17722702026367,1721800,,,,,,,,
2020-02-28,45.20000076293945,45.58000183105469,43.099998474121094,44.38999938964844,35.682090759277344,3159800,,,,,,,,
2020-03-02,44.599998474121094,47.11000061035156,43.970001220703125,47.08000183105469,37.844398498535156,2399100,,,,,,,,
2020-03-03,46.970001220703125,47.630001068115234,44.560001373291016,44.75,35.97146987915039,2615200,,,,,,,,
2020-03-04,45.61000061035156,46.34000015258789,44.150001525878906,46.2400016784668,37.16918182373047,2419200,,,,,,,,
2020-03-05,44.45000076293945,44.790000915527344,43.439998626708984,43.88999938964844,35.280181884765625,1824300,,,,,,,,
2020-03-06,41.560001373291016,43.83000183105469,41.209999084472656,42.279998779296875,33.98601150512695,3041000,,,,,,,,
2020-03-09,38.41999816894531,40.2599983215332,35.27000045776367,35.40999984741211,28.463680267333984,3157300,,,,,,,,
2020-03-10,37.369998931884766,38.68000030517578,34.720001220703125,37.56999969482422,30.1999568939209,4202400,,,,,,,,
2020-03-11,36.11000061035156,36.970001220703125,35.029998779296875,35.91999816894531,28.873640060424805,3553600,,,,,,,,
2020-03-12,32.720001220703125,33.779998779296875,30.860000610351562,30.979999542236328,24.9027099609375,4020900,,,,,,,,
