date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HKHC')","('high', 'HKHC')","('low', 'HKHC')","('close', 'HKHC')","('adj_close', 'HKHC')","('volume', 'HKHC')","('currency', '')"
2020-03-31,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-01,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-02,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-03,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-06,536.0,540.0,520.0,540.0,533.6810302734375,25,,,,,,,,
2020-04-07,540.0,540.0,540.0,540.0,533.6810302734375,6,,,,,,,,
2020-04-08,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-09,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-13,520.0,520.0,520.0,520.0,513.9151000976562,5,,,,,,,,
2020-04-14,560.0,560.0,540.0,540.0,533.6810302734375,3,,,,,,,,
2020-04-15,540.0,540.0,540.0,540.0,533.6810302734375,0,,,,,,,,
2020-04-16,520.0,580.0,520.0,580.0,573.2129516601562,2,,,,,,,,
2020-04-17,600.0,600.0,520.0,600.0,592.9788818359375,3,,,,,,,,
2020-04-20,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-04-21,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-04-22,540.0,540.0,540.0,540.0,533.6810302734375,6,,,,,,,,
2020-04-23,548.0,548.0,508.0,508.0,502.0555114746094,6,,,,,,,,
2020-04-24,508.0,508.0,508.0,508.0,502.0555114746094,0,,,,,,,,
2020-04-27,508.0,508.0,508.0,508.0,502.0555114746094,0,,,,,,,,
2020-04-28,656.0,656.0,656.0,656.0,648.3236083984375,1,,,,,,,,
2020-04-29,600.0,616.0,600.0,600.0,592.9788818359375,19,,,,,,,,
2020-04-30,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-05-01,604.0,604.0,604.0,604.0,596.93212890625,1,,,,,,,,
2020-05-04,600.0,600.0,596.0,600.0,592.9788818359375,27,,,,,,,,
2020-05-05,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-05-06,620.0,800.0,584.0,800.0,790.6385498046875,17,,,,,,,,
2020-05-07,624.0,624.0,624.0,624.0,616.6981201171875,1,,,,,,,,
2020-05-08,624.0,624.0,624.0,624.0,616.6981201171875,0,,,,,,,,
2020-05-11,644.0,648.0,644.0,644.0,636.4639892578125,9,,,,,,,,
2020-05-12,700.0,820.0,700.0,820.0,810.4044799804688,6,,,,,,,,
2020-05-13,800.0,800.0,800.0,800.0,790.6385498046875,25,,,,,,,,
2020-05-14,720.0,720.0,720.0,720.0,711.5746459960938,1,,,,,,,,
2020-05-15,644.0,644.0,636.0,636.0,628.5576171875,1,,,,,,,,
2020-05-18,652.0,652.0,552.0,600.0,592.9788818359375,17,,,,,,,,
2020-05-19,600.0,608.0,600.0,600.0,592.9788818359375,29,,,,,,,,
2020-05-20,616.0,616.0,588.0,588.0,581.1193237304688,1,,,,,,,,
2020-05-21,636.0,636.0,616.0,616.0,608.7916870117188,2,,,,,,,,
2020-05-22,616.0,616.0,616.0,616.0,608.7916870117188,0,,,,,,,,
2020-05-26,560.0,580.0,560.0,580.0,573.2129516601562,19,,,,,,,,
2020-05-27,600.0,604.0,600.0,604.0,596.93212890625,14,,,,,,,,
2020-05-28,600.0,600.0,600.0,600.0,592.9788818359375,2,,,,,,,,
2020-05-29,616.0,680.0,616.0,680.0,672.042724609375,3,,,,,,,,
2020-06-01,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-06-02,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-06-03,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-06-04,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-06-05,624.0,648.0,600.0,600.0,592.9788818359375,3,,,,,,,,
2020-06-08,640.0,660.0,640.0,660.0,652.2769165039062,12,,,,,,,,
2020-06-09,660.0,660.0,552.0,552.0,545.54052734375,6,,,,,,,,
2020-06-10,600.0,640.0,600.0,600.0,592.9788818359375,9,,,,,,,,
2020-06-11,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-06-12,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-06-15,640.0,640.0,640.0,640.0,632.5108032226562,3,,,,,,,,
2020-06-16,640.0,640.0,640.0,640.0,632.5108032226562,0,,,,,,,,
2020-06-17,640.0,640.0,640.0,640.0,632.5108032226562,0,,,,,,,,
2020-06-18,600.0,620.0,556.0,600.0,592.9788818359375,20,,,,,,,,
2020-06-19,600.0,600.0,600.0,600.0,592.9788818359375,0,,,,,,,,
2020-06-22,560.0,648.0,556.0,620.0,612.744873046875,21,,,,,,,,
2020-06-23,620.0,620.0,620.0,620.0,612.744873046875,0,,,,,,,,
2020-06-24,700.0,700.0,552.0,660.0,652.2769165039062,4,,,,,,,,
2020-06-25,660.0,660.0,660.0,660.0,652.2769165039062,0,,,,,,,,
2020-06-26,640.0,640.0,620.0,640.0,632.5108032226562,10,,,,,,,,
2020-06-29,640.0,640.0,640.0,640.0,632.5108032226562,1,,,,,,,,
2020-06-30,540.0,640.0,540.0,552.0,545.54052734375,1,,,,,,,,
2020-07-01,620.0,640.0,620.0,640.0,632.5108032226562,3,,,,,,,,
2020-07-02,652.0,700.0,652.0,700.0,691.8087768554688,22,,,,,,,,
2020-07-06,624.0,632.0,588.0,632.0,624.6044921875,15,,,,,,,,
2020-07-07,632.0,632.0,632.0,632.0,624.6044921875,0,,,,,,,,
2020-07-08,660.0,660.0,624.0,624.0,616.6981201171875,1,,,,,,,,
2020-07-09,624.0,624.0,624.0,624.0,616.6981201171875,2,,,,,,,,
2020-07-10,660.0,660.0,660.0,660.0,652.2769165039062,1,,,,,,,,
2020-07-13,660.0,660.0,660.0,660.0,652.2769165039062,0,,,,,,,,
2020-07-14,660.0,660.0,660.0,660.0,652.2769165039062,0,,,,,,,,
2020-07-15,660.0,660.0,660.0,660.0,652.2769165039062,0,,,,,,,,
2020-07-16,660.0,660.0,660.0,660.0,652.2769165039062,0,,,,,,,,
2020-07-17,660.0,660.0,640.0,640.0,632.5108032226562,36,,,,,,,,
2020-07-20,640.0,640.0,640.0,640.0,632.5108032226562,0,,,,,,,,
2020-07-21,608.0,608.0,608.0,608.0,600.8853149414062,1,,,,,,,,
2020-07-22,608.0,608.0,608.0,608.0,600.8853149414062,0,,,,,,,,
2020-07-23,660.0,660.0,604.0,604.0,596.93212890625,2,,,,,,,,
2020-07-24,604.0,604.0,604.0,604.0,596.93212890625,0,,,,,,,,
2020-07-27,604.0,604.0,604.0,604.0,596.93212890625,0,,,,,,,,
2020-07-28,604.0,604.0,604.0,604.0,596.93212890625,0,,,,,,,,
2020-07-29,624.0,664.0,620.0,620.0,612.744873046875,3,,,,,,,,
2020-07-30,700.0,700.0,620.0,620.0,612.744873046875,7,,,,,,,,
2020-07-31,608.0,608.0,608.0,608.0,600.8853149414062,1,,,,,,,,
2020-08-03,668.0,716.0,668.0,700.0,691.8087768554688,36,,,,,,,,
2020-08-04,684.0,700.0,684.0,700.0,691.8087768554688,14,,,,,,,,
2020-08-05,700.0,700.0,700.0,700.0,691.8087768554688,0,,,,,,,,
2020-08-06,700.0,700.0,700.0,700.0,691.8087768554688,0,,,,,,,,
2020-08-07,700.0,700.0,700.0,700.0,691.8087768554688,0,,,,,,,,
2020-08-10,684.0,684.0,684.0,684.0,675.9959716796875,1,,,,,,,,
2020-08-11,716.0,744.0,716.0,728.0,719.4810791015625,5,,,,,,,,
2020-08-12,728.0,728.0,728.0,728.0,719.4810791015625,0,,,,,,,,
2020-08-13,684.0,684.0,680.0,680.0,672.042724609375,8,,,,,,,,
2020-08-14,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-08-17,628.0,628.0,628.0,628.0,620.6512451171875,1,,,,,,,,
2020-08-18,656.0,680.0,656.0,680.0,672.042724609375,13,,,,,,,,
2020-08-19,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-08-20,700.0,700.0,628.0,628.0,620.6512451171875,14,,,,,,,,
2020-08-21,628.0,628.0,628.0,628.0,620.6512451171875,0,,,,,,,,
2020-08-24,628.0,628.0,628.0,628.0,620.6512451171875,0,,,,,,,,
2020-08-25,680.0,680.0,680.0,680.0,672.042724609375,1,,,,,,,,
2020-08-26,604.0,704.0,604.0,704.0,695.7619018554688,14,,,,,,,,
2020-08-27,740.0,740.0,604.0,604.0,596.93212890625,46,,,,,,,,
2020-08-28,604.0,740.0,604.0,720.0,711.5746459960938,42,,,,,,,,
2020-08-31,712.0,720.0,712.0,720.0,711.5746459960938,3,,,,,,,,
2020-09-01,708.0,716.0,708.0,716.0,707.6215209960938,10,,,,,,,,
2020-09-02,716.0,716.0,716.0,716.0,707.6215209960938,0,,,,,,,,
2020-09-03,716.0,716.0,716.0,716.0,707.6215209960938,0,,,,,,,,
2020-09-04,680.0,700.0,680.0,700.0,691.8087768554688,1,,,,,,,,
2020-09-08,700.0,700.0,700.0,700.0,691.8087768554688,0,,,,,,,,
2020-09-09,644.0,680.0,640.0,680.0,672.042724609375,14,,,,,,,,
2020-09-10,660.0,660.0,660.0,660.0,652.2769165039062,8,,,,,,,,
2020-09-11,692.0,692.0,692.0,692.0,683.90234375,7,,,,,,,,
2020-09-14,636.0,680.0,636.0,660.0,652.2769165039062,22,,,,,,,,
2020-09-15,676.0,676.0,676.0,676.0,668.0895385742188,13,,,,,,,,
2020-09-16,680.0,680.0,680.0,680.0,672.042724609375,3,,,,,,,,
2020-09-17,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-09-18,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-09-21,648.0,648.0,648.0,648.0,640.417236328125,1,,,,,,,,
2020-09-22,648.0,648.0,648.0,648.0,640.417236328125,0,,,,,,,,
2020-09-23,648.0,648.0,640.0,640.0,632.5108032226562,32,,,,,,,,
2020-09-24,648.0,720.0,640.0,720.0,711.5746459960938,41,,,,,,,,
2020-09-25,660.0,660.0,584.0,640.0,632.5108032226562,75,,,,,,,,
2020-09-28,640.0,640.0,640.0,640.0,632.5108032226562,0,,,,,,,,
2020-09-29,660.0,660.0,620.0,620.0,612.744873046875,27,,,,,,,,
2020-09-30,620.0,620.0,620.0,620.0,612.744873046875,0,,,,,,,,
2020-10-01,620.0,620.0,620.0,620.0,612.744873046875,0,,,,,,,,
2020-10-02,584.0,640.0,584.0,620.0,612.744873046875,19,,,,,,,,
2020-10-05,640.0,648.0,640.0,648.0,640.417236328125,33,,,,,,,,
2020-10-06,648.0,648.0,648.0,648.0,640.417236328125,0,,,,,,,,
2020-10-07,648.0,648.0,648.0,648.0,640.417236328125,0,,,,,,,,
2020-10-08,600.0,640.0,600.0,640.0,632.5108032226562,3,,,,,,,,
2020-10-09,644.0,648.0,644.0,644.0,636.4639892578125,4,,,,,,,,
2020-10-12,644.0,720.0,644.0,680.0,672.042724609375,23,,,,,,,,
2020-10-13,700.0,720.0,572.0,660.0,652.2769165039062,9,,,,,,,,
2020-10-14,676.0,720.0,676.0,720.0,711.5746459960938,11,,,,,,,,
2020-10-15,720.0,728.0,644.0,704.0,695.7619018554688,2118,,,,,,,,
2020-10-16,720.0,728.0,644.0,704.0,695.7619018554688,0,,,,,,,,
2020-10-19,704.0,704.0,704.0,704.0,695.7619018554688,0,,,,,,,,
2020-10-20,664.0,688.0,664.0,688.0,679.94921875,4,,,,,,,,
2020-10-21,664.0,664.0,664.0,664.0,656.22998046875,1,,,,,,,,
2020-10-22,664.0,664.0,664.0,664.0,656.22998046875,0,,,,,,,,
2020-10-23,664.0,664.0,664.0,664.0,656.22998046875,0,,,,,,,,
2020-10-26,668.0,668.0,668.0,668.0,660.1831665039062,1,,,,,,,,
2020-10-27,668.0,668.0,668.0,668.0,660.1831665039062,0,,,,,,,,
2020-10-28,668.0,668.0,668.0,668.0,660.1831665039062,5,,,,,,,,
2020-10-29,668.0,668.0,668.0,668.0,660.1831665039062,0,,,,,,,,
2020-10-30,668.0,680.0,668.0,672.0,664.1364135742188,23,,,,,,,,
2020-11-02,668.0,668.0,660.0,668.0,660.1831665039062,8,,,,,,,,
2020-11-03,648.0,668.0,648.0,668.0,660.1831665039062,23,,,,,,,,
2020-11-04,644.0,644.0,644.0,644.0,636.4639892578125,2,,,,,,,,
2020-11-05,644.0,656.0,644.0,648.0,640.417236328125,5,,,,,,,,
2020-11-06,648.0,648.0,648.0,648.0,640.417236328125,0,,,,,,,,
2020-11-09,620.0,668.0,620.0,668.0,660.1831665039062,1,,,,,,,,
2020-11-10,668.0,668.0,668.0,668.0,660.1831665039062,0,,,,,,,,
2020-11-11,668.0,668.0,668.0,668.0,660.1831665039062,0,,,,,,,,
2020-11-12,668.0,668.0,668.0,668.0,660.1831665039062,4,,,,,,,,
2020-11-13,676.0,676.0,676.0,676.0,668.0895385742188,2,,,,,,,,
2020-11-16,680.0,680.0,676.0,676.0,668.0895385742188,3,,,,,,,,
2020-11-17,676.0,676.0,676.0,676.0,668.0895385742188,0,,,,,,,,
2020-11-18,672.0,696.0,600.0,696.0,687.8555297851562,92,,,,,,,,
2020-11-19,712.0,712.0,624.0,624.0,616.6981201171875,1,,,,,,,,
2020-11-20,660.0,664.0,660.0,660.0,652.2769165039062,7,,,,,,,,
2020-11-23,664.0,680.0,648.0,664.0,656.22998046875,17,,,,,,,,
2020-11-24,664.0,664.0,664.0,664.0,656.22998046875,0,,,,,,,,
2020-11-25,664.0,664.0,664.0,664.0,656.22998046875,0,,,,,,,,
2020-11-27,664.0,664.0,608.0,608.0,600.8853149414062,1,,,,,,,,
2020-11-30,640.0,640.0,640.0,640.0,632.5108032226562,5,,,,,,,,
2020-12-01,640.0,640.0,640.0,640.0,632.5108032226562,0,,,,,,,,
2020-12-02,640.0,664.0,640.0,664.0,656.22998046875,1,,,,,,,,
2020-12-03,664.0,664.0,664.0,664.0,656.22998046875,0,,,,,,,,
2020-12-04,664.0,664.0,664.0,664.0,656.22998046875,0,,,,,,,,
2020-12-07,608.0,688.0,608.0,688.0,679.94921875,1,,,,,,,,
2020-12-08,660.0,660.0,660.0,660.0,652.2769165039062,3,,,,,,,,
2020-12-09,660.0,660.0,660.0,660.0,652.2769165039062,0,,,,,,,,
2020-12-10,660.0,660.0,660.0,660.0,652.2769165039062,1,,,,,,,,
2020-12-11,680.0,680.0,680.0,680.0,672.042724609375,5,,,,,,,,
2020-12-14,680.0,680.0,680.0,680.0,672.042724609375,0,,,,,,,,
2020-12-15,640.0,660.0,640.0,640.0,632.5108032226562,6,,,,,,,,
2020-12-16,680.0,680.0,660.0,676.0,668.0895385742188,10,,,,,,,,
2020-12-17,660.0,672.0,660.0,672.0,664.1364135742188,22,,,,,,,,
2020-12-18,660.0,660.0,660.0,660.0,652.2769165039062,1,,,,,,,,
2020-12-21,640.0,640.0,640.0,640.0,632.5108032226562,1,,,,,,,,
2020-12-22,680.0,740.0,664.0,664.0,656.22998046875,1053,,,,,,,,
2020-12-23,680.0,680.0,660.0,660.0,652.2769165039062,4,,,,,,,,
2020-12-24,708.0,708.0,664.0,664.0,656.22998046875,2,,,,,,,,
2020-12-28,660.0,672.0,660.0,664.0,656.22998046875,12,,,,,,,,
2020-12-29,660.0,672.0,660.0,668.0,660.1831665039062,36,,,,,,,,
2020-12-30,660.0,676.0,660.0,676.0,668.0895385742188,13,,,,,,,,
2020-12-31,736.0,736.0,736.0,736.0,727.3875122070312,4,,,,,,,,
2021-01-04,736.0,736.0,736.0,736.0,727.3875122070312,3,,,,,,,,
2021-01-05,712.0,712.0,712.0,712.0,703.6683349609375,1,,,,,,,,
2021-01-06,656.0,732.0,656.0,728.0,719.4810791015625,1,,,,,,,,
2021-01-07,732.0,740.0,732.0,732.0,723.4342651367188,8,,,,,,,,
2021-01-08,728.0,1100.0,728.0,1100.0,1087.1280517578125,74,,,,,,,,
2021-01-11,1000.0,1176.0,1000.0,1068.0,1055.50244140625,47,,,,,,,,
2021-01-12,904.0,1296.0,904.0,1156.0,1142.47265625,7,,,,,,,,
2021-01-13,1156.0,1156.0,1156.0,1156.0,1142.47265625,0,,,,,,,,
2021-01-14,984.0,1212.0,796.0,1176.0,1162.2386474609375,47,,,,,,,,
2021-01-15,1160.0,1188.0,1080.0,1140.0,1126.659912109375,1,,,,,,,,
2021-01-19,1156.0,1156.0,1156.0,1156.0,1142.47265625,1,,,,,,,,
2021-01-20,1160.0,1212.0,1044.0,1212.0,1197.8173828125,5,,,,,,,,
2021-01-21,1080.0,1124.0,944.0,1124.0,1110.84716796875,18,,,,,,,,
2021-01-22,1008.0,1088.0,1008.0,1088.0,1075.2684326171875,2,,,,,,,,
2021-01-25,1088.0,1088.0,1000.0,1044.0,1031.7833251953125,2,,,,,,,,
2021-01-26,1000.0,1000.0,1000.0,1000.0,988.2981567382812,1,,,,,,,,
2021-01-27,1020.0,1020.0,1020.0,1020.0,1008.0641479492188,11,,,,,,,,
2021-01-28,920.0,1140.0,820.0,1060.0,1047.595947265625,3,,,,,,,,
2021-01-29,1100.0,1100.0,1100.0,1100.0,1087.1280517578125,0,,,,,,,,
2021-02-01,1096.0,1096.0,1096.0,1096.0,1083.1748046875,0,,,,,,,,
2021-02-02,1100.0,1140.0,1100.0,1120.0,1106.89404296875,5,,,,,,,,
2021-02-03,1120.0,1120.0,1120.0,1120.0,1106.89404296875,0,,,,,,,,
2021-02-04,1120.0,1140.0,1100.0,1140.0,1126.659912109375,8,,,,,,,,
2021-02-05,1140.0,1140.0,1140.0,1140.0,1126.659912109375,0,,,,,,,,
2021-02-08,1140.0,1152.0,1140.0,1152.0,1138.51953125,14,,,,,,,,
2021-02-09,1140.0,1180.0,1140.0,1180.0,1166.19189453125,9,,,,,,,,
2021-02-10,1200.0,1200.0,1060.0,1060.0,1047.595947265625,5,,,,,,,,
2021-02-11,1064.0,1080.0,1064.0,1080.0,1067.362060546875,2,,,,,,,,
2021-02-12,1064.0,1064.0,1040.0,1040.0,1027.8302001953125,1,,,,,,,,
2021-02-16,1080.0,1160.0,1080.0,1080.0,1067.362060546875,4,,,,,,,,
2021-02-17,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-02-18,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-02-19,1124.0,1124.0,1084.0,1084.0,1071.3153076171875,13,,,,,,,,
2021-02-22,1084.0,1084.0,1080.0,1080.0,1067.362060546875,3,,,,,,,,
2021-02-23,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-02-24,1120.0,1120.0,1080.0,1080.0,1067.362060546875,3,,,,,,,,
2021-02-25,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-02-26,1080.0,1080.0,980.0,1000.0,988.2981567382812,3,,,,,,,,
2021-03-01,1060.0,1060.0,1060.0,1060.0,1047.595947265625,5,,,,,,,,
2021-03-02,1060.0,1060.0,1060.0,1060.0,1047.595947265625,1,,,,,,,,
2021-03-03,1160.0,1160.0,1160.0,1160.0,1146.4259033203125,1,,,,,,,,
2021-03-04,1160.0,1160.0,1156.0,1156.0,1142.47265625,1,,,,,,,,
2021-03-05,1152.0,1152.0,1152.0,1152.0,1138.51953125,1,,,,,,,,
2021-03-08,1152.0,1152.0,1152.0,1152.0,1138.51953125,2,,,,,,,,
2021-03-09,1080.0,1096.0,1060.0,1080.0,1067.362060546875,14,,,,,,,,
2021-03-10,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-03-11,1080.0,1080.0,1080.0,1080.0,1067.362060546875,1,,,,,,,,
2021-03-12,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-03-15,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-03-16,1072.0,1072.0,968.0,1060.0,1047.595947265625,3,,,,,,,,
2021-03-17,1080.0,1080.0,1080.0,1080.0,1067.362060546875,1,,,,,,,,
2021-03-18,1080.0,1080.0,1080.0,1080.0,1067.362060546875,0,,,,,,,,
2021-03-19,960.0,1060.0,880.0,1060.0,1047.595947265625,4,,,,,,,,
2021-03-22,1060.0,1060.0,1060.0,1060.0,1047.595947265625,0,,,,,,,,
2021-03-23,1012.0,1012.0,1012.0,1012.0,1000.1577758789062,0,,,,,,,,
2021-03-24,1040.0,1040.0,1040.0,1040.0,1027.8302001953125,1,,,,,,,,
2021-03-25,948.0,1016.0,948.0,960.0,948.766357421875,6,,,,,,,,
2021-03-26,1020.0,1020.0,960.0,960.0,948.766357421875,1,,,,,,,,
2021-03-29,960.0,960.0,960.0,960.0,948.766357421875,0,,,,,,,,
2021-03-30,960.0,960.0,960.0,960.0,948.766357421875,3,,,,,,,,
2021-03-31,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-01,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-05,960.0,960.0,960.0,960.0,948.766357421875,0,,,,,,,,
2021-04-06,992.0,992.0,944.0,944.0,932.9534912109375,2,,,,,,,,
2021-04-07,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-08,944.0,944.0,944.0,944.0,932.9534912109375,2,,,,,,,,
2021-04-09,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-12,944.0,944.0,944.0,944.0,932.9534912109375,2,,,,,,,,
2021-04-13,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-14,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-15,944.0,944.0,944.0,944.0,932.9534912109375,0,,,,,,,,
2021-04-16,1016.0,1016.0,944.0,944.0,932.9534912109375,2,,,,,,,,
2021-04-19,944.0,972.0,944.0,972.0,960.6258544921875,3,,,,,,,,
2021-04-20,972.0,972.0,972.0,972.0,960.6258544921875,0,,,,,,,,
2021-04-21,972.0,972.0,972.0,972.0,960.6258544921875,0,,,,,,,,
2021-04-22,944.0,944.0,944.0,944.0,932.9534912109375,5,,,,,,,,
2021-04-23,976.0,976.0,976.0,976.0,964.5790405273438,5,,,,,,,,
2021-04-26,976.0,976.0,940.0,940.0,929.0003051757812,5,,,,,,,,
2021-04-27,944.0,960.0,664.0,912.0,901.3279418945312,7,,,,,,,,
2021-04-28,912.0,912.0,912.0,912.0,901.3279418945312,0,,,,,,,,
