date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PSNYW')","('high', 'PSNYW')","('low', 'PSNYW')","('close', 'PSNYW')","('adj_close', 'PSNYW')","('volume', 'PSNYW')","('currency', '')"
2025-10-10,6.599999904632568,6.599999904632568,6.300000190734863,6.300000190734863,6.300000190734863,13213,,,,,,,,
2025-10-13,6.599999904632568,6.599999904632568,6.0,6.0,6.0,10957,,,,,,,,
2025-10-14,6.0,6.300000190734863,6.0,6.0,6.0,8513,,,,,,,,
2025-10-15,6.0,6.599999904632568,6.0,6.0,6.0,13417,,,,,,,,
2025-10-16,10.199999809265137,14.399999618530273,9.0,9.300000190734863,9.300000190734863,1459550,,,,,,,,
2025-10-17,7.800000190734863,8.699999809265137,7.199999809265137,8.699999809265137,8.699999809265137,40877,,,,,,,,
2025-10-20,7.5,8.100000381469727,7.199999809265137,7.199999809265137,7.199999809265137,32587,,,,,,,,
2025-10-21,10.199999809265137,10.5,6.900000095367432,7.800000190734863,7.800000190734863,104403,,,,,,,,
2025-10-22,8.699999809265137,9.899999618530273,8.100000381469727,9.0,9.0,191297,,,,,,,,
2025-10-23,8.399999618530273,8.699999809265137,8.100000381469727,8.399999618530273,8.399999618530273,63120,,,,,,,,
2025-10-24,8.399999618530273,8.399999618530273,8.100000381469727,8.399999618530273,8.399999618530273,19247,,,,,,,,
2025-10-27,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,13013,,,,,,,,
2025-10-28,8.399999618530273,9.0,8.100000381469727,8.100000381469727,8.100000381469727,17847,,,,,,,,
2025-10-29,8.399999618530273,8.399999618530273,7.800000190734863,7.800000190734863,7.800000190734863,11733,,,,,,,,
2025-10-30,8.100000381469727,8.399999618530273,7.5,8.399999618530273,8.399999618530273,41493,,,,,,,,
2025-10-31,9.0,9.0,7.800000190734863,7.800000190734863,7.800000190734863,10900,,,,,,,,
2025-11-03,7.800000190734863,7.800000190734863,6.599999904632568,7.199999809265137,7.199999809265137,14707,,,,,,,,
2025-11-04,7.199999809265137,7.199999809265137,6.599999904632568,6.900000095367432,6.900000095367432,8097,,,,,,,,
2025-11-05,6.900000095367432,7.5,6.599999904632568,7.199999809265137,7.199999809265137,9950,,,,,,,,
