date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PSNYW')","('high', 'PSNYW')","('low', 'PSNYW')","('close', 'PSNYW')","('adj_close', 'PSNYW')","('volume', 'PSNYW')","('currency', '')"
2025-11-06,7.199999809265137,7.5,6.900000095367432,7.199999809265137,7.199999809265137,4937,,,,,,,,
2025-11-07,8.699999809265137,8.699999809265137,6.900000095367432,7.199999809265137,7.199999809265137,4880,,,,,,,,
2025-11-10,7.199999809265137,7.5,6.900000095367432,7.199999809265137,7.199999809265137,4233,,,,,,,,
2025-11-11,7.800000190734863,7.800000190734863,7.199999809265137,7.199999809265137,7.199999809265137,6453,,,,,,,,
2025-11-12,7.199999809265137,7.199999809265137,6.300000190734863,7.199999809265137,7.199999809265137,18430,,,,,,,,
2025-11-13,6.0,7.199999809265137,6.0,6.900000095367432,6.900000095367432,8417,,,,,,,,
2025-11-14,6.300000190734863,6.900000095367432,6.0,6.300000190734863,6.300000190734863,15603,,,,,,,,
2025-11-17,6.0,6.300000190734863,6.0,6.0,6.0,7353,,,,,,,,
2025-11-18,6.900000095367432,6.900000095367432,6.0,6.300000190734863,6.300000190734863,10540,,,,,,,,
2025-11-19,6.900000095367432,7.199999809265137,6.0,6.0,6.0,412590,,,,,,,,
2025-11-20,6.599999904632568,7.199999809265137,6.300000190734863,6.900000095367432,6.900000095367432,241970,,,,,,,,
2025-11-21,6.599999904632568,6.599999904632568,6.300000190734863,6.599999904632568,6.599999904632568,18197,,,,,,,,
2025-11-24,6.300000190734863,6.900000095367432,6.300000190734863,6.599999904632568,6.599999904632568,13927,,,,,,,,
2025-11-25,7.199999809265137,7.800000190734863,6.900000095367432,7.199999809265137,7.199999809265137,837283,,,,,,,,
2025-11-26,6.599999904632568,7.199999809265137,6.599999904632568,6.900000095367432,6.900000095367432,35730,,,,,,,,
2025-11-28,6.900000095367432,7.199999809265137,6.599999904632568,6.900000095367432,6.900000095367432,23480,,,,,,,,
2025-12-01,6.900000095367432,6.900000095367432,6.599999904632568,6.900000095367432,6.900000095367432,10510,,,,,,,,
2025-12-02,6.900000095367432,6.900000095367432,6.599999904632568,6.599999904632568,6.599999904632568,7267,,,,,,,,
2025-12-03,6.300000190734863,6.900000095367432,6.300000190734863,6.599999904632568,6.599999904632568,9477,,,,,,,,
2025-12-04,6.599999904632568,6.900000095367432,6.599999904632568,6.900000095367432,6.900000095367432,9557,,,,,,,,
2025-12-05,6.900000095367432,6.900000095367432,6.599999904632568,6.599999904632568,6.599999904632568,10340,,,,,,,,
2025-12-08,6.300000190734863,6.300000190734863,6.0,6.0,6.0,22513,,,,,,,,
2025-12-09,3.009999990463257,5.989999771118164,3.009999990463257,4.440000057220459,4.440000057220459,53700,,,,,,,,
2025-12-10,5.320000171661377,5.510000228881836,4.269999980926514,4.579999923706055,4.579999923706055,162600,,,,,,,,
2025-12-11,4.489999771118164,4.5,3.799999952316284,3.799999952316284,3.799999952316284,33400,,,,,,,,
2025-12-12,3.859999895095825,4.340000152587891,3.859999895095825,4.300000190734863,4.300000190734863,26500,,,,,,,,
2025-12-15,4.289999961853027,4.670000076293945,3.9700000286102295,4.170000076293945,4.170000076293945,20500,,,,,,,,
2025-12-16,4.320000171661377,4.400000095367432,4.159999847412109,4.25,4.25,19200,,,,,,,,
2025-12-17,4.329999923706055,4.869999885559082,4.199999809265137,4.869999885559082,4.869999885559082,17900,,,,,,,,
2025-12-18,4.599999904632568,5.099999904632568,4.510000228881836,4.559999942779541,4.559999942779541,13200,,,,,,,,
2025-12-19,4.619999885559082,5.739999771118164,4.619999885559082,5.5,5.5,18600,,,,,,,,
2025-12-22,5.179999828338623,5.480000019073486,5.179999828338623,5.300000190734863,5.300000190734863,4900,,,,,,,,
2025-12-23,5.260000228881836,6.5,5.070000171661377,6.400000095367432,6.400000095367432,30100,,,,,,,,
2025-12-24,6.25,7.5,6.010000228881836,7.400000095367432,7.400000095367432,27700,,,,,,,,
2025-12-26,7.150000095367432,7.150000095367432,6.659999847412109,7.019999980926514,7.019999980926514,14600,,,,,,,,
2025-12-29,6.960000038146973,6.960000038146973,6.230000019073486,6.960000038146973,6.960000038146973,7600,,,,,,,,
2025-12-30,6.570000171661377,7.099999904632568,6.570000171661377,6.920000076293945,6.920000076293945,10700,,,,,,,,
,PSNYW,PSNYW,PSNYW,PSNYW,PSNYW,PSNYW,,,,,,,,
