date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MRX')","('high', 'MRX')","('low', 'MRX')","('close', 'MRX')","('adj_close', 'MRX')","('volume', 'MRX')","('currency', '')"
2024-04-25,19.5,19.75,18.799999237060547,18.989999771118164,18.49180793762207,7269100,,,,,,,,
2024-04-26,19.049999237060547,19.290000915527344,18.75,19.0,18.501543045043945,1387000,,,,,,,,
2024-04-29,19.270000457763672,19.399999618530273,18.90999984741211,19.34000015258789,18.83262062072754,580000,,,,,,,,
2024-04-30,19.06999969482422,19.479999542236328,19.06999969482422,19.260000228881836,18.754722595214844,198200,,,,,,,,
2024-05-01,19.360000610351562,19.360000610351562,18.670000076293945,19.0,18.501543045043945,537000,,,,,,,,
2024-05-02,18.90999984741211,19.030000686645508,18.709999084472656,18.850000381469727,18.355478286743164,487300,,,,,,,,
2024-05-03,18.850000381469727,19.295000076293945,18.5,18.93000030517578,18.433380126953125,525200,,,,,,,,
2024-05-06,19.229999542236328,19.329999923706055,18.959999084472656,19.149999618530273,18.647607803344727,375500,,,,,,,,
2024-05-07,19.239999771118164,19.290000915527344,19.010000228881836,19.170000076293945,18.667081832885742,363000,,,,,,,,
2024-05-08,19.010000228881836,19.280000686645508,19.0,19.0,18.501543045043945,426800,,,,,,,,
2024-05-09,19.0,19.200000762939453,19.0,19.0,18.501543045043945,208300,,,,,,,,
2024-05-10,19.0,19.06999969482422,19.0,19.040000915527344,18.54049301147461,201500,,,,,,,,
2024-05-13,19.0,19.200000762939453,19.0,19.139999389648438,18.637866973876953,134500,,,,,,,,
2024-05-14,19.0,19.540000915527344,19.0,19.510000228881836,18.99816131591797,129800,,,,,,,,
2024-05-15,19.600000381469727,20.149999618530273,19.290000915527344,19.350000381469727,18.842361450195312,402700,,,,,,,,
2024-05-16,19.43000030517578,20.538000106811523,19.0,19.0,18.501543045043945,215300,,,,,,,,
2024-05-17,19.100000381469727,19.56999969482422,19.0,19.079999923706055,18.579442977905273,127800,,,,,,,,
2024-05-20,19.5,20.079999923706055,19.15999984741211,19.829999923706055,19.30976676940918,556700,,,,,,,,
2024-05-21,20.479999542236328,21.06999969482422,19.8700008392334,20.81999969482422,20.27379608154297,547900,,,,,,,,
2024-05-22,20.81999969482422,21.799999237060547,20.81999969482422,21.65999984741211,21.091758728027344,961300,,,,,,,,
2024-05-23,22.3799991607666,22.3799991607666,20.260000228881836,20.549999237060547,20.01087760925293,429000,,,,,,,,
2024-05-24,20.40999984741211,21.34000015258789,20.40999984741211,20.5,19.962188720703125,158100,,,,,,,,
2024-05-28,21.18000030517578,23.065000534057617,20.950000762939453,23.0,22.396602630615234,609100,,,,,,,,
2024-05-29,23.290000915527344,23.450000762939453,21.760000228881836,21.989999771118164,21.41309928894043,337800,,,,,,,,
2024-05-30,22.270000457763672,22.270000457763672,21.5,21.5,20.93595314025879,165800,,,,,,,,
2024-05-31,21.790000915527344,22.1299991607666,20.15999984741211,20.219999313354492,19.689533233642578,309600,,,,,,,,
2024-06-03,20.6299991607666,20.666000366210938,19.4950008392334,19.6200008392334,19.105276107788086,472700,,,,,,,,
2024-06-04,19.610000610351562,20.899999618530273,18.6200008392334,18.709999084472656,18.21915054321289,465600,,,,,,,,
2024-06-05,18.729999542236328,20.25,18.1299991607666,20.09000015258789,19.56294822692871,607300,,,,,,,,
2024-06-06,20.09000015258789,20.65999984741211,19.709999084472656,20.010000228881836,19.48504638671875,169000,,,,,,,,
2024-06-07,20.010000228881836,20.1299991607666,19.459999084472656,20.010000228881836,19.48504638671875,134200,,,,,,,,
2024-06-10,19.889999389648438,20.149999618530273,19.100000381469727,19.360000610351562,18.852100372314453,336200,,,,,,,,
2024-06-11,19.31999969482422,19.5,18.799999237060547,19.399999618530273,18.891048431396484,324800,,,,,,,,
2024-06-12,19.399999618530273,19.639999389648438,18.799999237060547,19.25,18.74498176574707,440300,,,,,,,,
2024-06-13,19.25,19.5049991607666,18.989999771118164,19.40999984741211,18.900785446166992,249800,,,,,,,,
2024-06-14,19.100000381469727,19.219999313354492,18.600000381469727,19.09000015258789,18.589181900024414,105600,,,,,,,,
2024-06-17,18.850000381469727,19.239999771118164,18.709999084472656,19.190000534057617,18.686559677124023,57100,,,,,,,,
2024-06-18,19.030000686645508,19.600000381469727,18.979999542236328,19.399999618530273,18.891048431396484,95000,,,,,,,,
2024-06-20,19.5,19.540000915527344,19.1299991607666,19.5,18.98842430114746,117700,,,,,,,,
2024-06-21,19.5,19.524999618530273,19.1200008392334,19.469999313354492,18.959213256835938,107600,,,,,,,,
2024-06-24,19.09000015258789,19.739999771118164,19.09000015258789,19.3700008392334,18.861835479736328,100700,,,,,,,,
2024-06-25,19.459999084472656,19.5,18.75,19.049999237060547,18.55022621154785,336500,,,,,,,,
2024-06-26,19.0,19.329999923706055,18.850000381469727,19.25,18.74498176574707,148100,,,,,,,,
2024-06-27,19.280000686645508,19.579999923706055,19.059999465942383,19.5,18.98842430114746,186400,,,,,,,,
2024-06-28,19.520000457763672,20.540000915527344,19.5,20.0,19.47530746459961,462900,,,,,,,,
2024-07-01,19.889999389648438,19.889999389648438,18.649999618530273,19.43000030517578,18.92026138305664,375400,,,,,,,,
2024-07-02,19.510000228881836,19.510000228881836,19.139999389648438,19.209999084472656,18.706029891967773,46000,,,,,,,,
2024-07-03,19.219999313354492,19.34000015258789,18.985000610351562,19.219999313354492,18.715768814086914,39000,,,,,,,,
2024-07-05,19.31999969482422,19.579999923706055,19.049999237060547,19.329999923706055,18.822885513305664,126300,,,,,,,,
2024-07-08,19.6200008392334,19.6200008392334,18.985000610351562,19.020000457763672,18.52101707458496,163800,,,,,,,,
2024-07-09,19.020000457763672,19.329999923706055,18.920000076293945,19.25,18.74498176574707,228800,,,,,,,,
2024-07-10,19.34000015258789,19.8799991607666,19.110000610351562,19.790000915527344,19.270814895629883,139900,,,,,,,,
2024-07-11,19.5,20.100000381469727,19.299999237060547,19.489999771118164,18.978687286376953,165800,,,,,,,,
2024-07-12,19.639999389648438,19.940000534057617,19.25,19.760000228881836,19.24160385131836,72500,,,,,,,,
2024-07-15,19.510000228881836,20.350000381469727,19.3700008392334,20.260000228881836,19.728483200073242,106700,,,,,,,,
2024-07-16,20.389999389648438,21.0,20.014999389648438,21.0,20.449073791503906,192900,,,,,,,,
