date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SJM')","('high', 'SJM')","('low', 'SJM')","('close', 'SJM')","('adj_close', 'SJM')","('volume', 'SJM')","('currency', '')"
2020-01-02,104.12999725341797,104.38999938964844,101.7699966430664,102.13999938964844,83.94161224365234,713100,,,,,,,,
2020-01-03,102.44000244140625,102.86000061035156,101.88999938964844,102.29000091552734,84.06489562988281,666400,,,,,,,,
2020-01-06,102.51000213623047,103.77999877929688,102.0999984741211,103.70999908447266,85.23188018798828,1112300,,,,,,,,
2020-01-07,103.05000305175781,103.68000030517578,101.43000030517578,102.25,84.03199768066406,791800,,,,,,,,
2020-01-08,102.58999633789062,104.0,102.23999786376953,103.30000305175781,84.8949203491211,1009900,,,,,,,,
2020-01-09,103.19000244140625,104.16999816894531,102.66000366210938,103.61000061035156,85.14971160888672,902900,,,,,,,,
2020-01-10,103.55999755859375,104.72000122070312,103.20999908447266,104.37999725341797,85.78250885009766,697500,,,,,,,,
2020-01-13,104.56999969482422,105.27999877929688,104.3499984741211,105.23999786376953,86.4892807006836,951900,,,,,,,,
2020-01-14,105.08999633789062,105.30999755859375,104.01000213623047,104.4000015258789,85.7989501953125,1110000,,,,,,,,
2020-01-15,104.61000061035156,105.48999786376953,104.45999908447266,104.55000305175781,85.9222183227539,816600,,,,,,,,
2020-01-16,104.75,105.66000366210938,104.43000030517578,104.98999786376953,86.28380584716797,1624400,,,,,,,,
2020-01-17,105.08999633789062,107.18000030517578,104.7300033569336,106.38999938964844,87.43437194824219,1083200,,,,,,,,
2020-01-21,106.37000274658203,107.8499984741211,105.20999908447266,107.80000305175781,88.5931625366211,959500,,,,,,,,
2020-01-22,107.81999969482422,108.66000366210938,106.98999786376953,106.98999786376953,87.92747497558594,664900,,,,,,,,
2020-01-23,106.73999786376953,109.06999969482422,106.13999938964844,108.37999725341797,89.06981658935547,1149400,,,,,,,,
2020-01-24,108.9000015258789,108.9000015258789,107.11000061035156,107.66999816894531,88.48634338378906,493500,,,,,,,,
2020-01-27,107.37000274658203,108.16000366210938,106.94000244140625,107.19000244140625,88.09184265136719,667800,,,,,,,,
2020-01-28,107.08000183105469,107.94999694824219,106.04000091552734,106.2699966430664,87.33576202392578,565300,,,,,,,,
2020-01-29,106.16999816894531,106.5,105.12999725341797,105.18000030517578,86.43997955322266,478000,,,,,,,,
2020-01-30,105.18000030517578,106.02999877929688,104.58000183105469,105.81999969482422,86.9659194946289,825600,,,,,,,,
2020-01-31,105.72000122070312,105.95999908447266,103.55999755859375,103.61000061035156,85.14971160888672,2069700,,,,,,,,
2020-02-03,103.9000015258789,104.7699966430664,103.69000244140625,104.16999816894531,85.60990905761719,560600,,,,,,,,
2020-02-04,104.73999786376953,105.6500015258789,104.48999786376953,104.58999633789062,85.95508575439453,657600,,,,,,,,
2020-02-05,104.62999725341797,107.54000091552734,104.56999969482422,107.4000015258789,88.26443481445312,900200,,,,,,,,
2020-02-06,107.06999969482422,108.45999908447266,107.05999755859375,107.7699966430664,88.5685043334961,483800,,,,,,,,
2020-02-07,107.6500015258789,108.55999755859375,107.20999908447266,108.2300033569336,88.94654846191406,514000,,,,,,,,
2020-02-10,108.51000213623047,109.97000122070312,107.97000122070312,109.88999938964844,90.31077575683594,691400,,,,,,,,
2020-02-11,110.0,110.81999969482422,109.37000274658203,110.26000213623047,90.61486053466797,790000,,,,,,,,
2020-02-12,110.44000244140625,111.26000213623047,109.4000015258789,109.47000122070312,89.96562194824219,598400,,,,,,,,
2020-02-13,108.66999816894531,108.66999816894531,107.4000015258789,107.72000122070312,89.24481964111328,858500,,,,,,,,
2020-02-14,107.94000244140625,110.44999694824219,107.61000061035156,110.0,91.13379669189453,793600,,,,,,,,
2020-02-18,109.63999938964844,110.30000305175781,108.69999694824219,109.33999633789062,90.58697509765625,747700,,,,,,,,
2020-02-19,109.5999984741211,112.18000030517578,109.11000061035156,110.66000366210938,91.68060302734375,1267300,,,,,,,,
2020-02-20,110.05999755859375,110.68000030517578,109.2300033569336,110.55999755859375,91.59772491455078,509900,,,,,,,,
2020-02-21,110.38999938964844,111.26000213623047,110.12000274658203,110.87000274658203,91.85458374023438,471400,,,,,,,,
