date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MTH')","('high', 'MTH')","('low', 'MTH')","('close', 'MTH')","('adj_close', 'MTH')","('volume', 'MTH')","('currency', '')"
2020-01-02,30.799999237060547,31.0049991607666,30.420000076293945,30.7450008392334,29.2368221282959,1378600,,,,,,,,
2020-01-03,30.424999237060547,31.084999084472656,30.424999237060547,30.90999984741211,29.39372444152832,917000,,,,,,,,
2020-01-06,30.625,31.434999465942383,30.579999923706055,30.9950008392334,29.474557876586914,937400,,,,,,,,
2020-01-07,31.030000686645508,31.625,31.030000686645508,31.524999618530273,29.978551864624023,2250000,,,,,,,,
2020-01-08,31.78499984741211,32.3849983215332,31.7450008392334,31.80500030517578,30.244821548461914,1664800,,,,,,,,
2020-01-09,31.975000381469727,32.31999969482422,31.700000762939453,31.885000228881836,30.320898056030273,1306600,,,,,,,,
2020-01-10,31.68000030517578,32.255001068115234,31.475000381469727,31.90999984741211,30.34467124938965,965400,,,,,,,,
2020-01-13,31.774999618530273,32.255001068115234,31.774999618530273,32.150001525878906,30.572898864746094,1389200,,,,,,,,
2020-01-14,32.2599983215332,32.43000030517578,32.025001525878906,32.2599983215332,30.67749786376953,882600,,,,,,,,
2020-01-15,32.275001525878906,33.46500015258789,32.275001525878906,33.380001068115234,31.74256134033203,1136200,,,,,,,,
2020-01-16,33.470001220703125,33.57500076293945,32.80500030517578,33.1349983215332,31.50957489013672,694600,,,,,,,,
2020-01-17,33.47999954223633,33.53499984741211,32.8849983215332,32.970001220703125,31.352672576904297,566600,,,,,,,,
2020-01-21,32.974998474121094,33.625,32.8849983215332,33.61000061035156,31.961278915405273,647600,,,,,,,,
2020-01-22,33.7599983215332,34.154998779296875,33.540000915527344,33.630001068115234,31.980289459228516,648200,,,,,,,,
2020-01-23,33.75,34.66999816894531,33.61000061035156,34.26499938964844,32.58414840698242,999800,,,,,,,,
2020-01-24,34.34000015258789,34.45000076293945,33.58000183105469,33.834999084472656,32.175235748291016,582200,,,,,,,,
2020-01-27,33.689998626708984,34.34000015258789,33.689998626708984,33.974998474121094,32.308372497558594,908800,,,,,,,,
2020-01-28,34.65999984741211,35.935001373291016,34.65999984741211,35.45500183105469,33.71577453613281,1403800,,,,,,,,
2020-01-29,35.42499923706055,35.67499923706055,33.95500183105469,34.724998474121094,33.021575927734375,1948200,,,,,,,,
2020-01-30,36.994998931884766,38.189998626708984,35.70500183105469,36.68000030517578,34.88067626953125,3870000,,,,,,,,
2020-01-31,36.56999969482422,36.67499923706055,35.22999954223633,35.47999954223633,33.73954391479492,2164200,,,,,,,,
2020-02-03,35.625,36.505001068115234,35.540000915527344,36.14500045776367,34.371925354003906,1670400,,,,,,,,
2020-02-04,36.5,36.790000915527344,35.61000061035156,35.61000061035156,33.86316680908203,1628000,,,,,,,,
2020-02-05,35.54999923706055,36.6349983215332,35.040000915527344,36.224998474121094,34.447998046875,1199600,,,,,,,,
