date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SFBS')","('high', 'SFBS')","('low', 'SFBS')","('close', 'SFBS')","('adj_close', 'SFBS')","('volume', 'SFBS')","('currency', '')"
2020-01-02,37.779998779296875,37.779998779296875,37.22999954223633,37.58000183105469,34.13291931152344,108600,,,,,,,,
2020-01-03,37.08000183105469,37.45000076293945,36.75,37.27000045776367,33.85136413574219,186200,,,,,,,,
2020-01-06,36.869998931884766,37.099998474121094,36.5099983215332,36.9900016784668,33.59703063964844,83300,,,,,,,,
2020-01-07,36.720001220703125,36.7599983215332,36.189998626708984,36.349998474121094,33.01573944091797,80300,,,,,,,,
2020-01-08,36.40999984741211,36.939998626708984,36.40999984741211,36.83000183105469,33.45171356201172,115000,,,,,,,,
2020-01-09,37.09000015258789,37.130001068115234,36.56999969482422,36.65999984741211,33.29730224609375,85700,,,,,,,,
2020-01-10,36.880001068115234,36.97999954223633,36.349998474121094,36.45000076293945,33.106571197509766,83400,,,,,,,,
2020-01-13,36.470001220703125,36.88999938964844,36.20000076293945,36.849998474121094,33.469879150390625,98300,,,,,,,,
2020-01-14,36.72999954223633,36.970001220703125,36.45500183105469,36.90999984741211,33.52437210083008,134800,,,,,,,,
2020-01-15,36.709999084472656,37.0,36.599998474121094,36.86000061035156,33.47896194458008,167000,,,,,,,,
2020-01-16,37.11000061035156,37.439998626708984,36.709999084472656,37.130001068115234,33.724185943603516,154700,,,,,,,,
2020-01-17,37.470001220703125,37.5,36.86000061035156,36.95000076293945,33.560707092285156,111700,,,,,,,,
2020-01-21,36.83000183105469,36.83000183105469,36.209999084472656,36.2599983215332,32.93399429321289,102100,,,,,,,,
2020-01-22,37.459999084472656,40.5,37.38999938964844,40.209999084472656,36.521671295166016,691200,,,,,,,,
2020-01-23,39.11000061035156,40.04999923706055,38.709999084472656,38.81999969482422,35.259178161621094,498800,,,,,,,,
2020-01-24,39.08000183105469,39.349998474121094,37.849998474121094,38.08000183105469,34.5870475769043,243800,,,,,,,,
2020-01-27,37.29999923706055,37.92499923706055,37.13999938964844,37.40999984741211,33.978519439697266,176700,,,,,,,,
2020-01-28,37.63999938964844,37.849998474121094,37.400001525878906,37.650001525878906,34.19650650024414,162700,,,,,,,,
2020-01-29,37.790000915527344,37.790000915527344,36.93000030517578,36.939998626708984,33.55162811279297,194500,,,,,,,,
2020-01-30,36.68000030517578,37.470001220703125,36.630001068115234,37.45000076293945,34.01483154296875,127300,,,,,,,,
2020-01-31,37.18000030517578,37.18000030517578,36.619998931884766,36.75,33.379051208496094,197300,,,,,,,,
2020-02-03,37.060001373291016,37.54999923706055,36.915000915527344,37.540000915527344,34.096588134765625,190200,,,,,,,,
2020-02-04,38.0,38.540000915527344,37.85499954223633,38.529998779296875,34.99577331542969,202400,,,,,,,,
2020-02-05,38.869998931884766,39.599998474121094,38.63999938964844,39.5,35.87680435180664,214400,,,,,,,,
2020-02-06,39.720001220703125,39.7599983215332,39.244998931884766,39.47999954223633,35.858638763427734,239500,,,,,,,,
2020-02-07,39.349998474121094,39.709999084472656,38.97999954223633,39.119998931884766,35.53165054321289,129300,,,,,,,,
2020-02-10,39.0,39.34000015258789,38.93000030517578,39.34000015258789,35.731475830078125,143900,,,,,,,,
2020-02-11,39.68000030517578,40.33000183105469,39.60100173950195,40.119998931884766,36.4399299621582,232400,,,,,,,,
2020-02-12,40.130001068115234,40.560001373291016,40.119998931884766,40.29999923706055,36.603416442871094,235800,,,,,,,,
2020-02-13,40.20000076293945,40.900001525878906,40.20000076293945,40.79999923706055,37.057559967041016,222300,,,,,,,,
2020-02-14,40.79999923706055,40.79999923706055,40.0099983215332,40.099998474121094,36.42176055908203,220600,,,,,,,,
2020-02-18,40.04999923706055,40.209999084472656,39.209999084472656,39.61000061035156,35.976707458496094,135500,,,,,,,,
2020-02-19,39.7400016784668,40.11000061035156,39.7400016784668,39.91999816894531,36.25827407836914,153000,,,,,,,,
2020-02-20,39.7599983215332,40.529998779296875,39.7599983215332,40.470001220703125,36.75782775878906,189700,,,,,,,,
2020-02-21,40.369998931884766,40.369998931884766,39.66999816894531,40.16999816894531,36.4853401184082,821000,,,,,,,,
2020-02-24,39.119998931884766,39.41999816894531,38.41999816894531,38.68000030517578,35.132015228271484,234000,,,,,,,,
2020-02-25,38.70000076293945,39.07400131225586,37.279998779296875,37.36000061035156,33.93309783935547,198000,,,,,,,,
2020-02-26,37.66999816894531,37.810001373291016,36.814998626708984,37.08000183105469,33.67877197265625,226400,,,,,,,,
2020-02-27,36.349998474121094,37.79999923706055,36.0,36.0099983215332,32.70691680908203,293600,,,,,,,,
2020-02-28,34.83000183105469,35.86000061035156,33.900001525878906,34.54999923706055,31.380842208862305,467100,,,,,,,,
2020-03-02,34.54999923706055,35.84000015258789,34.16999816894531,35.84000015258789,32.552520751953125,162300,,,,,,,,
2020-03-03,35.75,36.970001220703125,34.369998931884766,34.869998931884766,31.671491622924805,217900,,,,,,,,
2020-03-04,35.349998474121094,35.65999984741211,34.20000076293945,35.599998474121094,32.334529876708984,214800,,,,,,,,
2020-03-05,34.4900016784668,34.75,33.380001068115234,33.68000030517578,30.590646743774414,326400,,,,,,,,
2020-03-06,32.20000076293945,33.2599983215332,31.559999465942383,33.099998474121094,30.0638484954834,234800,,,,,,,,
2020-03-09,30.540000915527344,31.514999389648438,29.1299991607666,30.040000915527344,27.284536361694336,215400,,,,,,,,
2020-03-10,31.079999923706055,31.389999389648438,29.3700008392334,31.139999389648438,28.28363037109375,298400,,,,,,,,
2020-03-11,30.040000915527344,30.770000457763672,28.110000610351562,28.450000762939453,25.840381622314453,282200,,,,,,,,
2020-03-12,26.690000534057617,27.530000686645508,24.81599998474121,25.739999771118164,23.378957748413086,418600,,,,,,,,
2020-03-13,26.709999084472656,28.90999984741211,26.0,28.860000610351562,26.212772369384766,349800,,,,,,,,
2020-03-16,26.0,27.770000457763672,25.010000228881836,25.079999923706055,22.779499053955078,420500,,,,,,,,
2020-03-17,25.059999465942383,29.15999984741211,21.760000228881836,29.1299991607666,26.4580078125,628300,,,,,,,,
2020-03-18,27.530000686645508,29.25,26.18000030517578,28.8799991607666,26.230937957763672,504800,,,,,,,,
