date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SNA')","('high', 'SNA')","('low', 'SNA')","('close', 'SNA')","('adj_close', 'SNA')","('volume', 'SNA')","('currency', '')"
2020-01-02,170.39999389648438,170.85000610351562,168.02000427246094,169.0,144.30392456054688,467900,,,,,,,,
2020-01-03,166.08999633789062,167.3699951171875,165.24000549316406,167.08999633789062,142.6730194091797,362500,,,,,,,,
2020-01-06,166.36000061035156,166.4499969482422,164.8699951171875,165.86000061035156,141.622802734375,407600,,,,,,,,
2020-01-07,165.14999389648438,165.6300048828125,163.63999938964844,164.7899932861328,140.7091827392578,438200,,,,,,,,
2020-01-08,165.25,167.35000610351562,164.97000122070312,166.61000061035156,142.26321411132812,305000,,,,,,,,
2020-01-09,167.1699981689453,167.47999572753906,165.19000244140625,166.66000366210938,142.30592346191406,213500,,,,,,,,
2020-01-10,166.66000366210938,167.2100067138672,165.42999267578125,166.5500030517578,142.2119903564453,227600,,,,,,,,
2020-01-13,167.05999755859375,167.50999450683594,166.32000732421875,167.47999572753906,143.00607299804688,162300,,,,,,,,
2020-01-14,167.8000030517578,169.64999389648438,167.38999938964844,168.47000122070312,143.85140991210938,182900,,,,,,,,
2020-01-15,167.9600067138672,168.52999877929688,165.83999633789062,167.1699981689453,142.7413787841797,309700,,,,,,,,
2020-01-16,168.22999572753906,169.57000732421875,167.86000061035156,168.6699981689453,144.02220153808594,255300,,,,,,,,
2020-01-17,169.27999877929688,171.64999389648438,168.52000427246094,170.0,145.1578369140625,429000,,,,,,,,
2020-01-21,169.75,169.99000549316406,167.91000366210938,168.80999755859375,144.14173889160156,396500,,,,,,,,
2020-01-22,169.36000061035156,169.58999633789062,167.17999267578125,167.64999389648438,143.15126037597656,257200,,,,,,,,
2020-01-23,166.6699981689453,168.6199951171875,165.6199951171875,168.44000244140625,143.8258056640625,189200,,,,,,,,
2020-01-24,168.8800048828125,168.8800048828125,164.3800048828125,165.97000122070312,141.71676635742188,352800,,,,,,,,
2020-01-27,162.74000549316406,164.47999572753906,162.3699951171875,162.89999389648438,139.0953369140625,239700,,,,,,,,
2020-01-28,163.67999267578125,166.19000244140625,163.3800048828125,164.8000030517578,140.71768188476562,286200,,,,,,,,
2020-01-29,165.72000122070312,166.0,164.02999877929688,164.92999267578125,140.82870483398438,203600,,,,,,,,
2020-01-30,163.4199981689453,164.89999389648438,162.05999755859375,163.33999633789062,139.4710693359375,328300,,,,,,,,
2020-01-31,162.4199981689453,163.4600067138672,159.02000427246094,159.6300048828125,136.30319213867188,368500,,,,,,,,
2020-02-03,161.00999450683594,162.5500030517578,159.69000244140625,161.82000732421875,138.1731719970703,587300,,,,,,,,
2020-02-04,164.58999633789062,165.27999877929688,162.1199951171875,162.6199951171875,138.8562469482422,607000,,,,,,,,
2020-02-05,163.3000030517578,165.1300048828125,162.42999267578125,163.74000549316406,139.8126220703125,752300,,,,,,,,
2020-02-06,165.5500030517578,165.58999633789062,158.00999450683594,160.05999755859375,136.6703643798828,726600,,,,,,,,
2020-02-07,158.4499969482422,158.4499969482422,155.35000610351562,155.74000549316406,132.9816436767578,428300,,,,,,,,
2020-02-10,155.24000549316406,156.24000549316406,154.11000061035156,155.60000610351562,132.86215209960938,662600,,,,,,,,
2020-02-11,156.13999938964844,157.13999938964844,155.16000366210938,155.52000427246094,132.7938232421875,615200,,,,,,,,
2020-02-12,156.14999389648438,157.33999633789062,155.42999267578125,157.0,134.05752563476562,582200,,,,,,,,
2020-02-13,156.17999267578125,157.27999877929688,155.0,155.33999633789062,132.6400604248047,348100,,,,,,,,
2020-02-14,155.5,156.30999755859375,155.0399932861328,156.25999450683594,133.4256591796875,465700,,,,,,,,
2020-02-18,155.5500030517578,157.6199951171875,155.5,157.5399932861328,134.5186004638672,438900,,,,,,,,
2020-02-19,158.05999755859375,158.6300048828125,157.3699951171875,158.0,134.91139221191406,531500,,,,,,,,
2020-02-20,157.75999450683594,160.00999450683594,157.27999877929688,159.9499969482422,136.57644653320312,365200,,,,,,,,
2020-02-21,159.42999267578125,160.3300018310547,157.86000061035156,160.07000732421875,137.60809326171875,511900,,,,,,,,
2020-02-24,155.77999877929688,159.85000610351562,155.77999877929688,159.10000610351562,136.774169921875,979800,,,,,,,,
2020-02-25,159.3300018310547,159.3300018310547,153.5,153.6300048828125,132.07177734375,710200,,,,,,,,
2020-02-26,154.6199951171875,155.33999633789062,149.25,149.4499969482422,128.47833251953125,622300,,,,,,,,
2020-02-27,147.3699951171875,151.50999450683594,146.5,147.00999450683594,126.38067626953125,784100,,,,,,,,
2020-02-28,142.75999450683594,145.9600067138672,141.02000427246094,144.75,124.43781280517578,1025400,,,,,,,,
2020-03-02,145.6999969482422,148.7100067138672,142.91000366210938,148.7100067138672,127.84217071533203,653500,,,,,,,,
2020-03-03,147.97000122070312,151.0399932861328,143.2100067138672,144.13999938964844,123.91342163085938,532900,,,,,,,,
2020-03-04,146.33999633789062,150.0500030517578,145.02000427246094,149.5500030517578,128.56427001953125,546800,,,,,,,,
2020-03-05,147.49000549316406,147.69000244140625,140.25,141.52999877929688,121.66967010498047,468600,,,,,,,,
2020-03-06,137.75999450683594,142.05999755859375,137.1999969482422,141.77000427246094,121.8759994506836,420400,,,,,,,,
2020-03-09,134.7899932861328,137.57000732421875,129.72000122070312,131.94000244140625,113.42543029785156,870400,,,,,,,,
2020-03-10,135.6199951171875,140.5399932861328,132.5800018310547,140.3800048828125,120.68109130859375,574300,,,,,,,,
2020-03-11,136.86000061035156,136.94000244140625,128.27999877929688,129.4600067138672,111.2934341430664,678500,,,,,,,,
2020-03-12,120.2699966430664,127.41000366210938,118.08000183105469,118.81999969482422,102.146484375,814000,,,,,,,,
2020-03-13,125.72000122070312,126.97000122070312,116.56999969482422,126.22000122070312,108.50807189941406,1055300,,,,,,,,
2020-03-16,110.25,121.0999984741211,109.69000244140625,116.4800033569336,100.1348648071289,859200,,,,,,,,
2020-03-17,118.69000244140625,125.51000213623047,112.4000015258789,125.44000244140625,107.8375473022461,872200,,,,,,,,
2020-03-18,117.11000061035156,119.68000030517578,97.4800033569336,111.0199966430664,95.44100189208984,1102900,,,,,,,,
2020-03-19,109.38999938964844,113.7699966430664,104.05999755859375,107.02999877929688,92.01093292236328,1200500,,,,,,,,
2020-03-20,108.81999969482422,109.33999633789062,97.87999725341797,99.87000274658203,85.8556900024414,896200,,,,,,,,
2020-03-23,98.1500015258789,99.55000305175781,90.72000122070312,95.56999969482422,82.15907287597656,1122900,,,,,,,,
2020-03-24,101.0,107.33000183105469,99.87999725341797,106.58999633789062,91.6326904296875,692900,,,,,,,,
2020-03-25,106.88999938964844,113.68000030517578,103.54000091552734,109.94000244140625,94.51258850097656,1049200,,,,,,,,
2020-03-26,111.05999755859375,114.05000305175781,108.45999908447266,113.54000091552734,97.60741424560547,951800,,,,,,,,
2020-03-27,109.38999938964844,110.37999725341797,101.33999633789062,107.8499984741211,92.71585083007812,632000,,,,,,,,
2020-03-30,107.98999786376953,113.12000274658203,104.87000274658203,113.02999877929688,97.16899108886719,589100,,,,,,,,
2020-03-31,111.5199966430664,113.97000122070312,107.52999877929688,108.81999969482422,93.54975128173828,689500,,,,,,,,
2020-04-01,104.01000213623047,107.75,100.58999633789062,104.26000213623047,89.62964630126953,954200,,,,,,,,
2020-04-02,102.9000015258789,105.4000015258789,99.04000091552734,100.77999877929688,86.63796997070312,881800,,,,,,,,
2020-04-03,100.0,101.43000030517578,94.0,95.5199966430664,82.11609649658203,930100,,,,,,,,
2020-04-06,100.7300033569336,107.33999633789062,99.69000244140625,106.05999755859375,91.17706298828125,976800,,,,,,,,
2020-04-07,110.69999694824219,116.68000030517578,109.63999938964844,109.83000183105469,94.41802215576172,788100,,,,,,,,
