date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ESE')","('high', 'ESE')","('low', 'ESE')","('close', 'ESE')","('adj_close', 'ESE')","('volume', 'ESE')","('currency', '')"
2020-01-02,93.38999938964844,93.4000015258789,92.26000213623047,93.31999969482422,91.5877456665039,192000,,,,,,,,
2020-01-03,92.12000274658203,94.61000061035156,92.12000274658203,94.5999984741211,92.84396362304688,203400,,,,,,,,
2020-01-06,93.77999877929688,95.70999908447266,93.77999877929688,95.56999969482422,93.79595184326172,171400,,,,,,,,
2020-01-07,95.62999725341797,96.2699966430664,94.77999877929688,95.81999969482422,94.04131317138672,192000,,,,,,,,
2020-01-08,95.5999984741211,97.36000061035156,95.5999984741211,97.05999755859375,95.25828552246094,167000,,,,,,,,
2020-01-09,97.41999816894531,97.41999816894531,95.80000305175781,96.4000015258789,94.61055755615234,129700,,,,,,,,
2020-01-10,96.3499984741211,97.08000183105469,95.13999938964844,95.94999694824219,94.16889190673828,120600,,,,,,,,
2020-01-13,96.25,97.68000030517578,95.97000122070312,97.56999969482422,95.75882720947266,114000,,,,,,,,
2020-01-14,97.19999694824219,98.58999633789062,96.56999969482422,97.5,95.69015502929688,141600,,,,,,,,
2020-01-15,97.22000122070312,98.58999633789062,97.0199966430664,97.36000061035156,95.5527572631836,81900,,,,,,,,
2020-01-16,97.83000183105469,98.77999877929688,97.63999938964844,98.75,96.91694641113281,135600,,,,,,,,
2020-01-17,99.22000122070312,100.33999633789062,98.88999938964844,98.98999786376953,97.15247344970703,124800,,,,,,,,
2020-01-21,98.75,99.58999633789062,97.76000213623047,99.4000015258789,97.55487060546875,85700,,,,,,,,
2020-01-22,99.66000366210938,99.7300033569336,98.05000305175781,98.29000091552734,96.46548461914062,99000,,,,,,,,
2020-01-23,97.79000091552734,98.83999633789062,97.33000183105469,98.62000274658203,96.78933715820312,138900,,,,,,,,
2020-01-24,98.8499984741211,99.58000183105469,98.01000213623047,98.61000061035156,96.77952575683594,83000,,,,,,,,
2020-01-27,96.73999786376953,98.88999938964844,96.70999908447266,98.41999816894531,96.59307098388672,151700,,,,,,,,
2020-01-28,98.94999694824219,99.69000244140625,98.26000213623047,98.54000091552734,96.7108383178711,100100,,,,,,,,
2020-01-29,98.75,99.26000213623047,97.79000091552734,97.87999725341797,96.06307983398438,96600,,,,,,,,
