date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IOSP')","('high', 'IOSP')","('low', 'IOSP')","('close', 'IOSP')","('adj_close', 'IOSP')","('volume', 'IOSP')","('currency', '')"
2020-01-02,104.0999984741211,104.0999984741211,102.69999694824219,103.63999938964844,95.06475830078125,122500,,,,,,,,
2020-01-03,102.54000091552734,103.22000122070312,101.83999633789062,102.94000244140625,94.42267608642578,96200,,,,,,,,
2020-01-06,102.25,102.86000061035156,101.16000366210938,102.41999816894531,93.94569396972656,143600,,,,,,,,
2020-01-07,102.25,102.76000213623047,101.4800033569336,101.77999877929688,93.35865783691406,82800,,,,,,,,
2020-01-08,102.08000183105469,102.81999969482422,101.19000244140625,102.26000213623047,93.79894256591797,109500,,,,,,,,
2020-01-09,102.66000366210938,103.31999969482422,101.30000305175781,102.04000091552734,93.59715270996094,138900,,,,,,,,
2020-01-10,102.01000213623047,102.6500015258789,101.30000305175781,101.83000183105469,93.4045181274414,67700,,,,,,,,
2020-01-13,101.87999725341797,103.27999877929688,101.87999725341797,102.95999908447266,94.4410171508789,116800,,,,,,,,
2020-01-14,102.5999984741211,104.11000061035156,102.58000183105469,104.08000183105469,95.46836853027344,119500,,,,,,,,
2020-01-15,103.7300033569336,105.02999877929688,103.7300033569336,104.83000183105469,96.15629577636719,75300,,,,,,,,
2020-01-16,105.33999633789062,105.98999786376953,103.80999755859375,104.97000122070312,96.28471374511719,136800,,,,,,,,
2020-01-17,105.19999694824219,106.86000061035156,104.5,106.08000183105469,97.3028793334961,103400,,,,,,,,
2020-01-21,105.45999908447266,106.3499984741211,104.7699966430664,106.16000366210938,97.37625885009766,117700,,,,,,,,
2020-01-22,106.44000244140625,107.41000366210938,105.38999938964844,106.79000091552734,97.9541244506836,78700,,,,,,,,
2020-01-23,106.73999786376953,107.70999908447266,105.55999755859375,107.16000366210938,98.29352569580078,112400,,,,,,,,
2020-01-24,107.54000091552734,107.8499984741211,105.69999694824219,106.44999694824219,97.64225769042969,66500,,,,,,,,
2020-01-27,105.20999908447266,106.0199966430664,104.48999786376953,105.19000244140625,96.48651123046875,77800,,,,,,,,
2020-01-28,105.95999908447266,106.68000030517578,105.18000030517578,106.02999877929688,97.25701904296875,83400,,,,,,,,
2020-01-29,106.30000305175781,106.80000305175781,103.94999694824219,104.04000091552734,95.4316635131836,114400,,,,,,,,
2020-01-30,103.37000274658203,104.61000061035156,102.45999908447266,104.55000305175781,95.89946746826172,101500,,,,,,,,
2020-01-31,103.9000015258789,104.37999725341797,100.63999938964844,100.7300033569336,92.39554595947266,96900,,,,,,,,
2020-02-03,101.45999908447266,102.7300033569336,101.19999694824219,102.19999694824219,93.74390411376953,103000,,,,,,,,
2020-02-04,103.56999969482422,105.4800033569336,103.56999969482422,105.0,96.31224822998047,119300,,,,,,,,
2020-02-05,106.11000061035156,106.61000061035156,104.7300033569336,106.43000030517578,97.62391662597656,96700,,,,,,,,
2020-02-06,106.94000244140625,107.2300033569336,103.83000183105469,103.83000183105469,95.23905181884766,81900,,,,,,,,
2020-02-07,103.43000030517578,103.44999694824219,101.37999725341797,102.62999725341797,94.1383285522461,148700,,,,,,,,
2020-02-10,102.54000091552734,103.5199966430664,102.01000213623047,103.37999725341797,94.82628631591797,80600,,,,,,,,
2020-02-11,103.97000122070312,104.77999877929688,103.0999984741211,103.9800033569336,95.37664031982422,63200,,,,,,,,
2020-02-12,104.55000305175781,104.9800033569336,103.83999633789062,104.68000030517578,96.01871490478516,61200,,,,,,,,
2020-02-13,104.0,105.01000213623047,103.70999908447266,104.73999786376953,96.07373809814453,69900,,,,,,,,
2020-02-14,104.6500015258789,106.11000061035156,104.16000366210938,104.44000244140625,95.79857635498047,131200,,,,,,,,
2020-02-18,104.54000091552734,106.91000366210938,97.04000091552734,103.55000305175781,94.98222351074219,129700,,,,,,,,
2020-02-19,105.12999725341797,106.6500015258789,102.9800033569336,104.25,95.62429809570312,175800,,,,,,,,
2020-02-20,104.25,105.3499984741211,102.36000061035156,102.51000213623047,94.02825927734375,115600,,,,,,,,
2020-02-21,102.19000244140625,102.19000244140625,95.31999969482422,95.69999694824219,87.78172302246094,344000,,,,,,,,
2020-02-24,92.43000030517578,93.9000015258789,90.54000091552734,90.95999908447266,83.43390655517578,218600,,,,,,,,
2020-02-25,91.16999816894531,91.9000015258789,87.66999816894531,87.77999877929688,80.51702117919922,132300,,,,,,,,
2020-02-26,88.08999633789062,88.83999633789062,87.23999786376953,87.86000061035156,80.59040832519531,126200,,,,,,,,
2020-02-27,85.77999877929688,89.37000274658203,84.06999969482422,84.20999908447266,77.2424087524414,240900,,,,,,,,
2020-02-28,81.19999694824219,87.0199966430664,80.8499984741211,86.54000091552734,79.37963104248047,276300,,,,,,,,
2020-03-02,87.08000183105469,89.0,86.61000061035156,89.0,81.6360855102539,110800,,,,,,,,
2020-03-03,88.38999938964844,90.58999633789062,86.23999786376953,87.62999725341797,80.37943267822266,172800,,,,,,,,
2020-03-04,88.69999694824219,89.30999755859375,86.08999633789062,89.11000061035156,81.73697662353516,130000,,,,,,,,
2020-03-05,86.80999755859375,87.62000274658203,82.5999984741211,83.08999633789062,76.21507263183594,169400,,,,,,,,
2020-03-06,80.72000122070312,84.44000244140625,80.0199966430664,84.0199966430664,77.0681381225586,133900,,,,,,,,
2020-03-09,79.27999877929688,80.62000274658203,69.18000030517578,69.63999938964844,63.877952575683594,333900,,,,,,,,
2020-03-10,72.2699966430664,77.31999969482422,70.44999694824219,77.23999786376953,70.84910583496094,168100,,,,,,,,
2020-03-11,75.08999633789062,76.88999938964844,70.44000244140625,72.47000122070312,66.47378540039062,159100,,,,,,,,
2020-03-12,67.33000183105469,69.22000122070312,64.7300033569336,65.44999694824219,60.03461837768555,208100,,,,,,,,
2020-03-13,68.88999938964844,70.63999938964844,64.41000366210938,69.94000244140625,64.15312194824219,157200,,,,,,,,
2020-03-16,63.27000045776367,67.06999969482422,60.7400016784668,62.029998779296875,56.8975944519043,145500,,,,,,,,
2020-03-17,63.0099983215332,73.94999694824219,56.709999084472656,73.7300033569336,67.62953186035156,197900,,,,,,,,
2020-03-18,69.25,72.11000061035156,60.81999969482422,64.01000213623047,58.713775634765625,175400,,,,,,,,
2020-03-19,62.97999954223633,77.16999816894531,60.599998474121094,65.0999984741211,59.71358108520508,183100,,,,,,,,
2020-03-20,65.4000015258789,68.0,60.7400016784668,61.369998931884766,56.292205810546875,225500,,,,,,,,
2020-03-23,61.439998626708984,64.3499984741211,59.099998474121094,64.05000305175781,58.750465393066406,170900,,,,,,,,
2020-03-24,67.16000366210938,69.91999816894531,65.55000305175781,68.80999755859375,63.11662292480469,125900,,,,,,,,
2020-03-25,69.12999725341797,70.80000305175781,65.87999725341797,66.87999725341797,61.346309661865234,149900,,,,,,,,
