date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IFCNF')","('high', 'IFCNF')","('low', 'IFCNF')","('close', 'IFCNF')","('adj_close', 'IFCNF')","('volume', 'IFCNF')","('currency', '')"
2021-05-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-06-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-07-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-08-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-09-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-10-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-11-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-12-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-01-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-02-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-03-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-04-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-05-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-06-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-07-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-08-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-09-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2022-09-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
