date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IFCNF')","('high', 'IFCNF')","('low', 'IFCNF')","('close', 'IFCNF')","('adj_close', 'IFCNF')","('volume', 'IFCNF')","('currency', '')"
2020-03-05,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-06,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-09,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-10,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-11,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-12,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-13,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-16,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-17,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-18,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-19,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-20,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-23,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-24,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-25,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-26,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-27,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-30,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-03-31,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-04-01,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-04-02,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-04-03,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-04-06,73.5,73.5,73.5,73.5,69.17050170898438,0,,,,,,,,
2020-04-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-04-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-05-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-06-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-07-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-08-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-09-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-10-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-11-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2020-12-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-01-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-02-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-02,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-04,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-10,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-11,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-17,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-18,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-24,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-25,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-03-31,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-01,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-05,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-06,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-07,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-08,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-09,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-12,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-13,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-14,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-15,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-16,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-19,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-20,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-21,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-22,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-23,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-26,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-27,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-28,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-29,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-04-30,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
2021-05-03,73.5,73.5,73.5,73.5,70.90699768066406,0,,,,,,,,
