date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GGG')","('high', 'GGG')","('low', 'GGG')","('close', 'GGG')","('adj_close', 'GGG')","('volume', 'GGG')","('currency', '')"
2020-01-02,52.130001068115234,52.5,51.83000183105469,52.4900016784668,48.75465393066406,698200,,,,,,,,
2020-01-03,52.0099983215332,52.31999969482422,51.70000076293945,52.25,48.5317268371582,612600,,,,,,,,
2020-01-06,51.95000076293945,52.400001525878906,51.75,52.290000915527344,48.56888198852539,717800,,,,,,,,
2020-01-07,52.279998779296875,52.58000183105469,51.849998474121094,52.290000915527344,48.56888198852539,325000,,,,,,,,
2020-01-08,52.41999816894531,52.68000030517578,52.130001068115234,52.5099983215332,48.77323913574219,542300,,,,,,,,
2020-01-09,52.75,53.27000045776367,52.599998474121094,53.040000915527344,49.26551055908203,544400,,,,,,,,
2020-01-10,53.060001373291016,53.060001373291016,52.310001373291016,52.52000045776367,48.78252410888672,568200,,,,,,,,
2020-01-13,52.75,53.279998779296875,52.529998779296875,53.209999084472656,49.42341613769531,454900,,,,,,,,
2020-01-14,53.119998931884766,53.560001373291016,52.84000015258789,53.0099983215332,49.23764419555664,437000,,,,,,,,
2020-01-15,52.880001068115234,53.34000015258789,52.66999816894531,52.84000015258789,49.07975769042969,626000,,,,,,,,
2020-01-16,53.16999816894531,53.4900016784668,52.95000076293945,53.4900016784668,49.68349075317383,590900,,,,,,,,
2020-01-17,53.41999816894531,53.56999969482422,53.11000061035156,53.20000076293945,49.57632827758789,501800,,,,,,,,
2020-01-21,52.970001220703125,53.16999816894531,52.5099983215332,52.54999923706055,48.97059631347656,704400,,,,,,,,
2020-01-22,52.84000015258789,53.060001373291016,52.290000915527344,52.34000015258789,48.7748908996582,851800,,,,,,,,
2020-01-23,52.130001068115234,52.900001525878906,52.0099983215332,52.7599983215332,49.166297912597656,709000,,,,,,,,
2020-01-24,52.90999984741211,52.9900016784668,51.7400016784668,51.97999954223633,48.43942642211914,729100,,,,,,,,
2020-01-27,51.13999938964844,52.040000915527344,51.0,51.400001525878906,47.898929595947266,1359100,,,,,,,,
2020-01-28,54.900001525878906,55.47999954223633,54.25,55.04999923706055,51.30030822753906,2618700,,,,,,,,
2020-01-29,55.18000030517578,55.599998474121094,54.529998779296875,55.0099983215332,51.263038635253906,1257600,,,,,,,,
2020-01-30,54.470001220703125,54.93000030517578,53.619998931884766,54.709999084472656,50.983463287353516,1068400,,,,,,,,
2020-01-31,54.34000015258789,54.34000015258789,52.849998474121094,53.150001525878906,49.52972412109375,3573900,,,,,,,,
2020-02-03,53.349998474121094,53.91999816894531,53.150001525878906,53.5099983215332,49.86520004272461,782600,,,,,,,,
2020-02-04,54.47999954223633,55.349998474121094,54.380001068115234,55.279998779296875,51.5146484375,1007200,,,,,,,,
2020-02-05,56.02000045776367,56.02000045776367,55.400001525878906,55.540000915527344,51.75694274902344,498200,,,,,,,,
2020-02-06,55.650001525878906,55.880001068115234,55.060001373291016,55.31999969482422,51.55192565917969,488000,,,,,,,,
2020-02-07,55.0,55.209999084472656,54.56999969482422,54.7599983215332,51.03006362915039,426800,,,,,,,,
2020-02-10,54.560001373291016,55.40999984741211,54.38999938964844,55.400001525878906,51.6264762878418,825600,,,,,,,,
2020-02-11,55.599998474121094,56.29999923706055,55.560001373291016,56.16999816894531,52.34402084350586,679800,,,,,,,,
2020-02-12,56.25,56.349998474121094,55.689998626708984,56.279998779296875,52.44652557373047,615200,,,,,,,,
2020-02-13,55.959999084472656,56.54999923706055,55.810001373291016,56.349998474121094,52.51176452636719,491500,,,,,,,,
2020-02-14,56.40999984741211,56.560001373291016,55.95000076293945,56.029998779296875,52.21355438232422,617900,,,,,,,,
2020-02-18,55.849998474121094,56.38999938964844,55.650001525878906,56.380001068115234,52.539730072021484,706800,,,,,,,,
2020-02-19,56.59000015258789,56.9900016784668,56.29999923706055,56.86000061035156,52.987030029296875,678700,,,,,,,,
2020-02-20,56.63999938964844,56.880001068115234,56.06999969482422,56.630001068115234,52.77269744873047,400800,,,,,,,,
2020-02-21,56.27000045776367,56.470001220703125,55.900001525878906,56.34000015258789,52.5024528503418,673100,,,,,,,,
2020-02-24,54.31999969482422,55.66999816894531,54.06999969482422,55.15999984741211,51.40281677246094,890400,,,,,,,,
2020-02-25,55.36000061035156,55.40999984741211,53.27000045776367,53.529998779296875,49.88384246826172,683200,,,,,,,,
2020-02-26,54.0,54.650001525878906,53.529998779296875,53.689998626708984,50.03295135498047,915400,,,,,,,,
2020-02-27,52.630001068115234,53.2599983215332,50.90999984741211,50.90999984741211,47.44231033325195,1334000,,,,,,,,
2020-02-28,49.040000915527344,50.33000183105469,48.54999923706055,49.31999969482422,45.96060562133789,1561200,,,,,,,,
2020-03-02,49.7400016784668,51.7400016784668,49.04999923706055,51.70000076293945,48.17849349975586,1070800,,,,,,,,
2020-03-03,51.650001525878906,52.97999954223633,50.369998931884766,50.54999923706055,47.10682678222656,961300,,,,,,,,
2020-03-04,51.5,52.029998779296875,50.77000045776367,51.849998474121094,48.31827926635742,834500,,,,,,,,
2020-03-05,50.52000045776367,50.93000030517578,49.77000045776367,50.560001373291016,47.116146087646484,858800,,,,,,,,
2020-03-06,49.130001068115234,50.900001525878906,49.0,50.75,47.29319763183594,1039700,,,,,,,,
2020-03-09,47.220001220703125,48.869998931884766,46.970001220703125,48.33000183105469,45.03805160522461,1174600,,,,,,,,
2020-03-10,49.779998779296875,51.619998931884766,49.20000076293945,51.599998474121094,48.08531188964844,1589400,,,,,,,,
2020-03-11,50.09000015258789,50.66999816894531,47.349998474121094,47.93000030517578,44.665287017822266,1609300,,,,,,,,
2020-03-12,44.709999084472656,45.58000183105469,42.650001525878906,42.81999969482422,39.90334701538086,2064900,,,,,,,,
2020-03-13,44.91999816894531,46.68000030517578,42.77000045776367,46.619998931884766,43.44450759887695,1953600,,,,,,,,
2020-03-16,41.52000045776367,45.380001068115234,41.08000183105469,42.4900016784668,39.595829010009766,1872000,,,,,,,,
2020-03-17,43.27000045776367,45.2599983215332,42.619998931884766,45.06999969482422,42.00009536743164,1794200,,,,,,,,
2020-03-18,42.0099983215332,44.33000183105469,39.72999954223633,41.040000915527344,38.24459457397461,1827000,,,,,,,,
2020-03-19,40.470001220703125,44.2400016784668,39.16999816894531,43.560001373291016,40.59294891357422,1521400,,,,,,,,
2020-03-20,43.84000015258789,44.459999084472656,40.619998931884766,41.18000030517578,38.37504577636719,1801000,,,,,,,,
2020-03-23,40.77000045776367,41.59000015258789,38.43000030517578,39.459999084472656,36.77220916748047,1456600,,,,,,,,
2020-03-24,41.369998931884766,45.72999954223633,41.189998626708984,45.619998931884766,42.512630462646484,1365200,,,,,,,,
2020-03-25,45.790000915527344,46.400001525878906,44.18000030517578,44.41999816894531,41.39435577392578,1297900,,,,,,,,
2020-03-26,44.470001220703125,47.0,43.619998931884766,46.790000915527344,43.60293960571289,1045800,,,,,,,,
2020-03-27,44.880001068115234,46.56999969482422,44.630001068115234,45.4900016784668,42.39148712158203,919900,,,,,,,,
2020-03-30,45.7599983215332,48.18000030517578,45.22999954223633,48.04999923706055,44.7771110534668,947400,,,,,,,,
2020-03-31,47.47999954223633,49.099998474121094,47.439998626708984,48.72999954223633,45.410789489746094,819900,,,,,,,,
2020-04-01,46.52000045776367,47.099998474121094,44.79999923706055,45.5099983215332,42.41012954711914,1225500,,,,,,,,
2020-04-02,45.2599983215332,46.900001525878906,45.22999954223633,46.470001220703125,43.30473709106445,1027700,,,,,,,,
2020-04-03,46.08000183105469,47.2400016784668,44.970001220703125,45.56999969482422,42.46603775024414,725400,,,,,,,,
2020-04-06,47.560001373291016,47.959999084472656,46.290000915527344,46.63999938964844,43.4631462097168,1295400,,,,,,,,
