date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MCRI')","('high', 'MCRI')","('low', 'MCRI')","('close', 'MCRI')","('adj_close', 'MCRI')","('volume', 'MCRI')","('currency', '')"
2020-01-02,48.880001068115234,49.45000076293945,48.27000045776367,49.29999923706055,44.21614456176758,34700,,,,,,,,
2020-01-03,48.75,49.58000183105469,48.54999923706055,49.18000030517578,44.1085205078125,56500,,,,,,,,
2020-01-06,50.29999923706055,52.40999984741211,49.77000045776367,52.0099983215332,46.64668273925781,75600,,,,,,,,
2020-01-07,53.08000183105469,53.08000183105469,51.75,52.7599983215332,47.31934356689453,122200,,,,,,,,
2020-01-08,52.630001068115234,53.150001525878906,51.61000061035156,52.119998931884766,46.74534225463867,112000,,,,,,,,
2020-01-09,52.15999984741211,52.45000076293945,51.349998474121094,51.45000076293945,46.144432067871094,85400,,,,,,,,
2020-01-10,51.59000015258789,52.11000061035156,50.7599983215332,51.4900016784668,46.18031311035156,77200,,,,,,,,
2020-01-13,51.4900016784668,52.11000061035156,51.0,51.41999816894531,46.117523193359375,77500,,,,,,,,
2020-01-14,51.40999984741211,51.72999954223633,51.11000061035156,51.2400016784668,45.956085205078125,40200,,,,,,,,
2020-01-15,51.15999984741211,51.650001525878906,50.619998931884766,50.939998626708984,45.68701934814453,32600,,,,,,,,
2020-01-16,51.2599983215332,52.61000061035156,51.25,52.540000915527344,47.12202835083008,69500,,,,,,,,
2020-01-17,52.83000183105469,52.959999084472656,52.290000915527344,52.65999984741211,47.22965621948242,33400,,,,,,,,
2020-01-21,52.34000015258789,52.34000015258789,51.529998779296875,52.0,46.637718200683594,72800,,,,,,,,
2020-01-22,52.119998931884766,52.209999084472656,51.88999938964844,52.04999923706055,46.68254852294922,41300,,,,,,,,
2020-01-23,51.83000183105469,52.5099983215332,51.16999816894531,52.47999954223633,47.068214416503906,60900,,,,,,,,
2020-01-24,52.54999923706055,52.54999923706055,51.63999938964844,51.869998931884766,46.5211181640625,39700,,,,,,,,
2020-01-27,51.04999923706055,52.02000045776367,50.849998474121094,51.5099983215332,46.198238372802734,38700,,,,,,,,
2020-01-28,51.70000076293945,52.2400016784668,51.36000061035156,52.09000015258789,46.71843719482422,30600,,,,,,,,
2020-01-29,52.13999938964844,52.5,52.0,52.41999816894531,47.014400482177734,41200,,,,,,,,
2020-01-30,51.97999954223633,53.54999923706055,51.84000015258789,53.439998626708984,47.929222106933594,137400,,,,,,,,
2020-01-31,53.400001525878906,53.79999923706055,53.150001525878906,53.68000030517578,48.14447021484375,63600,,,,,,,,
2020-02-03,54.119998931884766,54.70000076293945,53.47999954223633,54.02000045776367,48.44941329956055,81300,,,,,,,,
2020-02-04,54.0,54.369998931884766,53.689998626708984,53.70000076293945,48.162410736083984,71800,,,,,,,,
