date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MBVI')","('high', 'MBVI')","('low', 'MBVI')","('close', 'MBVI')","('adj_close', 'MBVI')","('volume', 'MBVI')","('currency', '')"
2025-10-17,10.300000190734863,10.5,10.020000457763672,10.09000015258789,10.09000015258789,99300,,,,,,,,
2025-10-20,10.086999893188477,10.09000015258789,10.0,10.039999961853027,10.039999961853027,71200,,,,,,,,
2025-10-21,10.010000228881836,10.0600004196167,10.010000228881836,10.050000190734863,10.050000190734863,66700,,,,,,,,
2025-10-22,10.050000190734863,10.170000076293945,10.039999961853027,10.140000343322754,10.140000343322754,267600,,,,,,,,
2025-10-23,10.109999656677246,10.140000343322754,10.100000381469727,10.140000343322754,10.140000343322754,146400,,,,,,,,
2025-10-24,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,1400,,,,,,,,
2025-10-27,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,,,,,,,,
2025-10-28,10.130000114440918,10.130000114440918,10.100000381469727,10.119999885559082,10.119999885559082,149500,,,,,,,,
2025-10-29,10.119999885559082,10.130000114440918,10.109999656677246,10.119999885559082,10.119999885559082,1200,,,,,,,,
2025-10-30,10.09000015258789,10.100000381469727,10.09000015258789,10.100000381469727,10.100000381469727,8000,,,,,,,,
2025-10-31,10.09000015258789,10.09000015258789,10.069999694824219,10.069999694824219,10.069999694824219,408400,,,,,,,,
2025-11-03,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,8600,,,,,,,,
2025-11-04,10.0600004196167,10.085000038146973,10.0600004196167,10.069999694824219,10.069999694824219,85100,,,,,,,,
2025-11-05,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,500,,,,,,,,
2025-11-06,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10700,,,,,,,,
2025-11-07,10.100000381469727,10.100000381469727,10.0600004196167,10.09000015258789,10.09000015258789,33500,,,,,,,,
2025-11-10,10.079999923706055,10.079999923706055,10.069999694824219,10.079999923706055,10.079999923706055,60300,,,,,,,,
2025-11-11,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,25100,,,,,,,,
2025-11-12,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,300,,,,,,,,
2025-11-13,10.060999870300293,10.060999870300293,10.039999961853027,10.039999961853027,10.039999961853027,112700,,,,,,,,
2025-11-14,10.039999961853027,10.09000015258789,10.039999961853027,10.09000015258789,10.09000015258789,20000,,,,,,,,
2025-11-17,10.079999923706055,10.079999923706055,10.050000190734863,10.050000190734863,10.050000190734863,300,,,,,,,,
2025-11-18,10.09000015258789,10.100000381469727,10.0600004196167,10.09000015258789,10.09000015258789,11700,,,,,,,,
2025-11-19,10.09000015258789,10.09000015258789,10.0600004196167,10.069999694824219,10.069999694824219,17800,,,,,,,,
2025-11-20,10.069999694824219,10.079999923706055,10.069999694824219,10.069999694824219,10.069999694824219,31300,,,,,,,,
2025-11-21,10.0600004196167,10.0600004196167,10.039999961853027,10.039999961853027,10.039999961853027,70100,,,,,,,,
2025-11-24,10.039999961853027,10.039999961853027,10.029999732971191,10.03499984741211,10.03499984741211,57500,,,,,,,,
2025-11-25,10.020000457763672,10.039999961853027,10.020000457763672,10.029999732971191,10.029999732971191,51100,,,,,,,,
2025-11-26,10.020000457763672,10.050000190734863,10.0,10.050000190734863,10.050000190734863,48000,,,,,,,,
2025-11-28,10.0,10.050000190734863,10.0,10.050000190734863,10.050000190734863,5900,,,,,,,,
2025-12-01,10.024999618530273,10.0600004196167,10.0,10.039999961853027,10.039999961853027,106200,,,,,,,,
2025-12-02,10.020000457763672,10.039999961853027,10.010000228881836,10.029999732971191,10.029999732971191,29700,,,,,,,,
2025-12-03,10.020000457763672,10.050000190734863,10.020000457763672,10.03499984741211,10.03499984741211,34200,,,,,,,,
2025-12-04,10.039999961853027,10.050000190734863,10.029999732971191,10.045000076293945,10.045000076293945,63300,,,,,,,,
2025-12-05,10.045000076293945,10.045000076293945,10.045000076293945,10.045000076293945,10.045000076293945,0,,,,,,,,
2025-12-08,10.050000190734863,10.050000190734863,10.029999732971191,10.029999732971191,10.029999732971191,83700,,,,,,,,
2025-12-09,10.029999732971191,10.039999961853027,10.029999732971191,10.029999732971191,10.029999732971191,6100,,,,,,,,
2025-12-10,10.039999961853027,10.039999961853027,10.020000457763672,10.020000457763672,10.020000457763672,22900,,,,,,,,
2025-12-11,10.029999732971191,10.029999732971191,10.020000457763672,10.020000457763672,10.020000457763672,6000,,,,,,,,
2025-12-12,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,7700,,,,,,,,
2025-12-15,10.020000457763672,10.024999618530273,10.020000457763672,10.024999618530273,10.024999618530273,5700,,,,,,,,
2025-12-16,10.020000457763672,10.029999732971191,10.020000457763672,10.020000457763672,10.020000457763672,32600,,,,,,,,
2025-12-17,10.024999618530273,10.024999618530273,10.020000457763672,10.022000312805176,10.022000312805176,5300,,,,,,,,
2025-12-18,10.024999618530273,10.024999618530273,10.024999618530273,10.024999618530273,10.024999618530273,400,,,,,,,,
2025-12-19,10.024999618530273,10.029999732971191,10.020000457763672,10.020000457763672,10.020000457763672,87400,,,,,,,,
2025-12-22,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,100,,,,,,,,
2025-12-23,10.020000457763672,10.02400016784668,10.020000457763672,10.02400016784668,10.02400016784668,300,,,,,,,,
2025-12-24,10.02400016784668,10.02400016784668,10.02400016784668,10.02400016784668,10.02400016784668,0,,,,,,,,
2025-12-26,10.020000457763672,10.024999618530273,10.010000228881836,10.020000457763672,10.020000457763672,19900,,,,,,,,
2025-12-29,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,5100,,,,,,,,
2025-12-30,10.020000457763672,10.020000457763672,10.0,10.010000228881836,10.010000228881836,51400,,,,,,,,
,MBVI,MBVI,MBVI,MBVI,MBVI,MBVI,,,,,,,,
