date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NNI')","('high', 'NNI')","('low', 'NNI')","('close', 'NNI')","('adj_close', 'NNI')","('volume', 'NNI')","('currency', '')"
2020-01-02,58.5,58.689998626708984,57.939998626708984,58.630001068115234,54.71062469482422,117600,,,,,,,,
2020-01-03,58.040000915527344,58.34000015258789,57.47999954223633,57.90999984741211,54.038761138916016,82600,,,,,,,,
2020-01-06,57.279998779296875,58.459999084472656,57.0,58.02000045776367,54.141395568847656,113400,,,,,,,,
2020-01-07,57.709999084472656,58.849998474121094,57.61000061035156,58.38999938964844,54.48666000366211,84300,,,,,,,,
2020-01-08,58.2599983215332,60.209999084472656,58.2599983215332,60.04999923706055,56.03569412231445,145500,,,,,,,,
2020-01-09,60.18000030517578,60.380001068115234,59.38999938964844,59.459999084472656,55.485130310058594,70200,,,,,,,,
2020-01-10,59.380001068115234,59.380001068115234,58.4900016784668,58.779998779296875,54.8505973815918,89400,,,,,,,,
2020-01-13,58.77000045776367,59.68000030517578,58.709999084472656,59.5,55.522457122802734,92900,,,,,,,,
2020-01-14,59.369998931884766,60.150001525878906,59.060001373291016,59.810001373291016,55.81173324584961,54300,,,,,,,,
2020-01-15,59.4900016784668,60.040000915527344,59.2400016784668,59.65999984741211,55.67176818847656,79700,,,,,,,,
2020-01-16,60.029998779296875,60.7400016784668,59.939998626708984,60.58000183105469,56.53026580810547,137200,,,,,,,,
2020-01-17,60.90999984741211,61.02000045776367,60.27000045776367,60.310001373291016,56.278316497802734,53400,,,,,,,,
2020-01-21,60.040000915527344,60.54999923706055,59.310001373291016,59.400001525878906,55.429141998291016,42300,,,,,,,,
2020-01-22,59.7599983215332,60.45000076293945,59.7599983215332,60.209999084472656,56.18500518798828,72300,,,,,,,,
2020-01-23,60.25,60.58000183105469,59.79999923706055,60.36000061035156,56.32496643066406,127900,,,,,,,,
2020-01-24,60.310001373291016,61.040000915527344,59.369998931884766,59.880001068115234,55.8770637512207,49100,,,,,,,,
2020-01-27,59.09000015258789,59.33000183105469,58.59000015258789,58.869998931884766,54.9345817565918,57100,,,,,,,,
2020-01-28,59.25,59.56999969482422,58.54999923706055,58.59000015258789,54.67329025268555,32100,,,,,,,,
2020-01-29,58.81999969482422,59.0,58.16999816894531,58.369998931884766,54.46800231933594,41400,,,,,,,,
2020-01-30,58.0099983215332,58.40999984741211,57.59000015258789,58.13999938964844,54.25337219238281,77800,,,,,,,,
2020-01-31,57.93000030517578,58.130001068115234,56.81999969482422,57.2599983215332,53.43220138549805,123800,,,,,,,,
2020-02-03,57.529998779296875,58.0,56.70000076293945,57.09000015258789,53.273555755615234,103700,,,,,,,,
2020-02-04,57.439998626708984,58.279998779296875,57.349998474121094,57.65999984741211,53.80546569824219,100500,,,,,,,,
2020-02-05,58.189998626708984,58.369998931884766,57.59000015258789,57.84000015258789,53.973419189453125,115700,,,,,,,,
2020-02-06,58.0,58.75,58.0,58.119998931884766,54.234718322753906,58700,,,,,,,,
2020-02-07,57.91999816894531,58.380001068115234,57.849998474121094,58.099998474121094,54.2160530090332,44500,,,,,,,,
2020-02-10,57.869998931884766,58.400001525878906,57.650001525878906,58.099998474121094,54.2160530090332,51900,,,,,,,,
2020-02-11,58.349998474121094,59.439998626708984,58.349998474121094,58.5099983215332,54.5986442565918,43600,,,,,,,,
2020-02-12,58.880001068115234,58.900001525878906,58.31999969482422,58.380001068115234,54.47732925415039,37000,,,,,,,,
2020-02-13,58.209999084472656,58.779998779296875,58.209999084472656,58.54999923706055,54.6359748840332,49000,,,,,,,,
2020-02-14,58.47999954223633,58.970001220703125,58.04999923706055,58.83000183105469,54.89725875854492,49600,,,,,,,,
2020-02-18,58.70000076293945,58.869998931884766,58.0,58.400001525878906,54.49599838256836,34700,,,,,,,,
2020-02-19,58.619998931884766,58.970001220703125,58.25,58.77000045776367,54.84125900268555,59800,,,,,,,,
2020-02-20,58.5099983215332,58.880001068115234,57.72999954223633,58.790000915527344,54.85992431640625,53400,,,,,,,,
2020-02-21,58.93000030517578,58.93000030517578,58.13999938964844,58.34000015258789,54.44001007080078,38200,,,,,,,,
2020-02-24,56.7400016784668,57.189998626708984,56.619998931884766,57.0,53.18958282470703,48900,,,,,,,,
2020-02-25,57.099998474121094,57.099998474121094,55.58000183105469,56.150001525878906,52.39640808105469,78200,,,,,,,,
2020-02-26,56.4900016784668,56.9900016784668,55.59000015258789,56.16999816894531,52.41507339477539,70000,,,,,,,,
2020-02-27,55.25,56.65999984741211,54.560001373291016,54.93000030517578,51.44111633300781,166700,,,,,,,,
2020-02-28,54.43000030517578,55.439998626708984,50.58000183105469,53.099998474121094,49.72735595703125,180700,,,,,,,,
2020-03-02,52.880001068115234,52.900001525878906,50.970001220703125,52.369998931884766,49.0437126159668,128300,,,,,,,,
2020-03-03,52.18000030517578,52.470001220703125,50.099998474121094,50.5099983215332,47.301856994628906,123700,,,,,,,,
2020-03-04,50.84000015258789,53.83000183105469,50.400001525878906,53.63999938964844,50.233062744140625,102700,,,,,,,,
2020-03-05,52.75,52.810001373291016,50.9900016784668,51.369998931884766,48.10723876953125,116900,,,,,,,,
2020-03-06,50.130001068115234,50.9900016784668,49.08000183105469,50.0,46.82425308227539,117700,,,,,,,,
2020-03-09,48.0,52.54999923706055,47.459999084472656,47.689998626708984,44.66097640991211,162500,,,,,,,,
2020-03-10,48.689998626708984,50.38999938964844,47.52000045776367,50.33000183105469,47.1332893371582,97700,,,,,,,,
2020-03-11,49.09000015258789,49.400001525878906,47.09000015258789,47.84000015258789,44.801456451416016,88000,,,,,,,,
