date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MTRN')","('high', 'MTRN')","('low', 'MTRN')","('close', 'MTRN')","('adj_close', 'MTRN')","('volume', 'MTRN')","('currency', '')"
2020-01-02,60.13999938964844,60.70000076293945,59.65999984741211,60.689998626708984,58.58802795410156,67800,,,,,,,,
2020-01-03,59.63999938964844,60.25,59.560001373291016,59.790000915527344,57.71920394897461,117500,,,,,,,,
2020-01-06,59.349998474121094,60.369998931884766,58.9900016784668,60.279998779296875,58.192230224609375,107000,,,,,,,,
2020-01-07,60.18000030517578,60.95000076293945,59.880001068115234,60.56999969482422,58.472198486328125,73900,,,,,,,,
2020-01-08,60.439998626708984,61.52000045776367,59.70000076293945,60.9900016784668,58.877655029296875,132000,,,,,,,,
2020-01-09,62.560001373291016,62.560001373291016,61.27000045776367,61.459999084472656,59.33135986328125,162500,,,,,,,,
2020-01-10,61.54999923706055,61.54999923706055,59.56999969482422,59.59000015258789,57.52613830566406,102500,,,,,,,,
2020-01-13,59.88999938964844,61.4900016784668,59.70000076293945,61.40999984741211,59.283103942871094,85100,,,,,,,,
2020-01-14,61.2599983215332,61.720001220703125,60.5099983215332,60.72999954223633,58.626651763916016,88500,,,,,,,,
2020-01-15,60.439998626708984,61.54999923706055,60.279998779296875,60.83000183105469,58.72319030761719,109600,,,,,,,,
2020-01-16,61.189998626708984,61.619998931884766,60.52000045776367,61.040000915527344,58.92591857910156,92100,,,,,,,,
2020-01-17,61.45000076293945,61.47999954223633,60.849998474121094,61.33000183105469,59.205875396728516,54600,,,,,,,,
2020-01-21,61.0,61.040000915527344,59.279998779296875,59.59000015258789,57.52613830566406,87900,,,,,,,,
2020-01-22,59.79999923706055,60.209999084472656,58.75,59.0,56.95656967163086,55500,,,,,,,,
2020-01-23,58.849998474121094,58.849998474121094,57.2599983215332,58.31999969482422,56.30012512207031,139200,,,,,,,,
2020-01-24,58.22999954223633,58.22999954223633,56.84000015258789,57.16999816894531,55.189945220947266,71300,,,,,,,,
2020-01-27,55.97999954223633,56.91999816894531,55.54999923706055,56.33000183105469,54.37904739379883,85100,,,,,,,,
2020-01-28,56.689998626708984,56.689998626708984,55.2400016784668,55.47999954223633,53.558475494384766,108700,,,,,,,,
2020-01-29,55.47999954223633,56.369998931884766,55.349998474121094,55.88999938964844,53.95427703857422,136500,,,,,,,,
2020-01-30,55.2599983215332,56.29999923706055,55.2599983215332,56.27000045776367,54.32113265991211,57800,,,,,,,,
2020-01-31,56.08000183105469,56.209999084472656,54.189998626708984,54.29999923706055,52.419349670410156,149800,,,,,,,,
2020-02-03,54.900001525878906,58.099998474121094,54.900001525878906,57.880001068115234,55.8753662109375,238500,,,,,,,,
2020-02-04,58.790000915527344,59.33000183105469,56.65999984741211,56.959999084472656,54.98721694946289,218000,,,,,,,,
2020-02-05,57.81999969482422,58.63999938964844,57.56999969482422,58.599998474121094,56.57042694091797,115000,,,,,,,,
2020-02-06,58.900001525878906,58.900001525878906,57.31999969482422,57.95000076293945,55.94293212890625,336200,,,,,,,,
2020-02-07,57.779998779296875,57.9900016784668,56.16999816894531,56.33000183105469,54.37904739379883,153000,,,,,,,,
2020-02-10,56.33000183105469,57.220001220703125,56.02000045776367,57.06999969482422,55.093421936035156,137800,,,,,,,,
2020-02-11,57.459999084472656,59.15999984741211,57.459999084472656,58.38999938964844,56.36769104003906,110500,,,,,,,,
2020-02-12,59.11000061035156,59.22999954223633,58.189998626708984,58.40999984741211,56.38700485229492,115100,,,,,,,,
2020-02-13,57.86000061035156,58.88999938964844,54.33000183105469,55.040000915527344,53.13372802734375,154800,,,,,,,,
2020-02-14,55.130001068115234,55.380001068115234,52.83000183105469,53.060001373291016,51.2222900390625,136400,,,,,,,,
2020-02-18,52.95000076293945,53.290000915527344,51.56999969482422,51.97999954223633,50.28395080566406,127000,,,,,,,,
2020-02-19,52.189998626708984,52.54999923706055,50.540000915527344,50.95000076293945,49.28755187988281,149100,,,,,,,,
2020-02-20,50.599998474121094,51.779998779296875,49.959999084472656,50.029998779296875,48.3975715637207,111800,,,,,,,,
2020-02-21,49.79999923706055,51.0,49.380001068115234,49.970001220703125,48.33953094482422,101000,,,,,,,,
2020-02-24,48.04999923706055,48.72999954223633,47.61000061035156,48.209999084472656,46.636959075927734,206200,,,,,,,,
2020-02-25,48.27000045776367,49.369998931884766,47.25,47.36000061035156,45.81468963623047,433200,,,,,,,,
2020-02-26,47.7400016784668,48.279998779296875,47.06999969482422,47.349998474121094,45.805015563964844,154700,,,,,,,,
2020-02-27,46.5,49.22999954223633,46.06999969482422,46.90999984741211,45.379390716552734,183700,,,,,,,,
2020-02-28,45.29999923706055,47.150001525878906,44.0,45.34000015258789,43.860599517822266,208900,,,,,,,,
2020-03-02,46.91999816894531,48.7400016784668,46.06999969482422,47.790000915527344,46.23066329956055,250900,,,,,,,,
2020-03-03,47.880001068115234,49.13999938964844,46.43000030517578,46.970001220703125,45.43741226196289,156900,,,,,,,,
2020-03-04,48.0,48.15999984741211,46.25,47.83000183105469,46.26935577392578,117300,,,,,,,,
2020-03-05,46.779998779296875,47.47999954223633,45.91999816894531,46.88999938964844,45.36002731323242,132000,,,,,,,,
2020-03-06,45.630001068115234,46.970001220703125,45.630001068115234,46.529998779296875,45.01178741455078,110200,,,,,,,,
2020-03-09,44.36000061035156,44.36000061035156,40.0,40.349998474121094,39.03341293334961,222200,,,,,,,,
2020-03-10,41.7599983215332,41.77000045776367,39.689998626708984,40.91999816894531,39.58481979370117,127600,,,,,,,,
2020-03-11,39.79999923706055,40.79999923706055,38.22999954223633,39.11000061035156,37.833885192871094,123500,,,,,,,,
2020-03-12,34.5,38.38999938964844,34.5,34.93000030517578,33.79027557373047,164900,,,,,,,,
2020-03-13,35.83000183105469,37.900001525878906,34.689998626708984,37.880001068115234,36.644012451171875,279300,,,,,,,,
2020-03-16,30.579999923706055,34.90999984741211,30.420000076293945,31.8700008392334,30.830116271972656,152900,,,,,,,,
2020-03-17,32.2599983215332,34.29999923706055,30.270000457763672,33.2400016784668,32.15541076660156,271000,,,,,,,,
2020-03-18,31.0,32.2599983215332,26.329999923706055,26.770000457763672,25.89652442932129,178000,,,,,,,,
2020-03-19,26.889999389648438,32.83000183105469,26.149999618530273,32.0,30.955875396728516,270300,,,,,,,,
2020-03-20,32.599998474121094,33.310001373291016,29.989999771118164,30.799999237060547,29.795026779174805,170400,,,,,,,,
