date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'OC')","('high', 'OC')","('low', 'OC')","('close', 'OC')","('adj_close', 'OC')","('volume', 'OC')","('currency', '')"
2020-01-02,65.33999633789062,65.33999633789062,64.37000274658203,65.0199966430664,59.243263244628906,524600,,,,,,,,
2020-01-03,64.16000366210938,64.83000183105469,63.97999954223633,64.55000305175781,58.815032958984375,784300,,,,,,,,
2020-01-06,64.41999816894531,65.02999877929688,63.86000061035156,64.70999908447266,58.96082305908203,615900,,,,,,,,
2020-01-07,64.93000030517578,65.62000274658203,64.69000244140625,64.83999633789062,59.07925796508789,1370400,,,,,,,,
2020-01-08,64.94000244140625,65.55999755859375,64.68000030517578,64.8499984741211,59.088356018066406,660000,,,,,,,,
2020-01-09,65.0,65.56999969482422,64.73999786376953,64.83999633789062,59.07925796508789,637700,,,,,,,,
2020-01-10,64.91999816894531,65.33000183105469,64.51000213623047,64.93000030517578,59.16126251220703,817300,,,,,,,,
2020-01-13,65.12999725341797,65.31999969482422,64.66000366210938,65.06999969482422,59.288814544677734,1187700,,,,,,,,
2020-01-14,64.8499984741211,65.25,64.04000091552734,64.2300033569336,58.52346420288086,1564800,,,,,,,,
2020-01-15,64.12000274658203,65.52999877929688,64.08999633789062,65.29000091552734,59.48927307128906,1642000,,,,,,,,
2020-01-16,64.0,64.95999908447266,63.150001525878906,64.76000213623047,59.00636672973633,2129700,,,,,,,,
2020-01-17,65.0,66.19999694824219,64.94000244140625,65.6500015258789,59.81730651855469,1437100,,,,,,,,
2020-01-21,65.94999694824219,67.33000183105469,65.94999694824219,66.5199966430664,60.6099967956543,2382200,,,,,,,,
2020-01-22,66.58999633789062,67.9800033569336,66.51000213623047,67.88999938964844,61.85828399658203,2165200,,,,,,,,
2020-01-23,67.7699966430664,67.86000061035156,66.7300033569336,67.2699966430664,61.29336929321289,1344400,,,,,,,,
2020-01-24,67.12999725341797,67.2699966430664,64.62000274658203,65.33000183105469,59.525726318359375,964100,,,,,,,,
2020-01-27,64.2699966430664,64.77999877929688,63.599998474121094,63.65999984741211,58.00408935546875,970100,,,,,,,,
2020-01-28,63.900001525878906,64.66000366210938,63.470001220703125,64.37000274658203,58.65101623535156,967000,,,,,,,,
2020-01-29,64.58999633789062,64.93000030517578,63.15999984741211,63.56999969482422,57.922096252441406,714000,,,,,,,,
2020-01-30,63.099998474121094,63.869998931884766,62.38999938964844,62.900001525878906,57.31161117553711,930700,,,,,,,,
2020-01-31,62.59000015258789,62.7599983215332,60.41999816894531,60.4900016784668,55.11573791503906,1447500,,,,,,,,
2020-02-03,60.720001220703125,61.81999969482422,60.720001220703125,61.290000915527344,55.84465789794922,1314700,,,,,,,,
2020-02-04,62.209999084472656,62.349998474121094,60.880001068115234,62.220001220703125,56.69203186035156,1233400,,,,,,,,
2020-02-05,63.04999923706055,63.83000183105469,62.68000030517578,63.650001525878906,57.99498748779297,892400,,,,,,,,
2020-02-06,63.939998626708984,63.97999954223633,62.70000076293945,62.70000076293945,57.129390716552734,732600,,,,,,,,
2020-02-07,62.209999084472656,62.56999969482422,61.43000030517578,61.54999923706055,56.08155822753906,831500,,,,,,,,
2020-02-10,61.43000030517578,61.7400016784668,61.209999084472656,61.66999816894531,56.1909065246582,522600,,,,,,,,
2020-02-11,61.83000183105469,63.189998626708984,61.66999816894531,62.97999954223633,57.38450241088867,604000,,,,,,,,
2020-02-12,63.290000915527344,64.18000030517578,62.84000015258789,63.88999938964844,58.21365737915039,901500,,,,,,,,
2020-02-13,63.61000061035156,64.58999633789062,63.61000061035156,64.44000244140625,58.71480941772461,1250700,,,,,,,,
2020-02-14,64.26000213623047,64.58000183105469,63.68000030517578,63.81999969482422,58.149879455566406,793500,,,,,,,,
2020-02-18,63.5099983215332,63.79999923706055,62.7400016784668,62.9900016784668,57.39362716674805,2000700,,,,,,,,
2020-02-19,64.61000061035156,66.98999786376953,63.70000076293945,65.6500015258789,59.81730651855469,3155200,,,,,,,,
2020-02-20,65.33999633789062,67.41999816894531,64.87000274658203,66.8499984741211,60.910675048828125,1850600,,,,,,,,
2020-02-21,66.29000091552734,66.8499984741211,65.77999877929688,65.80999755859375,59.96308135986328,1416900,,,,,,,,
2020-02-24,63.63999938964844,63.83000183105469,61.83000183105469,61.869998931884766,56.37312316894531,2112800,,,,,,,,
2020-02-25,62.18000030517578,62.18000030517578,58.349998474121094,58.650001525878906,53.4392204284668,1511400,,,,,,,,
2020-02-26,59.119998931884766,59.220001220703125,56.779998779296875,56.83000183105469,51.78091049194336,1094700,,,,,,,,
2020-02-27,55.310001373291016,57.16999816894531,53.849998474121094,55.459999084472656,50.532623291015625,2134900,,,,,,,,
2020-02-28,53.7599983215332,56.5,53.4900016784668,56.4900016784668,51.471126556396484,3156400,,,,,,,,
2020-03-02,56.75,58.41999816894531,55.70000076293945,58.41999816894531,53.22964859008789,2022100,,,,,,,,
