date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SIG')","('high', 'SIG')","('low', 'SIG')","('close', 'SIG')","('adj_close', 'SIG')","('volume', 'SIG')","('currency', '')"
2020-01-02,20.610000610351562,20.719999313354492,18.229999542236328,18.93000030517578,17.676061630249023,8388800,,,,,,,,
2020-01-03,18.6200008392334,19.6200008392334,18.610000610351562,19.040000915527344,17.77877426147461,3252800,,,,,,,,
2020-01-06,18.8799991607666,19.0,18.110000610351562,18.860000610351562,17.610702514648438,2443100,,,,,,,,
2020-01-07,18.8799991607666,19.25,18.059999465942383,18.469999313354492,17.246532440185547,2629700,,,,,,,,
2020-01-08,18.5,19.280000686645508,18.5,19.229999542236328,17.95618438720703,2017700,,,,,,,,
2020-01-09,19.43000030517578,19.43000030517578,18.700000762939453,19.18000030517578,17.909496307373047,1472300,,,,,,,,
2020-01-10,19.149999618530273,19.770000457763672,18.899999618530273,19.5,18.208303451538086,1235000,,,,,,,,
2020-01-13,19.600000381469727,20.3799991607666,19.170000076293945,20.190000534057617,18.85259437561035,1666000,,,,,,,,
2020-01-14,20.190000534057617,21.239999771118164,20.030000686645508,21.0,19.608943939208984,1837700,,,,,,,,
2020-01-15,20.780000686645508,21.68000030517578,20.399999618530273,21.489999771118164,20.066482543945312,2052000,,,,,,,,
2020-01-16,28.350000381469727,31.440000534057617,27.6200008392334,30.1299991607666,28.1341609954834,25334100,,,,,,,,
2020-01-17,29.799999237060547,30.450000762939453,29.0,29.520000457763672,27.5645751953125,6274100,,,,,,,,
2020-01-21,29.3700008392334,29.610000610351562,27.68000030517578,28.1200008392334,26.257305145263672,3712400,,,,,,,,
2020-01-22,28.1200008392334,28.5,26.8700008392334,27.229999542236328,25.4262638092041,2315400,,,,,,,,
2020-01-23,27.149999618530273,27.149999618530273,26.139999389648438,26.700000762939453,24.931373596191406,2355300,,,,,,,,
2020-01-24,26.760000228881836,27.239999771118164,26.270000457763672,26.510000228881836,24.75395393371582,1655100,,,,,,,,
2020-01-27,25.610000610351562,26.530000686645508,25.3700008392334,25.739999771118164,24.034963607788086,2092400,,,,,,,,
2020-01-28,26.020000457763672,26.600000381469727,25.739999771118164,26.239999771118164,24.501840591430664,1773000,,,,,,,,
2020-01-29,26.399999618530273,26.829999923706055,25.850000381469727,26.329999923706055,24.58587074279785,964300,,,,,,,,
2020-01-30,25.969999313354492,27.049999237060547,25.950000762939453,26.280000686645508,24.888944625854492,1313200,,,,,,,,
2020-01-31,26.06999969482422,26.100000381469727,24.049999237060547,24.309999465942383,23.023212432861328,2886900,,,,,,,,
2020-02-03,24.34000015258789,25.25,24.110000610351562,24.1299991607666,22.852745056152344,1584200,,,,,,,,
2020-02-04,24.729999542236328,25.010000228881836,23.639999389648438,24.18000030517578,22.900096893310547,1640200,,,,,,,,
2020-02-05,24.579999923706055,26.31999969482422,24.579999923706055,26.25,24.86052703857422,1683500,,,,,,,,
2020-02-06,26.239999771118164,26.920000076293945,25.90999984741211,26.530000686645508,25.125709533691406,1620400,,,,,,,,
2020-02-07,26.239999771118164,26.479999542236328,24.989999771118164,25.190000534057617,23.85663604736328,1046900,,,,,,,,
2020-02-10,25.100000381469727,25.350000381469727,24.40999984741211,24.700000762939453,23.392574310302734,896500,,,,,,,,
2020-02-11,24.739999771118164,25.68000030517578,24.1200008392334,25.540000915527344,24.188112258911133,922100,,,,,,,,
2020-02-12,25.770000457763672,27.219999313354492,25.760000228881836,26.93000030517578,25.504531860351562,1560100,,,,,,,,
