date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ORA')","('high', 'ORA')","('low', 'ORA')","('close', 'ORA')","('adj_close', 'ORA')","('volume', 'ORA')","('currency', '')"
2020-01-02,74.48999786376953,74.9000015258789,74.02999877929688,74.87999725341797,72.146728515625,186400,,,,,,,,
2020-01-03,74.69999694824219,75.48999786376953,74.0999984741211,74.75,72.02147674560547,170200,,,,,,,,
2020-01-06,75.16999816894531,75.54000091552734,74.6500015258789,74.9000015258789,72.1659927368164,218200,,,,,,,,
2020-01-07,75.12000274658203,75.12000274658203,74.08000183105469,74.37000274658203,71.65535736083984,100200,,,,,,,,
2020-01-08,74.4800033569336,75.01000213623047,73.86000061035156,74.97000122070312,72.23345184326172,154900,,,,,,,,
2020-01-09,74.87999725341797,75.69000244140625,74.55000305175781,75.68000030517578,72.91753387451172,149200,,,,,,,,
2020-01-10,75.51000213623047,75.94999694824219,74.8499984741211,74.93000030517578,72.19489288330078,146100,,,,,,,,
2020-01-13,74.98999786376953,76.2699966430664,74.9800033569336,76.20999908447266,73.42816925048828,106800,,,,,,,,
2020-01-14,76.0,76.70999908447266,75.88999938964844,76.33999633789062,73.55343627929688,129200,,,,,,,,
2020-01-15,76.51000213623047,77.75,76.5,77.5999984741211,74.76744842529297,152400,,,,,,,,
2020-01-16,77.88999938964844,78.47000122070312,77.73999786376953,78.36000061035156,75.49968719482422,135800,,,,,,,,
2020-01-17,78.54000091552734,78.70999908447266,77.62999725341797,78.4000015258789,75.53825378417969,118800,,,,,,,,
2020-01-21,78.69999694824219,79.97000122070312,78.37000274658203,79.8499984741211,76.93531036376953,183700,,,,,,,,
2020-01-22,80.5199966430664,81.01000213623047,80.19999694824219,80.5999984741211,77.65792846679688,129400,,,,,,,,
2020-01-23,81.31999969482422,81.9000015258789,81.01000213623047,81.3499984741211,78.38055419921875,202300,,,,,,,,
2020-01-24,81.37999725341797,82.70999908447266,80.94000244140625,81.30999755859375,78.34202575683594,102700,,,,,,,,
2020-01-27,80.72000122070312,81.41999816894531,80.0199966430664,80.5199966430664,77.58086395263672,154900,,,,,,,,
2020-01-28,80.87999725341797,81.31999969482422,79.91999816894531,80.29000091552734,77.35923767089844,151400,,,,,,,,
2020-01-29,80.30000305175781,80.36000061035156,79.4000015258789,80.19000244140625,77.26290893554688,135600,,,,,,,,
2020-01-30,79.69000244140625,81.29000091552734,79.69000244140625,81.25,78.2842025756836,92700,,,,,,,,
2020-01-31,80.83000183105469,81.02999877929688,78.94999694824219,79.26000213623047,76.36685943603516,137300,,,,,,,,
2020-02-03,80.12000274658203,80.6500015258789,79.70999908447266,80.55000305175781,77.60977935791016,123600,,,,,,,,
2020-02-04,80.83000183105469,83.2300033569336,80.83000183105469,83.19999694824219,80.16303253173828,223900,,,,,,,,
2020-02-05,83.87000274658203,86.2699966430664,83.87000274658203,86.23999786376953,83.09207916259766,303600,,,,,,,,
2020-02-06,86.70999908447266,86.76000213623047,85.33000183105469,85.48999786376953,82.36946105957031,205300,,,,,,,,
2020-02-07,85.44000244140625,85.56999969482422,84.22000122070312,84.52999877929688,81.4444808959961,121000,,,,,,,,
2020-02-10,83.8499984741211,84.75,83.62999725341797,84.5,81.41558837890625,83100,,,,,,,,
2020-02-11,84.70999908447266,85.31999969482422,84.0999984741211,84.68000030517578,81.5890121459961,113700,,,,,,,,
2020-02-12,84.26000213623047,85.37000274658203,83.12999725341797,85.31999969482422,82.20565032958984,199800,,,,,,,,
2020-02-13,84.80999755859375,86.54000091552734,84.37000274658203,86.13999938964844,82.99571990966797,107900,,,,,,,,
