date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FMCCT')","('high', 'FMCCT')","('low', 'FMCCT')","('close', 'FMCCT')","('adj_close', 'FMCCT')","('volume', 'FMCCT')","('currency', '')"
2020-01-02,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,200,,,,,,,,
2020-01-03,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,0,,,,,,,,
2020-01-06,20.0,20.0,20.0,20.0,20.0,1200,,,,,,,,
2020-01-07,20.100000381469727,20.799999237060547,20.100000381469727,20.25,20.25,3200,,,,,,,,
2020-01-08,20.25,20.25,20.25,20.25,20.25,0,,,,,,,,
2020-01-09,20.25,20.260000228881836,20.25,20.260000228881836,20.260000228881836,500,,,,,,,,
2020-01-10,20.299999237060547,20.299999237060547,20.299999237060547,20.299999237060547,20.299999237060547,200,,,,,,,,
2020-01-13,20.0,20.299999237060547,19.149999618530273,19.149999618530273,19.149999618530273,500,,,,,,,,
2020-01-14,18.75,18.75,18.75,18.75,18.75,200,,,,,,,,
2020-01-15,19.5,19.5,19.5,19.5,19.5,900,,,,,,,,
2020-01-16,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-17,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-21,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-22,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-23,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-24,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-27,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-01-28,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,300,,,,,,,,
2020-01-29,19.1299991607666,19.1299991607666,18.75,18.75,18.75,3400,,,,,,,,
2020-01-30,18.75,18.850000381469727,18.75,18.850000381469727,18.850000381469727,200,,,,,,,,
2020-01-31,18.75,18.75,18.5,18.719999313354492,18.719999313354492,4800,,,,,,,,
2020-02-03,18.719999313354492,18.719999313354492,18.719999313354492,18.719999313354492,18.719999313354492,0,,,,,,,,
2020-02-04,18.75,18.75,18.75,18.75,18.75,400,,,,,,,,
2020-02-05,18.950000762939453,19.1299991607666,18.950000762939453,19.100000381469727,19.100000381469727,4200,,,,,,,,
2020-02-06,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,2900,,,,,,,,
2020-02-07,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-02-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-02-11,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-02-12,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-02-13,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,1000,,,,,,,,
2020-02-14,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,0,,,,,,,,
2020-02-18,19.600000381469727,19.75,19.600000381469727,19.75,19.75,400,,,,,,,,
2020-02-19,18.780000686645508,19.5,18.780000686645508,19.5,19.5,1200,,,,,,,,
2020-02-20,19.5,19.5,19.5,19.5,19.5,0,,,,,,,,
2020-02-21,19.5,19.5,18.780000686645508,18.780000686645508,18.780000686645508,1800,,,,,,,,
2020-02-24,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,,,,,,,,
2020-02-25,18.850000381469727,18.899999618530273,18.850000381469727,18.899999618530273,18.899999618530273,900,,,,,,,,
2020-02-26,18.899999618530273,18.899999618530273,18.899999618530273,18.899999618530273,18.899999618530273,0,,,,,,,,
2020-02-27,18.780000686645508,18.780000686645508,18.0,18.25,18.25,2900,,,,,,,,
2020-02-28,18.0,18.0,17.75,17.75,17.75,1800,,,,,,,,
2020-03-02,17.950000762939453,17.950000762939453,17.600000381469727,17.600000381469727,17.600000381469727,1200,,,,,,,,
2020-03-03,18.1299991607666,18.200000762939453,18.1299991607666,18.200000762939453,18.200000762939453,10100,,,,,,,,
2020-03-04,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,0,,,,,,,,
2020-03-05,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,0,,,,,,,,
2020-03-06,17.549999237060547,17.549999237060547,17.0,17.0,17.0,1100,,,,,,,,
2020-03-09,17.0,17.0,14.649999618530273,14.649999618530273,14.649999618530273,4600,,,,,,,,
2020-03-10,14.75,14.75,14.6899995803833,14.6899995803833,14.6899995803833,1500,,,,,,,,
2020-03-11,14.649999618530273,14.649999618530273,14.0,14.0,14.0,800,,,,,,,,
2020-03-12,12.449999809265137,12.699999809265137,11.199999809265137,11.3100004196167,11.3100004196167,3400,,,,,,,,
2020-03-13,12.199999809265137,12.210000038146973,11.899999618530273,11.899999618530273,11.899999618530273,14500,,,,,,,,
2020-03-16,11.0,11.0,11.0,11.0,11.0,1400,,,,,,,,
2020-03-17,10.75,11.0,10.75,11.0,11.0,300,,,,,,,,
