date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SION')","('high', 'SION')","('low', 'SION')","('close', 'SION')","('adj_close', 'SION')","('volume', 'SION')","('currency', '')"
2025-02-07,25.0,25.190000534057617,21.100000381469727,25.0,25.0,1890300,,,,,,,,
2025-02-10,23.709999084472656,24.899999618530273,21.84000015258789,22.239999771118164,22.239999771118164,144000,,,,,,,,
2025-02-11,22.469999313354492,23.149999618530273,20.0,20.40999984741211,20.40999984741211,236900,,,,,,,,
2025-02-12,20.059999465942383,21.899999618530273,19.260000228881836,19.860000610351562,19.860000610351562,532100,,,,,,,,
2025-02-13,20.239999771118164,21.040000915527344,19.489999771118164,20.280000686645508,20.280000686645508,144300,,,,,,,,
2025-02-14,21.06999969482422,21.96500015258789,20.0,20.030000686645508,20.030000686645508,149300,,,,,,,,
2025-02-18,20.75,20.75,19.5,20.040000915527344,20.040000915527344,94200,,,,,,,,
2025-02-19,19.739999771118164,20.218000411987305,19.530000686645508,19.979999542236328,19.979999542236328,132800,,,,,,,,
2025-02-20,19.5,20.959999084472656,19.5,20.104999542236328,20.104999542236328,158300,,,,,,,,
2025-02-21,20.040000915527344,20.8799991607666,19.65999984741211,19.760000228881836,19.760000228881836,185500,,,,,,,,
2025-02-24,19.65999984741211,20.364999771118164,19.5,19.704999923706055,19.704999923706055,103800,,,,,,,,
2025-02-25,19.920000076293945,19.93000030517578,15.854999542236328,17.06999969482422,17.06999969482422,246500,,,,,,,,
2025-02-26,16.850000381469727,16.8700008392334,14.149999618530273,15.520000457763672,15.520000457763672,395800,,,,,,,,
2025-02-27,15.5,17.43000030517578,14.5,14.760000228881836,14.760000228881836,232700,,,,,,,,
2025-02-28,14.34000015258789,14.979999542236328,13.204999923706055,13.770000457763672,13.770000457763672,289200,,,,,,,,
2025-03-03,13.5600004196167,16.1200008392334,13.369999885559082,14.40999984741211,14.40999984741211,306200,,,,,,,,
2025-03-04,14.25,15.515000343322754,13.729999542236328,14.800000190734863,14.800000190734863,125300,,,,,,,,
2025-03-05,14.479999542236328,17.125,14.479999542236328,16.479999542236328,16.479999542236328,153000,,,,,,,,
2025-03-06,15.800000190734863,16.71500015258789,15.050000190734863,15.649999618530273,15.649999618530273,333700,,,,,,,,
2025-03-07,15.520000457763672,17.200000762939453,15.265000343322754,16.270000457763672,16.270000457763672,327300,,,,,,,,
2025-03-10,16.600000381469727,17.010000228881836,14.84000015258789,14.899999618530273,14.899999618530273,305100,,,,,,,,
2025-03-11,15.09000015258789,17.229999542236328,14.229000091552734,16.25,16.25,218800,,,,,,,,
