date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SCHW')","('high', 'SCHW')","('low', 'SCHW')","('close', 'SCHW')","('adj_close', 'SCHW')","('volume', 'SCHW')","('currency', '')"
2020-01-02,47.7599983215332,48.380001068115234,47.54999923706055,48.22999954223633,44.36982345581055,5644800,,,,,,,,
2020-01-03,47.439998626708984,47.599998474121094,46.900001525878906,47.0099983215332,43.24745559692383,6698900,,,,,,,,
2020-01-06,46.650001525878906,47.38999938964844,46.59000015258789,47.34000015258789,43.551048278808594,6804300,,,,,,,,
2020-01-07,47.34000015258789,48.0099983215332,47.29999923706055,47.619998931884766,43.80864715576172,9985100,,,,,,,,
2020-01-08,47.470001220703125,48.0,47.38999938964844,47.90999984741211,44.0754280090332,10887000,,,,,,,,
2020-01-09,48.5,48.540000915527344,47.88999938964844,48.11000061035156,44.25942611694336,9749600,,,,,,,,
2020-01-10,48.130001068115234,48.15999984741211,47.619998931884766,47.79999923706055,43.974239349365234,7452900,,,,,,,,
2020-01-13,48.16999816894531,48.25,47.779998779296875,48.02000045776367,44.17662811279297,8906000,,,,,,,,
2020-01-14,48.06999969482422,48.119998931884766,47.540000915527344,47.709999084472656,43.89142990112305,8874500,,,,,,,,
2020-01-15,47.310001373291016,47.650001525878906,46.93000030517578,47.119998931884766,43.34867477416992,7654900,,,,,,,,
2020-01-16,46.9900016784668,49.06999969482422,46.97999954223633,49.0,45.078189849853516,13752200,,,,,,,,
2020-01-17,49.099998474121094,49.2599983215332,48.150001525878906,48.34000015258789,44.47101974487305,10257100,,,,,,,,
2020-01-21,48.040000915527344,48.880001068115234,47.81999969482422,48.45000076293945,44.57221603393555,8849900,,,,,,,,
2020-01-22,48.150001525878906,49.029998779296875,47.86000061035156,48.93000030517578,45.01378631591797,6699600,,,,,,,,
2020-01-23,48.400001525878906,48.65999984741211,47.959999084472656,48.41999816894531,44.544612884521484,8126200,,,,,,,,
2020-01-24,48.38999938964844,48.52000045776367,47.0,47.150001525878906,43.376258850097656,11268100,,,,,,,,
2020-01-27,46.0,46.36000061035156,45.59000015258789,45.7599983215332,42.097503662109375,9537800,,,,,,,,
2020-01-28,46.13999938964844,46.59000015258789,45.810001373291016,46.29999923706055,42.59428405761719,7282900,,,,,,,,
2020-01-29,46.58000183105469,46.720001220703125,45.88999938964844,45.95000076293945,42.272308349609375,5918700,,,,,,,,
2020-01-30,45.400001525878906,47.33000183105469,45.38999938964844,47.189998626708984,43.413055419921875,11536600,,,,,,,,
2020-01-31,46.630001068115234,46.83000183105469,45.470001220703125,45.54999923706055,41.904327392578125,12297200,,,,,,,,
2020-02-03,45.86000061035156,46.90999984741211,45.58000183105469,45.68000030517578,42.02391052246094,10490500,,,,,,,,
2020-02-04,46.65999984741211,47.97999954223633,46.5,47.08000183105469,43.31186294555664,10595100,,,,,,,,
2020-02-05,47.84000015258789,48.349998474121094,47.4900016784668,48.290000915527344,44.42502212524414,9583000,,,,,,,,
2020-02-06,48.63999938964844,48.779998779296875,47.31999969482422,47.83000183105469,44.0018310546875,8767600,,,,,,,,
2020-02-07,47.099998474121094,47.59000015258789,46.91999816894531,47.310001373291016,43.52345657348633,5680200,,,,,,,,
2020-02-10,46.88999938964844,47.20000076293945,46.4900016784668,46.77000045776367,43.02667999267578,6062000,,,,,,,,
2020-02-11,47.029998779296875,47.970001220703125,46.86000061035156,47.66999816894531,43.8546257019043,7082600,,,,,,,,
2020-02-12,48.099998474121094,48.349998474121094,47.59000015258789,47.790000915527344,43.96504211425781,5136400,,,,,,,,
2020-02-13,47.38999938964844,47.599998474121094,47.150001525878906,47.290000915527344,43.66953659057617,5873100,,,,,,,,
2020-02-14,47.119998931884766,47.31999969482422,46.68000030517578,47.22999954223633,43.61412048339844,7106600,,,,,,,,
2020-02-18,47.029998779296875,47.310001373291016,46.20000076293945,46.72999954223633,43.15241241455078,8165700,,,,,,,,
2020-02-19,46.9900016784668,47.849998474121094,46.83000183105469,47.439998626708984,43.80804443359375,6377500,,,,,,,,
2020-02-20,47.34000015258789,49.54999923706055,47.29999923706055,48.58000183105469,44.860774993896484,16198800,,,,,,,,
