date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HCI')","('high', 'HCI')","('low', 'HCI')","('close', 'HCI')","('adj_close', 'HCI')","('volume', 'HCI')","('currency', '')"
2020-01-02,45.90999984741211,46.04999923706055,45.06999969482422,45.290000915527344,39.588260650634766,45300,,,,,,,,
2020-01-03,44.959999084472656,45.95000076293945,44.70000076293945,45.45000076293945,39.72812271118164,46900,,,,,,,,
2020-01-06,45.189998626708984,45.720001220703125,45.18000030517578,45.33000183105469,39.62322235107422,39500,,,,,,,,
2020-01-07,45.20000076293945,45.5099983215332,44.40999984741211,44.59000015258789,38.976383209228516,32700,,,,,,,,
2020-01-08,44.540000915527344,44.869998931884766,43.709999084472656,44.0,38.46066665649414,31800,,,,,,,,
2020-01-09,44.400001525878906,44.400001525878906,43.709999084472656,43.849998474121094,38.32954025268555,29200,,,,,,,,
2020-01-10,43.849998474121094,44.310001373291016,43.119998931884766,43.5,38.02360916137695,31000,,,,,,,,
2020-01-13,43.34000015258789,44.0099983215332,43.34000015258789,43.75,38.24213409423828,23200,,,,,,,,
2020-01-14,44.16999816894531,45.9900016784668,44.130001068115234,45.25,39.55330276489258,53300,,,,,,,,
2020-01-15,45.2599983215332,46.47999954223633,44.86000061035156,45.34000015258789,39.63196563720703,45500,,,,,,,,
2020-01-16,45.56999969482422,46.16999816894531,45.52000045776367,45.970001220703125,40.182655334472656,34900,,,,,,,,
2020-01-17,46.040000915527344,46.810001373291016,45.959999084472656,45.959999084472656,40.17390823364258,33300,,,,,,,,
2020-01-21,45.84000015258789,47.150001525878906,45.65999984741211,46.88999938964844,40.98682403564453,60100,,,,,,,,
2020-01-22,47.119998931884766,47.119998931884766,46.20000076293945,46.220001220703125,40.401180267333984,21300,,,,,,,,
2020-01-23,45.939998626708984,46.540000915527344,45.459999084472656,46.459999084472656,40.6109619140625,39200,,,,,,,,
2020-01-24,46.560001373291016,46.83000183105469,45.56999969482422,45.650001525878906,39.9029426574707,26200,,,,,,,,
2020-01-27,45.2400016784668,45.779998779296875,44.72999954223633,44.88999938964844,39.238609313964844,44000,,,,,,,,
2020-01-28,45.22999954223633,45.720001220703125,44.880001068115234,45.0099983215332,39.343509674072266,23100,,,,,,,,
2020-01-29,45.0099983215332,45.77000045776367,44.20000076293945,44.290000915527344,38.71414566040039,22900,,,,,,,,
2020-01-30,44.11000061035156,44.7599983215332,44.08000183105469,44.63999938964844,39.02008819580078,20600,,,,,,,,
2020-01-31,44.459999084472656,44.779998779296875,44.040000915527344,44.27000045776367,38.69667434692383,33500,,,,,,,,
2020-02-03,44.630001068115234,45.34000015258789,44.369998931884766,44.9900016784668,39.3260383605957,43800,,,,,,,,
2020-02-04,45.349998474121094,45.619998931884766,45.09000015258789,45.38999938964844,39.67567443847656,25900,,,,,,,,
2020-02-05,45.650001525878906,46.40999984741211,45.56999969482422,46.13999938964844,40.331241607666016,27300,,,,,,,,
2020-02-06,46.150001525878906,46.400001525878906,45.88999938964844,46.25,40.42740249633789,25000,,,,,,,,
2020-02-07,46.119998931884766,46.5,45.9900016784668,46.36000061035156,40.52355194091797,42800,,,,,,,,
2020-02-10,46.209999084472656,47.15999984741211,46.08000183105469,46.81999969482422,40.9256477355957,31200,,,,,,,,
2020-02-11,46.91999816894531,47.310001373291016,46.45000076293945,46.709999084472656,40.829498291015625,16600,,,,,,,,
2020-02-12,46.27000045776367,46.27000045776367,45.59000015258789,45.93000030517578,40.14768981933594,32400,,,,,,,,
2020-02-13,45.810001373291016,46.619998931884766,45.630001068115234,46.43000030517578,40.584747314453125,35300,,,,,,,,
2020-02-14,46.5,48.13999938964844,46.5,48.08000183105469,42.027015686035156,42400,,,,,,,,
2020-02-18,47.95000076293945,48.2400016784668,46.63999938964844,46.72999954223633,40.84697723388672,31500,,,,,,,,
2020-02-19,46.810001373291016,47.0,46.5099983215332,46.56999969482422,40.70711135864258,30700,,,,,,,,
2020-02-20,45.880001068115234,46.709999084472656,45.13999938964844,45.720001220703125,40.31036376953125,21900,,,,,,,,
2020-02-21,45.79999923706055,46.18000030517578,45.56999969482422,46.0,40.55723190307617,21600,,,,,,,,
2020-02-24,44.880001068115234,45.790000915527344,44.09000015258789,45.459999084472656,40.08112716674805,16700,,,,,,,,
2020-02-25,45.5099983215332,46.40999984741211,44.5,45.119998931884766,39.781349182128906,20900,,,,,,,,
2020-02-26,45.029998779296875,45.619998931884766,44.220001220703125,44.86000061035156,39.55211639404297,26700,,,,,,,,
2020-02-27,44.209999084472656,44.97999954223633,43.31999969482422,43.630001068115234,38.4676513671875,25200,,,,,,,,
2020-02-28,42.91999816894531,43.0,41.5099983215332,42.52000045776367,37.488983154296875,56600,,,,,,,,
2020-03-02,42.38999938964844,43.060001373291016,42.099998474121094,43.060001373291016,37.965091705322266,35300,,,,,,,,
2020-03-03,43.040000915527344,43.58000183105469,42.279998779296875,42.88999938964844,37.815208435058594,19400,,,,,,,,
2020-03-04,42.88999938964844,44.38999938964844,42.88999938964844,44.349998474121094,39.10245132446289,19000,,,,,,,,
2020-03-05,43.599998474121094,44.97999954223633,42.72999954223633,43.540000915527344,38.388301849365234,37800,,,,,,,,
2020-03-06,41.5,44.72999954223633,40.779998779296875,44.529998779296875,39.261165618896484,47800,,,,,,,,
2020-03-09,42.349998474121094,42.459999084472656,40.45000076293945,41.18000030517578,36.30754852294922,38600,,,,,,,,
2020-03-10,42.20000076293945,43.06999969482422,40.369998931884766,41.40999984741211,36.51032257080078,32800,,,,,,,,
2020-03-11,40.52000045776367,40.709999084472656,38.720001220703125,39.56999969482422,34.88803482055664,73200,,,,,,,,
2020-03-12,36.75,37.91999816894531,35.5,35.810001373291016,31.57293128967285,69500,,,,,,,,
2020-03-13,38.220001220703125,39.2400016784668,36.439998626708984,38.290000915527344,33.75947952270508,57600,,,,,,,,
2020-03-16,38.34000015258789,38.34000015258789,36.27000045776367,36.970001220703125,32.595672607421875,72500,,,,,,,,
2020-03-17,37.36000061035156,39.849998474121094,35.900001525878906,39.75,35.046730041503906,96400,,,,,,,,
2020-03-18,37.5,38.099998474121094,33.0,33.119998931884766,29.20120620727539,99500,,,,,,,,
2020-03-19,33.400001525878906,35.459999084472656,33.36000061035156,34.90999984741211,30.77940559387207,75800,,,,,,,,
2020-03-20,34.970001220703125,37.09000015258789,33.369998931884766,33.79999923706055,29.800743103027344,110200,,,,,,,,
2020-03-23,33.849998474121094,35.540000915527344,31.610000610351562,35.099998474121094,30.946935653686523,71500,,,,,,,,
2020-03-24,36.90999984741211,38.31999969482422,35.5099983215332,37.900001525878906,33.4156379699707,78400,,,,,,,,
2020-03-25,38.099998474121094,39.9900016784668,36.56999969482422,36.880001068115234,32.51631546020508,41600,,,,,,,,
2020-03-26,38.209999084472656,39.2599983215332,37.90999984741211,39.119998931884766,34.49127197265625,41500,,,,,,,,
2020-03-27,37.86000061035156,38.56999969482422,37.189998626708984,37.43000030517578,33.00123977661133,57900,,,,,,,,
2020-03-30,37.29999923706055,39.47999954223633,37.20000076293945,39.13999938964844,34.5089111328125,38800,,,,,,,,
2020-03-31,39.040000915527344,40.59000015258789,38.72999954223633,40.25,35.48758316040039,54100,,,,,,,,
2020-04-01,39.130001068115234,40.20000076293945,38.08000183105469,39.27000045776367,34.62352752685547,71800,,,,,,,,
2020-04-02,39.75,41.040000915527344,37.72999954223633,39.709999084472656,35.01145935058594,35500,,,,,,,,
2020-04-03,39.16999816894531,41.75,38.31999969482422,39.220001220703125,34.579437255859375,28500,,,,,,,,
2020-04-06,40.5099983215332,40.72999954223633,37.95000076293945,38.900001525878906,34.29731369018555,54500,,,,,,,,
2020-04-07,39.790000915527344,40.900001525878906,38.880001068115234,39.5099983215332,34.83513641357422,65000,,,,,,,,
2020-04-08,39.779998779296875,40.439998626708984,38.369998931884766,38.86000061035156,34.26203918457031,62800,,,,,,,,
2020-04-09,39.650001525878906,41.130001068115234,38.61000061035156,41.040000915527344,36.18410110473633,41400,,,,,,,,
2020-04-13,40.61000061035156,40.61000061035156,39.09000015258789,39.90999984741211,35.187808990478516,29700,,,,,,,,
2020-04-14,40.25,40.75,39.2400016784668,40.34000015258789,35.566925048828125,39600,,,,,,,,
2020-04-15,39.400001525878906,40.56999969482422,38.0099983215332,38.43000030517578,33.88291931152344,41900,,,,,,,,
2020-04-16,38.310001373291016,39.619998931884766,38.0,39.540000915527344,34.8615837097168,48100,,,,,,,,
2020-04-17,40.52000045776367,41.709999084472656,40.310001373291016,41.349998474121094,36.45742416381836,50400,,,,,,,,
2020-04-20,40.7400016784668,41.79999923706055,40.720001220703125,41.540000915527344,36.62493133544922,47100,,,,,,,,
2020-04-21,40.380001068115234,41.900001525878906,40.380001068115234,41.58000183105469,36.66020202636719,50900,,,,,,,,
2020-04-22,43.029998779296875,43.029998779296875,41.29999923706055,42.18000030517578,37.18922424316406,74700,,,,,,,,
2020-04-23,42.400001525878906,44.709999084472656,42.400001525878906,43.150001525878906,38.0444450378418,63800,,,,,,,,
2020-04-24,43.689998626708984,43.95000076293945,42.849998474121094,43.09000015258789,37.99155044555664,33100,,,,,,,,
2020-04-27,43.27000045776367,44.22999954223633,43.27000045776367,43.47999954223633,38.33539962768555,34400,,,,,,,,
2020-04-28,44.599998474121094,44.900001525878906,43.970001220703125,44.459999084472656,39.199440002441406,63100,,,,,,,,
2020-04-29,45.63999938964844,45.810001373291016,44.310001373291016,44.650001525878906,39.36697006225586,65900,,,,,,,,
2020-04-30,44.0,44.0,41.279998779296875,41.650001525878906,36.7219352722168,68100,,,,,,,,
2020-05-01,41.06999969482422,42.349998474121094,40.779998779296875,42.0099983215332,37.03932571411133,44200,,,,,,,,
2020-05-04,41.630001068115234,42.439998626708984,41.470001220703125,41.560001373291016,36.642574310302734,82900,,,,,,,,
2020-05-05,42.27000045776367,43.33000183105469,40.4900016784668,40.95000076293945,36.10476303100586,55400,,,,,,,,
2020-05-06,41.150001525878906,42.18000030517578,40.29999923706055,40.65999984741211,35.849063873291016,65200,,,,,,,,
2020-05-07,41.45000076293945,42.439998626708984,41.45000076293945,41.7400016784668,36.80126953125,58900,,,,,,,,
2020-05-08,38.869998931884766,45.25,38.869998931884766,43.2599983215332,38.141422271728516,82400,,,,,,,,
2020-05-11,42.63999938964844,44.380001068115234,42.599998474121094,43.029998779296875,37.93864059448242,69000,,,,,,,,
2020-05-12,43.310001373291016,43.310001373291016,40.86000061035156,41.060001373291016,36.20173645019531,73800,,,,,,,,
2020-05-13,40.630001068115234,41.08000183105469,39.790000915527344,40.7599983215332,35.93722915649414,58100,,,,,,,,
2020-05-14,39.29999923706055,40.22999954223633,38.59000015258789,40.029998779296875,35.64339828491211,68300,,,,,,,,
2020-05-15,40.060001373291016,43.09000015258789,40.060001373291016,42.0099983215332,37.40642166137695,446700,,,,,,,,
2020-05-18,43.290000915527344,44.349998474121094,43.290000915527344,43.9900016784668,39.16944885253906,67200,,,,,,,,
2020-05-19,43.970001220703125,44.91999816894531,43.869998931884766,44.22999954223633,39.383140563964844,57500,,,,,,,,
2020-05-20,44.810001373291016,45.20000076293945,44.47999954223633,44.97999954223633,40.050960540771484,62000,,,,,,,,
2020-05-21,45.150001525878906,46.349998474121094,44.95000076293945,45.720001220703125,40.70987319946289,55200,,,,,,,,
2020-05-22,46.060001373291016,46.060001373291016,44.16999816894531,44.84000015258789,39.92630386352539,46500,,,,,,,,
2020-05-26,46.04999923706055,46.459999084472656,45.36000061035156,45.529998779296875,40.54068374633789,79200,,,,,,,,
2020-05-27,46.439998626708984,46.54999923706055,45.599998474121094,46.369998931884766,41.28863525390625,43100,,,,,,,,
2020-05-28,46.5,46.5,45.400001525878906,45.5,40.513980865478516,67400,,,,,,,,
2020-05-29,45.099998474121094,45.380001068115234,43.72999954223633,44.849998474121094,39.935203552246094,57900,,,,,,,,
2020-06-01,45.0,46.79999923706055,44.95000076293945,45.90999984741211,40.879051208496094,60400,,,,,,,,
2020-06-02,46.43000030517578,46.7400016784668,45.68000030517578,46.2599983215332,41.1906852722168,60000,,,,,,,,
2020-06-03,47.0,47.630001068115234,46.93000030517578,47.40999984741211,42.21467208862305,52600,,,,,,,,
2020-06-04,47.18000030517578,47.7400016784668,46.599998474121094,47.689998626708984,42.4639892578125,31900,,,,,,,,
2020-06-05,48.0,48.97999954223633,47.4900016784668,48.099998474121094,42.82905578613281,49900,,,,,,,,
2020-06-08,48.97999954223633,49.279998779296875,48.25,48.720001220703125,43.38111114501953,41600,,,,,,,,
2020-06-09,48.20000076293945,49.97999954223633,47.540000915527344,48.790000915527344,43.443443298339844,40300,,,,,,,,
2020-06-10,48.79999923706055,48.79999923706055,46.5099983215332,46.83000183105469,41.6982307434082,34400,,,,,,,,
2020-06-11,45.369998931884766,46.0099983215332,44.56999969482422,44.61000061035156,39.721500396728516,35800,,,,,,,,
2020-06-12,46.150001525878906,46.150001525878906,43.61000061035156,44.93000030517578,40.00644302368164,43400,,,,,,,,
2020-06-15,43.779998779296875,45.220001220703125,43.779998779296875,44.4900016784668,39.61465072631836,40900,,,,,,,,
2020-06-16,45.900001525878906,46.08000183105469,44.81999969482422,45.650001525878906,40.647544860839844,32000,,,,,,,,
2020-06-17,45.869998931884766,45.869998931884766,44.459999084472656,44.790000915527344,39.88178253173828,32000,,,,,,,,
2020-06-18,44.7599983215332,44.9900016784668,44.58000183105469,44.65999984741211,39.766021728515625,24600,,,,,,,,
2020-06-19,45.119998931884766,45.119998931884766,43.810001373291016,44.470001220703125,39.59684371948242,73000,,,,,,,,
2020-06-22,44.220001220703125,44.91999816894531,43.970001220703125,44.209999084472656,39.365333557128906,28400,,,,,,,,
2020-06-23,44.29999923706055,44.61000061035156,42.880001068115234,43.060001373291016,38.34135437011719,41500,,,,,,,,
2020-06-24,42.880001068115234,44.810001373291016,42.70000076293945,44.369998931884766,39.50779342651367,84400,,,,,,,,
2020-06-25,44.310001373291016,45.119998931884766,43.900001525878906,44.529998779296875,39.65026092529297,41900,,,,,,,,
2020-06-26,44.2400016784668,44.7599983215332,43.900001525878906,44.349998474121094,39.489990234375,97800,,,,,,,,
2020-06-29,44.529998779296875,46.33000183105469,44.529998779296875,45.380001068115234,40.407127380371094,54300,,,,,,,,
2020-06-30,44.9900016784668,46.18000030517578,44.9900016784668,46.18000030517578,41.11945724487305,62600,,,,,,,,
2020-07-01,46.08000183105469,46.66999816894531,44.779998779296875,45.130001068115234,40.18452453613281,39500,,,,,,,,
2020-07-02,45.79999923706055,46.400001525878906,45.290000915527344,45.40999984741211,40.433837890625,39900,,,,,,,,
2020-07-06,46.33000183105469,46.38999938964844,45.2400016784668,45.439998626708984,40.46055221557617,27900,,,,,,,,
2020-07-07,44.97999954223633,45.34000015258789,43.95000076293945,44.22999954223633,39.383140563964844,52600,,,,,,,,
2020-07-08,44.029998779296875,45.68000030517578,43.33000183105469,43.900001525878906,39.08930969238281,39700,,,,,,,,
2020-07-09,43.689998626708984,44.689998626708984,42.970001220703125,44.33000183105469,39.47218704223633,66200,,,,,,,,
2020-07-10,44.040000915527344,46.209999084472656,43.18000030517578,45.4900016784668,40.505069732666016,70900,,,,,,,,
2020-07-13,46.02000045776367,46.689998626708984,45.470001220703125,45.86000061035156,40.83453369140625,63200,,,,,,,,
2020-07-14,45.95000076293945,47.36000061035156,44.83000183105469,45.630001068115234,40.629737854003906,39000,,,,,,,,
2020-07-15,46.470001220703125,47.029998779296875,45.75,45.75,40.736576080322266,45000,,,,,,,,
2020-07-16,45.81999969482422,46.369998931884766,45.13999938964844,46.209999084472656,41.14616394042969,40600,,,,,,,,
2020-07-17,46.209999084472656,47.779998779296875,45.709999084472656,45.810001373291016,40.79000473022461,33900,,,,,,,,
2020-07-20,45.7599983215332,45.939998626708984,44.75,45.380001068115234,40.407127380371094,23600,,,,,,,,
2020-07-21,45.70000076293945,48.119998931884766,45.61000061035156,47.2400016784668,42.063289642333984,88500,,,,,,,,
2020-07-22,47.060001373291016,47.220001220703125,45.970001220703125,46.47999954223633,41.38658142089844,43800,,,,,,,,
2020-07-23,46.36000061035156,46.47999954223633,44.7400016784668,44.869998931884766,39.9530143737793,34100,,,,,,,,
2020-07-24,44.68000030517578,45.2400016784668,44.22999954223633,44.83000183105469,39.917396545410156,29400,,,,,,,,
2020-07-27,44.650001525878906,45.15999984741211,44.11000061035156,44.38999938964844,39.525611877441406,28200,,,,,,,,
2020-07-28,44.0,45.08000183105469,43.869998931884766,44.43000030517578,39.56122589111328,35600,,,,,,,,
2020-07-29,44.43000030517578,44.849998474121094,44.13999938964844,44.29999923706055,39.445472717285156,38500,,,,,,,,
