date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MNSO')","('high', 'MNSO')","('low', 'MNSO')","('close', 'MNSO')","('adj_close', 'MNSO')","('volume', 'MNSO')","('currency', '')"
2020-10-15,24.399999618530273,24.899999618530273,20.649999618530273,20.8799991607666,18.804365158081055,21708500,,,,,,,,
2020-10-16,22.010000228881836,24.489999771118164,21.780000686645508,23.18000030517578,20.875728607177734,7596000,,,,,,,,
2020-10-19,23.760000228881836,23.889999389648438,20.649999618530273,20.8799991607666,18.804365158081055,4074200,,,,,,,,
2020-10-20,21.600000381469727,22.1200008392334,19.459999084472656,20.0,18.0118465423584,2263600,,,,,,,,
2020-10-21,20.299999237060547,22.5,20.280000686645508,21.049999237060547,18.95746612548828,2718100,,,,,,,,
2020-10-22,21.299999237060547,21.299999237060547,20.010000228881836,20.149999618530273,18.14693260192871,698300,,,,,,,,
2020-10-23,20.299999237060547,20.299999237060547,19.0,19.420000076293945,17.489500045776367,1367500,,,,,,,,
2020-10-26,19.267000198364258,19.270000457763672,18.34000015258789,18.450000762939453,16.615928649902344,1881600,,,,,,,,
2020-10-27,18.450000762939453,19.049999237060547,18.450000762939453,19.040000915527344,17.147275924682617,850000,,,,,,,,
2020-10-28,18.5,19.690000534057617,18.5,19.0,17.111249923706055,1045000,,,,,,,,
2020-10-29,19.06399917602539,19.309999465942383,18.75,19.0,17.111249923706055,893300,,,,,,,,
2020-10-30,18.799999237060547,19.155000686645508,18.799999237060547,19.100000381469727,17.201311111450195,508600,,,,,,,,
2020-11-02,19.0,19.309999465942383,18.700000762939453,19.299999237060547,17.38142967224121,881500,,,,,,,,
2020-11-03,19.049999237060547,20.649999618530273,18.989999771118164,20.239999771118164,18.227985382080078,552300,,,,,,,,
2020-11-04,20.239999771118164,21.200000762939453,19.15999984741211,20.450000762939453,18.417112350463867,882000,,,,,,,,
2020-11-05,20.399999618530273,20.790000915527344,19.94499969482422,20.389999389648438,18.363075256347656,631300,,,,,,,,
2020-11-06,20.149999618530273,20.670000076293945,19.56999969482422,20.450000762939453,18.417112350463867,449100,,,,,,,,
2020-11-09,22.540000915527344,24.790000915527344,21.979999542236328,22.90999984741211,20.632566452026367,3168800,,,,,,,,
2020-11-10,22.739999771118164,22.739999771118164,20.719999313354492,21.06999969482422,18.97547721862793,1491000,,,,,,,,
2020-11-11,21.079999923706055,21.43000030517578,20.56999969482422,20.719999313354492,18.660268783569336,697600,,,,,,,,
2020-11-12,20.719999313354492,21.0,19.90999984741211,20.030000686645508,18.038862228393555,934900,,,,,,,,
2020-11-13,20.290000915527344,20.6299991607666,19.989999771118164,20.110000610351562,18.110910415649414,576200,,,,,,,,
2020-11-16,20.5,20.69499969482422,20.020000457763672,20.459999084472656,18.426115036010742,803200,,,,,,,,
2020-11-17,20.200000762939453,20.325000762939453,19.84000015258789,20.0,18.0118465423584,414700,,,,,,,,
2020-11-18,20.0,20.18000030517578,18.799999237060547,19.950000762939453,17.966814041137695,412900,,,,,,,,
2020-11-19,19.860000610351562,19.889999389648438,18.850000381469727,19.729999542236328,17.7686824798584,405000,,,,,,,,
2020-11-20,19.709999084472656,19.729999542236328,18.940000534057617,19.010000228881836,17.120258331298828,592600,,,,,,,,
2020-11-23,19.149999618530273,19.347000122070312,18.350000381469727,18.3700008392334,16.54387855529785,684400,,,,,,,,
2020-11-24,18.420000076293945,18.420000076293945,17.979999542236328,18.020000457763672,16.228670120239258,1022500,,,,,,,,
2020-11-25,18.079999923706055,20.440000534057617,18.049999237060547,20.0,18.0118465423584,1653200,,,,,,,,
2020-11-27,20.0,20.34000015258789,19.020000457763672,20.100000381469727,18.101903915405273,1114900,,,,,,,,
2020-11-30,20.100000381469727,20.18000030517578,19.110000610351562,19.940000534057617,17.957807540893555,332400,,,,,,,,
2020-12-01,19.940000534057617,20.54400062561035,19.75,20.100000381469727,18.101903915405273,580200,,,,,,,,
2020-12-02,19.979999542236328,19.989999771118164,19.280000686645508,19.700000762939453,17.741670608520508,260100,,,,,,,,
2020-12-03,19.600000381469727,20.200000762939453,19.420000076293945,19.940000534057617,17.957807540893555,387600,,,,,,,,
2020-12-04,20.170000076293945,22.079999923706055,20.15999984741211,21.959999084472656,19.777000427246094,878300,,,,,,,,
2020-12-07,21.770000457763672,22.100000381469727,20.040000915527344,20.299999237060547,18.282020568847656,732400,,,,,,,,
2020-12-08,20.549999237060547,21.75,20.5,20.790000915527344,18.723312377929688,784800,,,,,,,,
2020-12-09,21.030000686645508,21.83300018310547,20.809999465942383,20.93000030517578,18.849393844604492,876500,,,,,,,,
2020-12-10,21.510000228881836,23.190000534057617,21.31999969482422,21.940000534057617,19.758991241455078,1758800,,,,,,,,
2020-12-11,21.799999237060547,23.110000610351562,21.799999237060547,22.84000015258789,20.56952476501465,837000,,,,,,,,
2020-12-14,23.329999923706055,23.350000381469727,21.86400032043457,22.170000076293945,19.96613121032715,894800,,,,,,,,
2020-12-15,22.104000091552734,23.329999923706055,21.219999313354492,23.18000030517578,20.875728607177734,1327200,,,,,,,,
2020-12-16,23.200000762939453,23.989999771118164,22.219999313354492,22.989999771118164,20.704612731933594,1380600,,,,,,,,
2020-12-17,23.5,24.399999618530273,23.43000030517578,24.200000762939453,21.79433250427246,2163000,,,,,,,,
2020-12-18,24.399999618530273,24.690000534057617,23.010000228881836,23.899999618530273,21.524154663085938,2643700,,,,,,,,
2020-12-21,23.989999771118164,28.798999786376953,23.829999923706055,27.850000381469727,25.081491470336914,2623800,,,,,,,,
2020-12-22,27.850000381469727,28.5,26.799999237060547,27.739999771118164,24.982425689697266,1784900,,,,,,,,
2020-12-23,27.5,30.239999771118164,27.3700008392334,29.540000915527344,26.603490829467773,1786400,,,,,,,,
2020-12-24,29.93000030517578,31.600000381469727,29.549999237060547,31.040000915527344,27.954381942749023,1001900,,,,,,,,
2020-12-28,29.59000015258789,29.65999984741211,24.329999923706055,25.6299991607666,23.082176208496094,2710100,,,,,,,,
2020-12-29,26.829999923706055,27.2549991607666,26.0,26.68000030517578,24.027801513671875,937500,,,,,,,,
2020-12-30,26.809999465942383,27.399999618530273,25.639999389648438,26.3700008392334,23.74861717224121,1367900,,,,,,,,
2020-12-31,26.389999389648438,27.3799991607666,26.18000030517578,26.389999389648438,23.76662826538086,679300,,,,,,,,
2021-01-04,26.420000076293945,26.700000762939453,25.222000122070312,25.420000076293945,22.89305305480957,942400,,,,,,,,
2021-01-05,25.420000076293945,26.8799991607666,25.420000076293945,26.739999771118164,24.081832885742188,547500,,,,,,,,
2021-01-06,26.540000915527344,29.25,26.540000915527344,29.0,26.11717414855957,1503000,,,,,,,,
2021-01-07,28.610000610351562,29.5,27.770000457763672,28.5,25.66687774658203,1907700,,,,,,,,
2021-01-08,28.280000686645508,28.645000457763672,27.239999771118164,27.899999618530273,25.126522064208984,893300,,,,,,,,
2021-01-11,27.15999984741211,29.309999465942383,26.25,29.049999237060547,26.162202835083008,1218000,,,,,,,,
