date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SUPV')","('high', 'SUPV')","('low', 'SUPV')","('close', 'SUPV')","('adj_close', 'SUPV')","('volume', 'SUPV')","('currency', '')"
2020-01-02,3.700000047683716,3.869999885559082,3.5399999618530273,3.6600000858306885,3.38399600982666,1323400,,,,,,,,
2020-01-03,3.5799999237060547,3.609999895095825,3.309999942779541,3.5,3.2360615730285645,1219500,,,,,,,,
2020-01-06,3.450000047683716,3.630000114440918,3.3970000743865967,3.5899999141693115,3.319274663925171,681900,,,,,,,,
2020-01-07,3.5999999046325684,3.630000114440918,3.380000114440918,3.4200000762939453,3.1620945930480957,1435000,,,,,,,,
2020-01-08,3.4000000953674316,3.5,3.2200000286102295,3.380000114440918,3.1251111030578613,988500,,,,,,,,
2020-01-09,3.4000000953674316,3.640000104904175,3.369999885559082,3.5999999046325684,3.3285202980041504,1237000,,,,,,,,
2020-01-10,3.680000066757202,3.759999990463257,3.5299999713897705,3.5799999237060547,3.310028553009033,1035100,,,,,,,,
2020-01-13,3.569999933242798,3.700000047683716,3.4100000858306885,3.4100000858306885,3.152848720550537,1014900,,,,,,,,
2020-01-14,3.390000104904175,3.4000000953674316,3.2799999713897705,3.3299999237060547,3.0788815021514893,1216300,,,,,,,,
2020-01-15,3.3299999237060547,3.390000104904175,3.1500000953674316,3.1600000858306885,2.921701431274414,853300,,,,,,,,
2020-01-16,3.1600000858306885,3.4000000953674316,3.1600000858306885,3.2699999809265137,3.0234060287475586,1311000,,,,,,,,
2020-01-17,3.2899999618530273,3.4000000953674316,3.2699999809265137,3.359999895095825,3.106619358062744,1103600,,,,,,,,
2020-01-21,3.369999885559082,3.380000114440918,3.130000114440918,3.140000104904175,2.9032094478607178,1036800,,,,,,,,
2020-01-22,3.1500000953674316,3.240000009536743,3.0950000286102295,3.180000066757202,2.9401934146881104,885300,,,,,,,,
2020-01-23,3.1500000953674316,3.200000047683716,3.059999942779541,3.0799999237060547,2.847734212875366,465300,,,,,,,,
2020-01-24,3.069999933242798,3.130000114440918,2.9700000286102295,2.9800000190734863,2.755275249481201,1436300,,,,,,,,
2020-01-27,2.9200000762939453,2.930000066757202,2.799999952316284,2.869999885559082,2.6535704135894775,1766900,,,,,,,,
2020-01-28,2.880000114440918,3.0399999618530273,2.880000114440918,3.009999990463257,2.783012866973877,974700,,,,,,,,
2020-01-29,3.0299999713897705,3.140000104904175,2.9600000381469727,2.9700000286102295,2.7460293769836426,954000,,,,,,,,
2020-01-30,2.9000000953674316,3.015000104904175,2.9000000953674316,3.0,2.7737672328948975,813600,,,,,,,,
2020-01-31,2.9700000286102295,3.009999990463257,2.8299999237060547,2.890000104904175,2.672062397003174,1385000,,,,,,,,
2020-02-03,2.940000057220459,3.190000057220459,2.9100000858306885,3.130000114440918,2.8939638137817383,1126100,,,,,,,,
2020-02-04,3.3299999237060547,3.390000104904175,2.9700000286102295,3.049999952316284,2.8199965953826904,1474300,,,,,,,,
2020-02-05,3.109999895095825,3.200000047683716,3.0399999618530273,3.1500000953674316,2.9124557971954346,521600,,,,,,,,
2020-02-06,3.180000066757202,3.2300000190734863,3.069999933242798,3.140000104904175,2.9032094478607178,491500,,,,,,,,
2020-02-07,3.180000066757202,3.25,3.0999999046325684,3.1500000953674316,2.9124557971954346,623300,,,,,,,,
2020-02-10,3.1500000953674316,3.190000057220459,3.069999933242798,3.0999999046325684,2.8662257194519043,354100,,,,,,,,
2020-02-11,3.0799999237060547,3.0999999046325684,2.940000057220459,2.990000009536743,2.764521360397339,723200,,,,,,,,
2020-02-12,2.990000009536743,3.059999942779541,2.9800000190734863,3.0,2.7737672328948975,604600,,,,,,,,
2020-02-13,2.940000057220459,2.9600000381469727,2.7699999809265137,2.859999895095825,2.64432430267334,943300,,,,,,,,
2020-02-14,2.8399999141693115,2.940000057220459,2.8299999237060547,2.869999885559082,2.6535704135894775,520000,,,,,,,,
2020-02-18,2.9000000953674316,2.950000047683716,2.799999952316284,2.890000104904175,2.672062397003174,398600,,,,,,,,
2020-02-19,2.869999885559082,3.0299999713897705,2.8499999046325684,3.0,2.7737672328948975,821400,,,,,,,,
2020-02-20,3.049999952316284,3.1700000762939453,2.8299999237060547,3.0799999237060547,2.847734212875366,1223700,,,,,,,,
2020-02-21,3.119999885559082,3.1570000648498535,3.015000104904175,3.0799999237060547,2.847734212875366,753400,,,,,,,,
2020-02-24,2.9600000381469727,3.049999952316284,2.799999952316284,2.9100000858306885,2.690554141998291,1027800,,,,,,,,
2020-02-25,2.890000104904175,2.9700000286102295,2.7699999809265137,2.799999952316284,2.5888493061065674,701200,,,,,,,,
2020-02-26,2.799999952316284,2.9200000762939453,2.7799999713897705,2.859999895095825,2.64432430267334,623300,,,,,,,,
2020-02-27,2.819999933242798,2.8499999046325684,2.5999999046325684,2.680000066757202,2.477898597717285,1056500,,,,,,,,
2020-02-28,2.630000114440918,2.75,2.569999933242798,2.680000066757202,2.477898597717285,894600,,,,,,,,
2020-03-02,2.740000009536743,2.799999952316284,2.5899999141693115,2.7799999713897705,2.57035756111145,1058400,,,,,,,,
2020-03-03,2.819999933242798,2.8949999809265137,2.6500000953674316,2.680000066757202,2.477898597717285,893100,,,,,,,,
2020-03-04,2.7899999618530273,2.805000066757202,2.700000047683716,2.759999990463257,2.551865816116333,413600,,,,,,,,
2020-03-05,2.7699999809265137,2.7699999809265137,2.680000066757202,2.7300000190734863,2.524127721786499,345500,,,,,,,,
2020-03-06,2.619999885559082,2.7200000286102295,2.559999942779541,2.559999942779541,2.366947889328003,516300,,,,,,,,
2020-03-09,2.4600000381469727,2.4700000286102295,2.069999933242798,2.0799999237060547,1.9231451749801636,1156300,,,,,,,,
2020-03-10,2.180000066757202,2.319999933242798,2.130000114440918,2.319999933242798,2.1450464725494385,920200,,,,,,,,
2020-03-11,2.2699999809265137,2.309999942779541,1.940000057220459,1.9700000286102295,1.82144033908844,1083200,,,,,,,,
2020-03-12,1.9700000286102295,1.9900000095367432,1.4500000476837158,1.4700000286102295,1.359145998954773,2518400,,,,,,,,
2020-03-13,1.659999966621399,1.7699999809265137,1.4800000190734863,1.690000057220459,1.5625555515289307,1425000,,,,,,,,
2020-03-16,1.350000023841858,1.6699999570846558,1.350000023841858,1.4199999570846558,1.3129162788391113,960600,,,,,,,,
2020-03-17,1.440000057220459,1.6100000143051147,1.3300000429153442,1.5700000524520874,1.4516047239303589,862100,,,,,,,,
2020-03-18,1.4700000286102295,1.5099999904632568,1.3300000429153442,1.440000057220459,1.331408143043518,903500,,,,,,,,
2020-03-19,1.5199999809265137,1.5399999618530273,1.3300000429153442,1.4800000190734863,1.3683918714523315,752600,,,,,,,,
2020-03-20,1.5099999904632568,1.7489999532699585,1.4500000476837158,1.4600000381469727,1.3498998880386353,1103300,,,,,,,,
2020-03-23,1.5,1.5,1.2799999713897705,1.409999966621399,1.3036705255508423,616900,,,,,,,,
2020-03-24,1.5199999809265137,1.6699999570846558,1.4900000095367432,1.590000033378601,1.4700967073440552,723400,,,,,,,,
2020-03-25,1.5199999809265137,1.8799999952316284,1.5199999809265137,1.840000033378601,1.7012438774108887,606100,,,,,,,,
2020-03-26,1.9199999570846558,1.9900000095367432,1.7400000095367432,1.8200000524520874,1.6827518939971924,561600,,,,,,,,
2020-03-27,1.659999966621399,1.7599999904632568,1.590000033378601,1.600000023841858,1.4793424606323242,349200,,,,,,,,
2020-03-30,1.5700000524520874,1.6399999856948853,1.5499999523162842,1.5499999523162842,1.4331128597259521,245600,,,,,,,,
2020-03-31,1.5700000524520874,1.7050000429153442,1.5199999809265137,1.559999942779541,1.4423588514328003,761700,,,,,,,,
2020-04-01,1.5099999904632568,1.6399999856948853,1.4500000476837158,1.6100000143051147,1.4885882139205933,459000,,,,,,,,
2020-04-02,1.659999966621399,1.7200000286102295,1.5399999618530273,1.7100000381469727,1.5810472965240479,358900,,,,,,,,
2020-04-03,1.7000000476837158,1.7300000190734863,1.600000023841858,1.7100000381469727,1.5810472965240479,315700,,,,,,,,
2020-04-06,1.7100000381469727,1.850000023841858,1.559999942779541,1.6399999856948853,1.5163259506225586,648100,,,,,,,,
2020-04-07,1.7599999904632568,1.7599999904632568,1.5,1.5499999523162842,1.4331128597259521,902800,,,,,,,,
2020-04-08,1.6200000047683716,1.7000000476837158,1.5399999618530273,1.659999966621399,1.5348178148269653,530000,,,,,,,,
2020-04-09,1.7000000476837158,1.784999966621399,1.6200000047683716,1.6200000047683716,1.4978342056274414,392900,,,,,,,,
2020-04-13,1.6299999952316284,1.6699999570846558,1.5099999904632568,1.590000033378601,1.4700967073440552,324800,,,,,,,,
2020-04-14,1.6100000143051147,1.6699999570846558,1.524999976158142,1.6200000047683716,1.4978342056274414,819200,,,,,,,,
2020-04-15,1.5499999523162842,1.7400000095367432,1.5199999809265137,1.7100000381469727,1.5810472965240479,698500,,,,,,,,
2020-04-16,1.7300000190734863,1.7300000190734863,1.600000023841858,1.7100000381469727,1.5810472965240479,274600,,,,,,,,
2020-04-17,1.7599999904632568,1.7899999618530273,1.659999966621399,1.7000000476837158,1.5718013048171997,539700,,,,,,,,
2020-04-20,1.659999966621399,1.7799999713897705,1.6200000047683716,1.75,1.6180307865142822,419500,,,,,,,,
2020-04-21,1.7000000476837158,1.7699999809265137,1.6299999952316284,1.6699999570846558,1.544063687324524,201700,,,,,,,,
2020-04-22,1.6699999570846558,1.7120000123977661,1.5399999618530273,1.559999942779541,1.4423588514328003,394700,,,,,,,,
2020-04-23,1.5700000524520874,1.7000000476837158,1.5,1.5199999809265137,1.4053752422332764,330300,,,,,,,,
2020-04-24,1.5199999809265137,1.5399999618530273,1.4160000085830688,1.434999942779541,1.3267852067947388,407300,,,,,,,,
2020-04-27,1.4800000190734863,1.5399999618530273,1.350000023841858,1.4199999570846558,1.3129162788391113,540400,,,,,,,,
2020-04-28,1.4500000476837158,1.6699999570846558,1.4500000476837158,1.600000023841858,1.4793424606323242,1265800,,,,,,,,
2020-04-29,1.75,1.840000033378601,1.6699999570846558,1.7799999713897705,1.6457685232162476,778400,,,,,,,,
2020-04-30,1.809999942779541,1.840000033378601,1.600000023841858,1.690000057220459,1.5625555515289307,449200,,,,,,,,
2020-05-01,1.6200000047683716,1.6369999647140503,1.5180000066757202,1.5399999618530273,1.423867106437683,441200,,,,,,,,
2020-05-04,1.5199999809265137,1.649999976158142,1.5199999809265137,1.6299999952316284,1.5070799589157104,389600,,,,,,,,
2020-05-05,1.6699999570846558,1.7799999713897705,1.5700000524520874,1.600000023841858,1.4793424606323242,290100,,,,,,,,
2020-05-06,1.6699999570846558,1.7000000476837158,1.5299999713897705,1.649999976158142,1.5255719423294067,363200,,,,,,,,
2020-05-07,1.7000000476837158,1.9299999475479126,1.6100000143051147,1.8700000047683716,1.728981614112854,1230600,,,,,,,,
2020-05-08,1.9900000095367432,2.0,1.7899999618530273,1.8200000524520874,1.6827518939971924,1206800,,,,,,,,
2020-05-11,1.7999999523162842,2.1500000953674316,1.6699999570846558,2.119999885559082,1.960128664970398,776100,,,,,,,,
2020-05-12,2.069999933242798,2.315000057220459,2.049999952316284,2.069999933242798,1.9138991832733154,1177100,,,,,,,,
2020-05-13,2.0999999046325684,2.0999999046325684,1.809999942779541,1.9299999475479126,1.7844568490982056,374100,,,,,,,,
2020-05-14,1.8799999952316284,2.059999942779541,1.809000015258789,1.9900000095367432,1.8399320840835571,402100,,,,,,,,
2020-05-15,1.9700000286102295,2.0999999046325684,1.899999976158142,1.9500000476837158,1.8029487133026123,671600,,,,,,,,
2020-05-18,2.0399999618530273,2.0989999771118164,2.0,2.0899999141693115,1.9323909282684326,525500,,,,,,,,
2020-05-19,2.0999999046325684,2.0999999046325684,1.9800000190734863,2.0199999809265137,1.867669701576233,243200,,,,,,,,
2020-05-20,2.0,2.190000057220459,2.0,2.1600000858306885,1.997112512588501,493100,,,,,,,,
2020-05-21,2.190000057220459,2.3399999141693115,2.1549999713897705,2.259999990463257,2.089571475982666,672200,,,,,,,,
2020-05-22,2.25,2.4200000762939453,2.130000114440918,2.4200000762939453,2.2375054359436035,886600,,,,,,,,
2020-05-26,2.5,2.6459999084472656,2.359999895095825,2.380000114440918,2.2005221843719482,823900,,,,,,,,
2020-05-27,2.4000000953674316,2.4700000286102295,2.200000047683716,2.359999895095825,2.2174346446990967,343100,,,,,,,,
2020-05-28,2.309999942779541,2.3519999980926514,2.0999999046325684,2.1500000953674316,2.020120620727539,469000,,,,,,,,
2020-05-29,2.1600000858306885,2.299999952316284,1.9299999475479126,1.9700000286102295,1.8509942293167114,942300,,,,,,,,
2020-06-01,1.9700000286102295,2.380000114440918,1.9700000286102295,2.1500000953674316,2.020120620727539,909900,,,,,,,,
2020-06-02,2.2799999713897705,2.450000047683716,2.200000047683716,2.369999885559082,2.226830244064331,1967100,,,,,,,,
