date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JOYY')","('high', 'JOYY')","('low', 'JOYY')","('close', 'JOYY')","('adj_close', 'JOYY')","('volume', 'JOYY')","('currency', '')"
2020-01-02,53.7400016784668,59.099998474121094,53.560001373291016,58.81999969482422,48.14876174926758,2400800,,,,,,,,
2020-01-03,56.90999984741211,59.709999084472656,56.619998931884766,57.63999938964844,47.1828498840332,1237500,,,,,,,,
2020-01-06,57.0,59.38999938964844,56.599998474121094,58.45000076293945,47.84589385986328,939200,,,,,,,,
2020-01-07,58.529998779296875,60.18000030517578,58.099998474121094,59.790000915527344,48.942787170410156,1226200,,,,,,,,
2020-01-08,59.0,62.029998779296875,58.81999969482422,61.66999816894531,50.48170471191406,1315300,,,,,,,,
2020-01-09,62.2400016784668,64.87000274658203,62.20000076293945,64.37999725341797,52.7000617980957,1894800,,,,,,,,
2020-01-10,65.06999969482422,65.55000305175781,63.779998779296875,65.48999786376953,53.608680725097656,1479000,,,,,,,,
2020-01-13,66.13999938964844,68.54000091552734,65.83000183105469,66.6500015258789,54.5582389831543,2001300,,,,,,,,
2020-01-14,66.11000061035156,67.43000030517578,65.55000305175781,66.83000183105469,54.70558547973633,1082300,,,,,,,,
2020-01-15,66.63999938964844,67.19999694824219,65.6500015258789,66.44999694824219,54.3945198059082,698400,,,,,,,,
2020-01-16,67.04000091552734,67.11000061035156,65.12000274658203,66.13999938964844,54.14076232910156,915000,,,,,,,,
2020-01-17,65.83000183105469,66.13999938964844,64.7699966430664,66.08999633789062,54.09982681274414,1112900,,,,,,,,
2020-01-21,64.73999786376953,65.08000183105469,63.40999984741211,65.02999877929688,53.232139587402344,1059000,,,,,,,,
2020-01-22,65.52999877929688,65.52999877929688,62.959999084472656,63.349998474121094,51.85692596435547,944800,,,,,,,,
2020-01-23,62.29999923706055,62.439998626708984,60.56999969482422,61.630001068115234,50.448974609375,1416100,,,,,,,,
2020-01-24,61.779998779296875,61.779998779296875,58.939998626708984,59.290000915527344,48.53349304199219,783400,,,,,,,,
2020-01-27,56.91999816894531,59.13999938964844,56.08000183105469,58.310001373291016,47.73129653930664,817900,,,,,,,,
2020-01-28,59.060001373291016,60.220001220703125,57.689998626708984,60.02000045776367,49.13106155395508,921000,,,,,,,,
2020-01-29,59.68000030517578,62.79999923706055,59.68000030517578,62.4900016784668,51.15294647216797,1036500,,,,,,,,
2020-01-30,60.90999984741211,62.619998931884766,60.220001220703125,62.36000061035156,51.04653549194336,1224400,,,,,,,,
2020-01-31,61.970001220703125,62.08000183105469,60.22999954223633,60.529998779296875,49.54853439331055,1030700,,,,,,,,
2020-02-03,60.86000061035156,61.939998626708984,60.61000061035156,61.65999984741211,50.47352600097656,602600,,,,,,,,
2020-02-04,63.38999938964844,64.94999694824219,62.709999084472656,64.22000122070312,52.56909942626953,1318200,,,,,,,,
2020-02-05,65.19000244140625,65.51000213623047,63.939998626708984,64.18000030517578,52.536346435546875,741600,,,,,,,,
2020-02-06,64.80999755859375,65.12999725341797,63.810001373291016,64.16999816894531,52.52815246582031,430300,,,,,,,,
2020-02-07,64.36000061035156,64.36000061035156,62.630001068115234,63.220001220703125,51.75051498413086,347700,,,,,,,,
2020-02-10,63.0,64.16999816894531,62.959999084472656,64.1500015258789,52.51179122924805,355600,,,,,,,,
2020-02-11,64.25,66.47000122070312,64.25,64.47000122070312,52.77373504638672,814900,,,,,,,,
2020-02-12,65.30999755859375,66.6500015258789,65.23999786376953,65.69000244140625,53.77240753173828,854900,,,,,,,,
2020-02-13,64.37000274658203,64.80999755859375,62.75,64.13999938964844,52.503604888916016,758100,,,,,,,,
2020-02-14,64.0,64.0,62.5099983215332,62.65999984741211,51.29210662841797,588500,,,,,,,,
2020-02-18,62.29999923706055,62.29999923706055,60.34000015258789,61.130001068115234,50.0396842956543,850200,,,,,,,,
2020-02-19,61.400001525878906,62.470001220703125,61.0,61.599998474121094,50.424415588378906,959400,,,,,,,,
2020-02-20,61.59000015258789,62.310001373291016,60.7400016784668,61.2400016784668,50.129730224609375,459400,,,,,,,,
2020-02-21,60.349998474121094,60.599998474121094,57.5099983215332,58.849998474121094,48.17332458496094,1414300,,,,,,,,
