date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TCMEF')","('high', 'TCMEF')","('low', 'TCMEF')","('close', 'TCMEF')","('adj_close', 'TCMEF')","('volume', 'TCMEF')","('currency', '')"
2025-11-07,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,6300,,,,,,,,
2025-11-10,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-11,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-12,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-13,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-14,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-17,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-18,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-19,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-20,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-21,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-24,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-25,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-26,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-11-28,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-01,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-02,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-03,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-04,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-05,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-08,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-09,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-10,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-11,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-12,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-15,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-16,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-17,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-18,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-19,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-22,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-23,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-24,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-26,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-29,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
2025-12-30,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,10.632789611816406,0,,,,,,,,
,TCMEF,TCMEF,TCMEF,TCMEF,TCMEF,TCMEF,,,,,,,,
