date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ENSG')","('high', 'ENSG')","('low', 'ENSG')","('close', 'ENSG')","('adj_close', 'ENSG')","('volume', 'ENSG')","('currency', '')"
2020-01-02,45.2599983215332,45.90999984741211,44.13999938964844,45.0099983215332,44.33525848388672,186500,,,,,,,,
2020-01-03,44.459999084472656,45.400001525878906,44.040000915527344,45.310001373291016,44.63075256347656,277900,,,,,,,,
2020-01-06,44.959999084472656,45.97999954223633,44.75,45.72999954223633,45.04447555541992,249000,,,,,,,,
2020-01-07,45.7599983215332,45.7599983215332,44.88999938964844,45.47999954223633,44.798213958740234,195300,,,,,,,,
2020-01-08,45.58000183105469,46.59000015258789,45.58000183105469,46.33000183105469,45.63547134399414,286700,,,,,,,,
2020-01-09,46.529998779296875,47.11000061035156,46.209999084472656,46.93000030517578,46.226478576660156,211300,,,,,,,,
2020-01-10,47.060001373291016,47.119998931884766,46.40999984741211,46.81999969482422,46.11811065673828,231400,,,,,,,,
2020-01-13,46.97999954223633,47.38999938964844,46.61000061035156,47.29999923706055,46.59092712402344,198700,,,,,,,,
2020-01-14,47.119998931884766,47.25,46.459999084472656,46.650001525878906,45.9506721496582,252400,,,,,,,,
2020-01-15,46.79999923706055,47.349998474121094,46.70000076293945,47.09000015258789,46.38406753540039,204500,,,,,,,,
2020-01-16,47.25,47.84000015258789,47.0,47.790000915527344,47.073577880859375,186300,,,,,,,,
2020-01-17,48.09000015258789,48.09000015258789,47.11000061035156,47.529998779296875,46.817481994628906,150700,,,,,,,,
2020-01-21,47.290000915527344,47.560001373291016,46.900001525878906,47.220001220703125,46.512123107910156,218100,,,,,,,,
2020-01-22,47.38999938964844,47.560001373291016,46.599998474121094,47.529998779296875,46.817481994628906,140100,,,,,,,,
2020-01-23,47.369998931884766,47.369998931884766,45.38999938964844,45.91999816894531,45.23161315917969,383100,,,,,,,,
2020-01-24,46.04999923706055,46.16999816894531,44.7599983215332,44.869998931884766,44.197349548339844,222200,,,,,,,,
2020-01-27,44.369998931884766,45.099998474121094,44.20000076293945,44.810001373291016,44.138240814208984,205400,,,,,,,,
2020-01-28,45.130001068115234,45.93000030517578,45.060001373291016,45.779998779296875,45.09370803833008,184100,,,,,,,,
2020-01-29,45.7400016784668,46.880001068115234,45.689998626708984,45.97999954223633,45.29071044921875,186700,,,,,,,,
2020-01-30,45.54999923706055,46.810001373291016,45.54999923706055,46.33000183105469,45.63547134399414,221000,,,,,,,,
2020-01-31,46.16999816894531,46.63999938964844,45.029998779296875,45.20000076293945,44.522403717041016,203500,,,,,,,,
2020-02-03,45.470001220703125,45.90999984741211,45.380001068115234,45.810001373291016,45.12326431274414,209900,,,,,,,,
2020-02-04,46.43000030517578,46.970001220703125,46.22999954223633,46.75,46.04917526245117,217900,,,,,,,,
2020-02-05,47.130001068115234,48.310001373291016,46.959999084472656,47.900001525878906,47.18193435668945,231800,,,,,,,,
2020-02-06,49.5,53.099998474121094,49.5,52.15999984741211,51.37807083129883,619600,,,,,,,,
2020-02-07,52.33000183105469,53.22999954223633,51.56999969482422,53.029998779296875,52.23501968383789,455000,,,,,,,,
2020-02-10,53.02000045776367,53.34000015258789,52.529998779296875,53.27000045776367,52.47142791748047,321800,,,,,,,,
2020-02-11,53.34000015258789,53.470001220703125,52.43000030517578,52.68000030517578,51.89027404785156,252800,,,,,,,,
