date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RHI')","('high', 'RHI')","('low', 'RHI')","('close', 'RHI')","('adj_close', 'RHI')","('volume', 'RHI')","('currency', '')"
2020-01-02,63.45000076293945,63.75,62.810001373291016,63.75,53.490943908691406,864800,,,,,,,,
2020-01-03,62.599998474121094,63.36000061035156,62.54999923706055,63.310001373291016,53.12175369262695,1667700,,,,,,,,
2020-01-06,62.77000045776367,63.09000015258789,62.5099983215332,62.810001373291016,52.70221710205078,991300,,,,,,,,
2020-01-07,63.0099983215332,63.18000030517578,62.47999954223633,62.849998474121094,52.73575973510742,1239700,,,,,,,,
2020-01-08,62.880001068115234,63.459999084472656,62.77000045776367,62.91999816894531,52.79450988769531,1025200,,,,,,,,
2020-01-09,63.27000045776367,63.70000076293945,62.959999084472656,63.560001373291016,53.33152389526367,917900,,,,,,,,
2020-01-10,63.5,63.7400016784668,62.849998474121094,63.08000183105469,52.928768157958984,698100,,,,,,,,
2020-01-13,63.18000030517578,63.2599983215332,62.33000183105469,62.47999954223633,52.425315856933594,1121600,,,,,,,,
2020-01-14,62.31999969482422,62.95000076293945,62.31999969482422,62.61000061035156,52.53439712524414,1108500,,,,,,,,
2020-01-15,62.439998626708984,63.25,62.310001373291016,63.02000045776367,52.878421783447266,773600,,,,,,,,
2020-01-16,63.27000045776367,63.77000045776367,63.209999084472656,63.47999954223633,53.264400482177734,1676800,,,,,,,,
2020-01-17,63.75,63.84000015258789,63.060001373291016,63.34000015258789,53.14692687988281,874600,,,,,,,,
2020-01-21,63.0,63.18000030517578,62.380001068115234,62.58000183105469,52.50923538208008,885700,,,,,,,,
2020-01-22,62.849998474121094,62.97999954223633,62.08000183105469,62.31999969482422,52.291072845458984,627500,,,,,,,,
2020-01-23,61.97999954223633,62.75,61.33000183105469,62.540000915527344,52.47566604614258,783700,,,,,,,,
2020-01-24,62.52000045776367,62.540000915527344,61.40999984741211,61.95000076293945,51.98060607910156,616700,,,,,,,,
2020-01-27,60.83000183105469,61.45000076293945,60.5099983215332,61.18000030517578,51.33452606201172,984300,,,,,,,,
2020-01-28,61.4900016784668,61.4900016784668,60.650001525878906,61.04999923706055,51.22544479370117,1044000,,,,,,,,
2020-01-29,61.349998474121094,61.65999984741211,61.04999923706055,61.04999923706055,51.22544479370117,779100,,,,,,,,
2020-01-30,60.689998626708984,60.7599983215332,59.790000915527344,60.630001068115234,50.87303161621094,1384400,,,,,,,,
2020-01-31,60.869998931884766,62.43000030517578,57.95000076293945,58.16999816894531,48.80891418457031,1891000,,,,,,,,
2020-02-03,58.380001068115234,59.189998626708984,58.150001525878906,58.220001220703125,48.85086441040039,1172300,,,,,,,,
2020-02-04,59.220001220703125,59.5099983215332,58.709999084472656,59.380001068115234,49.824188232421875,1006100,,,,,,,,
2020-02-05,60.150001525878906,61.349998474121094,60.11000061035156,61.130001068115234,51.292572021484375,1030200,,,,,,,,
2020-02-06,61.279998779296875,61.349998474121094,60.040000915527344,60.06999969482422,50.403160095214844,898200,,,,,,,,
2020-02-07,59.58000183105469,59.810001373291016,59.09000015258789,59.22999954223633,49.69832229614258,559400,,,,,,,,
2020-02-10,59.02000045776367,59.45000076293945,58.7599983215332,59.380001068115234,49.824188232421875,606600,,,,,,,,
2020-02-11,59.779998779296875,60.41999816894531,59.779998779296875,60.02000045776367,50.361202239990234,413900,,,,,,,,
2020-02-12,60.18000030517578,61.33000183105469,60.18000030517578,61.119998931884766,51.284175872802734,561800,,,,,,,,
2020-02-13,61.16999816894531,61.16999816894531,60.290000915527344,60.400001525878906,50.6800537109375,531500,,,,,,,,
2020-02-14,60.31999969482422,60.810001373291016,60.040000915527344,60.20000076293945,50.51222610473633,431700,,,,,,,,
2020-02-18,59.90999984741211,59.93000030517578,58.970001220703125,59.380001068115234,49.824188232421875,642600,,,,,,,,
2020-02-19,59.43000030517578,59.83000183105469,59.0,59.5,49.92486572265625,771600,,,,,,,,
2020-02-20,59.18000030517578,59.900001525878906,58.93000030517578,59.2599983215332,49.72349166870117,699400,,,,,,,,
2020-02-21,58.84000015258789,59.61000061035156,58.439998626708984,59.209999084472656,49.68156051635742,980300,,,,,,,,
2020-02-24,57.11000061035156,57.29999923706055,56.31999969482422,56.66999816894531,47.82492446899414,1311200,,,,,,,,
2020-02-25,56.52000045776367,56.88999938964844,53.380001068115234,53.459999084472656,45.115943908691406,1060000,,,,,,,,
2020-02-26,53.88999938964844,54.310001373291016,52.25,52.2599983215332,44.10323715209961,1274000,,,,,,,,
2020-02-27,51.16999816894531,52.529998779296875,50.25,50.7599983215332,42.83735275268555,1309700,,,,,,,,
2020-02-28,48.88999938964844,50.5,48.7400016784668,50.40999984741211,42.5419921875,2499500,,,,,,,,
2020-03-02,50.709999084472656,51.06999969482422,49.060001373291016,51.06999969482422,43.09898376464844,1438800,,,,,,,,
2020-03-03,50.91999816894531,51.810001373291016,48.119998931884766,48.439998626708984,40.879459381103516,1560700,,,,,,,,
2020-03-04,49.279998779296875,50.33000183105469,48.130001068115234,50.18000030517578,42.34788131713867,1544700,,,,,,,,
2020-03-05,48.58000183105469,49.529998779296875,47.400001525878906,47.689998626708984,40.246524810791016,1286500,,,,,,,,
2020-03-06,46.27000045776367,49.13999938964844,46.11000061035156,49.060001373291016,41.40269088745117,2087200,,,,,,,,
2020-03-09,45.84000015258789,47.630001068115234,44.099998474121094,44.66999816894531,37.69788360595703,2005500,,,,,,,,
2020-03-10,46.279998779296875,48.130001068115234,43.83000183105469,48.099998474121094,40.592529296875,1695900,,,,,,,,
2020-03-11,46.59000015258789,47.11000061035156,45.90999984741211,46.5099983215332,39.250701904296875,1937800,,,,,,,,
2020-03-12,43.7599983215332,46.02000045776367,42.869998931884766,43.560001373291016,36.761138916015625,1798800,,,,,,,,
2020-03-13,45.95000076293945,47.279998779296875,44.209999084472656,47.22999954223633,39.858314514160156,1719400,,,,,,,,
2020-03-16,41.84000015258789,45.11000061035156,41.540000915527344,43.439998626708984,36.65986251831055,1457900,,,,,,,,
2020-03-17,44.27000045776367,44.689998626708984,40.040000915527344,41.45000076293945,34.98046112060547,1649200,,,,,,,,
2020-03-18,38.77000045776367,39.95000076293945,35.93000030517578,39.380001068115234,33.23356246948242,1486100,,,,,,,,
2020-03-19,38.54999923706055,40.86000061035156,36.720001220703125,38.20000076293945,32.237735748291016,1235800,,,,,,,,
2020-03-20,38.849998474121094,38.849998474121094,34.380001068115234,35.0,29.537185668945312,1565900,,,,,,,,
2020-03-23,34.599998474121094,35.63999938964844,32.380001068115234,34.16999816894531,28.836729049682617,1917700,,,,,,,,
2020-03-24,35.77000045776367,39.47999954223633,35.41999816894531,39.18000030517578,33.06476974487305,2136900,,,,,,,,
2020-03-25,39.2400016784668,42.470001220703125,37.11000061035156,39.869998931884766,33.647071838378906,1974300,,,,,,,,
2020-03-26,40.43000030517578,43.75,38.84000015258789,43.459999084472656,36.676753997802734,2098100,,,,,,,,
2020-03-27,41.59000015258789,42.380001068115234,38.84000015258789,39.0099983215332,32.921302795410156,1697300,,,,,,,,
2020-03-30,39.189998626708984,41.959999084472656,39.0099983215332,40.310001373291016,34.018402099609375,1952800,,,,,,,,
2020-03-31,39.77000045776367,40.470001220703125,37.04999923706055,37.75,31.857967376708984,1874800,,,,,,,,
2020-04-01,36.18000030517578,38.290000915527344,35.380001068115234,38.16999816894531,32.21240997314453,2007700,,,,,,,,
2020-04-02,37.68000030517578,39.27000045776367,37.060001373291016,37.83000183105469,31.925491333007812,1726700,,,,,,,,
2020-04-03,38.029998779296875,38.58000183105469,37.27000045776367,37.970001220703125,32.04362487792969,1809200,,,,,,,,
2020-04-06,38.220001220703125,38.93000030517578,35.22999954223633,38.150001525878906,32.19552993774414,4580900,,,,,,,,
2020-04-07,39.90999984741211,41.209999084472656,39.18000030517578,40.16999816894531,33.9002571105957,3356400,,,,,,,,
2020-04-08,41.029998779296875,41.72999954223633,39.70000076293945,41.400001525878906,34.93827819824219,1528800,,,,,,,,
2020-04-09,42.369998931884766,43.959999084472656,41.880001068115234,43.279998779296875,36.52484130859375,1653600,,,,,,,,
2020-04-13,42.790000915527344,43.20000076293945,40.25,40.93000030517578,34.541629791259766,1876700,,,,,,,,
2020-04-14,41.470001220703125,42.33000183105469,40.880001068115234,41.7400016784668,35.2252082824707,2022000,,,,,,,,
2020-04-15,40.4900016784668,41.90999984741211,39.529998779296875,41.18000030517578,34.75261688232422,1832300,,,,,,,,
2020-04-16,41.29999923706055,41.29999923706055,38.95000076293945,40.400001525878906,34.0943489074707,1672000,,,,,,,,
2020-04-17,41.849998474121094,43.400001525878906,41.5099983215332,43.2400016784668,36.491085052490234,1555500,,,,,,,,
2020-04-20,41.369998931884766,42.630001068115234,41.11000061035156,41.189998626708984,34.76104736328125,1815500,,,,,,,,
2020-04-21,39.38999938964844,41.619998931884766,39.27000045776367,41.29999923706055,34.853878021240234,1758000,,,,,,,,
2020-04-22,42.189998626708984,42.380001068115234,40.970001220703125,41.349998474121094,34.89608383178711,2418500,,,,,,,,
2020-04-23,42.36000061035156,44.20000076293945,42.0099983215332,43.779998779296875,36.946800231933594,2037700,,,,,,,,
2020-04-24,45.0,47.15999984741211,42.63999938964844,44.060001373291016,37.18309020996094,3304000,,,,,,,,
2020-04-27,44.31999969482422,45.86000061035156,44.290000915527344,45.5099983215332,38.406776428222656,1416700,,,,,,,,
2020-04-28,46.439998626708984,47.439998626708984,45.70000076293945,46.29999923706055,39.07347869873047,1430700,,,,,,,,
2020-04-29,47.5099983215332,48.68000030517578,47.20000076293945,48.290000915527344,40.75288009643555,2042900,,,,,,,,
2020-04-30,46.84000015258789,47.66999816894531,46.68000030517578,47.27000045776367,39.8920783996582,1587100,,,,,,,,
2020-05-01,46.400001525878906,46.52000045776367,43.970001220703125,44.380001068115234,37.45315933227539,1458000,,,,,,,,
2020-05-04,44.0,44.540000915527344,43.369998931884766,44.209999084472656,37.3096923828125,1463100,,,,,,,,
2020-05-05,44.83000183105469,45.52000045776367,44.220001220703125,44.36000061035156,37.4362678527832,1153000,,,,,,,,
