date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'INDB')","('high', 'INDB')","('low', 'INDB')","('close', 'INDB')","('adj_close', 'INDB')","('volume', 'INDB')","('currency', '')"
2020-01-02,83.80000305175781,83.9000015258789,82.55999755859375,83.43000030517578,68.62065887451172,167500,,,,,,,,
2020-01-03,82.55999755859375,83.33999633789062,81.6500015258789,83.11000061035156,68.35746002197266,169200,,,,,,,,
2020-01-06,82.36000061035156,82.86000061035156,81.6500015258789,82.37999725341797,67.75704193115234,94100,,,,,,,,
2020-01-07,81.91000366210938,81.91000366210938,80.8499984741211,81.20999908447266,66.79473114013672,77700,,,,,,,,
2020-01-08,81.19000244140625,82.45999908447266,81.19000244140625,82.12999725341797,67.55142211914062,195900,,,,,,,,
2020-01-09,82.7699966430664,82.7699966430664,81.41999816894531,81.51000213623047,67.0414810180664,165000,,,,,,,,
2020-01-10,81.69999694824219,81.88999938964844,80.25,81.19999694824219,66.78649139404297,177500,,,,,,,,
2020-01-13,81.1500015258789,81.7300033569336,80.83999633789062,81.45999908447266,67.0003433227539,112400,,,,,,,,
2020-01-14,81.19999694824219,81.88999938964844,80.75,81.38999938964844,66.94276428222656,163400,,,,,,,,
2020-01-15,81.02999877929688,81.29000091552734,79.86000061035156,80.26000213623047,66.01334381103516,139700,,,,,,,,
2020-01-16,80.47000122070312,81.62999725341797,80.0999984741211,81.47000122070312,67.00857543945312,128300,,,,,,,,
2020-01-17,82.25,82.25,78.19000244140625,80.05000305175781,65.84065246582031,334200,,,,,,,,
2020-01-21,79.66999816894531,80.0,78.5,78.83000183105469,64.8371810913086,181000,,,,,,,,
2020-01-22,78.77999877929688,78.97000122070312,77.16999816894531,77.41000366210938,63.66925811767578,105000,,,,,,,,
2020-01-23,77.12000274658203,77.88999938964844,76.55999755859375,77.62000274658203,63.84196853637695,133600,,,,,,,,
2020-01-24,77.52999877929688,77.52999877929688,75.3499984741211,75.9800033569336,62.49308395385742,108000,,,,,,,,
2020-01-27,74.5,75.12999725341797,74.2300033569336,74.48999786376953,61.2675666809082,107400,,,,,,,,
2020-01-28,75.77999877929688,75.77999877929688,73.93000030517578,74.11000061035156,60.954994201660156,123100,,,,,,,,
2020-01-29,74.11000061035156,74.13999938964844,72.33000183105469,72.51000213623047,59.63902282714844,156500,,,,,,,,
2020-01-30,72.0,73.4800033569336,71.1500015258789,73.37999725341797,60.35459899902344,109600,,,,,,,,
2020-01-31,72.88999938964844,72.97000122070312,71.94000244140625,72.19999694824219,59.384029388427734,139800,,,,,,,,
2020-02-03,72.30000305175781,73.41000366210938,72.30000305175781,73.08999633789062,60.116058349609375,174700,,,,,,,,
2020-02-04,74.4000015258789,75.2300033569336,73.94999694824219,74.62000274658203,61.3745002746582,102500,,,,,,,,
2020-02-05,75.62999725341797,76.63999938964844,75.47000122070312,76.45999908447266,62.88788604736328,120600,,,,,,,,
2020-02-06,76.68000030517578,76.93000030517578,74.62000274658203,74.76000213623047,61.489654541015625,103000,,,,,,,,
2020-02-07,74.18000030517578,75.44000244140625,73.73999786376953,74.4800033569336,61.25932693481445,103500,,,,,,,,
2020-02-10,74.08999633789062,75.18000030517578,74.04000091552734,75.18000030517578,61.835079193115234,159800,,,,,,,,
