date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IFX.DE')","('high', 'IFX.DE')","('low', 'IFX.DE')","('close', 'IFX.DE')","('adj_close', 'IFX.DE')","('volume', 'IFX.DE')","('currency', '')"
2020-01-02,20.204999923706055,20.889999389648438,20.184999465942383,20.684999465942383,19.563045501708984,4204646,,,,,,,,
2020-01-03,20.549999237060547,20.549999237060547,20.21500015258789,20.389999389648438,19.284042358398438,3771505,,,,,,,,
2020-01-06,20.0,20.084999084472656,19.423999786376953,20.045000076293945,18.957759857177734,6488522,,,,,,,,
2020-01-07,20.399999618530273,21.040000915527344,20.399999618530273,21.040000915527344,19.898788452148438,8715737,,,,,,,,
2020-01-08,20.844999313354492,21.575000762939453,20.704999923706055,21.309999465942383,20.154144287109375,7033333,,,,,,,,
2020-01-09,21.735000610351562,21.985000610351562,21.6299991607666,21.6299991607666,20.456787109375,5126687,,,,,,,,
2020-01-10,21.7450008392334,21.770000457763672,21.420000076293945,21.420000076293945,20.2581787109375,3456501,,,,,,,,
2020-01-13,21.5049991607666,21.684999465942383,21.44499969482422,21.655000686645508,20.480432510375977,4068899,,,,,,,,
2020-01-14,21.649999618530273,21.729999542236328,21.30500030517578,21.34000015258789,20.182518005371094,4982420,,,,,,,,
2020-01-15,21.2450008392334,21.420000076293945,21.06999969482422,21.170000076293945,20.02173614501953,3707636,,,,,,,,
2020-01-16,21.450000762939453,21.510000228881836,21.125,21.174999237060547,20.026466369628906,3218569,,,,,,,,
2020-01-17,21.274999618530273,21.395000457763672,21.125,21.1299991607666,19.983905792236328,3938486,,,,,,,,
2020-01-20,21.145000457763672,21.329999923706055,21.104999542236328,21.139999389648438,19.993364334106445,2036821,,,,,,,,
2020-01-21,20.96500015258789,21.065000534057617,20.735000610351562,21.05500030517578,19.91297721862793,3524158,,,,,,,,
2020-01-22,21.204999923706055,21.385000228881836,21.03499984741211,21.350000381469727,20.191972732543945,4852943,,,,,,,,
2020-01-23,21.295000076293945,21.975000381469727,21.25,21.524999618530273,20.357484817504883,7475423,,,,,,,,
2020-01-24,21.940000534057617,22.100000381469727,21.7450008392334,22.0049991607666,20.811447143554688,6524558,,,,,,,,
2020-01-27,21.329999923706055,21.6299991607666,21.174999237060547,21.239999771118164,20.087942123413086,7938095,,,,,,,,
2020-01-28,21.334999084472656,21.395000457763672,20.530000686645508,20.93000030517578,19.794754028320312,6610137,,,,,,,,
2020-01-29,21.0,21.364999771118164,20.854999542236328,20.854999542236328,19.72382164001465,4238886,,,,,,,,
2020-01-30,20.360000610351562,20.729999542236328,20.19499969482422,20.360000610351562,19.255674362182617,6197748,,,,,,,,
2020-01-31,20.315000534057617,20.5,19.510000228881836,19.576000213623047,18.51419448852539,8555139,,,,,,,,
2020-02-03,19.6299991607666,19.780000686645508,19.381999969482422,19.511999130249023,18.45366668701172,7225330,,,,,,,,
2020-02-04,19.719999313354492,20.174999237060547,19.670000076293945,20.1299991607666,19.03814697265625,7541086,,,,,,,,
2020-02-05,20.350000381469727,22.530000686645508,20.0,22.260000228881836,21.052616119384766,17561638,,,,,,,,
2020-02-06,22.489999771118164,22.8700008392334,22.104999542236328,22.200000762939453,20.995868682861328,7850060,,,,,,,,
2020-02-07,22.0,22.239999771118164,21.739999771118164,21.96500015258789,20.773616790771484,5538832,,,,,,,,
2020-02-10,21.915000915527344,21.975000381469727,21.475000381469727,21.71500015258789,20.53717803955078,4056595,,,,,,,,
2020-02-11,22.045000076293945,22.229999542236328,21.725000381469727,22.155000686645508,20.953310012817383,6439334,,,,,,,,
2020-02-12,22.1299991607666,22.825000762939453,22.125,22.80500030517578,21.56805419921875,6010776,,,,,,,,
2020-02-13,22.600000381469727,22.959999084472656,22.325000762939453,22.854999542236328,21.61534309387207,7318630,,,,,,,,
2020-02-14,22.934999465942383,23.065000534057617,22.454999923706055,22.56999969482422,21.345800399780273,4577853,,,,,,,,
