date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LXP-PC')","('high', 'LXP-PC')","('low', 'LXP-PC')","('close', 'LXP-PC')","('adj_close', 'LXP-PC')","('volume', 'LXP-PC')","('currency', '')"
2020-01-02,56.939998626708984,57.51499938964844,56.939998626708984,57.51499938964844,39.17331314086914,2183,,,,,,,,
2020-01-03,57.58000183105469,57.939998626708984,57.58000183105469,57.939998626708984,39.46277618408203,1302,,,,,,,,
2020-01-06,58.0,59.470001220703125,58.0,58.22999954223633,39.660301208496094,1184,,,,,,,,
2020-01-07,58.150001525878906,58.150001525878906,57.86000061035156,57.86000061035156,39.40829086303711,953,,,,,,,,
2020-01-08,58.25,58.29710006713867,58.25,58.29710006713867,39.70599365234375,645,,,,,,,,
2020-01-09,58.060001373291016,58.060001373291016,58.060001373291016,58.060001373291016,39.544517517089844,426,,,,,,,,
2020-01-10,57.95000076293945,58.150001525878906,57.95000076293945,58.150001525878906,39.60580825805664,848,,,,,,,,
2020-01-13,57.908599853515625,58.04999923706055,57.908599853515625,58.04999923706055,39.537696838378906,780,,,,,,,,
2020-01-14,58.04460144042969,58.04460144042969,58.04460144042969,58.04460144042969,39.534027099609375,150,,,,,,,,
2020-01-15,57.755001068115234,58.00979995727539,57.755001068115234,57.880001068115234,39.42192840576172,921,,,,,,,,
2020-01-16,57.880001068115234,57.880001068115234,57.880001068115234,57.880001068115234,39.42192840576172,0,,,,,,,,
2020-01-17,57.65999984741211,57.900001525878906,57.5,57.685001373291016,39.28910446166992,10241,,,,,,,,
2020-01-21,57.502498626708984,57.70320129394531,57.502498626708984,57.70320129394531,39.30149841308594,343,,,,,,,,
2020-01-22,57.70000076293945,57.70000076293945,57.60499954223633,57.60499954223633,39.23460388183594,1909,,,,,,,,
2020-01-23,57.459999084472656,57.4900016784668,57.459999084472656,57.4900016784668,39.15628433227539,440,,,,,,,,
2020-01-24,57.39419937133789,57.535499572753906,57.39419937133789,57.535499572753906,39.187278747558594,491,,,,,,,,
2020-01-27,57.5099983215332,57.5099983215332,57.5,57.5,39.1630973815918,652,,,,,,,,
2020-01-28,57.5,57.537498474121094,57.5,57.5,39.1630973815918,1455,,,,,,,,
2020-01-29,57.400001525878906,57.400001525878906,57.400001525878906,57.400001525878906,39.094993591308594,448,,,,,,,,
2020-01-30,57.400001525878906,57.400001525878906,57.400001525878906,57.400001525878906,39.65633010864258,0,,,,,,,,
2020-01-31,57.39649963378906,57.90999984741211,57.349998474121094,57.90999984741211,40.0086784362793,1248,,,,,,,,
2020-02-03,57.56999969482422,57.56999969482422,57.11000061035156,57.11000061035156,39.45597457885742,2446,,,,,,,,
2020-02-04,57.5,57.5,57.5,57.5,39.72541046142578,907,,,,,,,,
2020-02-05,58.119998931884766,58.119998931884766,58.119998931884766,58.119998931884766,40.153751373291016,423,,,,,,,,
2020-02-06,57.54999923706055,57.54999923706055,57.54800033569336,57.54999923706055,39.759952545166016,1734,,,,,,,,
2020-02-07,57.599998474121094,57.599998474121094,57.400001525878906,57.43830108642578,39.68279266357422,1328,,,,,,,,
2020-02-10,57.4900016784668,57.709999084472656,57.4900016784668,57.70000076293945,39.863582611083984,1779,,,,,,,,
2020-02-11,57.505001068115234,57.54999923706055,57.505001068115234,57.54999923706055,39.759952545166016,461,,,,,,,,
2020-02-12,57.56420135498047,57.56420135498047,57.41939926147461,57.41939926147461,39.66971206665039,487,,,,,,,,
2020-02-13,57.59000015258789,57.79999923706055,57.54999923706055,57.57099914550781,39.77446365356445,3888,,,,,,,,
2020-02-14,57.56999969482422,57.56999969482422,57.54999923706055,57.56999969482422,39.77376937866211,705,,,,,,,,
2020-02-18,57.22999954223633,57.55500030517578,57.22999954223633,57.55500030517578,39.76341247558594,4333,,,,,,,,
2020-02-19,57.439998626708984,57.7400016784668,57.41999816894531,57.47380065917969,39.707313537597656,8071,,,,,,,,
2020-02-20,57.474998474121094,57.540000915527344,57.474998474121094,57.540000915527344,39.75304412841797,747,,,,,,,,
2020-02-21,57.540000915527344,57.540000915527344,57.540000915527344,57.540000915527344,39.75304412841797,0,,,,,,,,
2020-02-24,57.43000030517578,57.5,57.43000030517578,57.5,39.72541046142578,850,,,,,,,,
2020-02-25,57.434898376464844,57.434898376464844,57.17499923706055,57.400001525878906,39.65633010864258,25883,,,,,,,,
2020-02-26,57.290000915527344,57.40999984741211,57.16999816894531,57.3916015625,39.6505241394043,1446,,,,,,,,
2020-02-27,57.38999938964844,57.38999938964844,57.31999969482422,57.31999969482422,39.601051330566406,1409,,,,,,,,
2020-02-28,55.63999938964844,57.5,55.2599983215332,57.5,39.72541046142578,7809,,,,,,,,
2020-03-02,57.25,57.380001068115234,56.8489990234375,57.224998474121094,39.535430908203125,20967,,,,,,,,
2020-03-03,57.400001525878906,57.54999923706055,57.400001525878906,57.54999923706055,39.759952545166016,1284,,,,,,,,
2020-03-04,57.54999923706055,58.91999816894531,57.54999923706055,58.88999938964844,40.68572998046875,1963,,,,,,,,
2020-03-05,57.45000076293945,57.5,57.45000076293945,57.5,39.72541046142578,1405,,,,,,,,
2020-03-06,56.599998474121094,57.38999938964844,56.599998474121094,57.38999938964844,39.649410247802734,1261,,,,,,,,
2020-03-09,54.029998779296875,56.95000076293945,54.029998779296875,56.79999923706055,39.24179458618164,2459,,,,,,,,
2020-03-10,56.150001525878906,57.099998474121094,56.150001525878906,57.099998474121094,39.44906234741211,1051,,,,,,,,
2020-03-11,55.619998931884766,56.540000915527344,55.400001525878906,56.25,38.861820220947266,3873,,,,,,,,
2020-03-12,54.099998474121094,54.119998931884766,50.459999084472656,50.459999084472656,34.86163330078125,7279,,,,,,,,
2020-03-13,51.0,51.5,51.0,51.5,35.58014678955078,1419,,,,,,,,
2020-03-16,49.810001373291016,50.754398345947266,48.5099983215332,49.189998626708984,33.98421859741211,4452,,,,,,,,
2020-03-17,48.98780059814453,49.869998931884766,48.52989959716797,49.0,33.852962493896484,4437,,,,,,,,
2020-03-18,46.0,48.189998626708984,42.41999816894531,42.41999816894531,29.306989669799805,4753,,,,,,,,
2020-03-19,42.40999984741211,42.40999984741211,36.09000015258789,41.974998474121094,28.999549865722656,7804,,,,,,,,
2020-03-20,43.00279998779297,44.0,43.00279998779297,44.0,30.398571014404297,9097,,,,,,,,
2020-03-23,43.9900016784668,44.0,39.900001525878906,39.900001525878906,27.565982818603516,8225,,,,,,,,
2020-03-24,42.29999923706055,43.720001220703125,42.209999084472656,42.209999084472656,29.16190528869629,4023,,,,,,,,
2020-03-25,43.40599822998047,43.40599822998047,42.0,43.0,29.707700729370117,4891,,,,,,,,
2020-03-26,43.0,44.150001525878906,42.0,44.060001373291016,30.440025329589844,8003,,,,,,,,
2020-03-27,44.060001373291016,44.060001373291016,44.060001373291016,44.060001373291016,30.440025329589844,0,,,,,,,,
2020-03-30,44.650001525878906,45.0,44.0,44.970001220703125,31.0687313079834,11401,,,,,,,,
2020-03-31,43.77000045776367,44.45000076293945,43.5,44.0,30.398571014404297,14474,,,,,,,,
2020-04-01,43.5,44.029998779296875,43.5,43.86000061035156,30.301849365234375,5608,,,,,,,,
2020-04-02,43.79999923706055,44.177799224853516,43.79999923706055,44.0,30.398571014404297,7723,,,,,,,,
2020-04-03,43.75,46.132999420166016,41.79999923706055,43.849998474121094,30.29494285583496,1450,,,,,,,,
2020-04-06,43.40999984741211,44.7400016784668,43.40999984741211,44.720001220703125,30.896005630493164,1502,,,,,,,,
2020-04-07,46.95000076293945,47.959999084472656,46.5,46.70000076293945,32.263946533203125,2150,,,,,,,,
2020-04-08,47.564300537109375,47.56999969482422,47.439998626708984,47.439998626708984,32.77518081665039,1788,,,,,,,,
2020-04-09,47.86249923706055,49.380001068115234,47.86249923706055,48.2599983215332,33.341705322265625,7610,,,,,,,,
2020-04-13,48.2599983215332,48.2599983215332,48.2599983215332,48.2599983215332,33.341705322265625,0,,,,,,,,
2020-04-14,48.7400016784668,48.7400016784668,48.57659912109375,48.57659912109375,33.56044387817383,2181,,,,,,,,
2020-04-15,48.0,48.099998474121094,48.0,48.060001373291016,33.203529357910156,2221,,,,,,,,
2020-04-16,48.0,48.5,48.0,48.5,33.507530212402344,2980,,,,,,,,
2020-04-17,48.75,48.99549865722656,48.73630142211914,48.95000076293945,33.81842041015625,1977,,,,,,,,
2020-04-20,49.79999923706055,49.79999923706055,49.66999816894531,49.68000030517578,34.32276153564453,1154,,,,,,,,
2020-04-21,49.810001373291016,49.810001373291016,49.2400016784668,49.2599983215332,34.03258514404297,913,,,,,,,,
2020-04-22,49.59000015258789,49.59000015258789,49.27000045776367,49.27000045776367,34.03949737548828,575,,,,,,,,
2020-04-23,49.63999938964844,49.650001525878906,48.79999923706055,48.79999923706055,33.71477508544922,1900,,,,,,,,
2020-04-24,49.24150085449219,49.24150085449219,48.44219970703125,48.44219970703125,33.467586517333984,486,,,,,,,,
2020-04-27,49.56999969482422,49.56999969482422,49.445098876953125,49.56999969482422,34.246761322021484,2379,,,,,,,,
2020-04-28,49.56999969482422,49.56999969482422,48.16830062866211,48.16830062866211,33.27835464477539,3951,,,,,,,,
2020-04-29,49.75,50.0,49.099998474121094,50.0,35.13651657104492,8061,,,,,,,,
2020-04-30,50.0,50.2599983215332,49.13999938964844,49.13999938964844,34.532169342041016,11437,,,,,,,,
2020-05-01,49.0,49.5,49.0,49.45000076293945,34.75001525878906,5239,,,,,,,,
2020-05-04,48.75,49.119998931884766,48.75,48.89799880981445,34.36211013793945,1796,,,,,,,,
2020-05-05,48.89799880981445,48.89799880981445,48.89799880981445,48.89799880981445,34.36211013793945,0,,,,,,,,
2020-05-06,48.70000076293945,48.70000076293945,48.70000076293945,48.70000076293945,34.22296142578125,721,,,,,,,,
2020-05-07,49.349998474121094,50.09000015258789,49.349998474121094,50.06999969482422,35.185699462890625,4102,,,,,,,,
2020-05-08,50.09000015258789,50.09000015258789,49.290000915527344,49.400001525878906,34.71487045288086,4102,,,,,,,,
2020-05-11,50.959999084472656,50.959999084472656,49.687801361083984,49.687801361083984,34.91712951660156,987,,,,,,,,
2020-05-12,49.43000030517578,50.41749954223633,49.38999938964844,49.38999938964844,34.707855224609375,6153,,,,,,,,
2020-05-13,50.36000061035156,50.36000061035156,48.84000015258789,49.70000076293945,34.92570495605469,1230,,,,,,,,
2020-05-14,49.49980163574219,50.72999954223633,49.49980163574219,50.481201171875,35.47467041015625,1972,,,,,,,,
2020-05-15,49.9359016418457,49.970001220703125,48.81999969482422,48.90999984741211,34.37054443359375,1172,,,,,,,,
2020-05-18,49.65999984741211,49.75,48.80009841918945,49.75,34.960838317871094,2533,,,,,,,,
2020-05-19,49.75,49.75,49.75,49.75,34.960838317871094,0,,,,,,,,
2020-05-20,49.22999954223633,50.0099983215332,49.22999954223633,50.0,35.13651657104492,1350,,,,,,,,
2020-05-21,50.04999923706055,50.04999923706055,50.04999923706055,50.04999923706055,35.17164993286133,130,,,,,,,,
2020-05-22,50.349998474121094,50.5099983215332,50.349998474121094,50.5099983215332,35.49490737915039,2310,,,,,,,,
2020-05-26,50.150001525878906,50.5099983215332,50.150001525878906,50.5099983215332,35.49490737915039,384,,,,,,,,
2020-05-27,50.75,50.75,50.5,50.5,35.48788070678711,3042,,,,,,,,
2020-05-28,50.61000061035156,50.61000061035156,50.61000061035156,50.61000061035156,35.565189361572266,270,,,,,,,,
2020-05-29,51.125701904296875,52.20000076293945,51.125701904296875,52.20000076293945,36.682525634765625,1526,,,,,,,,
2020-06-01,52.72999954223633,52.72999954223633,52.72999954223633,52.72999954223633,37.054969787597656,560,,,,,,,,
2020-06-02,52.70000076293945,52.70000076293945,52.4900016784668,52.4900016784668,36.88631820678711,303,,,,,,,,
2020-06-03,52.52000045776367,53.11000061035156,52.52000045776367,53.11000061035156,37.322017669677734,869,,,,,,,,
2020-06-04,53.11000061035156,53.11000061035156,53.11000061035156,53.11000061035156,37.322017669677734,0,,,,,,,,
2020-06-05,53.849998474121094,53.849998474121094,52.15999984741211,52.16999816894531,36.66143798828125,1124,,,,,,,,
2020-06-08,52.62009811401367,53.0,52.619998931884766,53.0,37.244712829589844,2261,,,,,,,,
2020-06-09,52.93000030517578,53.02009963989258,52.93000030517578,53.02009963989258,37.25883483886719,854,,,,,,,,
2020-06-10,52.869998931884766,52.87009811401367,52.500099182128906,52.55009841918945,36.928550720214844,2432,,,,,,,,
2020-06-11,52.5,52.500099182128906,52.0,52.400001525878906,36.823062896728516,5168,,,,,,,,
2020-06-12,52.310001373291016,52.5,52.310001373291016,52.5,36.89334487915039,1394,,,,,,,,
2020-06-15,52.4900016784668,52.4900016784668,52.4900016784668,52.4900016784668,36.88631820678711,403,,,,,,,,
2020-06-16,49.880001068115234,52.72999954223633,49.880001068115234,52.72999954223633,37.054969787597656,887,,,,,,,,
2020-06-17,53.000099182128906,53.5,53.000099182128906,53.5,37.59607696533203,529,,,,,,,,
2020-06-18,52.95000076293945,53.5,52.86000061035156,52.880001068115234,37.16038131713867,3708,,,,,,,,
2020-06-19,52.880001068115234,52.880001068115234,52.880001068115234,52.880001068115234,37.16038131713867,0,,,,,,,,
2020-06-22,52.75,52.75,52.75,52.75,37.06901931762695,202,,,,,,,,
2020-06-23,52.5,52.59410095214844,52.010101318359375,52.58000183105469,36.949554443359375,967,,,,,,,,
2020-06-24,52.150001525878906,52.33250045776367,52.150001525878906,52.33250045776367,36.775630950927734,1146,,,,,,,,
2020-06-25,52.25,53.31800079345703,52.25,53.31800079345703,37.468177795410156,2200,,,,,,,,
2020-06-26,53.68230056762695,53.68230056762695,53.029998779296875,53.029998779296875,37.26578140258789,223,,,,,,,,
2020-06-29,52.959999084472656,53.494998931884766,52.959999084472656,53.494998931884766,37.59255599975586,1267,,,,,,,,
2020-06-30,53.25,53.95000076293945,53.119998931884766,53.95000076293945,37.912296295166016,1176,,,,,,,,
2020-07-01,53.37590026855469,53.37590026855469,53.37590026855469,53.37590026855469,37.50886535644531,382,,,,,,,,
2020-07-02,53.310001373291016,53.492000579833984,53.060001373291016,53.30830001831055,37.46136474609375,1605,,,,,,,,
2020-07-06,53.000099182128906,53.349998474121094,53.0,53.349998474121094,37.490657806396484,3984,,,,,,,,
2020-07-07,53.29999923706055,53.29999923706055,53.290000915527344,53.290000915527344,37.44849395751953,450,,,,,,,,
2020-07-08,53.0,53.0,53.0,53.0,37.244712829589844,1492,,,,,,,,
2020-07-09,53.0,53.0,53.0,53.0,37.244712829589844,0,,,,,,,,
2020-07-10,52.41999816894531,53.83000183105469,52.41999816894531,53.83000183105469,37.827980041503906,514,,,,,,,,
2020-07-13,53.029998779296875,53.029998779296875,53.029998779296875,53.029998779296875,37.26578140258789,189,,,,,,,,
2020-07-14,53.0,53.0,53.0,53.0,37.244712829589844,412,,,,,,,,
2020-07-15,53.0,53.0,53.0,53.0,37.244712829589844,0,,,,,,,,
