date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GLAXF')","('high', 'GLAXF')","('low', 'GLAXF')","('close', 'GLAXF')","('adj_close', 'GLAXF')","('volume', 'GLAXF')","('currency', '')"
2020-01-02,29.0,29.0,28.9375,28.9375,22.236814498901367,2080,,,,,,,,
2020-01-03,28.875,28.875,28.875,28.875,22.18878936767578,1200,,,,,,,,
2020-01-06,29.112499237060547,29.475000381469727,28.75,28.75,22.092735290527344,1280,,,,,,,,
2020-01-07,28.75,28.75,28.75,28.75,22.092735290527344,0,,,,,,,,
2020-01-08,28.75,28.75,28.75,28.75,22.092735290527344,0,,,,,,,,
2020-01-09,28.875,29.575000762939453,28.875,29.412500381469727,22.601829528808594,7280,,,,,,,,
2020-01-10,29.412500381469727,29.412500381469727,29.412500381469727,29.412500381469727,22.601829528808594,0,,,,,,,,
2020-01-13,29.725000381469727,29.9375,28.987499237060547,29.0,22.284847259521484,6160,,,,,,,,
2020-01-14,29.674999237060547,29.674999237060547,29.0,29.5625,22.717100143432617,1600,,,,,,,,
2020-01-15,30.075000762939453,30.075000762939453,29.6875,29.6875,22.813152313232422,320,,,,,,,,
2020-01-16,29.625,29.625,29.3125,29.3125,22.524982452392578,960,,,,,,,,
2020-01-17,29.737499237060547,30.25,29.737499237060547,29.737499237060547,22.85157585144043,800,,,,,,,,
2020-01-21,29.5,30.0,29.5,29.75,22.86117935180664,18400,,,,,,,,
2020-01-22,29.75,29.75,29.75,29.75,22.86117935180664,160,,,,,,,,
2020-01-23,29.512500762939453,29.512500762939453,29.512500762939453,29.512500762939453,22.678674697875977,6240,,,,,,,,
2020-01-24,29.512500762939453,29.512500762939453,29.512500762939453,29.512500762939453,22.678674697875977,0,,,,,,,,
2020-01-27,29.475000381469727,29.674999237060547,29.475000381469727,29.674999237060547,22.803546905517578,720,,,,,,,,
2020-01-28,29.25,29.25,29.0,29.0,22.284847259521484,2640,,,,,,,,
2020-01-29,29.6875,29.6875,29.6875,29.6875,22.813152313232422,800,,,,,,,,
2020-01-30,29.0,29.0,29.0,29.0,22.284847259521484,1040,,,,,,,,
2020-01-31,29.125,29.424999237060547,29.0,29.0,22.284847259521484,3600,,,,,,,,
2020-02-03,29.0,30.212499618530273,29.0,29.6875,22.813152313232422,3760,,,,,,,,
2020-02-04,29.6875,29.6875,29.6875,29.6875,22.813152313232422,0,,,,,,,,
2020-02-05,29.237499237060547,29.237499237060547,28.0625,28.0625,21.564430236816406,1520,,,,,,,,
2020-02-06,27.1875,27.5,27.0,27.5,21.132183074951172,1280,,,,,,,,
2020-02-07,27.987499237060547,27.987499237060547,27.987499237060547,27.987499237060547,21.506799697875977,320,,,,,,,,
2020-02-10,27.3125,28.037500381469727,27.3125,27.4375,21.084156036376953,3680,,,,,,,,
2020-02-11,27.5,27.737499237060547,27.337499618530273,27.337499618530273,21.00731086730957,2320,,,,,,,,
2020-02-12,27.399999618530273,27.399999618530273,27.399999618530273,27.399999618530273,21.05533790588379,240,,,,,,,,
2020-02-13,27.299999237060547,27.299999237060547,27.0625,27.0625,20.795988082885742,960,,,,,,,,
2020-02-14,27.087499618530273,27.087499618530273,26.8125,26.8125,20.603879928588867,1840,,,,,,,,
2020-02-18,26.8125,26.8125,26.8125,26.8125,20.603879928588867,0,,,,,,,,
2020-02-19,26.987499237060547,26.987499237060547,26.8125,26.8125,20.603879928588867,7040,,,,,,,,
2020-02-20,26.712499618530273,26.712499618530273,26.362499237060547,26.412500381469727,20.581472396850586,1040,,,,,,,,
2020-02-21,26.487499237060547,26.737499237060547,26.487499237060547,26.737499237060547,20.83473014831543,160,,,,,,,,
2020-02-24,26.362499237060547,26.887500762939453,26.0,26.049999237060547,20.299001693725586,2640,,,,,,,,
2020-02-25,26.637500762939453,26.637500762939453,26.375,26.375,20.552255630493164,2320,,,,,,,,
2020-02-26,26.5,26.5,26.3125,26.4375,20.6009521484375,52720,,,,,,,,
2020-02-27,26.575000762939453,26.575000762939453,26.125,26.225000381469727,20.43537139892578,10000,,,,,,,,
2020-02-28,25.462499618530273,25.462499618530273,24.162500381469727,24.587499618530273,19.159378051757812,9760,,,,,,,,
2020-03-02,26.037500381469727,26.387500762939453,26.0,26.387500762939453,20.561996459960938,960,,,,,,,,
2020-03-03,26.25,26.725000381469727,25.0625,25.112499237060547,19.56846809387207,5760,,,,,,,,
