date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HBIA')","('high', 'HBIA')","('low', 'HBIA')","('close', 'HBIA')","('adj_close', 'HBIA')","('volume', 'HBIA')","('currency', '')"
2020-01-02,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-03,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-06,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-07,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-08,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-09,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-10,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-13,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-01-14,65.37000274658203,65.37000274658203,65.37000274658203,65.37000274658203,63.32511520385742,100,,,,,,,,
2020-01-15,65.37000274658203,65.37000274658203,65.37000274658203,65.37000274658203,63.32511520385742,0,,,,,,,,
2020-01-16,65.37000274658203,65.37000274658203,65.37000274658203,65.37000274658203,63.32511520385742,0,,,,,,,,
2020-01-17,65.37000274658203,65.37000274658203,65.37000274658203,65.37000274658203,63.32511520385742,0,,,,,,,,
2020-01-21,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,100,,,,,,,,
2020-01-22,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-23,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-24,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-27,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-28,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-29,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-30,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-01-31,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-02-03,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-02-04,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-02-05,65.36000061035156,65.36000061035156,65.36000061035156,65.36000061035156,63.3154296875,0,,,,,,,,
2020-02-06,65.5,65.5,65.5,65.5,63.451045989990234,200,,,,,,,,
2020-02-07,65.5,65.5,65.5,65.5,63.451045989990234,200,,,,,,,,
2020-02-10,65.5,65.5,65.5,65.5,63.451045989990234,0,,,,,,,,
2020-02-11,65.36000061035156,65.98999786376953,65.3499984741211,65.98999786376953,63.925716400146484,700,,,,,,,,
2020-02-12,65.98999786376953,65.98999786376953,65.98999786376953,65.98999786376953,63.925716400146484,0,,,,,,,,
2020-02-13,65.98999786376953,65.98999786376953,65.98999786376953,65.98999786376953,63.925716400146484,0,,,,,,,,
2020-02-14,65.3499984741211,65.3499984741211,65.3499984741211,65.3499984741211,63.30573654174805,100,,,,,,,,
2020-02-18,65.3499984741211,65.3499984741211,65.3499984741211,65.3499984741211,63.30573654174805,300,,,,,,,,
2020-02-19,65.3499984741211,65.3499984741211,65.3499984741211,65.3499984741211,63.30573654174805,0,,,,,,,,
2020-02-20,65.5,65.5,65.5,65.5,63.451045989990234,100,,,,,,,,
2020-02-21,65.25,65.5,65.25,65.5,63.451045989990234,600,,,,,,,,
2020-02-24,65.25,65.25,65.25,65.25,63.20886993408203,1100,,,,,,,,
2020-02-25,65.25,65.25,65.25,65.25,63.20886993408203,0,,,,,,,,
2020-02-26,65.25,65.25,65.25,65.25,63.20886993408203,0,,,,,,,,
2020-02-27,65.25,65.25,65.25,65.25,63.20886993408203,0,,,,,,,,
