date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EDU')","('high', 'EDU')","('low', 'EDU')","('close', 'EDU')","('adj_close', 'EDU')","('volume', 'EDU')","('currency', '')"
2020-02-06,133.3000030517578,134.75999450683594,132.52000427246094,133.9600067138672,132.6378173828125,1408600,,,,,,,,
2020-02-07,133.02999877929688,134.89999389648438,132.0,134.4199981689453,133.09326171875,1164100,,,,,,,,
2020-02-10,133.07000732421875,135.3000030517578,132.6999969482422,135.19000244140625,133.8556671142578,1330200,,,,,,,,
2020-02-11,135.9600067138672,139.47000122070312,135.55999755859375,138.08999633789062,136.72703552246094,1987900,,,,,,,,
2020-02-12,138.4600067138672,140.27000427246094,135.05999755859375,138.47999572753906,137.11318969726562,1297800,,,,,,,,
2020-02-13,137.66000366210938,139.44000244140625,136.27999877929688,138.85000610351562,137.47955322265625,712300,,,,,,,,
2020-02-14,139.82000732421875,142.3800048828125,139.27000427246094,141.52999877929688,140.13308715820312,889500,,,,,,,,
2020-02-18,141.7899932861328,141.9600067138672,137.9600067138672,138.97000122070312,137.59835815429688,1625000,,,,,,,,
2020-02-19,140.0,142.13999938964844,138.55999755859375,141.75999450683594,140.36080932617188,957900,,,,,,,,
2020-02-20,141.89999389648438,141.91000366210938,137.02999877929688,137.66000366210938,136.30128479003906,1264600,,,,,,,,
2020-02-21,137.16000366210938,138.33999633789062,135.52000427246094,137.80999755859375,136.44979858398438,709400,,,,,,,,
2020-02-24,133.27999877929688,135.97000122070312,131.1699981689453,134.77999877929688,133.44970703125,1131000,,,,,,,,
2020-02-25,135.8699951171875,137.39999389648438,133.64999389648438,134.47000122070312,133.1427764892578,840500,,,,,,,,
2020-02-26,135.17999267578125,138.0,133.17999267578125,133.75,132.4298858642578,929000,,,,,,,,
2020-02-27,132.5399932861328,137.35000610351562,132.4600067138672,132.6300048828125,131.32093811035156,1191100,,,,,,,,
2020-02-28,129.49000549316406,130.2899932861328,123.6500015258789,127.88999938964844,126.62771606445312,2199500,,,,,,,,
2020-03-02,130.00999450683594,136.02999877929688,129.47000122070312,134.47000122070312,133.1427764892578,2263500,,,,,,,,
2020-03-03,134.75,136.72999572753906,131.19000244140625,134.1999969482422,132.8754425048828,1445500,,,,,,,,
2020-03-04,135.35000610351562,136.66000366210938,132.82000732421875,134.58999633789062,133.26158142089844,1043900,,,,,,,,
2020-03-05,133.4499969482422,135.41000366210938,129.80999755859375,134.2100067138672,132.88534545898438,1157600,,,,,,,,
2020-03-06,131.4499969482422,132.58999633789062,126.29000091552734,128.8300018310547,127.55844116210938,1813300,,,,,,,,
2020-03-09,122.05000305175781,129.9499969482422,120.23999786376953,127.12000274658203,125.86531829833984,1369800,,,,,,,,
2020-03-10,130.91000366210938,132.0,125.66000366210938,128.30999755859375,127.04357147216797,1351400,,,,,,,,
2020-03-11,125.91000366210938,130.69000244140625,124.05999755859375,126.69000244140625,125.43956756591797,1447700,,,,,,,,
2020-03-12,119.11000061035156,121.18000030517578,115.87999725341797,116.86000061035156,115.70658874511719,3344300,,,,,,,,
2020-03-13,121.73999786376953,126.02999877929688,117.33999633789062,122.08000183105469,120.87506866455078,1887500,,,,,,,,
2020-03-16,113.5,118.0999984741211,110.55999755859375,114.6500015258789,113.51840209960938,2345500,,,,,,,,
2020-03-17,115.83000183105469,118.27999877929688,111.66000366210938,117.19999694824219,116.04322814941406,2630600,,,,,,,,
2020-03-18,111.5,115.58000183105469,107.45999908447266,111.06999969482422,109.9737319946289,3172000,,,,,,,,
2020-03-19,110.0,112.2699966430664,107.18000030517578,110.41999816894531,109.33014678955078,2338300,,,,,,,,
2020-03-20,112.6500015258789,116.13999938964844,107.43000030517578,108.72000122070312,107.64692687988281,2489200,,,,,,,,
2020-03-23,108.73999786376953,109.13999938964844,102.01000213623047,103.8499984741211,102.82499694824219,1855100,,,,,,,,
2020-03-24,107.70999908447266,119.48999786376953,107.70999908447266,117.69999694824219,116.53829193115234,2360800,,,,,,,,
2020-03-25,118.55000305175781,127.9000015258789,117.05000305175781,124.44000244140625,123.21177673339844,1526800,,,,,,,,
2020-03-26,123.51000213623047,126.98999786376953,120.61000061035156,125.19999694824219,123.96426391601562,984200,,,,,,,,
2020-03-27,117.62999725341797,118.69999694824219,111.02999877929688,112.69999694824219,111.58763885498047,3011500,,,,,,,,
2020-03-30,111.02999877929688,112.79000091552734,106.0,109.0,107.92416381835938,2641000,,,,,,,,
2020-03-31,108.8499984741211,110.97000122070312,105.68000030517578,108.23999786376953,107.17166137695312,3083500,,,,,,,,
2020-04-01,106.5999984741211,107.16999816894531,102.66000366210938,104.73999786376953,103.70620727539062,2856300,,,,,,,,
2020-04-02,105.0,111.37000274658203,104.80000305175781,107.91000366210938,106.84492492675781,2232300,,,,,,,,
2020-04-03,106.98999786376953,107.9000015258789,104.70999908447266,106.51000213623047,105.458740234375,1748100,,,,,,,,
2020-04-06,110.0,112.98999786376953,108.18000030517578,111.0,109.90442657470703,1885000,,,,,,,,
2020-04-07,114.86000061035156,116.58000183105469,113.0199966430664,115.30999755859375,114.17188262939453,1856700,,,,,,,,
2020-04-08,110.95999908447266,114.1500015258789,107.6500015258789,112.54000091552734,111.4292221069336,2401400,,,,,,,,
2020-04-09,113.0,117.58000183105469,111.4000015258789,115.73999786376953,114.59764099121094,1989500,,,,,,,,
2020-04-13,115.88999938964844,117.33999633789062,114.80999755859375,117.08999633789062,115.93431091308594,1137400,,,,,,,,
2020-04-14,120.55000305175781,121.68000030517578,116.04000091552734,118.30999755859375,117.14227294921875,1509000,,,,,,,,
2020-04-15,115.98999786376953,118.66999816894531,115.12000274658203,115.1500015258789,114.01346588134766,830000,,,,,,,,
2020-04-16,115.56999969482422,116.58999633789062,109.72000122070312,110.54000091552734,109.44896697998047,1943200,,,,,,,,
2020-04-17,111.6500015258789,113.5199966430664,109.81999969482422,112.4800033569336,111.36981964111328,2030100,,,,,,,,
2020-04-20,110.81999969482422,112.4800033569336,109.33999633789062,109.37000274658203,108.29051208496094,2438100,,,,,,,,
2020-04-21,109.37999725341797,115.33000183105469,107.12000274658203,113.12999725341797,112.01339721679688,2595700,,,,,,,,
2020-04-22,118.2300033569336,128.1699981689453,113.05000305175781,113.77999877929688,112.656982421875,2880200,,,,,,,,
2020-04-23,114.41999816894531,116.62999725341797,109.54000091552734,110.69000244140625,109.59748840332031,2018100,,,,,,,,
2020-04-24,111.93000030517578,112.68000030517578,108.43000030517578,110.1500015258789,109.06281280517578,2146000,,,,,,,,
2020-04-27,112.52999877929688,121.08999633789062,112.0199966430664,120.04000091552734,118.8552017211914,2878100,,,,,,,,
2020-04-28,123.33999633789062,127.83000183105469,119.94000244140625,120.29000091552734,119.10272979736328,1968800,,,,,,,,
2020-04-29,122.45999908447266,127.77999877929688,122.30000305175781,127.16999816894531,125.91482543945312,1528700,,,,,,,,
2020-04-30,126.72000122070312,128.07000732421875,125.44000244140625,127.66000366210938,126.39999389648438,1275400,,,,,,,,
2020-05-01,123.5,125.72000122070312,117.83999633789062,120.11000061035156,118.92450714111328,1560300,,,,,,,,
2020-05-04,119.06999969482422,119.7300033569336,116.7699966430664,118.3499984741211,117.18187713623047,805500,,,,,,,,
2020-05-05,121.75,124.61000061035156,120.41999816894531,123.25,122.03351593017578,1310400,,,,,,,,
2020-05-06,124.1500015258789,125.88999938964844,122.26000213623047,123.05000305175781,121.83549499511719,963700,,,,,,,,
2020-05-07,124.79000091552734,125.86000061035156,123.47000122070312,123.72000122070312,122.4988784790039,756000,,,,,,,,
2020-05-08,125.62000274658203,128.75,124.6500015258789,127.6500015258789,126.39009094238281,1099400,,,,,,,,
2020-05-11,127.63999938964844,128.6999969482422,125.27999877929688,125.30000305175781,124.06328582763672,896600,,,,,,,,
2020-05-12,126.16000366210938,126.86000061035156,124.8499984741211,125.16000366210938,123.92466735839844,1036000,,,,,,,,
2020-05-13,126.0,126.08000183105469,119.69999694824219,120.66000366210938,119.46908569335938,1704300,,,,,,,,
2020-05-14,118.12000274658203,120.9000015258789,116.01000213623047,119.91999816894531,118.73638153076172,1218000,,,,,,,,
2020-05-15,119.66000366210938,120.44999694824219,117.01000213623047,117.58000183105469,116.41947937011719,1219400,,,,,,,,
2020-05-18,121.20999908447266,122.72000122070312,119.33000183105469,122.69000244140625,121.47904205322266,1272000,,,,,,,,
2020-05-19,124.80000305175781,129.64999389648438,123.48999786376953,126.4800033569336,125.23163604736328,1242500,,,,,,,,
2020-05-20,127.37000274658203,128.16000366210938,120.01000213623047,120.55999755859375,119.37006378173828,1572400,,,,,,,,
2020-05-21,118.55999755859375,120.93000030517578,116.44000244140625,117.3499984741211,116.1917495727539,1959300,,,,,,,,
2020-05-22,114.0,115.9000015258789,112.63999938964844,113.44000244140625,112.32034301757812,1416700,,,,,,,,
2020-05-26,117.08000183105469,118.2300033569336,115.23999786376953,117.0,115.84520721435547,1953200,,,,,,,,
2020-05-27,118.33000183105469,118.4800033569336,114.68000030517578,115.37000274658203,114.23129272460938,1199500,,,,,,,,
2020-05-28,115.5,116.27999877929688,114.8499984741211,115.08999633789062,113.95405578613281,1047000,,,,,,,,
2020-05-29,114.9800033569336,120.27999877929688,112.91000366210938,119.95999908447266,118.77598571777344,1996000,,,,,,,,
2020-06-01,119.30000305175781,123.48999786376953,119.06999969482422,122.0,120.79585266113281,1172800,,,,,,,,
2020-06-02,123.76000213623047,128.39999389648438,122.7300033569336,127.4800033569336,126.22177124023438,1561800,,,,,,,,
2020-06-03,128.47999572753906,130.5500030517578,126.45999908447266,128.92999267578125,127.6574478149414,839200,,,,,,,,
2020-06-04,128.0,130.6300048828125,127.11000061035156,128.4499969482422,127.18218994140625,1232800,,,,,,,,
2020-06-05,131.74000549316406,135.32000732421875,130.57000732421875,130.5800018310547,129.29116821289062,1154000,,,,,,,,
2020-06-08,134.4199981689453,137.3699951171875,130.82000732421875,132.5,131.1922149658203,1339900,,,,,,,,
2020-06-09,130.60000610351562,131.27999877929688,126.97000122070312,128.75999450683594,127.48912811279297,875600,,,,,,,,
2020-06-10,129.41000366210938,133.33999633789062,128.99000549316406,131.83999633789062,130.53872680664062,932000,,,,,,,,
2020-06-11,128.52999877929688,130.5500030517578,126.41999816894531,127.77999877929688,126.51880645751953,843700,,,,,,,,
2020-06-12,128.14999389648438,130.42999267578125,126.5999984741211,128.3800048828125,127.11288452148438,667300,,,,,,,,
2020-06-15,126.0199966430664,128.17999267578125,125.05999755859375,126.95999908447266,125.70689392089844,732500,,,,,,,,
2020-06-16,131.3699951171875,131.99000549316406,123.13999938964844,123.86000061035156,122.63749694824219,2565600,,,,,,,,
2020-06-17,125.16999816894531,131.5500030517578,124.30999755859375,130.92999267578125,129.63771057128906,1612300,,,,,,,,
2020-06-18,130.6199951171875,132.0500030517578,129.4199981689453,129.88999938964844,128.60797119140625,729700,,,,,,,,
2020-06-19,132.02999877929688,141.3699951171875,131.57000732421875,136.89999389648438,135.5487823486328,1847500,,,,,,,,
2020-06-22,135.9499969482422,136.64999389648438,130.3800048828125,133.38999938964844,132.0734405517578,1360100,,,,,,,,
2020-06-23,135.16000366210938,136.80999755859375,134.0399932861328,134.8800048828125,133.54873657226562,1333600,,,,,,,,
2020-06-24,133.32000732421875,134.25,131.35000610351562,132.11000061035156,130.80606079101562,1221300,,,,,,,,
2020-06-25,131.3300018310547,133.0,130.3800048828125,132.97999572753906,131.66748046875,477900,,,,,,,,
2020-06-26,132.99000549316406,134.6699981689453,132.25,133.5,132.18234252929688,539700,,,,,,,,
2020-06-29,133.38999938964844,133.97000122070312,130.10000610351562,131.17999267578125,129.88523864746094,680000,,,,,,,,
2020-06-30,131.94000244140625,134.4199981689453,130.05999755859375,130.22999572753906,128.9446258544922,966300,,,,,,,,
2020-07-01,130.17999267578125,131.5,128.94000244140625,130.9499969482422,129.6575164794922,550400,,,,,,,,
2020-07-02,132.88999938964844,137.22000122070312,132.47000122070312,135.57000732421875,134.23191833496094,1163300,,,,,,,,
2020-07-06,140.47999572753906,145.25,140.25999450683594,143.83999633789062,142.4202880859375,1979000,,,,,,,,
2020-07-07,140.8800048828125,144.74000549316406,137.47000122070312,137.63999938964844,136.28147888183594,1160900,,,,,,,,
2020-07-08,138.7100067138672,143.16000366210938,138.4499969482422,141.5800018310547,140.18260192871094,1150800,,,,,,,,
2020-07-09,145.38999938964844,148.19000244140625,145.0800018310547,148.13999938964844,146.6778564453125,1705300,,,,,,,,
2020-07-10,148.0,148.75,145.27999877929688,148.38999938964844,146.92538452148438,810200,,,,,,,,
2020-07-13,153.02000427246094,153.02000427246094,144.02999877929688,144.3000030517578,142.87574768066406,905500,,,,,,,,
2020-07-14,142.24000549316406,142.94000244140625,138.8000030517578,141.0399932861328,139.64791870117188,1377200,,,,,,,,
2020-07-15,141.9600067138672,145.27000427246094,138.02999877929688,144.44000244140625,143.01437377929688,994000,,,,,,,,
2020-07-16,141.91000366210938,145.8699951171875,140.52000427246094,144.75999450683594,143.33120727539062,852400,,,,,,,,
2020-07-17,144.94000244140625,145.7100067138672,142.1300048828125,142.52999877929688,141.1232147216797,694600,,,,,,,,
2020-07-20,144.42999267578125,147.36000061035156,143.8300018310547,146.6300048828125,145.18275451660156,476200,,,,,,,,
2020-07-21,148.8300018310547,150.0,146.66000366210938,146.89999389648438,145.45008850097656,883200,,,,,,,,
2020-07-22,145.5399932861328,146.61000061035156,142.75,144.5800018310547,143.15298461914062,867900,,,,,,,,
2020-07-23,145.77000427246094,146.10000610351562,137.1300048828125,137.97000122070312,136.6082305908203,1199100,,,,,,,,
2020-07-24,136.27000427246094,139.47000122070312,133.3000030517578,138.0500030517578,136.68743896484375,1030800,,,,,,,,
2020-07-27,138.0,139.86000061035156,136.36000061035156,139.75,138.37066650390625,1126300,,,,,,,,
2020-07-28,136.63999938964844,143.22999572753906,135.47000122070312,135.49000549316406,134.1527099609375,1863100,,,,,,,,
2020-07-29,135.49000549316406,137.5399932861328,134.57000732421875,135.24000549316406,133.90518188476562,1744000,,,,,,,,
2020-07-30,135.0,138.69000244140625,134.11000061035156,138.19000244140625,136.82606506347656,1081800,,,,,,,,
2020-07-31,138.75999450683594,141.3800048828125,138.6300048828125,140.1999969482422,138.81622314453125,1453800,,,,,,,,
2020-08-03,140.32000732421875,143.5399932861328,140.24000549316406,143.1300048828125,141.71730041503906,989300,,,,,,,,
2020-08-04,144.0,144.97000122070312,142.8699951171875,144.94000244140625,143.50942993164062,1176000,,,,,,,,
2020-08-05,145.7100067138672,149.4499969482422,144.1699981689453,148.0800018310547,146.61843872070312,1234700,,,,,,,,
2020-08-06,148.72000122070312,148.82000732421875,145.80999755859375,147.60000610351562,146.1431884765625,2089200,,,,,,,,
2020-08-07,146.52000427246094,146.74000549316406,140.07000732421875,140.8699951171875,139.47959899902344,958100,,,,,,,,
2020-08-10,141.0,142.5500030517578,139.0800018310547,139.4199981689453,138.04391479492188,994900,,,,,,,,
2020-08-11,140.0399932861328,142.50999450683594,139.99000549316406,140.0,138.61819458007812,950700,,,,,,,,
2020-08-12,141.3699951171875,142.0800018310547,139.64999389648438,141.35000610351562,139.9548797607422,489400,,,,,,,,
2020-08-13,141.5500030517578,142.36000061035156,140.3300018310547,141.2100067138672,139.81625366210938,668400,,,,,,,,
2020-08-14,140.3000030517578,141.55999755859375,135.50999450683594,135.6300048828125,134.2913360595703,937100,,,,,,,,
2020-08-17,138.82000732421875,141.05999755859375,137.05999755859375,140.91000366210938,139.5192108154297,634200,,,,,,,,
2020-08-18,141.0,143.99000549316406,141.0,142.5,141.09352111816406,804500,,,,,,,,
2020-08-19,142.77999877929688,142.77999877929688,137.13999938964844,137.8300018310547,136.46961975097656,854500,,,,,,,,
2020-08-20,137.1999969482422,138.64999389648438,134.89999389648438,136.25999450683594,134.91510009765625,836200,,,,,,,,
2020-08-21,137.36000061035156,139.16000366210938,136.99000549316406,138.52999877929688,137.16270446777344,365100,,,,,,,,
2020-08-24,139.7100067138672,139.9199981689453,136.14999389648438,136.5500030517578,135.20223999023438,700600,,,,,,,,
2020-08-25,136.1199951171875,138.07000732421875,134.5399932861328,138.07000732421875,136.70724487304688,845000,,,,,,,,
2020-08-26,138.0,139.6999969482422,136.75,137.8800048828125,136.5191192626953,626700,,,,,,,,
2020-08-27,139.67999267578125,146.94000244140625,138.6300048828125,146.1199951171875,144.6777801513672,1093700,,,,,,,,
2020-08-28,145.41000366210938,150.1999969482422,143.0,149.14999389648438,147.67787170410156,1230600,,,,,,,,
2020-08-31,147.55999755859375,150.07000732421875,146.4499969482422,146.6300048828125,145.18275451660156,1289900,,,,,,,,
2020-09-01,147.9199981689453,152.35000610351562,146.80999755859375,151.0,149.50962829589844,807200,,,,,,,,
2020-09-02,153.0,155.83999633789062,150.02999877929688,153.52999877929688,152.0146484375,972300,,,,,,,,
2020-09-03,151.8800048828125,152.7100067138672,149.13999938964844,150.33999633789062,148.85614013671875,1134900,,,,,,,,
2020-09-04,149.50999450683594,150.14999389648438,145.72999572753906,149.2899932861328,147.81649780273438,897800,,,,,,,,
2020-09-08,147.50999450683594,148.64999389648438,144.61000061035156,147.72000122070312,146.26199340820312,894400,,,,,,,,
2020-09-09,148.4600067138672,151.0,146.66000366210938,148.97999572753906,147.50955200195312,682500,,,,,,,,
2020-09-10,150.0,150.39999389648438,144.16000366210938,144.63999938964844,143.21240234375,930000,,,,,,,,
2020-09-11,147.0800018310547,150.42999267578125,145.8800048828125,147.3000030517578,145.8461456298828,709000,,,,,,,,
2020-09-14,149.16000366210938,151.86000061035156,148.25,151.72000122070312,150.22251892089844,1044500,,,,,,,,
2020-09-15,153.92999267578125,155.3800048828125,152.10000610351562,155.35000610351562,153.8166961669922,907000,,,,,,,,
2020-09-16,156.6999969482422,157.14999389648438,151.63999938964844,154.39999389648438,152.8760528564453,938700,,,,,,,,
2020-09-17,151.63999938964844,154.83999633789062,151.63999938964844,154.44000244140625,152.91566467285156,1133200,,,,,,,,
2020-09-18,155.0,155.24000549316406,151.97999572753906,154.0399932861328,152.5196075439453,756400,,,,,,,,
2020-09-21,151.25999450683594,154.07000732421875,150.35000610351562,154.07000732421875,152.54933166503906,551600,,,,,,,,
2020-09-22,153.5,153.57000732421875,148.3000030517578,152.8800048828125,151.37107849121094,883500,,,,,,,,
2020-09-23,152.85000610351562,154.0500030517578,151.0800018310547,151.30999755859375,149.81655883789062,648500,,,,,,,,
2020-09-24,150.1199951171875,151.64999389648438,148.0800018310547,150.10000610351562,148.61851501464844,430400,,,,,,,,
2020-09-25,148.0800018310547,149.24000549316406,143.5500030517578,149.22999572753906,147.75709533691406,628100,,,,,,,,
2020-09-28,151.77999877929688,151.7899932861328,147.41000366210938,149.66000366210938,148.18284606933594,845100,,,,,,,,
2020-09-29,149.6199951171875,149.6199951171875,145.3300018310547,147.22999572753906,145.77682495117188,834700,,,,,,,,
2020-09-30,146.88999938964844,149.52999877929688,146.41000366210938,149.5,148.02442932128906,851600,,,,,,,,
2020-10-01,151.52999877929688,156.58999633789062,150.63999938964844,154.55999755859375,153.03448486328125,590800,,,,,,,,
2020-10-02,151.75999450683594,155.88999938964844,151.5800018310547,154.14999389648438,152.62852478027344,459800,,,,,,,,
2020-10-05,153.9199981689453,154.6699981689453,151.49000549316406,151.77999877929688,150.28192138671875,759500,,,,,,,,
2020-10-06,153.77000427246094,164.75,153.47999572753906,163.80999755859375,162.1931915283203,1257500,,,,,,,,
2020-10-07,164.27000427246094,167.0800018310547,161.25,165.4600067138672,163.826904296875,1422000,,,,,,,,
2020-10-08,166.6300048828125,168.05999755859375,164.1699981689453,167.7100067138672,166.05470275878906,706700,,,,,,,,
2020-10-09,167.63999938964844,171.55999755859375,167.0500030517578,170.08999633789062,168.41119384765625,626100,,,,,,,,
2020-10-12,170.6999969482422,172.0,170.10000610351562,170.92999267578125,169.24290466308594,880800,,,,,,,,
2020-10-13,171.6300048828125,173.3699951171875,160.86000061035156,162.10000610351562,160.5000762939453,1364000,,,,,,,,
2020-10-14,165.80999755859375,169.91000366210938,165.00999450683594,165.47999572753906,163.84669494628906,1309900,,,,,,,,
2020-10-15,165.0,167.02000427246094,163.49000549316406,164.97999572753906,163.3516387939453,525300,,,,,,,,
2020-10-16,166.77000427246094,167.1699981689453,164.39999389648438,164.89999389648438,163.2724151611328,908500,,,,,,,,
2020-10-19,165.9199981689453,166.47000122070312,163.8800048828125,164.9499969482422,163.32192993164062,1236600,,,,,,,,
2020-10-20,167.0399932861328,179.72000122070312,166.22999572753906,174.8300018310547,173.1044158935547,1386700,,,,,,,,
2020-10-21,170.6699981689453,177.6199951171875,167.6999969482422,175.97999572753906,174.24305725097656,1308800,,,,,,,,
2020-10-22,174.1199951171875,176.60000610351562,171.5399932861328,171.8800048828125,170.18353271484375,1378500,,,,,,,,
2020-10-23,171.89999389648438,172.8300018310547,168.77999877929688,170.52999877929688,168.84686279296875,708800,,,,,,,,
2020-10-26,169.35000610351562,171.9199981689453,168.60000610351562,170.44000244140625,168.75775146484375,373400,,,,,,,,
2020-10-27,170.67999267578125,170.80999755859375,168.14999389648438,168.80999755859375,167.14382934570312,523100,,,,,,,,
2020-10-28,166.5500030517578,167.72999572753906,164.38999938964844,165.89999389648438,164.26255798339844,936000,,,,,,,,
2020-10-29,167.77000427246094,174.25999450683594,165.24000549316406,165.5500030517578,163.916015625,1160800,,,,,,,,
2020-10-30,163.97999572753906,163.97999572753906,159.61000061035156,160.3800048828125,158.7970428466797,824100,,,,,,,,
2020-11-02,164.22000122070312,165.86000061035156,159.13999938964844,161.36000061035156,159.76736450195312,1574600,,,,,,,,
2020-11-03,158.42999267578125,162.17999267578125,158.16000366210938,160.7899932861328,159.20298767089844,1708900,,,,,,,,
2020-11-04,162.27999877929688,171.4199981689453,161.75,170.60000610351562,168.91616821289062,1804500,,,,,,,,
2020-11-05,173.0399932861328,181.36000061035156,171.52999877929688,180.1699981689453,178.39170837402344,1314200,,,,,,,,
2020-11-06,180.0,184.60000610351562,178.08999633789062,178.99000549316406,177.22335815429688,1259200,,,,,,,,
2020-11-09,181.39999389648438,181.7899932861328,175.02999877929688,175.27999877929688,173.5499725341797,2260900,,,,,,,,
2020-11-10,173.72999572753906,176.8800048828125,172.30999755859375,173.97000122070312,172.25291442871094,1196300,,,,,,,,
2020-11-11,174.0,175.77000427246094,172.1300048828125,174.25999450683594,172.5400390625,720700,,,,,,,,
2020-11-12,175.0,175.1199951171875,170.07000732421875,170.17999267578125,168.50030517578125,1107100,,,,,,,,
2020-11-13,173.07000732421875,175.3300018310547,171.49000549316406,173.3800048828125,171.66873168945312,911700,,,,,,,,
2020-11-16,175.6699981689453,180.99000549316406,174.67999267578125,177.91000366210938,176.15402221679688,655000,,,,,,,,
2020-11-17,178.1699981689453,180.2100067138672,175.64999389648438,179.2100067138672,177.44119262695312,764100,,,,,,,,
2020-11-18,178.6699981689453,181.10000610351562,176.52000427246094,176.60000610351562,174.85694885253906,579600,,,,,,,,
2020-11-19,176.27000427246094,181.38999938964844,174.4499969482422,180.6699981689453,178.88677978515625,893400,,,,,,,,
2020-11-20,180.25,183.0800018310547,178.5399932861328,179.0500030517578,177.28277587890625,1141700,,,,,,,,
2020-11-23,181.2899932861328,181.69000244140625,174.49000549316406,175.35000610351562,173.61929321289062,873500,,,,,,,,
2020-11-24,177.2100067138672,177.83999633789062,170.77000427246094,173.19000244140625,171.48060607910156,1158100,,,,,,,,
2020-11-25,173.0,173.00999450683594,168.16000366210938,168.8000030517578,167.13394165039062,949300,,,,,,,,
2020-11-27,169.47000122070312,170.0,166.19000244140625,168.5399932861328,166.87649536132812,785600,,,,,,,,
2020-11-30,168.5500030517578,168.88999938964844,164.3000030517578,164.85000610351562,163.22293090820312,1984200,,,,,,,,
2020-12-01,165.32000732421875,165.75999450683594,161.11000061035156,161.77000427246094,160.17332458496094,1393900,,,,,,,,
2020-12-02,161.72999572753906,161.7899932861328,156.50999450683594,157.9600067138672,156.40093994140625,1295000,,,,,,,,
2020-12-03,159.0,163.17999267578125,158.85000610351562,162.08999633789062,160.4901580810547,1340600,,,,,,,,
2020-12-04,163.8000030517578,165.58999633789062,161.50999450683594,161.8800048828125,160.28224182128906,706600,,,,,,,,
2020-12-07,162.27000427246094,163.64999389648438,159.85000610351562,161.1999969482422,159.60894775390625,648300,,,,,,,,
2020-12-08,160.2899932861328,161.33999633789062,158.17999267578125,160.02000427246094,158.4405975341797,1076100,,,,,,,,
2020-12-09,161.4600067138672,164.3300018310547,159.6300048828125,160.39999389648438,158.81683349609375,1038800,,,,,,,,
2020-12-10,158.86000061035156,164.7899932861328,158.66000366210938,162.47000122070312,160.8664093017578,1167400,,,,,,,,
2020-12-11,163.33999633789062,163.99000549316406,158.85000610351562,160.00999450683594,158.43069458007812,1070100,,,,,,,,
