date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LMT')","('high', 'LMT')","('low', 'LMT')","('close', 'LMT')","('adj_close', 'LMT')","('volume', 'LMT')","('currency', '')"
2020-02-07,438.1400146484375,441.2099914550781,437.2900085449219,439.1700134277344,373.2109375,883800,,,,,,,,
2020-02-10,439.0,441.5199890136719,437.82000732421875,439.760009765625,373.7121887207031,870400,,,,,,,,
2020-02-11,441.3599853515625,442.5299987792969,437.4700012207031,439.8500061035156,373.7887878417969,744600,,,,,,,,
2020-02-12,439.010009765625,439.69000244140625,434.6000061035156,436.6000061035156,371.02685546875,1419200,,,,,,,,
2020-02-13,435.79998779296875,439.2900085449219,434.29998779296875,434.70001220703125,369.4122619628906,800200,,,,,,,,
2020-02-14,434.9800109863281,438.4700012207031,434.30999755859375,437.8500061035156,372.08917236328125,948600,,,,,,,,
2020-02-18,437.0,438.95001220703125,434.010009765625,435.54998779296875,370.13458251953125,776100,,,,,,,,
2020-02-19,437.0,438.2699890136719,434.3999938964844,434.4800109863281,369.2252197265625,787200,,,,,,,,
2020-02-20,433.6300048828125,434.989990234375,424.1600036621094,425.9700012207031,361.9933776855469,1190600,,,,,,,,
2020-02-21,425.1199951171875,428.7200012207031,422.6600036621094,427.79998779296875,363.5485534667969,1055500,,,,,,,,
2020-02-24,419.6499938964844,424.20001220703125,418.1000061035156,419.3500061035156,356.3676452636719,1117800,,,,,,,,
2020-02-25,420.1000061035156,421.7300109863281,397.5299987792969,400.3599853515625,340.22979736328125,1600100,,,,,,,,
2020-02-26,400.30999755859375,410.5199890136719,399.3399963378906,400.8999938964844,340.6885986328125,1678000,,,,,,,,
2020-02-27,393.5199890136719,399.010009765625,384.3299865722656,384.6000061035156,326.8367919921875,1894100,,,,,,,,
2020-02-28,369.8599853515625,373.82000732421875,360.3399963378906,369.8699951171875,316.2928161621094,3363800,,,,,,,,
2020-03-02,371.3500061035156,383.1000061035156,360.57000732421875,381.3500061035156,326.10980224609375,2859900,,,,,,,,
2020-03-03,384.8399963378906,396.8999938964844,376.5899963378906,377.3999938964844,322.7320251464844,2531400,,,,,,,,
2020-03-04,385.4200134277344,402.9599914550781,383.19000244140625,402.0299987792969,343.7943115234375,2025800,,,,,,,,
2020-03-05,393.9200134277344,397.8500061035156,382.2200012207031,384.70001220703125,328.9745788574219,1967200,,,,,,,,
2020-03-06,372.0899963378906,384.95001220703125,368.4599914550781,382.4700012207031,327.0676574707031,2161000,,,,,,,,
2020-03-09,359.9800109863281,369.4700012207031,351.2699890136719,352.0299987792969,301.03704833984375,3086700,,,,,,,,
2020-03-10,363.010009765625,367.6700134277344,350.6000061035156,367.1700134277344,313.9839172363281,2505600,,,,,,,,
2020-03-11,356.57000732421875,365.8900146484375,349.7900085449219,356.92999267578125,305.22723388671875,1950800,,,,,,,,
2020-03-12,322.0,339.4200134277344,310.0799865722656,311.3800048828125,266.2752990722656,3892600,,,,,,,,
2020-03-13,327.3299865722656,329.1600036621094,303.1000061035156,328.5899963378906,280.992431640625,3877800,,,,,,,,
2020-03-16,295.010009765625,311.55999755859375,285.0,287.94000244140625,246.23069763183594,2351500,,,,,,,,
2020-03-17,293.0,319.4700012207031,287.1499938964844,318.8299865722656,272.64605712890625,2626200,,,,,,,,
2020-03-18,296.9200134277344,339.2300109863281,296.0400085449219,333.4100036621094,285.11419677734375,3589400,,,,,,,,
2020-03-19,333.4100036621094,334.1000061035156,311.2099914550781,314.20001220703125,268.68695068359375,2836700,,,,,,,,
2020-03-20,314.20001220703125,315.8399963378906,288.2099914550781,291.2200012207031,249.03561401367188,3040100,,,,,,,,
2020-03-23,285.0,287.05999755859375,266.1099853515625,276.79998779296875,236.7044219970703,3172100,,,,,,,,
2020-03-24,287.9700012207031,294.989990234375,280.239990234375,288.9100036621094,247.06019592285156,3088400,,,,,,,,
2020-03-25,300.6199951171875,329.82000732421875,293.6099853515625,319.6700134277344,273.3645324707031,2950100,,,,,,,,
2020-03-26,326.0,352.1000061035156,324.010009765625,350.3299865722656,299.583251953125,2680900,,,,,,,,
2020-03-27,339.989990234375,365.0899963378906,335.010009765625,348.3800048828125,297.9156799316406,3562800,,,,,,,,
2020-03-30,351.489990234375,356.4800109863281,342.2799987792969,348.8500061035156,298.3175964355469,1756300,,,,,,,,
2020-03-31,344.80999755859375,346.9200134277344,336.239990234375,338.95001220703125,289.8516845703125,2169300,,,,,,,,
2020-04-01,324.8299865722656,340.989990234375,322.010009765625,338.5199890136719,289.4839172363281,2082300,,,,,,,,
2020-04-02,335.25,354.0,334.54998779296875,353.9599914550781,302.6874694824219,1896200,,,,,,,,
2020-04-03,352.0,355.8399963378906,349.6099853515625,350.5,299.7286071777344,2113200,,,,,,,,
2020-04-06,361.9100036621094,369.95001220703125,361.9100036621094,367.95001220703125,314.6509704589844,2525400,,,,,,,,
2020-04-07,380.5,381.8999938964844,354.04998779296875,355.2799987792969,303.81622314453125,2101500,,,,,,,,
2020-04-08,361.3699951171875,372.6499938964844,358.5899963378906,361.4100036621094,309.0582580566406,1447700,,,,,,,,
2020-04-09,369.739990234375,376.3299865722656,363.5199890136719,371.0,317.2591552734375,1629400,,,,,,,,
2020-04-13,370.95001220703125,373.989990234375,365.7099914550781,369.94000244140625,316.3526916503906,1237200,,,,,,,,
2020-04-14,378.2900085449219,386.5799865722656,374.54998779296875,380.0299987792969,324.98114013671875,1653400,,,,,,,,
2020-04-15,376.75,376.75,367.3599853515625,374.3800048828125,320.1495361328125,1251500,,,,,,,,
2020-04-16,373.6099853515625,381.29998779296875,372.5,377.8800048828125,323.1425476074219,1568400,,,,,,,,
2020-04-17,387.4200134277344,402.45001220703125,384.8299865722656,401.510009765625,343.3496398925781,1768400,,,,,,,,
2020-04-20,394.0799865722656,399.9700012207031,383.2099914550781,383.2099914550781,327.7005310058594,1487200,,,,,,,,
2020-04-21,383.010009765625,392.5400085449219,371.010009765625,373.44000244140625,319.3456726074219,2042000,,,,,,,,
2020-04-22,383.489990234375,383.94000244140625,375.3299865722656,380.3999938964844,325.29754638671875,1188400,,,,,,,,
2020-04-23,382.75,384.8699951171875,376.19000244140625,376.7300109863281,322.1590576171875,1164400,,,,,,,,
2020-04-24,378.7200012207031,384.05999755859375,372.9800109863281,381.7699890136719,326.4690246582031,1029200,,,,,,,,
2020-04-27,383.9100036621094,384.0400085449219,378.0,378.57000732421875,323.73260498046875,1457400,,,,,,,,
2020-04-28,381.8599853515625,387.8299865722656,380.4200134277344,384.7300109863281,329.00030517578125,1313900,,,,,,,,
2020-04-29,388.1600036621094,393.510009765625,379.5,387.9100036621094,331.71966552734375,1500400,,,,,,,,
2020-04-30,383.1000061035156,391.44000244140625,380.44000244140625,389.05999755859375,332.70306396484375,1343300,,,,,,,,
2020-05-01,385.6400146484375,387.4100036621094,381.0899963378906,383.4700012207031,327.92279052734375,911600,,,,,,,,
2020-05-04,382.0199890136719,382.9700012207031,374.1300048828125,380.1600036621094,325.09228515625,1077900,,,,,,,,
2020-05-05,382.4100036621094,392.7799987792969,381.5899963378906,390.29998779296875,333.7634582519531,1270900,,,,,,,,
2020-05-06,390.8900146484375,390.8900146484375,378.4100036621094,378.5799865722656,323.74114990234375,1089800,,,,,,,,
2020-05-07,383.010009765625,384.1300048828125,376.0,376.5400085449219,321.99664306640625,1462000,,,,,,,,
2020-05-08,378.0299987792969,381.1300048828125,376.25,378.3999938964844,323.58721923828125,1130400,,,,,,,,
2020-05-11,375.0,379.5,374.1400146484375,376.55999755859375,322.0137634277344,1287800,,,,,,,,
2020-05-12,378.0,382.44000244140625,371.0299987792969,371.1099853515625,317.3531799316406,1447700,,,,,,,,
2020-05-13,371.2799987792969,372.4599914550781,362.010009765625,364.17999267578125,311.4270324707031,1287400,,,,,,,,
2020-05-14,360.989990234375,361.5400085449219,352.260009765625,356.2799987792969,304.67144775390625,1776400,,,,,,,,
2020-05-15,352.5299987792969,361.510009765625,352.32000732421875,360.3999938964844,308.19464111328125,1854500,,,,,,,,
2020-05-18,371.2099914550781,380.489990234375,366.0199890136719,377.5400085449219,322.85186767578125,1879700,,,,,,,,
2020-05-19,378.07000732421875,382.4599914550781,371.239990234375,371.4800109863281,317.66961669921875,1087100,,,,,,,,
2020-05-20,372.44000244140625,374.0,362.1099853515625,362.510009765625,309.9990234375,1880500,,,,,,,,
2020-05-21,362.69000244140625,370.0299987792969,362.6000061035156,368.82000732421875,315.39501953125,1179100,,,,,,,,
2020-05-22,369.8599853515625,370.1600036621094,365.6199951171875,369.0,315.5489501953125,752600,,,,,,,,
2020-05-26,376.95001220703125,376.95001220703125,370.57000732421875,372.20001220703125,318.2852478027344,1596100,,,,,,,,
2020-05-27,376.7799987792969,397.1199951171875,376.5799865722656,397.1199951171875,339.5955810546875,1986900,,,,,,,,
2020-05-28,401.4599914550781,404.260009765625,398.1600036621094,398.44000244140625,340.7243347167969,1487900,,,,,,,,
2020-05-29,396.0400085449219,396.239990234375,384.7699890136719,388.44000244140625,334.185791015625,1733800,,,,,,,,
2020-06-01,388.94000244140625,394.0,387.30999755859375,388.9599914550781,334.6332702636719,1090300,,,,,,,,
2020-06-02,388.6400146484375,393.2300109863281,386.989990234375,389.7699890136719,335.3301086425781,1404700,,,,,,,,
2020-06-03,393.6499938964844,403.6000061035156,392.5899963378906,402.6300048828125,346.3940124511719,1382200,,,,,,,,
2020-06-04,401.7799987792969,404.8699951171875,399.0,403.6700134277344,347.2886962890625,1261700,,,,,,,,
2020-06-05,410.0,416.0,406.45001220703125,410.75,353.3797607421875,1702500,,,,,,,,
2020-06-08,415.0,417.6199951171875,411.75,414.29998779296875,356.4339599609375,1294600,,,,,,,,
2020-06-09,410.5299987792969,411.94000244140625,407.0,408.55999755859375,351.49560546875,1188400,,,,,,,,
2020-06-10,406.5,409.1000061035156,403.45001220703125,403.7699890136719,347.3746337890625,1188200,,,,,,,,
2020-06-11,392.69000244140625,397.30999755859375,383.57000732421875,383.8800048828125,330.2627258300781,1698800,,,,,,,,
2020-06-12,393.3299865722656,394.42999267578125,376.4700012207031,381.8699951171875,328.53350830078125,1788100,,,,,,,,
2020-06-15,373.2799987792969,377.1499938964844,367.54998779296875,373.2799987792969,321.143310546875,2271300,,,,,,,,
2020-06-16,386.55999755859375,391.7900085449219,379.5799865722656,382.7699890136719,329.30780029296875,2038600,,,,,,,,
2020-06-17,382.5,386.239990234375,376.9200134277344,382.1099853515625,328.73992919921875,1519000,,,,,,,,
2020-06-18,379.67999267578125,381.32000732421875,376.07000732421875,378.3900146484375,325.53955078125,1562000,,,,,,,,
2020-06-19,383.3399963378906,383.5899963378906,372.0,372.20001220703125,320.2141418457031,4322200,,,,,,,,
2020-06-22,372.260009765625,376.8399963378906,370.44000244140625,375.9599914550781,323.448974609375,1370600,,,,,,,,
2020-06-23,378.25,378.7799987792969,371.0400085449219,371.70001220703125,319.783935546875,1469300,,,,,,,,
2020-06-24,370.8999938964844,371.2300109863281,358.32000732421875,359.82000732421875,309.5632019042969,2302800,,,,,,,,
2020-06-25,357.8599853515625,363.30999755859375,353.3299865722656,362.82000732421875,312.144287109375,1391600,,,,,,,,
2020-06-26,359.55999755859375,367.4200134277344,355.010009765625,356.760009765625,306.93060302734375,2008600,,,,,,,,
2020-06-29,360.3900146484375,367.5,359.489990234375,367.5,316.1705627441406,1073000,,,,,,,,
2020-06-30,365.3500061035156,367.25,362.4100036621094,364.9200134277344,313.9508972167969,1482100,,,,,,,,
2020-07-01,366.3399963378906,368.2900085449219,360.30999755859375,360.4200134277344,310.0794677734375,1430100,,,,,,,,
2020-07-02,363.5299987792969,366.07000732421875,360.69000244140625,362.0,311.4388122558594,1396000,,,,,,,,
2020-07-06,366.4800109863281,367.1199951171875,360.8399963378906,362.5899963378906,311.94635009765625,1202300,,,,,,,,
2020-07-07,362.5899963378906,362.9200134277344,352.7799987792969,353.2699890136719,303.9281005859375,1395900,,,,,,,,
2020-07-08,353.5,357.29998779296875,348.6300048828125,350.2300109863281,301.312744140625,1965100,,,,,,,,
2020-07-09,348.0,349.489990234375,339.17999267578125,339.9599914550781,292.47723388671875,1823800,,,,,,,,
2020-07-10,342.3299865722656,349.3299865722656,341.6600036621094,349.25,300.4695129394531,1514200,,,,,,,,
2020-07-13,353.6000061035156,357.0199890136719,348.6000061035156,353.05999755859375,303.74737548828125,2031300,,,,,,,,
2020-07-14,349.1300048828125,355.9200134277344,349.0,355.6600036621094,305.9842224121094,1651900,,,,,,,,
2020-07-15,361.6400146484375,365.5799865722656,360.55999755859375,364.55999755859375,313.6412048339844,1617300,,,,,,,,
2020-07-16,362.29998779296875,365.94000244140625,359.0199890136719,365.8800048828125,314.7768859863281,955400,,,,,,,,
2020-07-17,366.29998779296875,369.0,362.8500061035156,368.5,317.0309143066406,1135500,,,,,,,,
2020-07-20,369.0,369.0,362.42999267578125,365.5299987792969,314.4757385253906,1444500,,,,,,,,
2020-07-21,377.9800109863281,378.8999938964844,370.5799865722656,375.1199951171875,322.726318359375,1997300,,,,,,,,
2020-07-22,376.7099914550781,394.6700134277344,375.6199951171875,394.0799865722656,339.0380859375,2280700,,,,,,,,
2020-07-23,393.7699890136719,394.1499938964844,385.7099914550781,387.6199951171875,333.4803466796875,1442800,,,,,,,,
2020-07-24,388.0,393.489990234375,383.6099853515625,386.2099914550781,332.2673034667969,1305700,,,,,,,,
2020-07-27,384.7300109863281,385.989990234375,380.1099853515625,382.0899963378906,328.7228088378906,1047000,,,,,,,,
2020-07-28,382.0,390.2099914550781,382.0,386.6600036621094,332.654541015625,1132100,,,,,,,,
2020-07-29,389.55999755859375,390.4700012207031,384.6300048828125,387.29998779296875,333.2050476074219,1209600,,,,,,,,
2020-07-30,382.7099914550781,385.8399963378906,380.8599853515625,381.7200012207031,328.40447998046875,983300,,,,,,,,
2020-07-31,380.54998779296875,381.3699951171875,373.67999267578125,378.9700012207031,326.0384826660156,1101800,,,,,,,,
2020-08-03,376.8399963378906,378.4100036621094,371.44000244140625,377.1000061035156,324.4297180175781,923100,,,,,,,,
2020-08-04,379.0799865722656,380.8399963378906,376.2900085449219,377.989990234375,325.1955261230469,900600,,,,,,,,
2020-08-05,380.0,384.8699951171875,378.2699890136719,383.5,329.9358825683594,1018500,,,,,,,,
2020-08-06,381.7799987792969,383.19000244140625,378.0899963378906,379.739990234375,326.70098876953125,698500,,,,,,,,
2020-08-07,380.010009765625,386.6600036621094,378.760009765625,385.6199951171875,331.75970458984375,924900,,,,,,,,
2020-08-10,386.0199890136719,391.1099853515625,385.9599914550781,389.260009765625,334.89129638671875,856000,,,,,,,,
2020-08-11,391.510009765625,399.489990234375,391.3299865722656,391.9599914550781,337.2142028808594,1312800,,,,,,,,
2020-08-12,394.0199890136719,396.5199890136719,391.2900085449219,392.44000244140625,337.6271667480469,878500,,,,,,,,
2020-08-13,390.3500061035156,394.04998779296875,387.0,389.239990234375,334.87408447265625,1053600,,,,,,,,
2020-08-14,388.6400146484375,394.20001220703125,388.0199890136719,391.4200134277344,336.7496643066406,648600,,,,,,,,
2020-08-17,393.9800109863281,395.19000244140625,387.7300109863281,388.9599914550781,334.6332702636719,864100,,,,,,,,
2020-08-18,389.1700134277344,391.9100036621094,388.3399963378906,390.260009765625,335.7515869140625,806100,,,,,,,,
2020-08-19,390.0799865722656,391.9700012207031,388.8399963378906,390.04998779296875,335.5710144042969,717400,,,,,,,,
2020-08-20,388.2799987792969,389.20001220703125,383.5799865722656,387.8800048828125,333.7040710449219,1203700,,,,,,,,
2020-08-21,387.7099914550781,390.7900085449219,386.8599853515625,389.57000732421875,335.1580505371094,996000,,,,,,,,
2020-08-24,390.8299865722656,395.57000732421875,389.8999938964844,395.0400085449219,339.8641052246094,1006400,,,,,,,,
2020-08-25,395.7200012207031,402.3800048828125,392.3999938964844,394.8399963378906,339.6919250488281,987400,,,,,,,,
2020-08-26,393.0,397.6600036621094,390.55999755859375,395.44000244140625,340.2080993652344,908600,,,,,,,,
2020-08-27,396.8399963378906,400.0899963378906,394.8800048828125,395.0199890136719,339.8467712402344,700300,,,,,,,,
2020-08-28,395.510009765625,396.0,391.7300109863281,395.5899963378906,340.33721923828125,728300,,,,,,,,
2020-08-31,392.1700134277344,395.0,388.4700012207031,390.260009765625,337.8009948730469,1030400,,,,,,,,
2020-09-01,387.82000732421875,389.19000244140625,385.0,386.80999755859375,334.814697265625,908400,,,,,,,,
2020-09-02,385.1499938964844,398.8999938964844,384.1099853515625,398.07000732421875,344.56121826171875,1214500,,,,,,,,
2020-09-03,399.5,401.8800048828125,383.3800048828125,386.2900085449219,334.3646240234375,1500800,,,,,,,,
2020-09-04,388.510009765625,391.54998779296875,379.5799865722656,385.0199890136719,333.2653503417969,933600,,,,,,,,
2020-09-08,383.989990234375,385.2900085449219,378.3599853515625,380.2300109863281,329.1192932128906,1071600,,,,,,,,
2020-09-09,382.69000244140625,389.4200134277344,381.010009765625,385.239990234375,333.4558410644531,1218300,,,,,,,,
2020-09-10,386.0199890136719,388.5299987792969,378.3299865722656,379.1099853515625,328.14984130859375,716000,,,,,,,,
2020-09-11,381.4700012207031,390.5,380.75,389.45001220703125,337.09991455078125,933800,,,,,,,,
2020-09-14,393.3699951171875,396.6700134277344,391.6199951171875,393.75,340.82196044921875,991000,,,,,,,,
2020-09-15,395.6499938964844,396.0,386.8900146484375,392.54998779296875,339.783203125,955700,,,,,,,,
2020-09-16,391.1099853515625,399.6000061035156,390.92999267578125,395.5799865722656,342.4058532714844,1052200,,,,,,,,
2020-09-17,392.0,398.54998779296875,389.5400085449219,395.94000244140625,342.717529296875,959500,,,,,,,,
2020-09-18,394.1499938964844,399.0,394.1499938964844,395.1400146484375,342.0250549316406,2636400,,,,,,,,
2020-09-21,388.5,389.8699951171875,377.2300109863281,379.6099853515625,328.58258056640625,1447400,,,,,,,,
2020-09-22,381.8800048828125,392.4800109863281,381.3399963378906,388.4200134277344,336.2084045410156,1286300,,,,,,,,
2020-09-23,389.2300109863281,394.42999267578125,381.989990234375,383.239990234375,331.7247009277344,1223300,,,,,,,,
2020-09-24,383.25,384.489990234375,375.1000061035156,378.760009765625,327.8468322753906,1295100,,,,,,,,
2020-09-25,377.45001220703125,388.3999938964844,376.45001220703125,386.70001220703125,334.7196044921875,1375400,,,,,,,,
2020-09-28,390.0,396.6099853515625,389.6499938964844,390.510009765625,338.0174865722656,980000,,,,,,,,
2020-09-29,389.6099853515625,393.1499938964844,387.510009765625,388.739990234375,336.48529052734375,1113100,,,,,,,,
2020-09-30,389.4700012207031,389.760009765625,380.510009765625,383.2799987792969,331.7592468261719,1410300,,,,,,,,
2020-10-01,384.0,390.0,379.0,380.8900146484375,329.6905517578125,1103900,,,,,,,,
2020-10-02,376.0,383.4800109863281,374.2799987792969,380.5799865722656,329.42218017578125,1217200,,,,,,,,
2020-10-05,383.239990234375,385.8900146484375,378.8599853515625,383.9599914550781,332.347900390625,825000,,,,,,,,
2020-10-06,386.0299987792969,386.1099853515625,376.0199890136719,376.4599914550781,325.85601806640625,954900,,,,,,,,
2020-10-07,378.6000061035156,383.8399963378906,378.55999755859375,382.94000244140625,331.4649963378906,826500,,,,,,,,
2020-10-08,383.8999938964844,389.19000244140625,382.2799987792969,388.5899963378906,336.3554992675781,694900,,,,,,,,
2020-10-09,388.4100036621094,390.1000061035156,385.2900085449219,385.92999267578125,334.05303955078125,675000,,,,,,,,
2020-10-12,386.0,390.510009765625,383.260009765625,388.9200134277344,336.6412048339844,807400,,,,,,,,
2020-10-13,386.1400146484375,390.55999755859375,385.1199951171875,388.95001220703125,336.6671142578125,973300,,,,,,,,
2020-10-14,387.1400146484375,395.4599914550781,387.1400146484375,390.7200012207031,338.19921875,1090300,,,,,,,,
2020-10-15,387.3299865722656,388.8699951171875,383.2200012207031,386.1199951171875,334.217529296875,792000,,,,,,,,
2020-10-16,388.489990234375,389.7799987792969,386.0899963378906,386.5,334.54644775390625,952100,,,,,,,,
2020-10-19,387.239990234375,389.6000061035156,381.6700134277344,383.7099914550781,332.1315002441406,1181000,,,,,,,,
2020-10-20,382.5899963378906,385.7900085449219,371.79998779296875,372.2099914550781,322.17730712890625,1779200,,,,,,,,
2020-10-21,372.2099914550781,375.0,365.0,367.1400146484375,317.7888488769531,1931200,,,,,,,,
2020-10-22,367.5,371.1099853515625,365.1499938964844,368.9599914550781,319.3641357421875,1255100,,,,,,,,
2020-10-23,371.3399963378906,376.19000244140625,369.010009765625,374.3299865722656,324.0123596191406,1178800,,,,,,,,
2020-10-26,369.42999267578125,369.8699951171875,362.5,368.54998779296875,319.00927734375,1387200,,,,,,,,
2020-10-27,367.0,367.9800109863281,360.80999755859375,362.42999267578125,313.7120056152344,977400,,,,,,,,
2020-10-28,356.8699951171875,360.0,350.45001220703125,350.8599853515625,303.69720458984375,1679900,,,,,,,,
2020-10-29,350.0,356.2300109863281,348.2900085449219,352.44000244140625,305.06488037109375,1548000,,,,,,,,
2020-10-30,350.6400146484375,353.7300109863281,345.6499938964844,350.1300048828125,303.0653381347656,1309800,,,,,,,,
2020-11-02,356.1199951171875,359.9100036621094,350.7200012207031,352.4200134277344,305.0474548339844,1707700,,,,,,,,
2020-11-03,357.1300048828125,366.20001220703125,356.2099914550781,363.44000244140625,314.586181640625,1484600,,,,,,,,
2020-11-04,371.07000732421875,381.4599914550781,369.510009765625,372.1600036621094,322.13409423828125,2146400,,,,,,,,
2020-11-05,374.54998779296875,376.5,363.7699890136719,364.70001220703125,315.6768798828125,1709300,,,,,,,,
2020-11-06,363.29998779296875,363.7300109863281,357.95001220703125,361.2699890136719,312.7078552246094,1401600,,,,,,,,
2020-11-09,379.6000061035156,381.5199890136719,363.7300109863281,363.95001220703125,315.027587890625,1956900,,,,,,,,
2020-11-10,365.0,373.44000244140625,363.94000244140625,371.2799987792969,321.3722839355469,1708000,,,,,,,,
2020-11-11,372.8699951171875,373.3299865722656,365.67999267578125,369.2799987792969,319.6412048339844,1115200,,,,,,,,
2020-11-12,367.5,370.57000732421875,365.510009765625,367.8900146484375,318.4379577636719,856100,,,,,,,,
2020-11-13,370.57000732421875,376.0,369.2300109863281,375.1400146484375,324.7134704589844,921000,,,,,,,,
2020-11-16,378.04998779296875,380.69000244140625,376.0799865722656,377.1300048828125,326.43597412109375,1306700,,,,,,,,
2020-11-17,375.6600036621094,380.4800109863281,375.25,375.8999938964844,325.3713073730469,1321100,,,,,,,,
2020-11-18,377.489990234375,383.4700012207031,376.239990234375,377.55999755859375,326.8082275390625,1066800,,,,,,,,
2020-11-19,375.0,377.75,372.1700134277344,376.4599914550781,325.85601806640625,1075400,,,,,,,,
2020-11-20,375.9700012207031,377.239990234375,367.6199951171875,368.0199890136719,318.55059814453125,1117500,,,,,,,,
2020-11-23,371.5400085449219,374.5299987792969,369.8599853515625,370.8500061035156,321.0000915527344,929200,,,,,,,,
2020-11-24,375.2799987792969,378.4800109863281,373.05999755859375,378.4800109863281,327.60455322265625,959000,,,,,,,,
2020-11-25,377.0899963378906,381.95001220703125,376.2300109863281,378.3399963378906,327.48333740234375,854800,,,,,,,,
2020-11-27,378.80999755859375,378.80999755859375,373.45001220703125,374.3399963378906,324.0210266113281,612300,,,,,,,,
2020-11-30,370.7900085449219,372.44000244140625,363.3900146484375,365.0,318.14617919921875,1608400,,,,,,,,
2020-12-01,368.4700012207031,373.2900085449219,364.8699951171875,364.989990234375,318.1375427246094,1299700,,,,,,,,
2020-12-02,364.989990234375,365.989990234375,360.010009765625,361.3599853515625,314.9734802246094,2520000,,,,,,,,
2020-12-03,362.1199951171875,369.5,360.9599914550781,362.0299987792969,315.5574645996094,1758400,,,,,,,,
2020-12-04,363.1199951171875,367.7300109863281,362.1099853515625,366.6099853515625,319.5494689941406,1222600,,,,,,,,
2020-12-07,366.8999938964844,366.8999938964844,360.5400085449219,362.1300048828125,315.6446533203125,1390500,,,,,,,,
2020-12-08,360.9800109863281,363.1700134277344,358.8399963378906,359.2300109863281,313.1168518066406,1783600,,,,,,,,
2020-12-09,359.8500061035156,362.5899963378906,356.95001220703125,361.3500061035156,314.9647521972656,1522200,,,,,,,,
2020-12-10,359.5199890136719,364.2200012207031,355.20001220703125,355.3900146484375,309.7697448730469,1378700,,,,,,,,
2020-12-11,354.54998779296875,363.1199951171875,354.19000244140625,361.7099914550781,315.2784729003906,1409800,,,,,,,,
2020-12-14,363.5,365.6199951171875,357.44000244140625,357.6600036621094,311.74835205078125,1370500,,,,,,,,
2020-12-15,358.7300109863281,359.8900146484375,355.45001220703125,357.57000732421875,311.6700744628906,1521000,,,,,,,,
2020-12-16,357.25,357.8999938964844,353.6499938964844,354.57000732421875,309.0550231933594,1986200,,,,,,,,
2020-12-17,355.92999267578125,357.6600036621094,351.8800048828125,352.6000061035156,307.3380432128906,1658100,,,,,,,,
