date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SIFY')","('high', 'SIFY')","('low', 'SIFY')","('close', 'SIFY')","('adj_close', 'SIFY')","('volume', 'SIFY')","('currency', '')"
2020-01-02,7.5,7.559999942779541,7.139999866485596,7.440000057220459,7.440000057220459,6650,,,,,,,,
2020-01-03,7.380000114440918,7.5,7.199999809265137,7.440000057220459,7.440000057220459,4800,,,,,,,,
2020-01-06,7.320000171661377,7.559999942779541,7.260000228881836,7.440000057220459,7.440000057220459,3700,,,,,,,,
2020-01-07,7.559999942779541,7.559999942779541,7.440000057220459,7.559999942779541,7.559999942779541,2500,,,,,,,,
2020-01-08,7.559999942779541,7.559999942779541,7.440000057220459,7.440000057220459,7.440000057220459,1617,,,,,,,,
2020-01-09,7.739999771118164,7.739999771118164,7.320000171661377,7.440000057220459,7.440000057220459,3883,,,,,,,,
2020-01-10,7.440000057220459,7.559999942779541,7.260000228881836,7.559999942779541,7.559999942779541,3233,,,,,,,,
2020-01-13,7.619999885559082,7.679999828338623,7.380000114440918,7.559999942779541,7.559999942779541,7317,,,,,,,,
2020-01-14,7.559999942779541,7.679999828338623,7.559999942779541,7.619999885559082,7.619999885559082,3700,,,,,,,,
2020-01-15,7.679999828338623,7.739999771118164,7.260000228881836,7.619999885559082,7.619999885559082,7117,,,,,,,,
2020-01-16,7.559999942779541,7.679999828338623,7.5,7.679999828338623,7.679999828338623,2967,,,,,,,,
2020-01-17,7.619999885559082,7.739999771118164,7.559999942779541,7.739999771118164,7.739999771118164,5850,,,,,,,,
2020-01-21,7.440000057220459,7.739999771118164,7.440000057220459,7.619999885559082,7.619999885559082,9833,,,,,,,,
2020-01-22,7.679999828338623,7.679999828338623,7.559999942779541,7.619999885559082,7.619999885559082,3150,,,,,,,,
2020-01-23,7.679999828338623,7.980000019073486,7.559999942779541,7.980000019073486,7.980000019073486,19683,,,,,,,,
2020-01-24,7.559999942779541,7.800000190734863,7.5,7.619999885559082,7.619999885559082,16150,,,,,,,,
2020-01-27,7.559999942779541,7.619999885559082,7.199999809265137,7.260000228881836,7.260000228881836,16300,,,,,,,,
2020-01-28,7.380000114440918,7.440000057220459,7.320000171661377,7.440000057220459,7.440000057220459,3200,,,,,,,,
2020-01-29,7.5,7.5,7.260000228881836,7.260000228881836,7.260000228881836,4000,,,,,,,,
2020-01-30,7.320000171661377,7.380000114440918,7.260000228881836,7.380000114440918,7.380000114440918,8150,,,,,,,,
2020-01-31,7.380000114440918,7.380000114440918,7.260000228881836,7.380000114440918,7.380000114440918,1650,,,,,,,,
2020-02-03,7.5,7.559999942779541,7.260000228881836,7.559999942779541,7.559999942779541,3117,,,,,,,,
2020-02-04,7.5,7.559999942779541,7.260000228881836,7.380000114440918,7.380000114440918,3300,,,,,,,,
2020-02-05,7.440000057220459,7.559999942779541,7.440000057220459,7.5,7.5,2867,,,,,,,,
2020-02-06,7.5,7.800000190734863,7.440000057220459,7.440000057220459,7.440000057220459,11550,,,,,,,,
2020-02-07,7.679999828338623,7.679999828338623,7.5,7.559999942779541,7.559999942779541,2200,,,,,,,,
2020-02-10,7.320000171661377,7.440000057220459,7.260000228881836,7.260000228881836,7.260000228881836,6867,,,,,,,,
2020-02-11,7.320000171661377,7.380000114440918,7.260000228881836,7.260000228881836,7.260000228881836,3483,,,,,,,,
2020-02-12,7.260000228881836,7.440000057220459,7.199999809265137,7.260000228881836,7.260000228881836,3083,,,,,,,,
2020-02-13,7.199999809265137,7.320000171661377,7.199999809265137,7.260000228881836,7.260000228881836,2450,,,,,,,,
2020-02-14,7.260000228881836,7.320000171661377,7.199999809265137,7.260000228881836,7.260000228881836,6733,,,,,,,,
2020-02-18,7.199999809265137,7.320000171661377,7.199999809265137,7.320000171661377,7.320000171661377,3917,,,,,,,,
2020-02-19,7.320000171661377,7.5,7.260000228881836,7.380000114440918,7.380000114440918,3617,,,,,,,,
2020-02-20,7.380000114440918,7.739999771118164,7.380000114440918,7.679999828338623,7.679999828338623,4467,,,,,,,,
2020-02-21,7.559999942779541,7.739999771118164,7.320000171661377,7.320000171661377,7.320000171661377,11933,,,,,,,,
