date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NBY')","('high', 'NBY')","('low', 'NBY')","('close', 'NBY')","('adj_close', 'NBY')","('volume', 'NBY')","('currency', '')"
2020-05-26,1065.75,1090.25,1053.5,1090.25,720.6737060546875,1108,,,,,,,,
2020-05-27,1114.75,1114.75,1053.5,1090.25,720.6737060546875,1095,,,,,,,,
2020-05-28,1090.25,1090.25,1065.75,1078.0,712.5762329101562,521,,,,,,,,
2020-05-29,1053.5,1065.75,1016.75,1041.25,688.2838745117188,766,,,,,,,,
2020-06-01,1029.0,1053.5,1016.75,1053.5,696.38134765625,445,,,,,,,,
2020-06-02,1029.0,1053.5,1029.0,1053.5,696.38134765625,294,,,,,,,,
2020-06-03,1029.0,1041.25,1016.75,1029.0,680.1864624023438,605,,,,,,,,
2020-06-04,1016.75,1041.25,992.25,1004.5,663.9915161132812,628,,,,,,,,
2020-06-05,1029.0,1053.5,1004.5,1029.0,680.1864624023438,1089,,,,,,,,
2020-06-08,1029.0,1163.75,1016.75,1090.25,720.6737060546875,2876,,,,,,,,
2020-06-09,1127.0,1127.0,1065.75,1090.25,720.6737060546875,3350,,,,,,,,
2020-06-10,1200.5,1237.25,1078.0,1127.0,744.966064453125,7064,,,,,,,,
2020-06-11,1053.5,1139.25,1029.0,1053.5,696.38134765625,3153,,,,,,,,
2020-06-12,1065.75,1090.25,1004.5,1065.75,704.4788208007812,1484,,,,,,,,
2020-06-15,1041.25,1127.0,1041.25,1102.5,728.7711791992188,1699,,,,,,,,
2020-06-16,1114.75,1139.25,1065.75,1090.25,720.6737060546875,1835,,,,,,,,
2020-06-17,1065.75,1114.75,1053.5,1065.75,704.4788208007812,1305,,,,,,,,
2020-06-18,1090.25,1274.0,992.25,1237.25,817.8432006835938,12844,,,,,,,,
2020-06-19,1102.5,1212.75,1090.25,1139.25,753.0635375976562,5692,,,,,,,,
2020-06-22,1151.5,1249.5,1127.0,1176.0,777.3558959960938,3295,,,,,,,,
2020-06-23,1151.5,1298.5,1127.0,1261.75,834.0381469726562,5735,,,,,,,,
2020-06-24,1225.0,1531.25,1200.5,1506.75,995.9873046875,10345,,,,,,,,
2020-06-25,1457.75,1470.0,1249.5,1298.5,858.3305053710938,5930,,,,,,,,
2020-06-26,1347.5,1494.5,1286.25,1347.5,890.7203369140625,5283,,,,,,,,
2020-06-29,1457.75,1494.5,1347.5,1421.0,939.3050537109375,3913,,,,,,,,
2020-06-30,1384.25,1629.25,1298.5,1408.75,931.2076416015625,10395,,,,,,,,
2020-07-01,1347.5,1445.5,1347.5,1396.5,923.1101684570312,3316,,,,,,,,
2020-07-02,1335.25,1359.75,1286.25,1323.0,874.525390625,3440,,,,,,,,
2020-07-06,1384.25,1408.75,1335.25,1372.0,906.9152221679688,1962,,,,,,,,
2020-07-07,1335.25,1433.25,1310.75,1408.75,931.2076416015625,2940,,,,,,,,
2020-07-08,1396.5,1604.75,1347.5,1433.25,947.4025268554688,7917,,,,,,,,
2020-07-09,1445.5,1457.75,1359.75,1408.75,931.2076416015625,1673,,,,,,,,
2020-07-10,1396.5,1457.75,1372.0,1384.25,915.0126953125,1518,,,,,,,,
2020-07-13,1886.5,2376.5,1555.75,1715.0,1133.64404296875,66870,,,,,,,,
2020-07-14,1678.25,1690.5,1494.5,1617.0,1068.8643798828125,5264,,,,,,,,
2020-07-15,1604.75,1666.0,1531.25,1580.25,1044.572021484375,2986,,,,,,,,
2020-07-16,1531.25,1923.25,1519.0,1849.75,1222.716064453125,10151,,,,,,,,
2020-07-17,1874.25,1960.0,1715.0,1813.0,1198.4237060546875,4590,,,,,,,,
2020-07-20,1764.0,2009.0,1702.75,1972.25,1303.690673828125,4959,,,,,,,,
2020-07-21,1764.0,1776.25,1519.0,1519.0,1004.084716796875,9047,,,,,,,,
2020-07-22,1555.75,1641.5,1433.25,1555.75,1028.3770751953125,7441,,,,,,,,
2020-07-23,1555.75,1580.25,1470.0,1506.75,995.9873046875,2996,,,,,,,,
2020-07-24,1482.25,1482.25,1396.5,1457.75,963.5974731445312,1766,,,,,,,,
2020-07-27,1457.75,1470.0,1408.75,1408.75,931.2076416015625,1004,,,,,,,,
2020-07-28,1408.75,1421.0,1347.5,1372.0,906.9152221679688,1653,,,,,,,,
2020-07-29,1347.5,1482.25,1323.0,1384.25,915.0126953125,2879,,,,,,,,
2020-07-30,1359.75,1457.75,1323.0,1433.25,947.4025268554688,1700,,,,,,,,
2020-07-31,1470.0,1568.0,1372.0,1506.75,995.9873046875,3253,,,,,,,,
2020-08-03,1555.75,1641.5,1519.0,1617.0,1068.8643798828125,2678,,,,,,,,
2020-08-04,1641.5,1764.0,1629.25,1739.5,1149.8389892578125,2803,,,,,,,,
2020-08-05,1813.0,1813.0,1568.0,1666.0,1101.2542724609375,2432,,,,,,,,
2020-08-06,1666.0,1678.25,1531.25,1629.25,1076.9617919921875,3584,,,,,,,,
2020-08-07,1347.5,1433.25,1323.0,1396.5,923.1101684570312,3550,,,,,,,,
2020-08-10,1372.0,1408.75,1347.5,1359.75,898.8178100585938,1650,,,,,,,,
2020-08-11,1335.25,1359.75,1225.0,1261.75,834.0381469726562,3217,,,,,,,,
2020-08-12,1237.25,1274.0,1127.0,1176.0,777.3558959960938,2620,,,,,,,,
2020-08-13,1163.75,1274.0,1139.25,1237.25,817.8432006835938,1270,,,,,,,,
2020-08-14,1200.5,1225.0,1151.5,1200.5,793.5508422851562,1049,,,,,,,,
2020-08-17,1237.25,1237.25,1163.75,1176.0,777.3558959960938,755,,,,,,,,
2020-08-18,1543.5,1751.75,1261.75,1298.5,858.3305053710938,47834,,,,,,,,
2020-08-19,1249.5,1335.25,1237.25,1310.75,866.427978515625,3861,,,,,,,,
2020-08-20,1274.0,1274.0,1176.0,1212.75,801.6483154296875,2293,,,,,,,,
2020-08-21,1176.0,1225.0,1163.75,1176.0,777.3558959960938,1086,,,,,,,,
2020-08-24,1163.75,1163.75,1065.75,1127.0,744.966064453125,1772,,,,,,,,
2020-08-25,1102.5,1127.0,1078.0,1114.75,736.86865234375,640,,,,,,,,
2020-08-26,1090.25,1151.5,1090.25,1114.75,736.86865234375,662,,,,,,,,
2020-08-27,1114.75,1127.0,1090.25,1102.5,728.7711791992188,814,,,,,,,,
2020-08-28,1114.75,1286.25,1078.0,1151.5,761.1610107421875,3331,,,,,,,,
2020-08-31,1102.5,1127.0,1090.25,1114.75,736.86865234375,952,,,,,,,,
2020-09-01,1102.5,1102.5,1041.25,1065.75,704.4788208007812,860,,,,,,,,
2020-09-02,1041.25,1065.75,1004.5,1016.75,672.0889892578125,721,,,,,,,,
2020-09-03,1016.75,1016.75,894.25,943.25,623.5042114257812,1090,,,,,,,,
2020-09-04,882.0,980.0,820.75,955.5,631.6016845703125,1068,,,,,,,,
2020-09-08,980.0,1004.5,918.75,931.0,615.4067993164062,376,,,,,,,,
2020-09-09,955.5,955.5,894.25,906.5,599.2118530273438,348,,,,,,,,
2020-09-10,918.75,980.0,882.0,955.5,631.6016845703125,565,,,,,,,,
2020-09-11,943.25,1065.75,894.25,931.0,615.4067993164062,1356,,,,,,,,
2020-09-14,931.0,980.0,918.75,931.0,615.4067993164062,412,,,,,,,,
2020-09-15,931.0,992.25,931.0,967.75,639.6991577148438,1161,,,,,,,,
2020-09-16,967.75,1041.25,955.5,980.0,647.796630859375,1618,,,,,,,,
2020-09-17,967.75,1016.75,943.25,943.25,623.5042114257812,577,,,,,,,,
2020-09-18,943.25,992.25,918.75,918.75,607.309326171875,663,,,,,,,,
2020-09-21,967.75,967.75,918.75,918.75,607.309326171875,467,,,,,,,,
2020-09-22,943.25,980.0,931.0,931.0,615.4067993164062,263,,,,,,,,
2020-09-23,943.25,967.75,906.5,906.5,599.2118530273438,273,,,,,,,,
2020-09-24,943.25,943.25,845.25,894.25,591.1143798828125,495,,,,,,,,
2020-09-25,906.5,918.75,869.75,882.0,583.0169677734375,371,,,,,,,,
2020-09-28,882.0,906.5,882.0,894.25,591.1143798828125,181,,,,,,,,
2020-09-29,869.75,992.25,869.75,906.5,599.2118530273438,1205,,,,,,,,
2020-09-30,894.25,918.75,882.0,894.25,591.1143798828125,481,,,,,,,,
2020-10-01,906.5,906.5,882.0,882.0,583.0169677734375,343,,,,,,,,
2020-10-02,1004.5,1065.75,894.25,980.0,647.796630859375,9785,,,,,,,,
2020-10-05,943.25,967.75,918.75,931.0,615.4067993164062,1486,,,,,,,,
2020-10-06,906.5,931.0,894.25,906.5,599.2118530273438,715,,,,,,,,
2020-10-07,906.5,943.25,894.25,918.75,607.309326171875,544,,,,,,,,
2020-10-08,918.75,1004.5,906.5,931.0,615.4067993164062,1567,,,,,,,,
2020-10-09,918.75,992.25,906.5,992.25,655.89404296875,2408,,,,,,,,
2020-10-12,980.0,1029.0,955.5,980.0,647.796630859375,2493,,,,,,,,
2020-10-13,967.75,967.75,918.75,943.25,623.5042114257812,1137,,,,,,,,
2020-10-14,931.0,955.5,918.75,943.25,623.5042114257812,453,,,,,,,,
2020-10-15,931.0,931.0,882.0,906.5,599.2118530273438,534,,,,,,,,
2020-10-16,906.5,931.0,894.25,894.25,591.1143798828125,555,,,,,,,,
2020-10-19,906.5,931.0,882.0,906.5,599.2118530273438,812,,,,,,,,
2020-10-20,894.25,918.75,882.0,894.25,591.1143798828125,574,,,,,,,,
2020-10-21,894.25,906.5,869.75,894.25,591.1143798828125,278,,,,,,,,
2020-10-22,894.25,906.5,882.0,894.25,591.1143798828125,463,,,,,,,,
2020-10-23,906.5,906.5,869.75,882.0,583.0169677734375,499,,,,,,,,
2020-10-26,894.25,894.25,796.25,845.25,558.7245483398438,1861,,,,,,,,
2020-10-27,845.25,845.25,784.0,796.25,526.334716796875,462,,,,,,,,
2020-10-28,771.75,796.25,759.5,784.0,518.2373046875,607,,,,,,,,
2020-10-29,796.25,796.25,747.25,759.5,502.0423583984375,481,,,,,,,,
2020-10-30,771.75,771.75,735.0,747.25,493.9449157714844,319,,,,,,,,
2020-11-02,759.5,771.75,735.0,759.5,502.0423583984375,366,,,,,,,,
2020-11-03,747.25,759.5,637.0,637.0,421.0677795410156,2444,,,,,,,,
2020-11-04,637.0,673.75,637.0,661.5,437.2626953125,526,,,,,,,,
2020-11-05,649.25,722.75,649.25,710.5,469.65252685546875,444,,,,,,,,
2020-11-06,722.75,735.0,649.25,661.5,437.2626953125,470,,,,,,,,
2020-11-09,686.0,735.0,661.5,698.25,461.5550842285156,495,,,,,,,,
2020-11-10,735.0,735.0,686.0,710.5,469.65252685546875,327,,,,,,,,
2020-11-11,722.75,784.0,686.0,759.5,502.0423583984375,540,,,,,,,,
2020-11-12,784.0,820.75,771.75,796.25,526.334716796875,1409,,,,,,,,
2020-11-13,661.5,759.5,637.0,747.25,493.9449157714844,1354,,,,,,,,
2020-11-16,710.5,747.25,698.25,710.5,469.65252685546875,524,,,,,,,,
2020-11-17,747.25,747.25,686.0,710.5,469.65252685546875,399,,,,,,,,
2020-11-18,710.5,735.0,673.75,698.25,461.5550842285156,487,,,,,,,,
2020-11-19,698.25,747.25,686.0,722.75,477.75,1418,,,,,,,,
2020-11-20,833.0,833.0,747.25,784.0,518.2373046875,1918,,,,,,,,
2020-11-23,820.75,820.75,747.25,771.75,510.13983154296875,813,,,,,,,,
2020-11-24,771.75,796.25,747.25,759.5,502.0423583984375,767,,,,,,,,
2020-11-25,771.75,784.0,747.25,784.0,518.2373046875,412,,,,,,,,
2020-11-27,771.75,784.0,759.5,784.0,518.2373046875,380,,,,,,,,
2020-11-30,759.5,771.75,747.25,759.5,502.0423583984375,465,,,,,,,,
2020-12-01,747.25,771.75,735.0,759.5,502.0423583984375,566,,,,,,,,
2020-12-02,759.5,784.0,735.0,771.75,510.13983154296875,330,,,,,,,,
2020-12-03,771.75,796.25,759.5,784.0,518.2373046875,379,,,,,,,,
2020-12-04,784.0,857.5,771.75,808.5,534.4321899414062,2468,,,,,,,,
2020-12-07,808.5,820.75,796.25,820.75,542.5296630859375,677,,,,,,,,
2020-12-08,808.5,967.75,796.25,857.5,566.822021484375,7374,,,,,,,,
2020-12-09,882.0,882.0,771.75,796.25,526.334716796875,1639,,,,,,,,
2020-12-10,796.25,820.75,784.0,784.0,518.2373046875,544,,,,,,,,
2020-12-11,857.5,882.0,808.5,845.25,558.7245483398438,1519,,,,,,,,
2020-12-14,894.25,943.25,833.0,857.5,566.822021484375,5264,,,,,,,,
2020-12-15,833.0,857.5,820.75,845.25,558.7245483398438,779,,,,,,,,
2020-12-16,833.0,845.25,808.5,833.0,550.6271362304688,610,,,,,,,,
2020-12-17,820.75,833.0,796.25,808.5,534.4321899414062,641,,,,,,,,
2020-12-18,808.5,820.75,784.0,784.0,518.2373046875,702,,,,,,,,
2020-12-21,784.0,808.5,771.75,771.75,510.13983154296875,885,,,,,,,,
2020-12-22,784.0,784.0,759.5,771.75,510.13983154296875,506,,,,,,,,
2020-12-23,796.25,869.75,784.0,820.75,542.5296630859375,1841,,,,,,,,
2020-12-24,833.0,918.75,808.5,894.25,591.1143798828125,2746,,,,,,,,
2020-12-28,918.75,980.0,845.25,869.75,574.9194946289062,2465,,,,,,,,
2020-12-29,894.25,906.5,833.0,869.75,574.9194946289062,1597,,,,,,,,
2020-12-30,857.5,918.75,833.0,894.25,591.1143798828125,1712,,,,,,,,
2020-12-31,882.0,882.0,845.25,857.5,566.822021484375,949,,,,,,,,
2021-01-04,857.5,918.75,833.0,894.25,591.1143798828125,1169,,,,,,,,
2021-01-05,906.5,980.0,869.75,967.75,639.6991577148438,2316,,,,,,,,
2021-01-06,955.5,1004.5,894.25,894.25,591.1143798828125,2124,,,,,,,,
2021-01-07,943.25,955.5,931.0,931.0,615.4067993164062,754,,,,,,,,
2021-01-08,955.5,967.75,918.75,943.25,623.5042114257812,1160,,,,,,,,
2021-01-11,955.5,1004.5,943.25,992.25,655.89404296875,1508,,,,,,,,
2021-01-12,1016.75,1396.5,1004.5,1286.25,850.2330322265625,16500,,,,,,,,
2021-01-13,1188.25,1188.25,1078.0,1114.75,736.86865234375,6511,,,,,,,,
2021-01-14,1102.5,1102.5,1041.25,1102.5,728.7711791992188,2829,,,,,,,,
2021-01-15,1151.5,1163.75,1065.75,1114.75,736.86865234375,3760,,,,,,,,
2021-01-19,1176.0,1274.0,1127.0,1274.0,842.1355590820312,5017,,,,,,,,
2021-01-20,1359.75,1396.5,1176.0,1310.75,866.427978515625,8477,,,,,,,,
2021-01-21,1286.25,1335.25,1225.0,1274.0,842.1355590820312,4399,,,,,,,,
2021-01-22,1261.75,1286.25,1225.0,1237.25,817.8432006835938,2349,,,,,,,,
2021-01-25,1249.5,1261.75,1114.75,1188.25,785.453369140625,3721,,,,,,,,
2021-01-26,1151.5,1274.0,1127.0,1274.0,842.1355590820312,5271,,,,,,,,
2021-01-27,1212.75,1347.5,1163.75,1163.75,769.2584838867188,4678,,,,,,,,
2021-01-28,1163.75,1176.0,1053.5,1114.75,736.86865234375,2979,,,,,,,,
2021-01-29,1102.5,1151.5,1041.25,1090.25,720.6737060546875,3400,,,,,,,,
2021-02-01,1090.25,1139.25,1065.75,1114.75,736.86865234375,1780,,,,,,,,
2021-02-02,1102.5,1176.0,1102.5,1114.75,736.86865234375,2056,,,,,,,,
2021-02-03,1114.75,1188.25,1102.5,1163.75,769.2584838867188,1991,,,,,,,,
2021-02-04,1188.25,1274.0,1176.0,1237.25,817.8432006835938,3741,,,,,,,,
2021-02-05,1237.25,1274.0,1139.25,1225.0,809.7457275390625,2801,,,,,,,,
2021-02-08,1274.0,1506.75,1261.75,1506.75,995.9873046875,10671,,,,,,,,
2021-02-09,1531.25,1543.5,1384.25,1470.0,971.6948852539062,5198,,,,,,,,
2021-02-10,1531.25,1543.5,1310.75,1457.75,963.5974731445312,4773,,,,,,,,
2021-02-11,1482.25,1494.5,1396.5,1445.5,955.5,2652,,,,,,,,
2021-02-12,1396.5,1470.0,1396.5,1457.75,963.5974731445312,1817,,,,,,,,
2021-02-16,1470.0,1482.25,1421.0,1457.75,963.5974731445312,2165,,,,,,,,
2021-02-17,1408.75,1825.25,1310.75,1690.5,1117.4490966796875,15705,,,,,,,,
2021-02-18,1653.75,2192.75,1641.5,1751.75,1157.9364013671875,27842,,,,,,,,
2021-02-19,1874.25,1935.5,1494.5,1555.75,1028.3770751953125,10576,,,,,,,,
2021-02-22,1617.0,1984.5,1506.75,1739.5,1149.8389892578125,20149,,,,,,,,
2021-02-23,1519.0,1592.5,1384.25,1433.25,947.4025268554688,7188,,,,,,,,
2021-02-24,1494.5,1604.75,1482.25,1519.0,1004.084716796875,2805,,,,,,,,
2021-02-25,1506.75,1506.75,1347.5,1372.0,906.9152221679688,3622,,,,,,,,
2021-02-26,1347.5,1715.0,1274.0,1384.25,915.0126953125,20073,,,,,,,,
2021-03-01,1396.5,1470.0,1323.0,1347.5,890.7203369140625,2413,,,,,,,,
2021-03-02,1372.0,1396.5,1274.0,1310.75,866.427978515625,1916,,,,,,,,
2021-03-03,1298.5,1310.75,1225.0,1261.75,834.0381469726562,2368,,,,,,,,
2021-03-04,1237.25,1249.5,1041.25,1065.75,704.4788208007812,2610,,,,,,,,
2021-03-05,1078.0,1139.25,967.75,1127.0,744.966064453125,1239,,,,,,,,
2021-03-08,1151.5,1163.75,1029.0,1041.25,688.2838745117188,1427,,,,,,,,
2021-03-09,1090.25,1163.75,1090.25,1114.75,736.86865234375,1458,,,,,,,,
2021-03-10,1127.0,1188.25,1114.75,1151.5,761.1610107421875,745,,,,,,,,
2021-03-11,1127.0,1335.25,1127.0,1286.25,850.2330322265625,2187,,,,,,,,
2021-03-12,1261.75,1408.75,1200.5,1335.25,882.6228637695312,6641,,,,,,,,
2021-03-15,1335.25,1335.25,1249.5,1286.25,850.2330322265625,1025,,,,,,,,
2021-03-16,1286.25,1298.5,1212.75,1274.0,842.1355590820312,876,,,,,,,,
2021-03-17,1225.0,1310.75,1200.5,1310.75,866.427978515625,847,,,,,,,,
2021-03-18,1261.75,1286.25,1225.0,1249.5,825.940673828125,792,,,,,,,,
2021-03-19,1274.0,1457.75,1225.0,1384.25,915.0126953125,10573,,,,,,,,
2021-03-22,1396.5,1396.5,1298.5,1323.0,874.525390625,1817,,,,,,,,
2021-03-23,1310.75,1323.0,1237.25,1274.0,842.1355590820312,1207,,,,,,,,
2021-03-24,1249.5,1274.0,1225.0,1237.25,817.8432006835938,1028,,,,,,,,
2021-03-25,1176.0,1237.25,1102.5,1200.5,793.5508422851562,1461,,,,,,,,
2021-03-26,1127.0,1188.25,1090.25,1127.0,744.966064453125,1047,,,,,,,,
2021-03-29,1102.5,1139.25,1053.5,1065.75,704.4788208007812,1222,,,,,,,,
2021-03-30,1065.75,1114.75,1029.0,1078.0,712.5762329101562,678,,,,,,,,
2021-03-31,1078.0,1176.0,1078.0,1114.75,736.86865234375,2120,,,,,,,,
2021-04-01,1114.75,1249.5,1102.5,1188.25,785.453369140625,2745,,,,,,,,
2021-04-05,1212.75,1212.75,1139.25,1139.25,753.0635375976562,544,,,,,,,,
2021-04-06,1151.5,1200.5,1114.75,1127.0,744.966064453125,1343,,,,,,,,
2021-04-07,1127.0,1163.75,1090.25,1102.5,728.7711791992188,764,,,,,,,,
