date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'THSGF')","('high', 'THSGF')","('low', 'THSGF')","('close', 'THSGF')","('adj_close', 'THSGF')","('volume', 'THSGF')","('currency', '')"
2021-02-03,2.6822919845581055,2.8125,2.4739580154418945,2.4739580154418945,2.4739580154418945,25728,,,,,,,,
2021-02-04,2.3567709922790527,2.3567709922790527,2.2526040077209473,2.34375,2.34375,10637,,,,,,,,
2021-02-05,2.4427080154418945,2.445312976837158,2.3776040077209473,2.4270830154418945,2.4270830154418945,7987,,,,,,,,
2021-02-08,2.4479169845581055,2.5416669845581055,2.3880209922790527,2.5416669845581055,2.5416669845581055,20928,,,,,,,,
2021-02-09,2.4895830154418945,2.4895830154418945,2.34375,2.453125,2.453125,14400,,,,,,,,
2021-02-10,2.7083330154418945,2.7083330154418945,2.4322919845581055,2.4713540077209473,2.4713540077209473,16704,,,,,,,,
2021-02-11,2.4244790077209473,2.507812976837158,2.359375,2.3958330154418945,2.3958330154418945,8947,,,,,,,,
2021-02-12,2.390625,2.5208330154418945,2.3151040077209473,2.4192709922790527,2.4192709922790527,11904,,,,,,,,
2021-02-16,2.421875,2.421875,2.3385419845581055,2.3411459922790527,2.3411459922790527,29530,,,,,,,,
2021-02-17,2.2395830154418945,2.2552080154418945,2.179687976837158,2.2395830154418945,2.2395830154418945,28109,,,,,,,,
2021-02-18,2.2083330154418945,2.2864580154418945,2.2083330154418945,2.21875,2.21875,4301,,,,,,,,
2021-02-19,2.2916669845581055,2.3125,2.1666669845581055,2.2083330154418945,2.2083330154418945,10906,,,,,,,,
2021-02-22,2.2239580154418945,2.3776040077209473,2.2135419845581055,2.3333330154418945,2.3333330154418945,34061,,,,,,,,
2021-02-23,2.3854169845581055,2.3854169845581055,2.2135419845581055,2.3125,2.3125,6835,,,,,,,,
2021-02-24,2.2864580154418945,2.421875,2.273437976837158,2.3932290077209473,2.3932290077209473,26227,,,,,,,,
2021-02-25,2.3697919845581055,2.3697919845581055,2.257812976837158,2.3072919845581055,2.3072919845581055,14054,,,,,,,,
2021-02-26,2.2057290077209473,2.2057290077209473,2.0963540077209473,2.148437976837158,2.148437976837158,14131,,,,,,,,
2021-03-01,2.21875,2.242187976837158,2.1380209922790527,2.2239580154418945,2.2239580154418945,22656,,,,,,,,
2021-03-02,2.2239580154418945,2.3020830154418945,2.2083330154418945,2.25,2.25,5222,,,,,,,,
2021-03-03,2.25,2.2916669845581055,2.2057290077209473,2.2239580154418945,2.2239580154418945,1651,,,,,,,,
2021-03-04,2.1901040077209473,2.2239580154418945,2.0963540077209473,2.1354169845581055,2.1354169845581055,53798,,,,,,,,
2021-03-05,2.140625,2.140625,2.0052080154418945,2.0364580154418945,2.0364580154418945,21926,,,,,,,,
2021-03-08,2.179687976837158,2.2005209922790527,2.1302080154418945,2.1380209922790527,2.1380209922790527,10176,,,,,,,,
2021-03-09,2.3098959922790527,2.3098959922790527,2.1223959922790527,2.1223959922790527,2.1223959922790527,16742,,,,,,,,
2021-03-10,2.2630209922790527,2.4322919845581055,2.2369790077209473,2.3541669845581055,2.3541669845581055,45658,,,,,,,,
2021-03-11,2.4088540077209473,2.515625,2.34375,2.476562976837158,2.476562976837158,42509,,,,,,,,
2021-03-12,2.5260419845581055,2.554687976837158,2.4557290077209473,2.554687976837158,2.554687976837158,27418,,,,,,,,
2021-03-15,2.6041669845581055,2.7083330154418945,2.5989580154418945,2.6067709922790527,2.6067709922790527,12365,,,,,,,,
2021-03-16,2.7083330154418945,2.8645830154418945,2.6302080154418945,2.8125,2.8125,25766,,,,,,,,
2021-03-17,2.9947919845581055,3.1354169845581055,2.9427080154418945,3.1354169845581055,3.1354169845581055,66470,,,,,,,,
2021-03-18,3.1510419845581055,3.203125,2.9166669845581055,2.96875,2.96875,30451,,,,,,,,
2021-03-19,2.96875,2.9947919845581055,2.9036459922790527,2.9427080154418945,2.9427080154418945,5453,,,,,,,,
2021-03-22,2.9401040077209473,2.9427080154418945,2.8385419845581055,2.9166669845581055,2.9166669845581055,11021,,,,,,,,
2021-03-23,2.890625,2.890625,2.734375,2.7473959922790527,2.7473959922790527,4032,,,,,,,,
2021-03-24,2.9166669845581055,2.9505209922790527,2.8411459922790527,2.8645830154418945,2.8645830154418945,18240,,,,,,,,
2021-03-25,2.8385419845581055,2.9166669845581055,2.7604169845581055,2.9166669845581055,2.9166669845581055,11021,,,,,,,,
2021-03-26,2.890625,2.890625,2.7604169845581055,2.8125,2.8125,11942,,,,,,,,
2021-03-29,2.7604169845581055,2.773437976837158,2.6302080154418945,2.6510419845581055,2.6510419845581055,9408,,,,,,,,
2021-03-30,2.6067709922790527,2.6067709922790527,2.5364580154418945,2.578125,2.578125,6643,,,,,,,,
2021-03-31,2.6041669845581055,2.734375,2.6041669845581055,2.71875,2.71875,9408,,,,,,,,
2021-04-01,2.8645830154418945,3.0130209922790527,2.8307290077209473,2.8645830154418945,2.8645830154418945,7181,,,,,,,,
2021-04-05,2.9166669845581055,2.9947919845581055,2.8645830154418945,2.9427080154418945,2.9427080154418945,2035,,,,,,,,
2021-04-06,2.9427080154418945,3.0416669845581055,2.9427080154418945,2.9947919845581055,2.9947919845581055,2150,,,,,,,,
2021-04-07,2.9947919845581055,2.9947919845581055,2.960937976837158,2.9895830154418945,2.9895830154418945,499,,,,,,,,
2021-04-08,3.015625,3.0729169845581055,3.015625,3.0729169845581055,3.0729169845581055,1805,,,,,,,,
2021-04-09,2.9947919845581055,3.1510419845581055,2.9947919845581055,3.1510419845581055,3.1510419845581055,4954,,,,,,,,
2021-04-12,3.2291669845581055,3.2291669845581055,3.0208330154418945,3.039062976837158,3.039062976837158,57562,,,,,,,,
2021-04-13,3.0729169845581055,3.1119790077209473,2.9947919845581055,2.9947919845581055,2.9947919845581055,4416,,,,,,,,
2021-04-14,3.039062976837158,3.1510419845581055,3.007812976837158,3.0208330154418945,3.0208330154418945,28915,,,,,,,,
2021-04-15,3.039062976837158,3.0989580154418945,3.0208330154418945,3.0729169845581055,3.0729169845581055,6605,,,,,,,,
2021-04-16,3.1770830154418945,3.1770830154418945,3.0989580154418945,3.0989580154418945,3.0989580154418945,1229,,,,,,,,
2021-04-19,2.4739580154418945,3.0729169845581055,1.953125,3.0208330154418945,3.0208330154418945,3571,,,,,,,,
2021-04-20,2.96875,3.0729169845581055,2.9427080154418945,3.0729169845581055,3.0729169845581055,7757,,,,,,,,
2021-04-21,3.1510419845581055,3.203125,3.0989580154418945,3.1510419845581055,3.1510419845581055,9792,,,,,,,,
2021-04-22,3.109375,3.125,3.0104169845581055,3.0520830154418945,3.0520830154418945,1075,,,,,,,,
2021-04-23,3.125,3.2291669845581055,3.125,3.1770830154418945,3.1770830154418945,6336,,,,,,,,
2021-04-26,3.203125,3.265625,3.203125,3.2552080154418945,3.2552080154418945,7334,,,,,,,,
2021-04-27,3.1692709922790527,3.1692709922790527,3.0989580154418945,3.125,3.125,4186,,,,,,,,
2021-04-28,3.1276040077209473,3.1276040077209473,3.0729169845581055,3.0885419845581055,3.0885419845581055,7910,,,,,,,,
2021-04-29,3.070312976837158,3.1510419845581055,3.046875,3.0755209922790527,3.0755209922790527,4301,,,,,,,,
2021-04-30,3.0989580154418945,3.15625,3.0989580154418945,3.0989580154418945,3.0989580154418945,1421,,,,,,,,
2021-05-03,3.0989580154418945,3.125,3.0729169845581055,3.0989580154418945,3.0989580154418945,10906,,,,,,,,
2021-05-04,3.0364580154418945,3.046875,2.9166669845581055,2.9166669845581055,2.9166669845581055,14784,,,,,,,,
2021-05-05,2.9947919845581055,2.9947919845581055,2.90625,2.9166669845581055,2.9166669845581055,1728,,,,,,,,
2021-05-06,2.9114580154418945,3.0729169845581055,2.9114580154418945,3.0260419845581055,3.0260419845581055,24038,,,,,,,,
2021-05-07,2.9947919845581055,3.0989580154418945,2.9947919845581055,3.0729169845581055,3.0729169845581055,18432,,,,,,,,
2021-05-10,3.0729169845581055,3.0729169845581055,2.9791669845581055,3.0260419845581055,3.0260419845581055,6182,,,,,,,,
2021-05-11,2.992187976837158,3.125,2.992187976837158,3.125,3.125,6682,,,,,,,,
2021-05-12,3.1510419845581055,3.359375,3.1380209922790527,3.359375,3.359375,15322,,,,,,,,
2021-05-13,3.2552080154418945,3.4375,3.2552080154418945,3.4375,3.4375,9984,,,,,,,,
2021-05-14,3.4895830154418945,3.539062976837158,3.4114580154418945,3.4661459922790527,3.4661459922790527,6182,,,,,,,,
2021-05-17,3.4869790077209473,3.4895830154418945,3.1770830154418945,3.28125,3.28125,19354,,,,,,,,
2021-05-18,3.1197919845581055,3.2083330154418945,3.0989580154418945,3.179687976837158,3.179687976837158,8870,,,,,,,,
2021-05-19,3.0729169845581055,3.125,3.0520830154418945,3.0729169845581055,3.0729169845581055,15859,,,,,,,,
2021-05-20,2.9947919845581055,3.046875,2.8645830154418945,3.039062976837158,3.039062976837158,25843,,,,,,,,
2021-05-21,3.1041669845581055,3.1041669845581055,3.0208330154418945,3.046875,3.046875,4301,,,,,,,,
2021-05-24,3.0729169845581055,3.1510419845581055,2.9427080154418945,2.9427080154418945,2.9427080154418945,1882,,,,,,,,
2021-05-25,3.0026040077209473,3.0208330154418945,2.9166669845581055,2.9166669845581055,2.9166669845581055,2496,,,,,,,,
2021-05-26,2.9166669845581055,2.9166669845581055,2.7083330154418945,2.7083330154418945,2.7083330154418945,27802,,,,,,,,
2021-05-27,2.734375,2.8645830154418945,2.7083330154418945,2.7864580154418945,2.7864580154418945,25536,,,,,,,,
2021-05-28,2.7864580154418945,2.8307290077209473,2.7604169845581055,2.7604169845581055,2.7604169845581055,4454,,,,,,,,
2021-06-01,2.8385419845581055,2.8385419845581055,2.6927080154418945,2.734375,2.734375,18739,,,,,,,,
2021-06-02,2.7083330154418945,2.7864580154418945,2.6614580154418945,2.6979169845581055,2.6979169845581055,24422,,,,,,,,
2021-06-03,2.65625,2.65625,2.5625,2.601562976837158,2.601562976837158,11942,,,,,,,,
2021-06-04,2.5885419845581055,2.6770830154418945,2.539062976837158,2.5442709922790527,2.5442709922790527,12019,,,,,,,,
2021-06-07,2.6041669845581055,2.6302080154418945,2.476562976837158,2.4817709922790527,2.4817709922790527,8102,,,,,,,,
2021-06-08,2.546875,2.578125,2.484375,2.5,2.5,11290,,,,,,,,
2021-06-09,2.5260419845581055,2.5598959922790527,2.507812976837158,2.5494790077209473,2.5494790077209473,13094,,,,,,,,
2021-06-10,2.4739580154418945,2.554687976837158,2.4661459922790527,2.539062976837158,2.539062976837158,35789,,,,,,,,
2021-06-11,2.484375,2.5,2.460937976837158,2.4869790077209473,2.4869790077209473,15014,,,,,,,,
2021-06-14,2.5182290077209473,2.5182290077209473,2.3697919845581055,2.382812976837158,2.382812976837158,21581,,,,,,,,
2021-06-15,2.382812976837158,2.382812976837158,2.335937976837158,2.382812976837158,2.382812976837158,29952,,,,,,,,
2021-06-16,2.4036459922790527,2.4713540077209473,2.351562976837158,2.3697919845581055,2.3697919845581055,7680,,,,,,,,
2021-06-17,2.34375,2.3958330154418945,2.2994790077209473,2.3307290077209473,2.3307290077209473,16627,,,,,,,,
2021-06-18,2.320312976837158,2.3333330154418945,2.320312976837158,2.3307290077209473,2.3307290077209473,1920,,,,,,,,
2021-06-21,2.3411459922790527,2.3411459922790527,2.265625,2.2838540077209473,2.2838540077209473,13286,,,,,,,,
2021-06-22,2.3385419845581055,2.3776040077209473,2.2786459922790527,2.3776040077209473,2.3776040077209473,15514,,,,,,,,
2021-06-23,2.5651040077209473,2.5651040077209473,2.4114580154418945,2.460937976837158,2.460937976837158,6720,,,,,,,,
2021-06-24,2.6822919845581055,2.6822919845581055,2.570312976837158,2.59375,2.59375,10368,,,,,,,,
2021-06-25,2.6041669845581055,2.6041669845581055,2.507812976837158,2.5104169845581055,2.5104169845581055,5222,,,,,,,,
2021-06-28,2.445312976837158,2.4791669845581055,2.445312976837158,2.445312976837158,2.445312976837158,32410,,,,,,,,
2021-06-29,2.3958330154418945,2.4479169845581055,2.34375,2.429687976837158,2.429687976837158,66586,,,,,,,,
2021-06-30,2.421875,2.445312976837158,2.382812976837158,2.382812976837158,2.382812976837158,24768,,,,,,,,
2021-07-01,2.734375,2.734375,2.367187976837158,2.367187976837158,2.367187976837158,3226,,,,,,,,
2021-07-02,2.4322919845581055,2.4739580154418945,2.3854169845581055,2.4739580154418945,2.4739580154418945,9446,,,,,,,,
2021-07-06,2.4114580154418945,2.4401040077209473,2.375,2.3932290077209473,2.3932290077209473,4992,,,,,,,,
2021-07-07,2.390625,2.390625,2.34375,2.34375,2.34375,5837,,,,,,,,
2021-07-08,2.3958330154418945,2.3958330154418945,2.2994790077209473,2.3125,2.3125,5453,,,,,,,,
2021-07-09,2.34375,2.3645830154418945,2.34375,2.3541669845581055,2.3541669845581055,2496,,,,,,,,
2021-07-12,2.2994790077209473,2.2994790077209473,2.2552080154418945,2.2552080154418945,2.2552080154418945,768,,,,,,,,
2021-07-13,2.304687976837158,2.3411459922790527,2.296875,2.3255209922790527,2.3255209922790527,1613,,,,,,,,
2021-07-14,2.4088540077209473,2.4088540077209473,2.367187976837158,2.3723959922790527,2.3723959922790527,2112,,,,,,,,
2021-07-15,2.3567709922790527,2.3567709922790527,2.3098959922790527,2.3098959922790527,2.3098959922790527,11712,,,,,,,,
2021-07-16,2.2786459922790527,2.2786459922790527,2.226562976837158,2.226562976837158,2.226562976837158,11482,,,,,,,,
2021-07-19,2.226562976837158,2.2291669845581055,2.132812976837158,2.1901040077209473,2.1901040077209473,14899,,,,,,,,
2021-07-20,2.265625,2.289062976837158,2.265625,2.289062976837158,2.289062976837158,806,,,,,,,,
2021-07-21,2.3177080154418945,2.3307290077209473,2.2916669845581055,2.3177080154418945,2.3177080154418945,3840,,,,,,,,
2021-07-22,2.1770830154418945,2.3151040077209473,2.1770830154418945,2.2916669845581055,2.2916669845581055,883,,,,,,,,
2021-07-23,2.265625,2.3697919845581055,2.1979169845581055,2.3697919845581055,2.3697919845581055,12979,,,,,,,,
2021-07-26,2.2942709922790527,2.4088540077209473,2.2942709922790527,2.3723959922790527,2.3723959922790527,5875,,,,,,,,
2021-07-27,2.5182290077209473,2.5182290077209473,2.3151040077209473,2.3255209922790527,2.3255209922790527,12826,,,,,,,,
2021-07-28,2.3255209922790527,2.34375,2.3177080154418945,2.3385419845581055,2.3385419845581055,5568,,,,,,,,
2021-07-29,2.382812976837158,2.3958330154418945,2.3802080154418945,2.3958330154418945,2.3958330154418945,3533,,,,,,,,
2021-07-30,2.4322919845581055,2.4322919845581055,2.359375,2.4322919845581055,2.4322919845581055,15744,,,,,,,,
2021-08-02,2.2916669845581055,2.2916669845581055,2.1875,2.1875,2.1875,9293,,,,,,,,
2021-08-03,2.351562976837158,2.429687976837158,2.351562976837158,2.4244790077209473,2.4244790077209473,2957,,,,,,,,
2021-08-04,2.4401040077209473,2.4739580154418945,2.414062976837158,2.4348959922790527,2.4348959922790527,4262,,,,,,,,
2021-08-05,2.421875,2.4869790077209473,2.421875,2.484375,2.484375,9754,,,,,,,,
2021-08-06,2.4869790077209473,2.4869790077209473,2.328125,2.3932290077209473,2.3932290077209473,7296,,,,,,,,
2021-08-09,2.3255209922790527,2.3255209922790527,2.1432290077209473,2.1614580154418945,2.1614580154418945,4838,,,,,,,,
2021-08-10,2.1875,2.2135419845581055,2.1536459922790527,2.1875,2.1875,4608,,,,,,,,
2021-08-11,2.203125,2.34375,2.1588540077209473,2.1588540077209473,2.1588540077209473,6950,,,,,,,,
2021-08-12,2.109375,2.1614580154418945,2.109375,2.1432290077209473,2.1432290077209473,4147,,,,,,,,
2021-08-13,2.2135419845581055,2.257812976837158,2.1875,2.1875,2.1875,13747,,,,,,,,
2021-08-16,2.1979169845581055,2.2630209922790527,2.171875,2.203125,2.203125,7757,,,,,,,,
2021-08-17,2.21875,2.21875,1.9505209922790527,2.0572919845581055,2.0572919845581055,39245,,,,,,,,
2021-08-18,2.0989580154418945,2.0989580154418945,2.0130209922790527,2.0598959922790527,2.0598959922790527,4301,,,,,,,,
2021-08-19,1.9739580154418945,2.03125,1.9505209922790527,1.9505209922790527,1.9505209922790527,7757,,,,,,,,
2021-08-20,1.9401040077209473,1.9635419845581055,1.9348959922790527,1.9375,1.9375,2304,,,,,,,,
2021-08-23,1.9739580154418945,2.0755209922790527,1.9609379768371582,2.0755209922790527,2.0755209922790527,4685,,,,,,,,
2021-08-24,2.1354169845581055,2.1614580154418945,2.1354169845581055,2.1614580154418945,2.1614580154418945,5568,,,,,,,,
2021-08-25,2.1614580154418945,2.1614580154418945,2.0442709922790527,2.0442709922790527,2.0442709922790527,4493,,,,,,,,
2021-08-26,2.0807290077209473,2.0807290077209473,2.0364580154418945,2.046875,2.046875,5722,,,,,,,,
2021-08-27,2.078125,2.1197919845581055,2.078125,2.0885419845581055,2.0885419845581055,25574,,,,,,,,
2021-08-30,2.140625,2.1979169845581055,2.0651040077209473,2.0651040077209473,2.0651040077209473,6682,,,,,,,,
2021-08-31,2.2213540077209473,2.2213540077209473,2.0833330154418945,2.1145830154418945,2.1145830154418945,3187,,,,,,,,
2021-09-01,2.1302080154418945,2.1302080154418945,2.1302080154418945,2.1302080154418945,2.1302080154418945,230,,,,,,,,
2021-09-02,2.140625,2.2291669845581055,2.140625,2.2291669845581055,2.2291669845581055,2381,,,,,,,,
2021-09-03,2.2552080154418945,2.3125,2.2395830154418945,2.2786459922790527,2.2786459922790527,16742,,,,,,,,
2021-09-07,2.2473959922790527,2.28125,2.1875,2.273437976837158,2.273437976837158,6182,,,,,,,,
2021-09-08,2.2395830154418945,2.2395830154418945,2.195312976837158,2.195312976837158,2.195312976837158,269,,,,,,,,
2021-09-09,2.1692709922790527,2.1692709922790527,2.1692709922790527,2.1692709922790527,2.1692709922790527,3149,,,,,,,,
2021-09-10,2.2369790077209473,2.2369790077209473,2.0494790077209473,2.0963540077209473,2.0963540077209473,960,,,,,,,,
2021-09-13,2.0677080154418945,2.085937976837158,2.0104169845581055,2.0494790077209473,2.0494790077209473,6720,,,,,,,,
2021-09-14,2.0572919845581055,2.078125,2.0104169845581055,2.0104169845581055,2.0104169845581055,2765,,,,,,,,
2021-09-15,2.054687976837158,2.1458330154418945,2.054687976837158,2.078125,2.078125,576,,,,,,,,
2021-09-16,2.0651040077209473,2.0807290077209473,2.0338540077209473,2.046875,2.046875,2611,,,,,,,,
2021-09-17,2.0572919845581055,2.2005209922790527,1.9973959922790527,2.2005209922790527,2.2005209922790527,4762,,,,,,,,
2021-09-20,2.0208330154418945,2.0260419845581055,1.9375,2.0104169845581055,2.0104169845581055,3341,,,,,,,,
2021-09-21,2.046875,2.0755209922790527,2.039062976837158,2.0598959922790527,2.0598959922790527,2650,,,,,,,,
2021-09-22,2.0677080154418945,2.1197919845581055,2.0338540077209473,2.117187976837158,2.117187976837158,12941,,,,,,,,
2021-09-23,2.0911459922790527,2.0911459922790527,2.0833330154418945,2.0833330154418945,2.0833330154418945,461,,,,,,,,
2021-09-24,2.1223959922790527,2.1536459922790527,2.085937976837158,2.085937976837158,2.085937976837158,3917,,,,,,,,
2021-09-27,2.0833330154418945,2.320312976837158,2.0677080154418945,2.3177080154418945,2.3177080154418945,13478,,,,,,,,
2021-09-28,2.2942709922790527,2.2942709922790527,2.15625,2.15625,2.15625,5491,,,,,,,,
2021-09-29,2.2005209922790527,2.2005209922790527,2.1510419845581055,2.164062976837158,2.164062976837158,3917,,,,,,,,
2021-09-30,2.2005209922790527,2.2708330154418945,2.2005209922790527,2.2708330154418945,2.2708330154418945,2266,,,,,,,,
2021-10-01,2.1744790077209473,2.2213540077209473,2.1744790077209473,2.2213540077209473,2.2213540077209473,3187,,,,,,,,
2021-10-04,2.210937976837158,2.2395830154418945,2.1354169845581055,2.148437976837158,2.148437976837158,9984,,,,,,,,
2021-10-05,2.070312976837158,2.1458330154418945,2.070312976837158,2.1458330154418945,2.1458330154418945,3494,,,,,,,,
2021-10-06,2.109375,2.1223959922790527,2.070312976837158,2.070312976837158,2.070312976837158,1306,,,,,,,,
2021-10-07,2.1197919845581055,2.1588540077209473,2.1197919845581055,2.1223959922790527,2.1223959922790527,499,,,,,,,,
2021-10-08,2.1197919845581055,2.1197919845581055,2.109375,2.109375,2.109375,3994,,,,,,,,
2021-10-11,2.1354169845581055,2.1354169845581055,2.1354169845581055,2.1354169845581055,2.1354169845581055,38,,,,,,,,
2021-10-12,2.0989580154418945,2.140625,2.0338540077209473,2.1302080154418945,2.1302080154418945,7526,,,,,,,,
2021-10-13,2.2005209922790527,2.2005209922790527,2.109375,2.164062976837158,2.164062976837158,3494,,,,,,,,
2021-10-14,2.15625,2.2161459922790527,2.1354169845581055,2.1614580154418945,2.1614580154418945,1498,,,,,,,,
2021-10-15,2.2005209922790527,2.2369790077209473,2.1848959922790527,2.1848959922790527,2.1848959922790527,23616,,,,,,,,
2021-10-18,2.1770830154418945,2.1770830154418945,2.0807290077209473,2.1041669845581055,2.1041669845581055,11674,,,,,,,,
2021-10-19,2.1614580154418945,2.1822919845581055,2.117187976837158,2.1822919845581055,2.1822919845581055,1382,,,,,,,,
2021-10-20,2.1588540077209473,2.1614580154418945,2.1276040077209473,2.1614580154418945,2.1614580154418945,3725,,,,,,,,
2021-10-21,2.140625,2.2395830154418945,2.140625,2.1744790077209473,2.1744790077209473,27533,,,,,,,,
2021-10-22,2.2447919845581055,2.273437976837158,2.203125,2.273437976837158,2.273437976837158,16435,,,,,,,,
2021-10-25,2.3020830154418945,2.3411459922790527,2.226562976837158,2.2552080154418945,2.2552080154418945,2688,,,,,,,,
2021-10-26,2.2760419845581055,2.2760419845581055,2.2526040077209473,2.2526040077209473,2.2526040077209473,1459,,,,,,,,
2021-10-27,2.1432290077209473,2.2864580154418945,2.1432290077209473,2.2552080154418945,2.2552080154418945,18547,,,,,,,,
2021-10-28,2.265625,2.265625,2.1614580154418945,2.1614580154418945,2.1614580154418945,5990,,,,,,,,
2021-10-29,2.1536459922790527,2.1614580154418945,2.109375,2.109375,2.109375,538,,,,,,,,
2021-11-01,2.1901040077209473,2.242187976837158,2.1380209922790527,2.242187976837158,2.242187976837158,11904,,,,,,,,
2021-11-02,2.2135419845581055,2.2135419845581055,2.1588540077209473,2.1901040077209473,2.1901040077209473,576,,,,,,,,
2021-11-03,2.1458330154418945,2.1458330154418945,2.1041669845581055,2.117187976837158,2.117187976837158,2381,,,,,,,,
2021-11-04,2.1354169845581055,2.1354169845581055,2.0755209922790527,2.0833330154418945,2.0833330154418945,4224,,,,,,,,
2021-11-05,2.1354169845581055,2.1354169845581055,2.1354169845581055,2.1354169845581055,2.1354169845581055,307,,,,,,,,
2021-11-08,2.164062976837158,2.164062976837158,2.0885419845581055,2.1354169845581055,2.1354169845581055,8179,,,,,,,,
2021-11-09,2.1875,2.1875,2.117187976837158,2.117187976837158,2.117187976837158,6874,,,,,,,,
2021-11-10,2.1875,2.1875,2.1354169845581055,2.1614580154418945,2.1614580154418945,7872,,,,,,,,
2021-11-11,2.1848959922790527,2.2005209922790527,2.1458330154418945,2.1979169845581055,2.1979169845581055,26765,,,,,,,,
2021-11-12,2.1614580154418945,2.2057290077209473,2.1536459922790527,2.2057290077209473,2.2057290077209473,1190,,,,,,,,
2021-11-15,2.1666669845581055,2.1666669845581055,2.0598959922790527,2.1223959922790527,2.1223959922790527,8141,,,,,,,,
2021-11-16,2.085937976837158,2.1875,2.085937976837158,2.1145830154418945,2.1145830154418945,3533,,,,,,,,
2021-11-17,2.242187976837158,2.289062976837158,2.1875,2.1875,2.1875,6336,,,,,,,,
2021-11-18,2.1875,2.1875,2.1354169845581055,2.1614580154418945,2.1614580154418945,5261,,,,,,,,
2021-11-19,2.1380209922790527,2.210937976837158,2.1380209922790527,2.210937976837158,2.210937976837158,2534,,,,,,,,
2021-11-22,2.1927080154418945,2.21875,2.1927080154418945,2.2005209922790527,2.2005209922790527,5069,,,,,,,,
2021-11-23,2.1276040077209473,2.179687976837158,2.125,2.1770830154418945,2.1770830154418945,11366,,,,,,,,
2021-11-24,2.2760419845581055,2.2760419845581055,2.195312976837158,2.2005209922790527,2.2005209922790527,8294,,,,,,,,
2021-11-26,2.2135419845581055,2.2239580154418945,2.1875,2.1875,2.1875,3648,,,,,,,,
2021-11-29,2.0442709922790527,2.1692709922790527,2.0442709922790527,2.15625,2.15625,960,,,,,,,,
2021-11-30,2.179687976837158,2.2786459922790527,2.179687976837158,2.2786459922790527,2.2786459922790527,1306,,,,,,,,
2021-12-01,2.2083330154418945,2.2447919845581055,2.1614580154418945,2.1614580154418945,2.1614580154418945,6528,,,,,,,,
2021-12-02,2.164062976837158,2.1822919845581055,2.1354169845581055,2.1354169845581055,2.1354169845581055,20006,,,,,,,,
2021-12-03,2.132812976837158,2.1588540077209473,2.1276040077209473,2.1276040077209473,2.1276040077209473,3571,,,,,,,,
2021-12-06,2.1458330154418945,2.1458330154418945,2.140625,2.140625,2.140625,538,,,,,,,,
2021-12-07,2.078125,2.164062976837158,2.078125,2.1380209922790527,2.1380209922790527,5606,,,,,,,,
2021-12-08,2.1875,2.2135419845581055,2.15625,2.15625,2.15625,15283,,,,,,,,
2021-12-09,2.2135419845581055,2.3020830154418945,2.195312976837158,2.2395830154418945,2.2395830154418945,25037,,,,,,,,
2021-12-10,2.2552080154418945,2.2630209922790527,2.2369790077209473,2.2369790077209473,2.2369790077209473,13670,,,,,,,,
2021-12-13,2.2682290077209473,2.3229169845581055,2.265625,2.265625,2.265625,960,,,,,,,,
