date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LILAB')","('high', 'LILAB')","('low', 'LILAB')","('close', 'LILAB')","('adj_close', 'LILAB')","('volume', 'LILAB')","('currency', '')"
2020-01-02,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-03,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-06,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-07,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-08,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-09,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-10,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-13,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-14,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-15,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-16,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-17,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-21,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-22,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-23,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-24,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-27,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-28,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-29,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-30,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-01-31,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-03,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-04,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-05,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-06,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-07,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-10,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-11,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-12,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-13,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,15.78695297241211,0,,,,,,,,
2020-02-14,13.155794143676758,13.155794143676758,13.155794143676758,13.155794143676758,13.155794143676758,458,,,,,,,,
2020-02-18,13.155794143676758,13.155794143676758,13.155794143676758,13.155794143676758,13.155794143676758,0,,,,,,,,
