date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PLD')","('high', 'PLD')","('low', 'PLD')","('close', 'PLD')","('adj_close', 'PLD')","('volume', 'PLD')","('currency', '')"
2020-01-02,89.66999816894531,89.80000305175781,87.75,88.4000015258789,74.87837982177734,2246200,,,,,,,,
2020-01-03,87.55000305175781,89.86000061035156,87.55000305175781,89.38999938964844,75.7169418334961,2188000,,,,,,,,
2020-01-06,89.44000244140625,89.5999984741211,88.88999938964844,89.04000091552734,75.42045593261719,1794500,,,,,,,,
2020-01-07,88.62000274658203,88.94000244140625,87.87999725341797,88.47000122070312,74.93767547607422,2054500,,,,,,,,
2020-01-08,88.45999908447266,89.2300033569336,88.1500015258789,88.94999694824219,75.34423065185547,2013700,,,,,,,,
2020-01-09,89.27999877929688,89.80999755859375,88.73999786376953,88.95999908447266,75.35272216796875,1688300,,,,,,,,
2020-01-10,89.06999969482422,89.7300033569336,89.01000213623047,89.44000244140625,75.75929260253906,2204300,,,,,,,,
2020-01-13,89.54000091552734,91.81999969482422,89.5,91.80000305175781,77.75831604003906,2833800,,,,,,,,
2020-01-14,91.55000305175781,91.83999633789062,90.31999969482422,90.62999725341797,76.76727294921875,3124500,,,,,,,,
2020-01-15,91.08999633789062,92.48999786376953,91.01000213623047,92.20999908447266,78.1055908203125,3309500,,,,,,,,
2020-01-16,92.54000091552734,93.37000274658203,92.30999755859375,93.3499984741211,79.07121276855469,2627500,,,,,,,,
2020-01-17,93.3499984741211,94.77999877929688,93.30999755859375,94.2699966430664,79.85049438476562,4292500,,,,,,,,
2020-01-21,94.1500015258789,95.61000061035156,94.05999755859375,95.56999969482422,80.95165252685547,3335500,,,,,,,,
2020-01-22,95.16999816894531,96.37999725341797,93.72000122070312,93.94000244140625,79.57096862792969,3434700,,,,,,,,
2020-01-23,93.54000091552734,95.75,93.12000274658203,95.69999694824219,81.061767578125,3200900,,,,,,,,
2020-01-24,95.9000015258789,96.77999877929688,95.56999969482422,96.1500015258789,81.44293212890625,3201800,,,,,,,,
2020-01-27,95.38999938964844,96.05999755859375,94.83999633789062,94.98999786376953,80.46037292480469,2770800,,,,,,,,
2020-01-28,95.30000305175781,96.0199966430664,95.04000091552734,95.55999755859375,80.94319915771484,2245200,,,,,,,,
2020-01-29,95.81999969482422,96.62000274658203,95.25,96.5,81.7394027709961,2730100,,,,,,,,
2020-01-30,96.08000183105469,96.95999908447266,95.61000061035156,96.20999908447266,81.49376678466797,3455200,,,,,,,,
2020-01-31,95.87000274658203,95.97000122070312,92.51000213623047,92.87999725341797,78.673095703125,5227600,,,,,,,,
2020-02-03,93.5,93.5,91.54000091552734,91.87000274658203,77.81761169433594,23204900,,,,,,,,
2020-02-04,91.9800033569336,94.12999725341797,91.5199966430664,93.41999816894531,79.13052368164062,4978000,,,,,,,,
2020-02-05,93.86000061035156,94.01000213623047,92.43000030517578,92.73999786376953,78.55453491210938,5736500,,,,,,,,
2020-02-06,92.73999786376953,93.44000244140625,92.54000091552734,93.11000061035156,78.86795043945312,3935200,,,,,,,,
2020-02-07,93.29000091552734,93.55999755859375,92.5999984741211,93.13999938964844,78.89334106445312,3643800,,,,,,,,
2020-02-10,93.7300033569336,95.0,93.37000274658203,94.66000366210938,80.18083953857422,5153300,,,,,,,,
2020-02-11,95.33000183105469,96.8499984741211,95.04000091552734,96.20999908447266,81.49376678466797,3740400,,,,,,,,
2020-02-12,96.6500015258789,97.3499984741211,96.13999938964844,96.79000091552734,81.98503875732422,2523300,,,,,,,,
2020-02-13,96.62999725341797,97.08999633789062,96.0999984741211,96.47000122070312,81.71399688720703,3652700,,,,,,,,
2020-02-14,96.8499984741211,97.63999938964844,96.62000274658203,97.55000305175781,82.62879180908203,3296000,,,,,,,,
2020-02-18,97.62999725341797,98.38999938964844,97.2300033569336,98.3499984741211,83.3064193725586,3742800,,,,,,,,
2020-02-19,98.61000061035156,98.83000183105469,97.62000274658203,97.7699966430664,82.81513214111328,4724300,,,,,,,,
2020-02-20,97.68000030517578,99.04000091552734,96.91000366210938,98.94999694824219,83.81465148925781,3992900,,,,,,,,
2020-02-21,98.93000030517578,99.79000091552734,98.91999816894531,99.2300033569336,84.05181121826172,6382300,,,,,,,,
2020-02-24,97.79000091552734,98.63999938964844,95.81999969482422,95.9800033569336,81.29893493652344,3688200,,,,,,,,
2020-02-25,96.23999786376953,96.61000061035156,91.62000274658203,91.69999694824219,77.6736068725586,5305900,,,,,,,,
2020-02-26,92.0,93.31999969482422,90.9800033569336,91.26000213623047,77.30091857910156,4662200,,,,,,,,
2020-02-27,90.5999984741211,90.80999755859375,86.66999816894531,86.70999908447266,73.4468765258789,6227400,,,,,,,,
2020-02-28,84.41999816894531,85.19999694824219,80.94000244140625,84.27999877929688,71.3885726928711,7285600,,,,,,,,
2020-03-02,84.69999694824219,88.2699966430664,83.5,88.2699966430664,74.76827239990234,5715300,,,,,,,,
2020-03-03,88.62999725341797,91.58999633789062,87.68000030517578,89.38999938964844,75.7169418334961,5843400,,,,,,,,
2020-03-04,90.2300033569336,94.47000122070312,90.19000244140625,94.37000274658203,79.93518829345703,4210300,,,,,,,,
2020-03-05,92.0999984741211,92.86000061035156,88.5999984741211,89.70999908447266,75.98800659179688,3135200,,,,,,,,
2020-03-06,86.3499984741211,86.4000015258789,82.27999877929688,85.87999725341797,72.74383544921875,5562100,,,,,,,,
2020-03-09,80.83000183105469,80.83000183105469,77.47000122070312,77.7699966430664,65.87432098388672,7291600,,,,,,,,
