date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PIPR')","('high', 'PIPR')","('low', 'PIPR')","('close', 'PIPR')","('adj_close', 'PIPR')","('volume', 'PIPR')","('currency', '')"
2020-01-02,80.12000274658203,80.98999786376953,79.19999694824219,80.66999816894531,67.17732238769531,93400,,,,,,,,
2020-01-03,79.75,79.8499984741211,78.68000030517578,79.62000274658203,66.3029556274414,94200,,,,,,,,
2020-01-06,79.0,79.36000061035156,77.41999816894531,78.22000122070312,65.1370849609375,26700,,,,,,,,
2020-01-07,78.02999877929688,79.31999969482422,77.37999725341797,78.0,64.95392608642578,41100,,,,,,,,
2020-01-08,77.83999633789062,79.37000274658203,77.44999694824219,78.94999694824219,65.74501037597656,82900,,,,,,,,
2020-01-09,79.61000061035156,80.4000015258789,79.58999633789062,79.75,66.41119384765625,71300,,,,,,,,
2020-01-10,80.04000091552734,80.20999908447266,79.18000030517578,79.66999816894531,66.3445816040039,57600,,,,,,,,
2020-01-13,79.56999969482422,81.83000183105469,79.5199966430664,81.68000030517578,68.01838684082031,127800,,,,,,,,
2020-01-14,81.73999786376953,82.4800033569336,81.12000274658203,81.8499984741211,68.15995025634766,121800,,,,,,,,
2020-01-15,81.6500015258789,82.18000030517578,80.56999969482422,80.69000244140625,67.1939697265625,85600,,,,,,,,
2020-01-16,81.22000122070312,83.47000122070312,81.12000274658203,83.43000030517578,69.4756851196289,87500,,,,,,,,
2020-01-17,83.70999908447266,83.9800033569336,82.43000030517578,83.8499984741211,69.82544708251953,75900,,,,,,,,
2020-01-21,83.55999755859375,85.58000183105469,83.08000183105469,84.72000122070312,70.54993438720703,116600,,,,,,,,
2020-01-22,84.72000122070312,85.91999816894531,84.5199966430664,84.54000091552734,70.40003204345703,83600,,,,,,,,
2020-01-23,84.12999725341797,85.29000091552734,83.47000122070312,85.05999755859375,70.83306884765625,127700,,,,,,,,
2020-01-24,85.01000213623047,85.16999816894531,83.47000122070312,84.48999786376953,70.35841369628906,334500,,,,,,,,
2020-01-27,83.01000213623047,83.80999755859375,80.56999969482422,80.81999969482422,67.30223083496094,82900,,,,,,,,
2020-01-28,81.04000091552734,83.19000244140625,80.33000183105469,83.01000213623047,69.12593841552734,122800,,,,,,,,
2020-01-29,82.94000244140625,84.52999877929688,82.33999633789062,83.55000305175781,69.57562255859375,91400,,,,,,,,
2020-01-30,82.27999877929688,85.48999786376953,82.27999877929688,85.19000244140625,70.94132995605469,107500,,,,,,,,
2020-01-31,85.9800033569336,86.33000183105469,80.88999938964844,82.43000030517578,68.6429443359375,165800,,,,,,,,
2020-02-03,83.2699966430664,86.22000122070312,82.27999877929688,84.77999877929688,70.59989929199219,112700,,,,,,,,
2020-02-04,86.16000366210938,86.79000091552734,85.25,85.75,71.40766906738281,80800,,,,,,,,
2020-02-05,86.5,87.23999786376953,85.37999725341797,86.70999908447266,72.20709228515625,86000,,,,,,,,
2020-02-06,87.11000061035156,87.11000061035156,85.06999969482422,85.69000244140625,71.35769653320312,65400,,,,,,,,
2020-02-07,85.12999725341797,85.79000091552734,84.70999908447266,85.13999938964844,70.89968872070312,56600,,,,,,,,
2020-02-10,84.73999786376953,86.02999877929688,84.19999694824219,85.93000030517578,71.55754089355469,52100,,,,,,,,
2020-02-11,86.45999908447266,87.06999969482422,85.44999694824219,85.91000366210938,71.54090118408203,55300,,,,,,,,
2020-02-12,86.54000091552734,87.22000122070312,85.33999633789062,86.41999816894531,71.96561431884766,63300,,,,,,,,
2020-02-13,86.0199966430664,87.44999694824219,86.0199966430664,86.79000091552734,72.2737045288086,34600,,,,,,,,
2020-02-14,86.88999938964844,87.41999816894531,86.23999786376953,86.5,72.03221893310547,40800,,,,,,,,
2020-02-18,86.41999816894531,86.41999816894531,85.05000305175781,85.7699966430664,71.42430877685547,110400,,,,,,,,
2020-02-19,85.95999908447266,86.23999786376953,85.44999694824219,85.9800033569336,71.59918212890625,42600,,,,,,,,
2020-02-20,84.66999816894531,85.08999633789062,82.97000122070312,83.05999755859375,69.16759490966797,77700,,,,,,,,
2020-02-21,82.75,83.2300033569336,81.2300033569336,82.0999984741211,68.36814880371094,114100,,,,,,,,
2020-02-24,79.30999755859375,79.9800033569336,78.61000061035156,79.6500015258789,66.32793426513672,58300,,,,,,,,
2020-02-25,79.94000244140625,79.94000244140625,76.01000213623047,76.05000305175781,63.3300666809082,78700,,,,,,,,
2020-02-26,76.58999633789062,77.05000305175781,74.75,74.88999938964844,62.36406326293945,68600,,,,,,,,
2020-02-27,73.19999694824219,76.05000305175781,72.55999755859375,72.98999786376953,60.7818603515625,108700,,,,,,,,
2020-02-28,69.63999938964844,70.9000015258789,68.8499984741211,70.08000183105469,59.27214050292969,123600,,,,,,,,
2020-03-02,70.48999786376953,75.69000244140625,70.18000030517578,74.80999755859375,63.2726936340332,166300,,,,,,,,
2020-03-03,74.77999877929688,74.80000305175781,70.66999816894531,71.56999969482422,60.53236770629883,114100,,,,,,,,
2020-03-04,72.83999633789062,73.55000305175781,71.05999755859375,73.4000015258789,62.080135345458984,91000,,,,,,,,
2020-03-05,71.27999877929688,71.61000061035156,68.38999938964844,69.16999816894531,58.50248336791992,172200,,,,,,,,
2020-03-06,66.5,69.44999694824219,66.5,67.3499984741211,56.96317672729492,133500,,,,,,,,
2020-03-09,55.5,58.0,54.650001525878906,54.90999984741211,46.44169235229492,164300,,,,,,,,
2020-03-10,57.20000076293945,57.97999954223633,54.220001220703125,56.90999984741211,48.13324737548828,108100,,,,,,,,
2020-03-11,54.970001220703125,56.0,52.470001220703125,53.400001525878906,45.1645622253418,109500,,,,,,,,
2020-03-12,48.40999984741211,50.45000076293945,44.470001220703125,44.84000015258789,37.92470932006836,107900,,,,,,,,
2020-03-13,48.0099983215332,49.470001220703125,45.119998931884766,49.470001220703125,41.84065246582031,145000,,,,,,,,
2020-03-16,44.040000915527344,46.400001525878906,40.810001373291016,41.27000045776367,34.90526580810547,160700,,,,,,,,
2020-03-17,42.38999938964844,42.38999938964844,38.869998931884766,41.81999969482422,35.370452880859375,156100,,,,,,,,
2020-03-18,40.779998779296875,40.779998779296875,34.11000061035156,34.25,28.967906951904297,123200,,,,,,,,
2020-03-19,33.970001220703125,39.47999954223633,31.950000762939453,38.290000915527344,32.384857177734375,139400,,,,,,,,
2020-03-20,38.68000030517578,41.5099983215332,36.63999938964844,36.84000015258789,31.158477783203125,219400,,,,,,,,
2020-03-23,37.459999084472656,39.689998626708984,35.459999084472656,37.68000030517578,31.86893081665039,218800,,,,,,,,
2020-03-24,40.060001373291016,42.83000183105469,39.5,40.599998474121094,34.338592529296875,147600,,,,,,,,
2020-03-25,40.45000076293945,45.08000183105469,39.880001068115234,41.90999984741211,35.446571350097656,149500,,,,,,,,
2020-03-26,42.95000076293945,50.22999954223633,42.43000030517578,48.54999923706055,41.06254196166992,188600,,,,,,,,
2020-03-27,46.630001068115234,55.279998779296875,45.869998931884766,50.09000015258789,42.36503601074219,441700,,,,,,,,
2020-03-30,50.66999816894531,54.2599983215332,48.869998931884766,50.08000183105469,42.356590270996094,191600,,,,,,,,
2020-03-31,49.939998626708984,51.47999954223633,48.54999923706055,50.56999969482422,42.77101135253906,119800,,,,,,,,
2020-04-01,48.13999938964844,49.31999969482422,46.7599983215332,47.459999084472656,40.140647888183594,135100,,,,,,,,
2020-04-02,47.220001220703125,49.959999084472656,46.5,49.709999084472656,42.04364013671875,77500,,,,,,,,
2020-04-03,48.65999984741211,50.599998474121094,46.59000015258789,48.25,40.808807373046875,81800,,,,,,,,
2020-04-06,50.560001373291016,52.220001220703125,49.09000015258789,52.220001220703125,44.16654968261719,82300,,,,,,,,
2020-04-07,53.959999084472656,55.279998779296875,51.02000045776367,52.349998474121094,44.27649688720703,125100,,,,,,,,
2020-04-08,53.119998931884766,53.16999816894531,50.36000061035156,52.060001373291016,44.03121566772461,110600,,,,,,,,
2020-04-09,53.369998931884766,55.939998626708984,52.72999954223633,54.95000076293945,46.475521087646484,101900,,,,,,,,
2020-04-13,54.7599983215332,54.7599983215332,52.52000045776367,53.25,45.03769302368164,68000,,,,,,,,
2020-04-14,54.63999938964844,56.689998626708984,52.5099983215332,53.25,45.03769302368164,94900,,,,,,,,
2020-04-15,50.75,51.59000015258789,49.369998931884766,50.54999923706055,42.75409698486328,64800,,,,,,,,
2020-04-16,50.97999954223633,51.150001525878906,48.22999954223633,49.56999969482422,41.925235748291016,100000,,,,,,,,
2020-04-17,51.5,53.66999816894531,51.43000030517578,53.66999816894531,45.39291763305664,72300,,,,,,,,
2020-04-20,52.2599983215332,53.959999084472656,51.0099983215332,52.119998931884766,44.081966400146484,55500,,,,,,,,
